panel	accession	organism	vclass	cell	full_found	full_coverage	full_bait	panel_found	panel_coverage	panel_bait	direction	full_coverage_distance_from_bar
basal_only	GCA_015883425.2	Lamprotornis superbus	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_015883425.2	Lamprotornis superbus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_015883425.2	Lamprotornis superbus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_015883425.2	Lamprotornis superbus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_015883425.2	Lamprotornis superbus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_015883425.2	Lamprotornis superbus	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_018340635.1	Bothrops jararaca	Lepidosauria	ITPR1	1	0.9701	A0A670JBK6|ITPR1|Podarcis_muralis	0	0.0		loss	0.2701
basal_only	GCA_018340635.1	Bothrops jararaca	Lepidosauria	ITPR3	1	1.0	A0A6J0TV85|ITPR3|Pogona_vitticeps	0	0.0		loss	0.3
basal_only	GCA_018340635.1	Bothrops jararaca	Lepidosauria	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_018340635.1	Bothrops jararaca	Lepidosauria	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_018340635.1	Bothrops jararaca	Lepidosauria	ITPR1	1	0.9701	A0A670JBK6|ITPR1|Podarcis_muralis	0	0.0		loss	0.2701
drop_ITPR1_baits	GCA_018340635.1	Bothrops jararaca	Lepidosauria	ITPR2	0	0.0		1	0.9693	A0A672UP22|ITPR2|Strigops_habroptila	gain	0.7
drop_ITPR3_baits	GCA_018340635.1	Bothrops jararaca	Lepidosauria	ITPR2	0	0.0		1	0.9981	Q14571|ITPR2|Homo_sapiens|ITPR2	gain	0.7
drop_ITPR3_baits	GCA_018340635.1	Bothrops jararaca	Lepidosauria	ITPR3	1	1.0	A0A6J0TV85|ITPR3|Pogona_vitticeps	0	0.0		loss	0.3
basal_only	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR1	1	1.0	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	0	0.0		loss	0.3
basal_only	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR2	1	1.0	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	0	0.0		loss	0.3
basal_only	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR3	1	1.0	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	0	0.0		loss	0.3
basal_only	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	RYR	1	1.0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0	0.0		loss	0.3
no_ryr_control	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	RYR	1	1.0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0	0.0		loss	0.3
human_only	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR2	1	1.0	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR1	1	1.0	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR2	1	1.0	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR3	1	1.0	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	0	0.0		loss	0.3
basal_only	GCA_020745705.1	Hemiprocne comata	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_020745705.1	Hemiprocne comata	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_020745705.1	Hemiprocne comata	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCA_020745705.1	Hemiprocne comata	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_020745705.1	Hemiprocne comata	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_020745705.1	Hemiprocne comata	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_020745705.1	Hemiprocne comata	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_020745705.1	Hemiprocne comata	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCA_022829145.1	Albula goreensis	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCA_022829145.1	Albula goreensis	Actinopteri	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_022829145.1	Albula goreensis	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_022829145.1	Albula goreensis	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_022829145.1	Albula goreensis	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_022829145.1	Albula goreensis	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_022829145.1	Albula goreensis	Actinopteri	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_022829145.1	Albula goreensis	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCA_023764695.1	Pygathrix nigripes	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_023764695.1	Pygathrix nigripes	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR3	0	0.6933	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	gain	0.0067
basal_only	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCA_028571685.1	Heterohyrax brucei	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_028571685.1	Heterohyrax brucei	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_029706075.1	Aldrovandia affinis	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_029706075.1	Aldrovandia affinis	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCA_031835075.1	Saguinus oedipus	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_031835075.1	Saguinus oedipus	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCA_032275445.1	Crypturellus soui	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_032275445.1	Crypturellus soui	Aves	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
basal_only	GCA_032275445.1	Crypturellus soui	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCA_032275445.1	Crypturellus soui	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
no_ryr_control	GCA_032275445.1	Crypturellus soui	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
drop_ITPR1_baits	GCA_032275445.1	Crypturellus soui	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_032275445.1	Crypturellus soui	Aves	ITPR2	1	1.0	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_032275445.1	Crypturellus soui	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_033238685.1	Lates japonicus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_033238685.1	Lates japonicus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
amniote_only	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
human_only	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ray_finned_fish	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
one_per_cell_nonhuman	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCA_035590135.1	Circaetus pectoralis	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_035590135.1	Circaetus pectoralis	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
basal_only	GCA_035590135.1	Circaetus pectoralis	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCA_035590135.1	Circaetus pectoralis	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_035590135.1	Circaetus pectoralis	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_035590135.1	Circaetus pectoralis	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_035590135.1	Circaetus pectoralis	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
drop_ITPR3_baits	GCA_035590135.1	Circaetus pectoralis	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR1	1	1.0	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	0	0.0		loss	0.3
basal_only	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR2	1	1.0	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	0	0.0		loss	0.3
basal_only	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR3	1	1.0	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	0	0.0		loss	0.3
basal_only	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR1	1	1.0	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR2	1	1.0	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR3	1	1.0	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	0	0.0		loss	0.3
basal_only	GCA_036250305.1	Ataeniobius toweri	Actinopteri	RYR	1	0.7074	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0	0.0		loss	0.0074
no_ryr_control	GCA_036250305.1	Ataeniobius toweri	Actinopteri	RYR	1	0.7074	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0	0.0		loss	0.0074
amniote_only	GCA_036250305.1	Ataeniobius toweri	Actinopteri	RYR	1	0.7074	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0	0.6978	A0A3Q0HBW9|RYR|Alligator_sinensis	loss	0.0074
basal_only	GCA_040091335.1	Xenoophorus captivus	Actinopteri	RYR	1	0.7449	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0	0.0		loss	0.0449
no_ryr_control	GCA_040091335.1	Xenoophorus captivus	Actinopteri	RYR	1	0.7449	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0	0.0		loss	0.0449
basal_only	GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_043380575.1	Atractosteus spatula	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_043380575.1	Atractosteus spatula	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
