accession	organism	vclass	cell	ledger_status	gene_present	has_reference_proteome	proteome_id	n_family_protein_records_species	n_records_resolving_to_any_cell	n_records_resolving_to_cell	recovery_channel
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	RYR	found_annotated	1	1	UP000287033	7	6	3	protein_database_and_genome
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR1	found_annotated	1	1	UP000288216	10	5	1	protein_database_and_genome
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR2	found_annotated	1	1	UP000288216	10	5	1	protein_database_and_genome
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR3	found_annotated	1	1	UP000288216	10	5	1	protein_database_and_genome
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	RYR	found_annotated	1	1	UP000288216	10	5	2	protein_database_and_genome
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR1	found_annotated	1	1	UP000016666	15	9	2	protein_database_and_genome
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR2	found_annotated	1	1	UP000016666	15	9	2	protein_database_and_genome
GCF_047663525.1	Anas platyrhynchos	Aves	ITPR3	found_annotated	1	1	UP000016666	15	9	2	protein_database_and_genome
GCF_047663525.1	Anas platyrhynchos	Aves	RYR	found_annotated	1	1	UP000016666	15	9	3	protein_database_and_genome
GCF_047716275.1	Strix uralensis	Aves	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_047716275.1	Strix uralensis	Aves	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_047716275.1	Strix uralensis	Aves	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_047716275.1	Strix uralensis	Aves	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	found_annotated	1	1	UP000261540	8	7	2	protein_database_and_genome
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR2	found_annotated	1	1	UP000261540	8	7	1	protein_database_and_genome
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR3	found_annotated	1	1	UP000261540	8	7	1	protein_database_and_genome
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	RYR	found_annotated	1	1	UP000261540	8	7	3	protein_database_and_genome
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	found_annotated	1	1	UP001735300	31	16	3	protein_database_and_genome
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR2	absent	0	1	UP001735300	31	16	0	n/a (no gene demonstrated in this cell)
GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR3	absent	0	1	UP001735300	31	16	0	n/a (no gene demonstrated in this cell)
GCF_048934315.1	Petromyzon marinus	Hyperoartia	RYR	found_annotated	1	1	UP001735300	31	16	13	protein_database_and_genome
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR1	found_annotated	1	1	UP000006718	30	22	11	protein_database_and_genome
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR2	found_annotated	1	1	UP000006718	30	22	6	protein_database_and_genome
GCF_049350105.2	Macaca mulatta	Mammalia	ITPR3	found_annotated	1	1	UP000006718	30	22	3	protein_database_and_genome
GCF_049350105.2	Macaca mulatta	Mammalia	RYR	found_annotated	1	1	UP000006718	30	22	2	protein_database_and_genome
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_050624435.1	Tenrec ecaudatus	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	found_annotated	1	1	UP000000437	109	105	53	protein_database_and_genome
GCF_052040795.1	Danio rerio	Actinopteri	ITPR2	found_annotated	1	1	UP000000437	109	105	1	protein_database_and_genome
GCF_052040795.1	Danio rerio	Actinopteri	ITPR3	found_annotated	1	1	UP000000437	109	105	2	protein_database_and_genome
GCF_052040795.1	Danio rerio	Actinopteri	RYR	found_annotated	1	1	UP000000437	109	105	49	protein_database_and_genome
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	found_annotated	1	1	UP000261640	48	42	15	protein_database_and_genome
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR2	found_annotated	1	1	UP000261640	48	42	8	protein_database_and_genome
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR3	found_annotated	1	1	UP000261640	48	42	8	protein_database_and_genome
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	found_annotated	1	1	UP000261640	48	42	11	protein_database_and_genome
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	found_annotated	1	1	UP000694680	17	16	10	protein_database_and_genome
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR2	found_annotated	1	1	UP000694680	17	16	6	protein_database_and_genome
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR3	found_annotated	1	1	UP000694680	17	16	0	genome_only:no_record_resolves_to_this_paralog
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	found_annotated	1	1	UP000694680	17	16	0	genome_only:no_record_resolves_to_this_paralog
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR1	found_annotated	1	1	UP000694620	9	7	2	protein_database_and_genome
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR2	found_annotated	1	1	UP000694620	9	7	1	protein_database_and_genome
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR3	found_annotated	1	1	UP000694620	9	7	1	protein_database_and_genome
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RYR	found_annotated	1	1	UP000694620	9	7	3	protein_database_and_genome
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	found_annotated	1	1	UP000472265	50	41	10	protein_database_and_genome
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR2	found_annotated	1	1	UP000472265	50	41	5	protein_database_and_genome
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR3	found_annotated	1	1	UP000472265	50	41	10	protein_database_and_genome
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	found_annotated	1	1	UP000472265	50	41	16	protein_database_and_genome
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	found_annotated	1	1	UP000005226	6	6	4	protein_database_and_genome
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR2	found_annotated	1	1	UP000005226	6	6	2	protein_database_and_genome
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR3	found_annotated	1	1	UP000005226	6	6	0	genome_only:no_record_resolves_to_this_paralog
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	found_annotated	1	1	UP000005226	6	6	0	genome_only:no_record_resolves_to_this_paralog
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR1	found_annotated	1	1	UP000472271	38	32	9	protein_database_and_genome
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR2	found_annotated	1	1	UP000472271	38	32	8	protein_database_and_genome
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR3	found_annotated	1	1	UP000472271	38	32	1	protein_database_and_genome
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RYR	found_annotated	1	1	UP000472271	38	32	14	protein_database_and_genome
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR1	found_annotated	1	1	UP000472263	48	38	10	protein_database_and_genome
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR2	found_annotated	1	1	UP000472263	48	38	8	protein_database_and_genome
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR3	found_annotated	1	1	UP000472263	48	38	1	protein_database_and_genome
GCF_902150065.1	Myripristis murdjan	Actinopteri	RYR	found_annotated	1	1	UP000472263	48	38	19	protein_database_and_genome
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR1	found_annotated	1	1	UP000694546	74	67	20	protein_database_and_genome
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR2	found_annotated	1	1	UP000694546	74	67	11	protein_database_and_genome
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR3	found_annotated	1	1	UP000694546	74	67	11	protein_database_and_genome
GCF_902167405.1	Gadus morhua	Actinopteri	RYR	found_annotated	1	1	UP000694546	74	67	25	protein_database_and_genome
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR1	found_annotated	1	1	UP000504632	9	9	2	protein_database_and_genome
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR2	found_annotated	1	1	UP000504632	9	9	1	protein_database_and_genome
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR3	found_annotated	1	1	UP000504632	9	9	1	protein_database_and_genome
GCF_902362185.1	Chanos chanos	Actinopteri	RYR	found_annotated	1	1	UP000504632	9	9	5	protein_database_and_genome
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_907165065.1	Caprimulgus europaeus	Aves	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_933228915.1	Telmatherina bonti	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR1	found_annotated	1	1	UP000585422	5	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR2	found_annotated	1	1	UP000585422	5	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR3	found_annotated	1	1	UP000585422	5	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_947461875.1	Haliaeetus albicilla	Aves	RYR	found_annotated	1	1	UP000585422	5	1	1	protein_database_and_genome
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR1	found_annotated	1	1	UP001364617	12	8	0	genome_only:no_record_resolves_to_this_paralog
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR2	found_annotated	1	1	UP001364617	12	8	1	protein_database_and_genome
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR3	found_annotated	1	1	UP001364617	12	8	1	protein_database_and_genome
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RYR	found_annotated	1	1	UP001364617	12	8	6	protein_database_and_genome
GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_949606895.1	Notothenia rossii	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_949987685.1	Ammodytes marinus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	found_annotated	1	1	UP001177744	6	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	found_annotated	1	1	UP001177744	6	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	found_annotated	1	1	UP001177744	6	1	1	protein_database_and_genome
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RYR	found_annotated	1	1	UP001177744	6	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_951799975.1	Gobius niger	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_960531495.1	Zeus faber	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_960531495.1	Zeus faber	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_960531495.1	Zeus faber	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963457635.1	Microchirus variegatus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963514005.1	Raja brachyura	Chondrichthyes	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963514075.1	Conger conger	Actinopteri	ITPR1	found_annotated	1	1	UP001152803	10	8	2	protein_database_and_genome
GCF_963514075.1	Conger conger	Actinopteri	ITPR2	found_annotated	1	1	UP001152803	10	8	1	protein_database_and_genome
GCF_963514075.1	Conger conger	Actinopteri	ITPR3	found_annotated	1	1	UP001152803	10	8	1	protein_database_and_genome
GCF_963514075.1	Conger conger	Actinopteri	RYR	found_annotated	1	1	UP001152803	10	8	4	protein_database_and_genome
GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963514085.1	Chelon labrosus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR1	found_annotated	1	1	UP000053238	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR2	found_annotated	1	1	UP000053238	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR3	found_annotated	1	1	UP000053238	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_963921805.1	Phalacrocorax carbo	Aves	RYR	found_annotated	1	1	UP000053238	1	1	1	protein_database_and_genome
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR2	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR3	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	found_no_annotation	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR2	absent	0	0		0	0	0	n/a (no gene demonstrated in this cell)
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR3	absent	0	0		0	0	0	n/a (no gene demonstrated in this cell)
GCF_964187855.1	Myxine glutinosa	Myxini	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964195595.1	Calonectris borealis	Aves	ITPR1	found_annotated	1	1	UP000535403	5	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_964195595.1	Calonectris borealis	Aves	ITPR2	found_annotated	1	1	UP000535403	5	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_964195595.1	Calonectris borealis	Aves	ITPR3	found_annotated	1	1	UP000535403	5	1	1	protein_database_and_genome
GCF_964195595.1	Calonectris borealis	Aves	RYR	found_annotated	1	1	UP000535403	5	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ITPR1	found_annotated	1	1	UP000001811	32	27	10	protein_database_and_genome
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ITPR2	found_annotated	1	1	UP000001811	32	27	2	protein_database_and_genome
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ITPR3	found_annotated	1	1	UP000001811	32	27	9	protein_database_and_genome
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	RYR	found_annotated	1	1	UP000001811	32	27	6	protein_database_and_genome
GCF_964237585.1	Gallinula chloropus	Aves	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964237585.1	Gallinula chloropus	Aves	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964237585.1	Gallinula chloropus	Aves	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964237585.1	Gallinula chloropus	Aves	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964289735.1	Phaethon aethereus	Aves	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964417175.1	Larus argentatus	Aves	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964417175.1	Larus argentatus	Aves	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964417175.1	Larus argentatus	Aves	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964417175.1	Larus argentatus	Aves	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_964638095.1	Poromitra crassiceps	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_965183815.1	Platalea leucorodia	Aves	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_965183815.1	Platalea leucorodia	Aves	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_965183815.1	Platalea leucorodia	Aves	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_965183815.1	Platalea leucorodia	Aves	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_965601325.1	Salmo salar	Actinopteri	ITPR1	found_annotated	1	1	UP001652741	71	56	16	protein_database_and_genome
GCF_965601325.1	Salmo salar	Actinopteri	ITPR2	found_annotated	1	1	UP001652741	71	56	5	protein_database_and_genome
GCF_965601325.1	Salmo salar	Actinopteri	ITPR3	found_annotated	1	1	UP001652741	71	56	7	protein_database_and_genome
