accession	organism	vclass	cell	bait	bait_species	bait_band	bait_group	bait_origin	identity	coverage	aligned	found
GCA_013397955.1	Grantiella picta	Aves	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.7483	1.0	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8815	1.0	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.98	1.0	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.9774	1.0	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.926	1.0	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.9145	1.0	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.9074	1.0	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7468	0.9921	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7501	0.9932	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8329	0.9959	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.9819	1.0	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.9728	1.0	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.776	0.9958	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.8761	1.0	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.88	1.0	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.9147	1.0	1	1
GCA_013397955.1	Grantiella picta	Aves	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7638	0.9944	1	1
GCA_013397955.1	Grantiella picta	Aves	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8571	0.997	1	1
GCA_013397955.1	Grantiella picta	Aves	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.6741	0.9968	1	1
GCA_013397955.1	Grantiella picta	Aves	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.9754	0.9976	1	1
GCA_013397955.1	Grantiella picta	Aves	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.6816	0.9972	1	1
GCA_013397955.1	Grantiella picta	Aves	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6866	0.9969	1	1
GCA_013397955.1	Grantiella picta	Aves	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9347	0.9968	1	1
GCA_013397955.1	Grantiella picta	Aves	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.9553	0.996	1	1
GCA_013397955.1	Grantiella picta	Aves	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6625	1.0	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.8583	1.0	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8236	1.0	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8888	1.0	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.9899	1.0	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.9902	1.0	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.9425	1.0	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.9434	1.0	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.9567	1.0	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.8585	1.0	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7518	0.7049	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7503	0.7051	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8331	0.7067	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.9841	0.7067	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.9857	0.708	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.763	0.7099	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.8847	0.7071	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.8874	0.7072	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.9275	0.7067	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7441	0.7047	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8585	0.98	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.6731	0.9821	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.9823	0.9764	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.6762	0.9811	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6828	0.981	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9355	0.9799	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.9607	0.9805	1	1
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6623	0.9855	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.8532	0.9924	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8201	0.9915	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8894	0.9923	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.9824	1.0	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.9826	1.0	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.9396	0.9924	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.937	0.9924	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.9557	0.9924	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.8549	0.9923	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7486	0.9876	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.7545	0.9885	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8812	0.9885	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.9809	0.9885	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.9741	0.9885	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9266	0.9885	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.9131	0.9885	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.9119	0.9885	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7512	0.9805	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7494	0.9905	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.828	0.9959	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.9845	0.9888	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.9871	0.9887	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.7887	0.9844	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.8889	0.9888	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.8927	0.9888	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.9205	0.9887	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7621	0.9836	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8602	0.997	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.6741	0.9968	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.9812	0.9974	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.6773	0.9972	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6862	0.9969	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9362	0.9968	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.9613	0.996	1	1
GCA_013398155.1	Pedionomus torquatus	Aves	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6621	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.8566	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8255	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8874	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.9813	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.9785	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.9367	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.9394	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.9513	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.8565	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7506	0.9992	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.7504	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8811	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.9763	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.9722	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9223	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.9108	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.9094	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7587	0.9921	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7581	0.9932	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8441	0.9959	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.9903	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.9831	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.7842	0.9958	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.8874	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.8904	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.9262	1.0	1	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7703	0.9944	1	1
GCA_013398175.1	Climacteris rufus	Aves	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8597	0.997	1	1
GCA_013398175.1	Climacteris rufus	Aves	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.6749	0.9968	1	1
GCA_013398175.1	Climacteris rufus	Aves	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.9782	0.9974	1	1
GCA_013398175.1	Climacteris rufus	Aves	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.681	0.9972	1	1
GCA_013398175.1	Climacteris rufus	Aves	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6878	0.9969	1	1
GCA_013398175.1	Climacteris rufus	Aves	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9348	0.9968	1	1
GCA_013398175.1	Climacteris rufus	Aves	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.9573	0.996	1	1
GCA_013398175.1	Climacteris rufus	Aves	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6652	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.857	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8194	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8862	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.9806	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.9793	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.9364	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.9384	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.9509	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.8541	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7496	0.9992	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.7485	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8822	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.9789	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.9756	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9256	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.9134	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.9103	1.0	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7597	0.9921	1	1
GCA_013398455.1	Loxia curvirostra	Aves	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7605	0.9932	1	1
