accession	organism	vclass	cell	status	grade	found	control	control_reason	false_negative	s15_state	s15_rule	level	annotated_assembly	annotation_source	contig_n50	scaffold_n50	total_length_bp	spans_gene	best_coverage	recon_coverage
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR3	fragment	fragment	0	itpr_present	S15a present_partial (R3)	1	present_partial	R3	Chromosome	Y	GenBank	1500626	33456537	1065596499	1	0.6933	0.0
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	RYR	found_unannotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	GenBank	1500626	33456537	1065596499	1	1.0	0.0
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	636888	30072179	893743365	1	1.0	0.0
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	636888	30072179	893743365	1	1.0	0.0
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	636888	30072179	893743365	1	1.0	0.0
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	GenBank	636888	30072179	893743365	1	1.0	0.0
GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	78495281	139648372	3488059404	1	1.0	0.0
GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	78495281	139648372	3488059404	1	1.0	0.0
GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	78495281	139648372	3488059404	1	1.0	0.0
GCA_028571685.1	Heterohyrax brucei	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	GenBank	78495281	139648372	3488059404	1	1.0	0.0
GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	2000165	3835462	1228814362	1	1.0	0.0
GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	2000165	3835462	1228814362	1	1.0	0.0
GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	2000165	3835462	1228814362	1	1.0	0.0
GCA_029706075.1	Aldrovandia affinis	Actinopteri	RYR	found_unannotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	2000165	3835462	1228814362	1	1.0	0.0
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	4228958	36024567	844744120	1	1.0	0.0
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	4228958	36024567	844744120	1	1.0	0.0
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR3	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	4228958	36024567	844744120	1	1.0	0.0
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	GenBank	4228958	36024567	844744120	1	1.0	0.0
GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	91852676	148490209	3240181431	1	1.0	0.0
GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	91852676	148490209	3240181431	1	1.0	0.0
GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR3	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	91852676	148490209	3240181431	1	1.0	0.0
GCA_031835075.1	Saguinus oedipus	Mammalia	RYR	found_unannotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	GenBank	91852676	148490209	3240181431	1	1.0	0.0
GCA_032275445.1	Crypturellus soui	Aves	ITPR1	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	N	GenBank	10551	2922566	1038921062	0	1.0	0.0
GCA_032275445.1	Crypturellus soui	Aves	ITPR2	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	N	GenBank	10551	2922566	1038921062	0	1.0	0.0
GCA_032275445.1	Crypturellus soui	Aves	ITPR3	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	N	GenBank	10551	2922566	1038921062	0	1.0	0.0
GCA_032275445.1	Crypturellus soui	Aves	RYR	found_no_annotation	found	1	ryr_sister	present in every vertebrate	0			Scaffold	N	GenBank	10551	2922566	1038921062	0	0.9974	0.0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	285591	3710658	837949969	1	1.0	0.0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	285591	3710658	837949969	1	1.0	0.0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	285591	3710658	837949969	1	1.0	0.0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	found_unannotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	285591	3710658	837949969	1	1.0	0.0
GCA_035590135.1	Circaetus pectoralis	Aves	ITPR1	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	N	GenBank	43929	36419590	1196886597	0	1.0	0.0
GCA_035590135.1	Circaetus pectoralis	Aves	ITPR2	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	N	GenBank	43929	36419590	1196886597	0	0.9885	0.0
GCA_035590135.1	Circaetus pectoralis	Aves	ITPR3	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	N	GenBank	43929	36419590	1196886597	0	1.0	0.0
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	found_no_annotation	found	1	ryr_sister	present in every vertebrate	0			Scaffold	N	GenBank	43929	36419590	1196886597	0	1.0	0.0
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	3631979	37322513	1057024841	1	1.0	0.0
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	3631979	37322513	1057024841	1	1.0	0.0
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR3	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	3631979	37322513	1057024841	1	1.0	0.0
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	RYR	found_unannotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	GenBank	3631979	37322513	1057024841	1	1.0	0.0
GCA_036250305.1	Ataeniobius toweri	Actinopteri	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	16136	16360	929852946	0	0.4967	0.0
GCA_036250305.1	Ataeniobius toweri	Actinopteri	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	16136	16360	929852946	0	0.3688	0.0
GCA_036250305.1	Ataeniobius toweri	Actinopteri	ITPR3	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	16136	16360	929852946	0	0.5712	0.0
GCA_036250305.1	Ataeniobius toweri	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	16136	16360	929852946	0	0.7074	0.0
GCA_036250325.1	Characodon lateralis	Actinopteri	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	18129	19409	925961068	0	0.4949	0.0
GCA_036250325.1	Characodon lateralis	Actinopteri	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	18129	19409	925961068	0	0.6312	0.0
GCA_036250325.1	Characodon lateralis	Actinopteri	ITPR3	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	18129	19409	925961068	0	0.3618	0.0
GCA_036250325.1	Characodon lateralis	Actinopteri	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	GenBank	18129	19409	925961068	0	0.4633	0.0
GCA_040091285.1	Ameca splendens	Actinopteri	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	16857	17147	935215237	0	0.4967	0.0
GCA_040091285.1	Ameca splendens	Actinopteri	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	16857	17147	935215237	0	0.3688	0.0
GCA_040091285.1	Ameca splendens	Actinopteri	ITPR3	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	16857	17147	935215237	0	0.4869	0.0
GCA_040091285.1	Ameca splendens	Actinopteri	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	GenBank	16857	17147	935215237	0	0.5952	0.0
GCA_040091305.1	Ilyodon furcidens	Actinopteri	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	11867	13511	927507663	0	0.4967	0.0
GCA_040091305.1	Ilyodon furcidens	Actinopteri	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	11867	13511	927507663	0	0.3595	0.0
GCA_040091305.1	Ilyodon furcidens	Actinopteri	ITPR3	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	11867	13511	927507663	0	0.306	0.0
GCA_040091305.1	Ilyodon furcidens	Actinopteri	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	GenBank	11867	13511	927507663	0	0.3188	0.0
GCA_040091325.1	Goodea atripinnis	Actinopteri	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	16062	17645	979082110	0	0.4967	0.0
GCA_040091325.1	Goodea atripinnis	Actinopteri	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	16062	17645	979082110	0	0.3688	0.0
GCA_040091325.1	Goodea atripinnis	Actinopteri	ITPR3	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	16062	17645	979082110	0	0.306	0.0
GCA_040091325.1	Goodea atripinnis	Actinopteri	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	GenBank	16062	17645	979082110	0	0.5952	0.0
GCA_040091335.1	Xenoophorus captivus	Actinopteri	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	19941	20238	970757911	0	0.3402	0.0
GCA_040091335.1	Xenoophorus captivus	Actinopteri	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	19941	20238	970757911	0	0.5065	0.0
GCA_040091335.1	Xenoophorus captivus	Actinopteri	ITPR3	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	19941	20238	970757911	0	0.306	0.0
GCA_040091335.1	Xenoophorus captivus	Actinopteri	RYR	found_unannotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	19941	20238	970757911	0	0.7449	0.0
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	15690	16140	958301961	0	0.4967	0.0
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	15690	16140	958301961	0	0.3688	0.0
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	ITPR3	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	15690	16140	958301961	0	0.5622	0.0
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	GenBank	15690	16140	958301961	0	0.5078	0.0
GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR1	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	15716625	56827445	1045212796	1	1.0	0.0
GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR2	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	15716625	56827445	1045212796	1	1.0	0.0
GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR3	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	15716625	56827445	1045212796	1	1.0	0.0
GCA_043380575.1	Atractosteus spatula	Actinopteri	RYR	found_no_annotation	found	1	ryr_sister	present in every vertebrate	0			Chromosome	N	GenBank	15716625	56827445	1045212796	1	1.0	0.0
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR1	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	3811240	32392405	865090090	1	1.0	0.0
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR2	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	3811240	32392405	865090090	1	1.0	0.0
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR3	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	3811240	32392405	865090090	1	1.0	0.0
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	RYR	found_no_annotation	found	1	ryr_sister	present in every vertebrate	0			Chromosome	N	GenBank	3811240	32392405	865090090	1	1.0	0.0
GCA_047511595.1	Polymixia lowei	Actinopteri	ITPR1	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	1880763	28700045	671709512	1	1.0	0.0
GCA_047511595.1	Polymixia lowei	Actinopteri	ITPR2	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	1880763	28700045	671709512	1	0.9956	0.0
GCA_047511595.1	Polymixia lowei	Actinopteri	ITPR3	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	1880763	28700045	671709512	1	1.0	0.0
GCA_047511595.1	Polymixia lowei	Actinopteri	RYR	found_no_annotation	found	1	ryr_sister	present in every vertebrate	0			Chromosome	N	GenBank	1880763	28700045	671709512	1	1.0	0.0
GCA_048126345.2	Notoryctes typhlops	Mammalia	ITPR1	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	84282059	357300764	3845125805	1	1.0	0.0
GCA_048126345.2	Notoryctes typhlops	Mammalia	ITPR2	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	84282059	357300764	3845125805	1	1.0	0.0
GCA_048126345.2	Notoryctes typhlops	Mammalia	ITPR3	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	84282059	357300764	3845125805	1	1.0	0.0
GCA_048126345.2	Notoryctes typhlops	Mammalia	RYR	found_no_annotation	found	1	ryr_sister	present in every vertebrate	0			Chromosome	N	GenBank	84282059	357300764	3845125805	1	1.0	0.0
GCA_048569125.1	Diretmus argenteus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	542425	41803795	1517026147	1	1.0	0.0
GCA_048569125.1	Diretmus argenteus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	542425	41803795	1517026147	1	1.0	0.0
GCA_048569125.1	Diretmus argenteus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	542425	41803795	1517026147	1	1.0	0.0
GCA_048569125.1	Diretmus argenteus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	GenBank	542425	41803795	1517026147	1	1.0	0.0
GCA_050084785.1	Liparis tanakae	Actinopteri	ITPR1	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	1346787	24637528	574413635	1	1.0	0.0
GCA_050084785.1	Liparis tanakae	Actinopteri	ITPR2	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	1346787	24637528	574413635	1	0.9981	0.0
GCA_050084785.1	Liparis tanakae	Actinopteri	ITPR3	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	1346787	24637528	574413635	1	1.0	0.0
GCA_050084785.1	Liparis tanakae	Actinopteri	RYR	found_no_annotation	found	1	ryr_sister	present in every vertebrate	0			Chromosome	N	GenBank	1346787	24637528	574413635	1	1.0	0.0
GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	N	GenBank	1446	5066	490871167	0	0.4312	0.0
GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	N	GenBank	1446	5066	490871167	0	0.1126	0.0
GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	ITPR3	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	N	GenBank	1446	5066	490871167	0	0.1468	0.0
GCA_051992705.1	Lepidogalaxias salamandroides	Actinopteri	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	N	GenBank	1446	5066	490871167	0	0.4971	0.0
GCA_054084135.1	Copsychus sechellarum	Aves	ITPR1	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	12529446	71944673	1040605357	1	1.0	0.0
GCA_054084135.1	Copsychus sechellarum	Aves	ITPR2	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	12529446	71944673	1040605357	1	1.0	0.0
GCA_054084135.1	Copsychus sechellarum	Aves	ITPR3	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	12529446	71944673	1040605357	1	1.0	0.0
GCA_054084135.1	Copsychus sechellarum	Aves	RYR	found_no_annotation	found	1	ryr_sister	present in every vertebrate	0			Chromosome	N	GenBank	12529446	71944673	1040605357	1	1.0	0.0
GCA_054099775.1	Steatornis caripensis	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	44324291	84204331	1367945121	1	1.0	0.0
GCA_054099775.1	Steatornis caripensis	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	44324291	84204331	1367945121	1	1.0	0.0
GCA_054099775.1	Steatornis caripensis	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	GenBank	44324291	84204331	1367945121	1	1.0	0.0
GCA_054099775.1	Steatornis caripensis	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	GenBank	44324291	84204331	1367945121	1	0.9974	0.0
GCA_054644205.1	Lestoros inca	Mammalia	ITPR1	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	11940304	853182845	4258788792	1	1.0	0.0
GCA_054644205.1	Lestoros inca	Mammalia	ITPR2	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	N	GenBank	11940304	853182845	4258788792	1	1.0	0.0
