accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams
A0A7L1GPH4	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 318.7 bits (59.8% of 533.3) over 263 profile positions	profile		ITPR	medium	533.3	214.6	0.5976	sweep	HMM	Itpr1_2	ITPR1 protein (Fragment)	Indicator maculatus	545262	Vertebrata	Metazoa	Chordata				302			0						
A0A7L1HP37	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 300.1 bits (56.8% of 528.0) over 263 profile positions	profile		ITPR	medium	528.0	227.9	0.5684	sweep	HMM	Itpr2_2	ITPR2 protein (Fragment)	Nycticryphes semicollaris	227226	Vertebrata	Metazoa	Chordata				276			0						
A0A7L1N5C7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 203.8 bits (100.0% of 203.8) over 212 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	203.8	1.0	sweep	HMM	Ryr1_3	RYR1 protein (Fragment)	Rhinopomastus cyanomelas	113115	Vertebrata	Metazoa	Chordata				280			0						
A0A7L2R138	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 303.4 bits (58.3% of 520.5) over 263 profile positions	profile		ITPR	medium	520.5	217.1	0.5829	sweep	HMM	Itpr2	ITPR2 protein (Fragment)	Oxylabes madagascariensis	98144	Vertebrata	Metazoa	Chordata				294			0						
A0A7L2RBR5	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 247.9 bits (63.1% of 392.9) over 209 profile positions	profile		ITPR	medium	392.9	145.0	0.6309	sweep	HMM	Itpr3_1	ITPR3 protein (Fragment)	Oxylabes madagascariensis	98144	Vertebrata	Metazoa	Chordata				238			0						
A0A7L2RPQ8	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 312.2 bits (59.0% of 529.5) over 263 profile positions	profile		ITPR	medium	529.5	217.3	0.5896	sweep	HMM	Itpr2	ITPR2 protein (Fragment)	Neodrepanis coruscans	254563	Vertebrata	Metazoa	Chordata				301			0						
A0A7L2RW60	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 244.0 bits (57.6% of 423.5) over 201 profile positions	profile		ITPR	medium	423.5	179.5	0.5762	sweep	HMM	Itpr3_1	ITPR3 protein (Fragment)	Neodrepanis coruscans	254563	Vertebrata	Metazoa	Chordata				206			0						
A0A7L2YJG9	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 300.2 bits (56.7% of 529.1) over 263 profile positions	profile		ITPR	medium	529.1	228.9	0.5674	sweep	HMM	Itpr2_1	ITPR2 protein (Fragment)	Jacana jacana	54508	Vertebrata	Metazoa	Chordata				276			0						
A0A7L2ZWB9	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 319.9 bits (59.9% of 534.2) over 263 profile positions	profile		ITPR	medium	534.2	214.3	0.5988	sweep	HMM	Itpr1_1	ITPR1 protein (Fragment)	Prunella fulvescens	670355	Vertebrata	Metazoa	Chordata				302			0						
A0A7L3E0H6	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 405.2 bits (63.7% of 636.0) over 319 profile positions	profile		ITPR	medium	636.0	230.8	0.6371	sweep	HMM	Itpr1_1	ITPR1 protein (Fragment)	Chaetops frenatus	221966	Vertebrata	Metazoa	Chordata				385			0						
A0A7L3G8P0	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 330.2 bits (100.0% of 330.2) over 220 profile positions; no ryr.hmm hit	profile		ITPR	medium	330.2	0.0	1.0	sweep	HMM	Itpr1_0	Inositol 1,4,5-trisphosphate receptor (Fragment)	Anhinga rufa	317792	Vertebrata	Metazoa	Chordata				225			0						
A0A7L3GC62	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 348.9 bits (100.0% of 348.9) over 263 profile positions; no ryr.hmm hit	profile		ITPR	medium	348.9	0.0	1.0	sweep	HMM	Itpr2_0	Inositol 1,4,5-trisphosphate receptor (Fragment)	Anhinga rufa	317792	Vertebrata	Metazoa	Chordata				261			0						
A0A7L3GK21	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 318.8 bits (59.8% of 533.6) over 263 profile positions	profile		ITPR	medium	533.6	214.8	0.5975	sweep	HMM	Itpr1_2	ITPR1 protein (Fragment)	Anhinga rufa	317792	Vertebrata	Metazoa	Chordata				302			0						
A0A7L3HKN7	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 311.6 bits (59.1% of 527.0) over 263 profile positions	profile		ITPR	medium	527.0	215.4	0.5913	sweep	HMM	Itpr2_2	ITPR2 protein (Fragment)	Buphagus erythrorhynchus	245048	Vertebrata	Metazoa	Chordata				292			0						
A0A7L3IAB7	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 394.5 bits (63.4% of 621.8) over 317 profile positions	profile		ITPR	medium	621.8	227.3	0.6344	sweep	HMM	Itpr3_1	ITPR3 protein (Fragment)	Pardalotus punctatus	254575	Vertebrata	Metazoa	Chordata				346			0						
A0A7L3L1F5	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 319.5 bits (59.7% of 535.4) over 263 profile positions	profile		ITPR	medium	535.4	215.9	0.5968	sweep	HMM	Itpr1	ITPR1 protein (Fragment)	Turnix velox	2529409	Vertebrata	Metazoa	Chordata				302			0						
A0A7L3MLG1	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 305.4 bits (60.1% of 508.5) over 263 profile positions	profile		ITPR	medium	508.5	203.1	0.6006	sweep	HMM	Itpr2_0	ITPR2 protein (Fragment)	Horornis vulcanius	2585811	Vertebrata	Metazoa	Chordata				294			0						
A0A7L3MT83	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 313.8 bits (100.0% of 313.8) over 207 profile positions; no ryr.hmm hit	profile		ITPR	medium	313.8	0.0	1.0	sweep	HMM	Itpr3	Inositol 1,4,5-trisphosphate receptor (Fragment)	Horornis vulcanius	2585811	Vertebrata	Metazoa	Chordata				216			0						
A0A7L3P5S7	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 309.6 bits (58.2% of 531.7) over 263 profile positions	profile		ITPR	medium	531.7	222.1	0.5823	sweep	HMM	Itpr2_0	ITPR2 protein (Fragment)	Xiphorhynchus elegans	269412	Vertebrata	Metazoa	Chordata				283			0						
A0A7L3Q7U3	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 400.7 bits (63.4% of 632.0) over 317 profile positions	profile		ITPR	medium	632.0	231.3	0.634	sweep	HMM	Itpr1_0	ITPR1 protein (Fragment)	Cettia cetti	68486	Vertebrata	Metazoa	Chordata				357			0						
A0A7L3W8T8	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 397.1 bits (63.9% of 621.4) over 322 profile positions	profile		ITPR	medium	621.4	224.3	0.639	sweep	HMM	Itpr3_0	ITPR3 protein (Fragment)	Atlantisia rogersi	2478892	Vertebrata	Metazoa	Chordata				357			0						
A0A7L4I8G6	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 319.4 bits (59.8% of 534.0) over 263 profile positions	profile		ITPR	medium	534.0	214.6	0.5981	sweep	HMM	Itpr1_1	ITPR1 protein (Fragment)	Scopus umbretta	33581	Vertebrata	Metazoa	Chordata				302			0						
A0A7L4JCC4	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 328.8 bits (72.6% of 452.9) over 266 profile positions	profile		ITPR	medium	452.9	124.1	0.726	sweep	HMM	Itpr3_0	ITPR3 protein (Fragment)	Pomatorhinus ruficollis	932028	Vertebrata	Metazoa	Chordata				379			0						
A0A7L4KBH3	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 392.3 bits (63.2% of 620.7) over 322 profile positions	profile		ITPR	medium	620.7	228.4	0.632	sweep	HMM	Itpr3_0	ITPR3 protein (Fragment)	Ceuthmochares aereus	1961834	Vertebrata	Metazoa	Chordata				358			0						
A0A7L4KV86	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 392.2 bits (63.1% of 621.5) over 317 profile positions	profile		ITPR	medium	621.5	229.3	0.6311	sweep	HMM	Itpr3_0	ITPR3 protein (Fragment)	Callaeas wilsoni	1347786	Vertebrata	Metazoa	Chordata				344			0						
A0A7L4LFE5	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 319.8 bits (59.9% of 534.1) over 263 profile positions	profile		ITPR	medium	534.1	214.3	0.5988	sweep	HMM	Itpr1_2	ITPR1 protein (Fragment)	Callaeas wilsoni	1347786	Vertebrata	Metazoa	Chordata				302			0						
A0A7L4N863	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 318.9 bits (59.8% of 533.6) over 263 profile positions	profile		ITPR	medium	533.6	214.7	0.5976	sweep	HMM	Itpr1_1	ITPR1 protein (Fragment)	Ceyx cyanopectus	390723	Vertebrata	Metazoa	Chordata				302			0						
A0A7R5K283	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 617.2 bits (100.0% of 617.2) over 483 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	617.2	1.0	sweep	HMM	LOC120322863	Ryanodine receptor 1-like	Pipra filicauda	649802	Vertebrata	Metazoa	Chordata				554			0						
A0A851CUJ8	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 305.4 bits (58.3% of 523.6) over 263 profile positions	profile		ITPR	medium	523.6	218.2	0.5833	sweep	HMM	Itpr2_2	ITPR2 protein (Fragment)	Calyptomena viridis	135972	Vertebrata	Metazoa	Chordata				301			0						
A0A851UL19	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 395.5 bits (63.9% of 618.8) over 317 profile positions	profile		ITPR	medium	618.8	223.3	0.6391	sweep	HMM	Itpr3_1	ITPR3 protein (Fragment)	Elachura formosa	1463973	Vertebrata	Metazoa	Chordata				351			0						
A0A851VTP5	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 395.6 bits (63.5% of 622.9) over 317 profile positions	profile		ITPR	medium	622.9	227.3	0.6351	sweep	HMM	Itpr3_1	ITPR3 protein (Fragment)	Copsychus sechellarum	797021	Vertebrata	Metazoa	Chordata				350			0						
A0A852CQ30	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 401.2 bits (63.4% of 632.9) over 319 profile positions	profile		ITPR	medium	632.9	231.7	0.6339	sweep	HMM	Itpr1_1	ITPR1 protein (Fragment)	Ramphastos sulfuratus	322582	Vertebrata	Metazoa	Chordata				359			0						
A0A852KC37	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 390.5 bits (62.9% of 621.0) over 317 profile positions	profile		ITPR	medium	621.0	230.5	0.6288	sweep	HMM	Itpr3_0	ITPR3 protein (Fragment)	Urocolius indicus	458196	Vertebrata	Metazoa	Chordata				342			0						
A0A852MBB0	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 398.6 bits (64.0% of 622.7) over 317 profile positions	profile		ITPR	medium	622.7	224.1	0.6401	sweep	HMM	Itpr1_1	ITPR1 protein (Fragment)	Centropus bengalensis	1463675	Vertebrata	Metazoa	Chordata				357			0						
A0A8B8RBL4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 441.7 bits (65.4% of 675.8) over 330 profile positions	profile		RYR	medium	234.1	675.8	0.6536	sweep	HMM	LOC116657435	Ryanodine receptor 1-like isoform X1	Camelus ferus	419612	Vertebrata	Metazoa	Chordata				376			0						
A0A8B8RG28	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 353.1 bits (60.4% of 585.1) over 306 profile positions	profile		RYR	medium	232.0	585.1	0.6035	sweep	HMM	LOC102514538	Ryanodine receptor 1-like	Camelus ferus	419612	Vertebrata	Metazoa	Chordata				391			0						
A0A8B8RIJ2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 344.2 bits (65.0% of 529.7) over 301 profile positions	profile		RYR	medium	185.5	529.7	0.6498	sweep	HMM	LOC116657637	LOW QUALITY PROTEIN: ryanodine receptor 1-like	Camelus ferus	419612	Vertebrata	Metazoa	Chordata				383			0						
A0A8B8SMX4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 436.8 bits (65.3% of 668.8) over 350 profile positions	profile		RYR	medium	232.0	668.8	0.6531	sweep	HMM	LOC116662200	LOW QUALITY PROTEIN: ryanodine receptor 1-like	Camelus ferus	419612	Vertebrata	Metazoa	Chordata				433			0						
A0A8B9DXK6	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 549.0 bits (70.4% of 780.2) over 435 profile positions	profile		ITPR	medium	780.2	231.2	0.7037	sweep	HMM		Ion transport domain-containing protein	Anser cygnoides	8845	Vertebrata	Metazoa	Chordata				511			0						
A0A8B9LZT3	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 565.8 bits (71.3% of 794.0) over 443 profile positions	profile		ITPR	medium	794.0	228.2	0.7126	sweep	HMM		Ion transport domain-containing protein	Accipiter nisus	211598	Vertebrata	Metazoa	Chordata				504			0						
A0A8B9NW51	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 536.1 bits (100.0% of 536.1) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	536.1	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Apteryx owenii	8824	Vertebrata	Metazoa	Chordata				342			0						
A0A8B9UM55	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 531.4 bits (100.0% of 531.4) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	531.4	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Anas zonorhyncha	75864	Vertebrata	Metazoa	Chordata				368			0						
A0A8C0GN09	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 243.6 bits (100.0% of 243.6) over 227 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	243.6	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Chelonoidis abingdonii	106734	Vertebrata	Metazoa	Chordata				301			0						
A0A8C0H668	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 532.1 bits (100.0% of 532.1) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	532.1	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Chelonoidis abingdonii	106734	Vertebrata	Metazoa	Chordata				322			0						
A0A8C0VGI8	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 580.7 bits (71.6% of 811.1) over 451 profile positions	profile		ITPR	medium	811.1	230.4	0.7159	sweep	HMM		Ion transport domain-containing protein	Cyanistes caeruleus	156563	Vertebrata	Metazoa	Chordata				494			0						
A0A8C1CAL2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 38.7 bits (100.0% of 38.7) over 217 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	38.7	1.0	sweep	HMM		RAN binding protein 10	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata				623			0						
A0A8C1CDC4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 39.4 bits (100.0% of 39.4) over 232 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	39.4	1.0	sweep	HMM		RAN binding protein 10	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata				642			0						
A0A8C1GJM4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 39.2 bits (100.0% of 39.2) over 232 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	39.2	1.0	sweep	HMM		RAN binding protein 10	Cyprinus carpio	7962	Vertebrata	Metazoa	Chordata				642			0						
A0A8C2SSD5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 511.0 bits (100.0% of 511.0) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	511.0	1.0	sweep	HMM	LOC107307800	Ryanodine receptor 1-like	Coturnix japonica	93934	Vertebrata	Metazoa	Chordata				391			0						
A0A8C3P471	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 495.7 bits (100.0% of 495.7) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	495.7	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Cyanoderma ruficeps	181631	Vertebrata	Metazoa	Chordata				309			0						
A0A8C3XG13	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 447.7 bits (100.0% of 447.7) over 340 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	447.7	1.0	sweep	HMM		Ryanodine receptor 1	Cyanoderma ruficeps	181631	Vertebrata	Metazoa	Chordata				474			0						
A0A8C4JLQ5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 540.8 bits (100.0% of 540.8) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	540.8	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Dromaius novaehollandiae	8790	Vertebrata	Metazoa	Chordata				313			0						
A0A8C4Q9X5	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 444.1 bits (67.2% of 660.8) over 384 profile positions	profile		ITPR	medium	660.8	216.7	0.6721	sweep	HMM		Ion transport domain-containing protein	Eptatretus burgeri	7764	Vertebrata	Metazoa	Chordata				448			0						
A0A8C4R1B8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 489.7 bits (100.0% of 489.7) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	489.7	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Eptatretus burgeri	7764	Vertebrata	Metazoa	Chordata				314			0						
A0A8C4RCA7	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 979.2 bits (100.0% of 979.2) over 824 profile positions; no ryr.hmm hit	profile		ITPR	medium	979.2	0.0	1.0	sweep	HMM		Uncharacterized protein	Eptatretus burgeri	7764	Vertebrata	Metazoa	Chordata				856			0						
A0A8C4WZZ8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 384.6 bits (100.0% of 384.6) over 320 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	384.6	1.0	sweep	HMM		Ryanodine receptor junctional solenoid domain-containing protein	Eptatretus burgeri	7764	Vertebrata	Metazoa	Chordata				365			0						
A0A8C5QLR0	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 549.9 bits (70.9% of 775.7) over 440 profile positions	profile		ITPR	medium	775.7	225.8	0.7089	sweep	HMM		Ion transport domain-containing protein	Leptobrachium leishanense	445787	Vertebrata	Metazoa	Chordata				494			0						
A0A8C5RVM5	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 458.9 bits (68.3% of 671.8) over 370 profile positions	profile		ITPR	medium	671.8	212.9	0.6831	sweep	HMM		Ion transport domain-containing protein	Laticauda laticaudata	8630	Vertebrata	Metazoa	Chordata				437			0						
A0A8C6QBY2	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 563.6 bits (71.3% of 790.1) over 435 profile positions	profile		ITPR	medium	790.1	226.5	0.7133	sweep	HMM		Ion transport domain-containing protein	Nannospalax galili	1026970	Vertebrata	Metazoa	Chordata				492			0						
A0A8C6SX62	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 522.3 bits (100.0% of 522.3) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	522.3	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Neogobius melanostomus	47308	Vertebrata	Metazoa	Chordata				333			0						
A0A8C6TQI7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 489.2 bits (100.0% of 489.2) over 281 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	489.2	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Neogobius melanostomus	47308	Vertebrata	Metazoa	Chordata				314			0						
A0A8C7G4N4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 31.3 bits (100.0% of 31.3) over 237 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	31.3	1.0	sweep	HMM	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	Oncorhynchus kisutch	8019	Vertebrata	Metazoa	Chordata				840			0						
A0A8C9A2R7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 527.3 bits (100.0% of 527.3) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	527.3	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Prolemur simus	1328070	Vertebrata	Metazoa	Chordata				339			0						
A0A8C9LUF2	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 518.4 bits (69.8% of 743.1) over 424 profile positions	profile		ITPR	medium	743.1	224.7	0.6976	sweep	HMM		Ion transport domain-containing protein	Piliocolobus tephrosceles	591936	Vertebrata	Metazoa	Chordata				492			0						
