accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	verdict
A0A674EU85	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3994.6	466.5	0.8832	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Salmo trutta (Brown trout)	8032	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2666	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674EUB1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3927.9	435.2	0.8892	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Salmo trutta (Brown trout)	8032	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2663	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674EUD4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3942.8	444.2	0.8873	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Salmo trutta (Brown trout)	8032	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2655	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674EVK4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3818.1	452.0	0.8816	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Salmo trutta (Brown trout)	8032	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2561	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674EVT4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3937.3	436.4	0.8892	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Salmo trutta (Brown trout)	8032	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2659	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674EW97	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3730.6	452.1	0.8788	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Salmo trutta (Brown trout)	8032	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2530	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674EWC2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3712.4	447.7	0.8794	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Salmo trutta (Brown trout)	8032	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2536	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674EWC5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3768.2	460.7	0.8777	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Salmo trutta (Brown trout)	8032	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2527	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674EWP6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3821.9	457.4	0.8803	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Salmo trutta (Brown trout)	8032	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2541	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674GPK2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4265.7	426.5	0.9	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Taeniopygia guttata (Zebra finch) (Poephila guttata)	59729	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	2633	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674H8Y2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4236.8	450.8	0.8936	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Taeniopygia guttata (Zebra finch) (Poephila guttata)	59729	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	2688	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674HUH5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4152.0	434.3	0.8954	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Taeniopygia guttata (Zebra finch) (Poephila guttata)	59729	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	2625	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674KB41	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4192.8	405.8	0.9032	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Terrapene triunguis (Three-toed box turtle)	2587831	Vertebrata	Metazoa	Chordata		Testudines	Emydidae	2673	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674KBS4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3997.2	441.8	0.8895	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Terrapene triunguis (Three-toed box turtle)	2587831	Vertebrata	Metazoa	Chordata		Testudines	Emydidae	2562	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674KBU2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4060.5	446.8	0.89	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Terrapene triunguis (Three-toed box turtle)	2587831	Vertebrata	Metazoa	Chordata		Testudines	Emydidae	2601	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674KEQ0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4160.7	445.3	0.893	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Terrapene triunguis (Three-toed box turtle)	2587831	Vertebrata	Metazoa	Chordata		Testudines	Emydidae	2642	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674KFT6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4152.2	454.2	0.8906	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Terrapene triunguis (Three-toed box turtle)	2587831	Vertebrata	Metazoa	Chordata		Testudines	Emydidae	2632	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674KI21	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4128.1	454.8	0.8898	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Terrapene triunguis (Three-toed box turtle)	2587831	Vertebrata	Metazoa	Chordata		Testudines	Emydidae	2656	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A674NUY0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3863.9	431.5	0.8883	interpro+calibration	InterPro	itpr2	Inositol 1,4,5-trisphosphate receptor	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	31033	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	2616	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6I8N1G8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4225.4	467.0	0.8895	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Ornithorhynchus anatinus (Duckbill platypus)	9258	Vertebrata	Metazoa	Chordata	Mammalia	Monotremata	Ornithorhynchidae	2682	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6I8N225	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4098.6	399.5	0.9025	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Ornithorhynchus anatinus (Duckbill platypus)	9258	Vertebrata	Metazoa	Chordata	Mammalia	Monotremata	Ornithorhynchidae	2648	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6I8NEM9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4155.8	406.4	0.9022	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Ornithorhynchus anatinus (Duckbill platypus)	9258	Vertebrata	Metazoa	Chordata	Mammalia	Monotremata	Ornithorhynchidae	2565	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J0AGL4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4048.2	417.6	0.8968	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Vicugna pacos (Alpaca) (Lama pacos)	30538	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Camelidae	2670	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J0IXC8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4061.9	416.1	0.8976	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Lepidothrix coronata (blue-crowned manakin)	321398	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Pipridae	2662	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J1TYT7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3506.7	258.4	0.9263	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Notechis scutatus (mainland tiger snake)	8663	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2303	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the DB; another entry of the same gene was hit
A0A6J1TZX4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3504.8	253.8	0.9276	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Notechis scutatus (mainland tiger snake)	8663	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2304	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the DB; another entry of the same gene was hit
A0A6J1U4W2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3509.9	242.7	0.9309	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Notechis scutatus (mainland tiger snake)	8663	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2318	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the DB; another entry of the same gene was hit
A0A6J1U701	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3511.2	240.6	0.9315	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Notechis scutatus (mainland tiger snake)	8663	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2315	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the DB; another entry of the same gene was hit
A0A6J1UUL2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4406.2	430.8	0.9022	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Notechis scutatus (mainland tiger snake)	8663	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2696	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J1XGH5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3905.0	394.3	0.899	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Acinonyx jubatus (Cheetah)	32536	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2517	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J1XGH6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4137.5	449.1	0.8915	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Acinonyx jubatus (Cheetah)	32536	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2639	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J1XGI2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4263.4	449.7	0.8945	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Acinonyx jubatus (Cheetah)	32536	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2700	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J1Y094	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4438.2	432.1	0.9026	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Acinonyx jubatus (Cheetah)	32536	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2734	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J1Z9N1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4051.2	418.2	0.8968	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Acinonyx jubatus (Cheetah)	32536	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2668	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J1ZAI4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3464.2	207.5	0.9401	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Acinonyx jubatus (Cheetah)	32536	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Felidae	2349	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the DB; another entry of the same gene was hit
A0A6J2CD81	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4286.2	413.3	0.9036	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Zalophus californianus (California sealion)	9704	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	2601	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J2CE76	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4451.1	433.9	0.9025	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Zalophus californianus (California sealion)	9704	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	2709	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J2CFQ4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3962.9	260.1	0.9344	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Zalophus californianus (California sealion)	9704	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	2517	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the DB; another entry of the same gene was hit
A0A6J2CHT0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4442.3	433.9	0.9023	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Zalophus californianus (California sealion)	9704	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	2748	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J2CHT5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4440.1	431.8	0.9027	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Zalophus californianus (California sealion)	9704	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	2733	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J2CJB1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4439.6	431.8	0.9027	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Zalophus californianus (California sealion)	9704	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	2734	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J2CJB6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4448.8	431.7	0.903	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Zalophus californianus (California sealion)	9704	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	2694	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J2D2U6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3901.6	397.1	0.8982	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Zalophus californianus (California sealion)	9704	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	2517	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J2FWM3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4100.9	438.0	0.8932	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Pipra filicauda (Wire-tailed manakin)	649802	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Pipridae	2609	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A6J2FWT1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3910.3	386.2	0.9012	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Pipra filicauda (Wire-tailed manakin)	649802	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Pipridae	2517	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
