accession	band	role	length	n_itpr_arch	itpr_score	verdict	detail
A0A8J9VHP3	Chordata	ITPR	2254	3	1106.4	shape	length 2254 outside measured bait band 2450-3250
A0A8J9VZ61	Chordata	ITPR	2204	2	1029.6	shape	length 2204 outside measured bait band 2450-3250
A0A8J9W4W2	Chordata	ITPR	1997	2	847.7	shape	length 1997 outside measured bait band 2450-3250
A0A8J9YP40	Chordata	ITPR	455	2	227.5	shape	length 455 outside measured bait band 2450-3250
A0A8K0C7S9	Arthropoda	RYR	2166	1	96.1	shape	length 2166 outside RyR bait band 4600-5400
A0A8K0CBS1	Arthropoda	RYR	1019	3	185.7	shape	length 1019 outside RyR bait band 4600-5400
A0A8K0KDG3	Arthropoda	RYR	3379	3	222.8	shape	length 3379 outside RyR bait band 4600-5400
A0A8K0KIB6	Arthropoda	ITPR	744	2	900.0	shape	length 744 outside measured bait band 2450-3250
A0A8K0KJE9	Arthropoda	ITPR	698	1	872.4	shape	length 698 outside measured bait band 2450-3250
A0A8K0P417	Arthropoda	RYR	1419	2	390.3	shape	length 1419 outside RyR bait band 4600-5400
A0A8K0P6Y9	Arthropoda	ITPR	837	3	1215.8	shape	length 837 outside measured bait band 2450-3250
A0A8K1FGR8	Oomycota	ITPR	1269	2	733.3	shape	length 1269 outside measured bait band 2450-3250
A0A8L8Q6U3	Nematoda	ITPR	1283	3	1138.0	shape	length 1283 outside measured bait band 2450-3250
A0A8R2B851	Arthropoda	ITPR	3831	5	3298.5	shape	length 3831 outside measured bait band 2450-3250
A0A8S1AEH4	Arthropoda	RYR	1840	2	440.7	shape	length 1840 outside RyR bait band 4600-5400
A0A8S1B376	Arthropoda	RYR	3269	3	278.3	shape	length 3269 outside RyR bait band 4600-5400
A0A8S1BAV5	Arthropoda	RYR	3315	3	277.9	shape	length 3315 outside RyR bait band 4600-5400
A0A8S1BGC4	Arthropoda	RYR	3313	3	278.2	shape	length 3313 outside RyR bait band 4600-5400
A0A8S1DR28	Arthropoda	ITPR	349	2	580.3	shape	length 349 outside measured bait band 2450-3250
A0A8S1HYC0	Nematoda	RYR	1458	2	449.6	shape	length 1458 outside RyR bait band 4600-5400
A0A8S1I045	Nematoda	RYR	3871	3	238.1	shape	length 3871 outside RyR bait band 4600-5400
A0A8S1J4S2	Chlorophyta	ITPR	2446	3	652.8	shape	length 2446 outside measured bait band 2450-3250
A0A8S1JML9	Ciliophora	ITPR	3131	3	364.5	shape	architecture 3/5, not complete, and itpr.hmm scores it only 364 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1JS52	Ciliophora	ITPR	3132	3	352.6	shape	architecture 3/5, not complete, and itpr.hmm scores it only 353 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1K2E8	Ciliophora	ITPR	2666	3	473.4	shape	architecture 3/5, not complete, and itpr.hmm scores it only 473 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1K505	Ciliophora	ITPR	2669	3	419.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 420 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1KEK2	Ciliophora	ITPR	2659	3	414.7	shape	architecture 3/5, not complete, and itpr.hmm scores it only 415 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1KHB0	Ciliophora	ITPR	2666	3	485.5	shape	architecture 3/5, not complete, and itpr.hmm scores it only 486 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1KMX0	Ciliophora	ITPR	3001	3	683.6	shape	architecture 3/5, not complete, and itpr.hmm scores it only 684 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1KPN8	Ciliophora	ITPR	3124	3	342.2	shape	architecture 3/5, not complete, and itpr.hmm scores it only 342 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1KQY9	Ciliophora	ITPR	3009	4	749.4	shape	architecture 4/5, not complete, and itpr.hmm scores it only 749 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1KSU7	Ciliophora	ITPR	2834	3	623.0	shape	architecture 3/5, not complete, and itpr.hmm scores it only 623 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1KU60	Ciliophora	ITPR	2682	2	329.9	shape	architecture 2/5, not complete, and itpr.hmm scores it only 330 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1L0V2	Ciliophora	ITPR	2834	3	645.6	shape	architecture 3/5, not complete, and itpr.hmm scores it only 646 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1L3C5	Ciliophora	ITPR	3016	4	728.6	shape	architecture 4/5, not complete, and itpr.hmm scores it only 729 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1L5H6	Ciliophora	ITPR	2982	3	705.0	shape	architecture 3/5, not complete, and itpr.hmm scores it only 705 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1L6P3	Ciliophora	ITPR	3122	3	435.1	shape	architecture 3/5, not complete, and itpr.hmm scores it only 435 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1L7R5	Ciliophora	ITPR	2663	4	468.2	shape	architecture 4/5, not complete, and itpr.hmm scores it only 468 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1L9N3	Ciliophora	ITPR	2831	3	641.3	shape	architecture 3/5, not complete, and itpr.hmm scores it only 641 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1LA31	Ciliophora	ITPR	2771	1	286.2	shape	architecture 1/5, not complete, and itpr.hmm scores it only 286 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1LD01	Ciliophora	ITPR	2704	3	487.0	shape	architecture 3/5, not complete, and itpr.hmm scores it only 487 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1LDJ1	Ciliophora	ITPR	3424	3	321.9	shape	length 3424 outside measured bait band 2450-3250
A0A8S1LEV5	Ciliophora	ITPR	2981	3	703.5	shape	architecture 3/5, not complete, and itpr.hmm scores it only 704 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1LIM4	Ciliophora	ITPR	2737	3	732.2	shape	architecture 3/5, not complete, and itpr.hmm scores it only 732 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1LJY2	Ciliophora	ITPR	1081	2	329.4	shape	length 1081 outside measured bait band 2450-3250
A0A8S1LL04	Ciliophora	ITPR	1220	1	83.0	shape	length 1220 outside measured bait band 2450-3250
A0A8S1LMP6	Ciliophora	ITPR	2694	2	343.1	shape	architecture 2/5, not complete, and itpr.hmm scores it only 343 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1LP49	Ciliophora	ITPR	2038	2	321.9	shape	length 2038 outside measured bait band 2450-3250
A0A8S1LP58	Ciliophora	ITPR	881	1	82.4	shape	length 881 outside measured bait band 2450-3250
A0A8S1LPC9	Ciliophora	ITPR	2623	3	295.5	shape	architecture 3/5, not complete, and itpr.hmm scores it only 296 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1LTI1	Ciliophora	ITPR	2888	2	691.8	shape	architecture 2/5, not complete, and itpr.hmm scores it only 692 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1LUH9	Ciliophora	ITPR	2889	3	696.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 697 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1LVR4	Ciliophora	ITPR	2733	3	728.3	shape	architecture 3/5, not complete, and itpr.hmm scores it only 728 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1M1S8	Ciliophora	ITPR	3162	3	639.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 640 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1M577	Ciliophora	ITPR	2730	3	730.9	shape	architecture 3/5, not complete, and itpr.hmm scores it only 731 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1MBP9	Ciliophora	ITPR	2775	1	289.6	shape	architecture 1/5, not complete, and itpr.hmm scores it only 290 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1MDC1	Ciliophora	ITPR	2707	4	523.8	shape	architecture 4/5, not complete, and itpr.hmm scores it only 524 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1MHM6	Ciliophora	ITPR	2766	1	244.8	shape	architecture 1/5, not complete, and itpr.hmm scores it only 245 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1MKS7	Ciliophora	ITPR	3360	3	577.1	shape	length 3360 outside measured bait band 2450-3250
A0A8S1MMN7	Ciliophora	ITPR	2827	3	636.7	shape	architecture 3/5, not complete, and itpr.hmm scores it only 637 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1MQ99	Ciliophora	ITPR	2766	1	282.4	shape	architecture 1/5, not complete, and itpr.hmm scores it only 282 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1MRK5	Ciliophora	ITPR	3133	3	406.1	shape	architecture 3/5, not complete, and itpr.hmm scores it only 406 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1MSB6	Ciliophora	ITPR	2777	1	286.2	shape	architecture 1/5, not complete, and itpr.hmm scores it only 286 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1N3J2	Ciliophora	ITPR	3131	3	415.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 416 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1NC83	Ciliophora	ITPR	2892	2	690.6	shape	architecture 2/5, not complete, and itpr.hmm scores it only 691 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1NIF7	Ciliophora	ITPR	2590	4	529.4	shape	architecture 4/5, not complete, and itpr.hmm scores it only 529 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1NUC4	Ciliophora	ITPR	2589	4	529.9	shape	architecture 4/5, not complete, and itpr.hmm scores it only 530 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1PEJ2	Ciliophora	ITPR	2976	1	149.0	shape	architecture 1/5, not complete, and itpr.hmm scores it only 149 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1PJU8	Ciliophora	ITPR	2693	2	314.5	shape	architecture 2/5, not complete, and itpr.hmm scores it only 314 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1PR80	Ciliophora	ITPR	2535	1	437.9	shape	architecture 1/5, not complete, and itpr.hmm scores it only 438 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1PXB8	Ciliophora	ITPR	2585	3	519.5	shape	architecture 3/5, not complete, and itpr.hmm scores it only 520 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1PYZ9	Ciliophora	ITPR	2588	4	538.4	shape	architecture 4/5, not complete, and itpr.hmm scores it only 538 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1Q1H0	Ciliophora	ITPR	3009	4	733.9	shape	architecture 4/5, not complete, and itpr.hmm scores it only 734 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1Q238	Ciliophora	ITPR	2997	2	478.5	shape	architecture 2/5, not complete, and itpr.hmm scores it only 478 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1Q3G1	Ciliophora	ITPR	2983	1	152.4	shape	architecture 1/5, not complete, and itpr.hmm scores it only 152 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1QA23	Ciliophora	ITPR	2598	1	445.6	shape	architecture 1/5, not complete, and itpr.hmm scores it only 446 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1QAQ5	Ciliophora	ITPR	2994	2	492.6	shape	architecture 2/5, not complete, and itpr.hmm scores it only 493 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1QBN9	Ciliophora	ITPR	2994	2	480.2	shape	architecture 2/5, not complete, and itpr.hmm scores it only 480 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1QWI6	Ciliophora	ITPR	3010	2	475.0	shape	architecture 2/5, not complete, and itpr.hmm scores it only 475 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1QYF4	Ciliophora	ITPR	2604	1	448.7	shape	architecture 1/5, not complete, and itpr.hmm scores it only 449 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1RB72	Ciliophora	ITPR	2979	1	149.7	shape	architecture 1/5, not complete, and itpr.hmm scores it only 150 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1RUJ2	Ciliophora	ITPR	2666	3	472.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 473 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1RVS8	Ciliophora	ITPR	2888	2	693.9	shape	architecture 2/5, not complete, and itpr.hmm scores it only 694 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1S0V9	Ciliophora	ITPR	3130	3	350.4	shape	architecture 3/5, not complete, and itpr.hmm scores it only 350 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1S1P5	Ciliophora	ITPR	3042	4	594.3	shape	architecture 4/5, not complete, and itpr.hmm scores it only 594 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1S284	Ciliophora	ITPR	2657	3	397.5	shape	architecture 3/5, not complete, and itpr.hmm scores it only 398 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1S4J1	Ciliophora	ITPR	2664	4	412.8	shape	architecture 4/5, not complete, and itpr.hmm scores it only 413 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1S9W6	Ciliophora	ITPR	3131	3	369.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 370 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1SJB1	Ciliophora	ITPR	3132	3	357.0	shape	architecture 3/5, not complete, and itpr.hmm scores it only 357 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1SLV8	Ciliophora	ITPR	3126	3	374.2	shape	architecture 3/5, not complete, and itpr.hmm scores it only 374 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1SNX6	Ciliophora	ITPR	2666	3	472.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 473 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1SYQ4	Ciliophora	ITPR	2822	3	645.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 646 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1SZW1	Ciliophora	ITPR	2736	3	726.6	shape	architecture 3/5, not complete, and itpr.hmm scores it only 727 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1T158	Ciliophora	ITPR	2824	3	647.7	shape	architecture 3/5, not complete, and itpr.hmm scores it only 648 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1TAX4	Ciliophora	ITPR	2692	2	331.1	shape	architecture 2/5, not complete, and itpr.hmm scores it only 331 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1TBN3	Ciliophora	ITPR	3001	3	683.6	shape	architecture 3/5, not complete, and itpr.hmm scores it only 684 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1TGH7	Ciliophora	ITPR	2834	4	623.5	shape	architecture 4/5, not complete, and itpr.hmm scores it only 624 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1TGK7	Ciliophora	ITPR	2770	1	286.2	shape	architecture 1/5, not complete, and itpr.hmm scores it only 286 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1TI16	Ciliophora	ITPR	3124	3	438.1	shape	architecture 3/5, not complete, and itpr.hmm scores it only 438 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1TTK3	Ciliophora	ITPR	3001	3	679.4	shape	architecture 3/5, not complete, and itpr.hmm scores it only 679 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1TTM9	Ciliophora	ITPR	3009	4	739.3	shape	architecture 4/5, not complete, and itpr.hmm scores it only 739 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1TTN2	Ciliophora	ITPR	3009	4	748.7	shape	architecture 4/5, not complete, and itpr.hmm scores it only 749 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1TUI7	Ciliophora	ITPR	2682	2	324.8	shape	architecture 2/5, not complete, and itpr.hmm scores it only 325 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1TVB9	Ciliophora	ITPR	2704	3	479.6	shape	architecture 3/5, not complete, and itpr.hmm scores it only 480 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1U396	Ciliophora	ITPR	2835	3	626.6	shape	architecture 3/5, not complete, and itpr.hmm scores it only 627 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1U4K7	Ciliophora	ITPR	3009	4	740.4	shape	architecture 4/5, not complete, and itpr.hmm scores it only 740 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1U672	Ciliophora	ITPR	2834	3	648.6	shape	architecture 3/5, not complete, and itpr.hmm scores it only 649 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1U7F4	Ciliophora	ITPR	2737	3	730.5	shape	architecture 3/5, not complete, and itpr.hmm scores it only 730 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1U8E4	Ciliophora	ITPR	2767	1	288.3	shape	architecture 1/5, not complete, and itpr.hmm scores it only 288 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1U8N4	Ciliophora	ITPR	2768	1	267.7	shape	architecture 1/5, not complete, and itpr.hmm scores it only 268 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1UB42	Ciliophora	ITPR	3127	3	405.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 406 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1UC63	Ciliophora	ITPR	2771	1	287.9	shape	architecture 1/5, not complete, and itpr.hmm scores it only 288 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1UCK1	Ciliophora	ITPR	3086	3	411.5	shape	architecture 3/5, not complete, and itpr.hmm scores it only 412 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1UIJ9	Ciliophora	ITPR	2709	3	508.1	shape	architecture 3/5, not complete, and itpr.hmm scores it only 508 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1UQ95	Ciliophora	ITPR	2836	3	645.9	shape	architecture 3/5, not complete, and itpr.hmm scores it only 646 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1UTU8	Ciliophora	ITPR	2767	1	290.5	shape	architecture 1/5, not complete, and itpr.hmm scores it only 290 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1UU93	Ciliophora	ITPR	3009	4	740.6	shape	architecture 4/5, not complete, and itpr.hmm scores it only 741 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1UWP0	Ciliophora	ITPR	2888	2	702.9	shape	architecture 2/5, not complete, and itpr.hmm scores it only 703 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1UZQ3	Ciliophora	ITPR	2889	2	690.8	shape	architecture 2/5, not complete, and itpr.hmm scores it only 691 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A8S1V852	Ciliophora	ITPR	1935	1	80.3	shape	length 1935 outside measured bait band 2450-3250
A0A8S1VBI4	Ciliophora	ITPR	1159	2	308.9	shape	length 1159 outside measured bait band 2450-3250
A0A8S1VCW9	Ciliophora	ITPR	2890	2	714.9	shape	architecture 2/5, not complete, and itpr.hmm scores it only 715 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
