accession	organism	vclass	class	status	contig	start	coverage	identity	family_margin	paralog_margin	assigned_via	bait	annot_gene	annot_paralog	annot_agrees
GCA_013400915.1	Pardalotus punctatus	Aves	ITPR1	assembly_gap	VZTX01001947.1	930	0.4538	0.9857	1.0	0.3621	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013400915.1	Pardalotus punctatus	Aves	ITPR2	assembly_gap	VZTX01002558.1	2785	0.4722	0.9804	1.0	1.0	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013400915.1	Pardalotus punctatus	Aves	ITPR2	assembly_gap	VZTX01024490.1	8220	0.3752	0.9714	1.0	0.3043	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013400915.1	Pardalotus punctatus	Aves	ITPR3	assembly_gap	VZTX01008829.1	251	0.6157	0.9951	1.0	0.3264	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_013400915.1	Pardalotus punctatus	Aves	ITPR3	assembly_gap	VZTX01013977.1	5407	0.2708	0.9836	1.0	0.3764	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_013400915.1	Pardalotus punctatus	Aves	RYR	found_annotated	VZTX01026248.1	120870	0.9976	0.9778	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013400915.1	Pardalotus punctatus	Aves	RYR	found_annotated	VZTX01001965.1	1190075	1.0	0.6753	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013400955.1	Drymodes brunneopygia	Aves	ITPR1	found_unannotated	VZTZ01014074.1	2	0.706	0.9806	1.0	0.3387	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013400955.1	Drymodes brunneopygia	Aves	ITPR2	assembly_gap	VZTZ01029620.1	9881	0.6263	0.9704	1.0	0.2838	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013400955.1	Drymodes brunneopygia	Aves	ITPR3	found_annotated	VZTZ01042630.1	3037	0.9652	0.9965	1.0	0.3566	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Itpr3	ITPR3	1
GCA_013400955.1	Drymodes brunneopygia	Aves	RYR	found_annotated	VZTZ01040289.1	383272	0.9764	0.9771	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2_1	RYR2	1
GCA_013400995.1	Oreotrochilus melanogaster	Aves	ITPR1	assembly_gap	VZUB01000656.1	4273	0.5934	0.9915	1.0	0.3604	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013400995.1	Oreotrochilus melanogaster	Aves	ITPR1	assembly_gap	VZUB01000361.1	42477	0.3818	0.9829	1.0	1.0	primary	A0ABM4F3U0|ITPR1|Apteryx_mantelli			0
GCA_013400995.1	Oreotrochilus melanogaster	Aves	ITPR2	found_unannotated	VZUB01003832.1	11401	0.7311	0.9818	1.0	0.3162	primary	F1P1X4|ITPR2|Gallus_gallus|ITPR2			0
GCA_013400995.1	Oreotrochilus melanogaster	Aves	ITPR2	found_unannotated	VZUB01000008.1	30872	0.2581	0.9823	1.0	1.0	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013400995.1	Oreotrochilus melanogaster	Aves	ITPR3	found_annotated	VZUB01029421.1	9078	0.9655	0.9567	1.0	0.3486	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	OREMEL_R05684		0
GCA_013400995.1	Oreotrochilus melanogaster	Aves	RYR	assembly_gap	VZUB01000771.1	345	0.5525	0.9632	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013400995.1	Oreotrochilus melanogaster	Aves	RYR	assembly_gap	VZUB01001848.1	8598	0.441	0.9731	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013400995.1	Oreotrochilus melanogaster	Aves	RYR	assembly_gap	VZUB01001871.1	2752	0.5959	0.7012	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2			0
GCA_013401035.1	Horornis vulcanius	Aves	ITPR2	assembly_gap	VZUA01077436.1	18557	0.1804	0.8941	1.0	0.248	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013401035.1	Horornis vulcanius	Aves	ITPR2	assembly_gap	VZUA01068396.1	7987	0.1519	0.8854	1.0	0.2706	primary	A0A672UP22|ITPR2|Strigops_habroptila	HORVUL_R09685		0
GCA_013401035.1	Horornis vulcanius	Aves	ITPR2	assembly_gap	VZUA01089671.1	1203	0.1344	0.9616	1.0	0.2449	primary	A0A672UP22|ITPR2|Strigops_habroptila	Itpr2_0	ITPR2	1
GCA_013401035.1	Horornis vulcanius	Aves	ITPR2	assembly_gap	VZUA01003824.1	8409	0.1178	0.8776	1.0	0.1512	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013401035.1	Horornis vulcanius	Aves	ITPR3	assembly_gap	VZUA01404057.1	194	0.2019	0.9944	1.0	0.3598	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_013401035.1	Horornis vulcanius	Aves	ITPR3	assembly_gap	VZUA01404603.1	139	0.1217	0.964	1.0	0.4325	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_013401035.1	Horornis vulcanius	Aves	RYR	assembly_gap	VZUA01098321.1	92	0.1761	0.6267	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013401035.1	Horornis vulcanius	Aves	RYR	assembly_gap	VZUA01072774.1	2765	0.1222	0.712	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR2	found_unannotated	VZSW01000361.1	364566	1.0	0.9815	1.0	0.2971	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013401195.1	Pomatorhinus ruficollis	Aves	RYR	found_annotated	VZSW01000052.1	2382872	1.0	0.9781	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013401195.1	Pomatorhinus ruficollis	Aves	RYR	found_annotated	VZSW01000030.1	1555614	1.0	0.6661	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013401215.1	Atlantisia rogersi	Aves	ITPR1	assembly_gap	VZUJ01128627.1	1200	0.636	0.9903	1.0	0.3355	primary	A0ABM4F3U0|ITPR1|Apteryx_mantelli			0
GCA_013401215.1	Atlantisia rogersi	Aves	ITPR1	assembly_gap	VZUJ01057297.1	365	0.2402	0.8057	1.0	0.2322	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus			0
GCA_013401215.1	Atlantisia rogersi	Aves	ITPR2	assembly_gap	VZUJ01043570.1	22103	0.2878	0.9768	1.0	0.4452	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013401215.1	Atlantisia rogersi	Aves	ITPR3	assembly_gap	VZUJ01056847.1	644	0.5315	0.9845	1.0	0.3153	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3			0
GCA_013401215.1	Atlantisia rogersi	Aves	ITPR3	assembly_gap	VZUJ01069581.1	371	0.2635	0.9829	1.0	1.0	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3			0
GCA_013401215.1	Atlantisia rogersi	Aves	ITPR3	assembly_gap	VZUJ01044333.1	3947	0.1447	0.8131	1.0	1.0	primary	H3B932|ITPR3|Latimeria_chalumnae	Itpr3_0	ITPR3	1
GCA_013401215.1	Atlantisia rogersi	Aves	RYR	assembly_gap	VZUJ01073771.1	1549	0.4193	0.9808	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013401215.1	Atlantisia rogersi	Aves	RYR	assembly_gap	VZUJ01071145.1	22857	0.4171	0.6923	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013401215.1	Atlantisia rogersi	Aves	RYR	assembly_gap	VZUJ01122048.1	775	0.2945	0.9747	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013401215.1	Atlantisia rogersi	Aves	RYR	assembly_gap	VZUJ01084474.1	6350	0.4104	0.644	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013401255.1	Urocolius indicus	Aves	ITPR1	found_unannotated	WBNH01003138.1	46855	1.0	0.9881	1.0	0.3259	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013401255.1	Urocolius indicus	Aves	ITPR2	assembly_gap	WBNH01008822.1	429966	0.6622	0.9787	1.0	1.0	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013401255.1	Urocolius indicus	Aves	ITPR3	assembly_gap	WBNH01011779.1	69109	0.5757	0.9844	1.0	1.0	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_013401255.1	Urocolius indicus	Aves	RYR	found_annotated	WBNH01001939.1	31818	0.9764	0.973	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2_0	RYR2	1
GCA_013401255.1	Urocolius indicus	Aves	RYR	found_annotated	WBNH01005367.1	50317	1.0	0.6734	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013401295.1	Glareola pratincola	Aves	ITPR1	found_unannotated	VWPO01000826.1	49834	1.0	0.9914	1.0	0.3261	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013401295.1	Glareola pratincola	Aves	ITPR2	found_unannotated	VWPO01001832.1	5391	0.7444	0.9856	1.0	0.3686	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013401295.1	Glareola pratincola	Aves	ITPR2	found_unannotated	VWPO01002088.1	1001	0.2474	0.9701	1.0	1.0	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013401295.1	Glareola pratincola	Aves	ITPR3	assembly_gap	VWPO01003156.1	61029	0.6107	0.9852	1.0	1.0	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Itpr3_1	ITPR3	1
GCA_013401295.1	Glareola pratincola	Aves	ITPR3	assembly_gap	VWPO01002563.1	301	0.4985	0.9745	1.0	1.0	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3			0
GCA_013401295.1	Glareola pratincola	Aves	RYR	found_annotated	VWPO01000031.1	677092	0.9974	0.9776	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	GLAPRA_R11670		0
GCA_013401295.1	Glareola pratincola	Aves	RYR	found_annotated	VWPO01000327.1	316909	1.0	0.6746	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013401315.1	Balaeniceps rex	Aves	ITPR1	found_unannotated	VYZW01040117.1	117659	0.8793	0.9909	1.0	0.3312	primary	A0ABM4F3U0|ITPR1|Apteryx_mantelli			0
GCA_013401315.1	Balaeniceps rex	Aves	ITPR2	assembly_gap	VYZW01037404.1	1174	0.4748	0.9119	1.0	1.0	primary	F1P1X4|ITPR2|Gallus_gallus|ITPR2			0
GCA_013401315.1	Balaeniceps rex	Aves	ITPR3	found_annotated	VYZW01003126.1	164818	0.9125	0.9868	1.0	0.3566	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Itpr3	ITPR3	1
GCA_013401315.1	Balaeniceps rex	Aves	RYR	assembly_gap	VYZW01055492.1	4182	0.1169	0.9707	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013401315.1	Balaeniceps rex	Aves	RYR	assembly_gap	VYZW01019032.1	843	0.1394	0.6497	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013401355.1	Ceyx cyanopectus	Aves	ITPR1	assembly_gap	VYZU01028963.1	511	0.1979	0.9873	1.0	1.0	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Itpr1_1	ITPR1	1
GCA_013401355.1	Ceyx cyanopectus	Aves	ITPR2	found_unannotated	VYZU01018639.1	12227	0.783	0.9782	1.0	0.301	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013401355.1	Ceyx cyanopectus	Aves	RYR	assembly_gap	VYZU01079683.1	2096	0.2424	0.9123	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013401355.1	Ceyx cyanopectus	Aves	RYR	assembly_gap	VYZU01015594.1	76	0.1562	0.4874	1.0	1.0	primary	H3BGR5|RYR|Latimeria_chalumnae			0
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR1	found_annotated	CM024790.1	23069459	1.0	0.9595	1.0	0.3043	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	ITPR1	1
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR1	found_annotated	CM024790.1	3836243	1.0	0.8654	1.0	0.2283	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus			0
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR2	found_unannotated	CM024800.1	12447838	1.0	0.8663	1.0	0.2931	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera			0
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR3	found_annotated	CM024793.1	25693049	1.0	0.8823	1.0	0.306	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR2	ITPR2	0
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR3	found_annotated	JABGLX010000148.1	3	0.9772	0.8719	1.0	0.3015	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri			0
GCA_014281875.1	Nibea albiflora	Actinopteri	RYR	found_unannotated	CM024806.1	1526456	1.0	0.8835	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2			0
GCA_014281875.1	Nibea albiflora	Actinopteri	RYR	found_unannotated	CM024794.1	23955621	1.0	0.811	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3.6	RYR3	1
GCA_014281875.1	Nibea albiflora	Actinopteri	RYR	found_unannotated	CM024807.1	19140926	1.0	0.7961	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR2	RYR2	1
GCA_014281875.1	Nibea albiflora	Actinopteri	RYR	found_unannotated	CM024799.1	9216983	1.0	0.6754	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR3.3	RYR3	1
GCA_014281875.1	Nibea albiflora	Actinopteri	RYR	found_unannotated	CM024802.1	15520434	1.0	0.6625	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR3.5	RYR3	1
GCA_014281875.1	Nibea albiflora	Actinopteri	RYR	found_unannotated	CM024797.1	8601923	1.0	0.5707	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	RYR2.3	RYR2	1
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR1	assembly_gap	BMBG01009250.1	1421	0.4959	0.9753	1.0	0.3596	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR1	assembly_gap	BMBG01005162.1	332	0.2026	0.984	1.0	1.0	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR1	assembly_gap	BMBG01009923.1	21710	0.2015	0.984	1.0	0.3332	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR2	assembly_gap	BMBG01010180.1	580	0.5363	0.982	1.0	0.3155	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR2	assembly_gap	BMBG01012289.1	227365	0.2174	0.9727	1.0	0.2905	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR2	assembly_gap	BMBG01009511.1	17453	0.1715	0.9698	1.0	1.0	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR3	assembly_gap	BMBG01002764.1	584	0.4052	0.9935	1.0	1.0	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR3	assembly_gap	BMBG01009487.1	19	0.3431	0.9956	1.0	0.3089	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_014363365.1	Leucopsar rothschildi	Aves	ITPR3	assembly_gap	BMBG01004927.1	616	0.2547	0.9912	1.0	0.3372	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_014363365.1	Leucopsar rothschildi	Aves	RYR	assembly_gap	BMBG01011160.1	1889	0.5938	0.977	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_014363365.1	Leucopsar rothschildi	Aves	RYR	assembly_gap	BMBG01011865.1	122984	0.5372	0.6875	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_014363365.1	Leucopsar rothschildi	Aves	RYR	assembly_gap	BMBG01009196.1	437	0.317	0.9772	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_014363365.1	Leucopsar rothschildi	Aves	RYR	assembly_gap	BMBG01009090.1	688	0.4221	0.6573	1.0	1.0	primary	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal			0
GCA_014839755.1	Sylvia borin	Aves	ITPR1	found_annotated	CM025968.1	1262639	1.0	0.9838	1.0	0.3285	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCA_014839755.1	Sylvia borin	Aves	ITPR2	found_annotated	CM025960.1	9884209	1.0	0.9807	1.0	0.3116	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCA_014839755.1	Sylvia borin	Aves	ITPR3	found_annotated	CM025980.1	3602897	1.0	0.9925	1.0	0.3942	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	ITPR3	1
GCA_014839755.1	Sylvia borin	Aves	RYR	found_annotated	CM025959.1	44443883	1.0	0.9773	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCA_014839755.1	Sylvia borin	Aves	RYR	found_annotated	JACEWE010000088.1	45824	1.0	0.7575	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCA_014839755.1	Sylvia borin	Aves	RYR	found_annotated	CM025962.1	31504005	1.0	0.6756	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCA_015883425.2	Lamprotornis superbus	Aves	ITPR1	found_annotated	CM040317.1	19158054	1.0	0.9817	1.0	0.3258	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	IHE44_0003641		0
GCA_015883425.2	Lamprotornis superbus	Aves	ITPR2	found_annotated	CM040303.1	6953731	1.0	0.9807	1.0	0.3114	primary	A0A672UP22|ITPR2|Strigops_habroptila	IHE44_0011934		0
GCA_015883425.2	Lamprotornis superbus	Aves	ITPR3	found_annotated	CM040330.1	3579629	1.0	0.9959	1.0	0.3955	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	IHE44_0008417		0
GCA_015883425.2	Lamprotornis superbus	Aves	RYR	found_annotated	CM040305.1	44034396	1.0	0.9783	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	IHE44_0009251		0
GCA_015883425.2	Lamprotornis superbus	Aves	RYR	found_annotated	CM040308.1	31928689	1.0	0.6761	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	IHE44_0013890		0
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR1	found_annotated	CM030173.1	32495697	1.0	0.9274	1.0	0.2809	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	FYW47_018673		0
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR2	found_annotated	CM030181.1	6263778	1.0	0.8088	1.0	0.2449	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR3	found_annotated	CM030174.1	17796711	1.0	0.8678	1.0	0.2788	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	found_annotated	CM030187.1	17498765	1.0	0.8665	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	found_annotated	CM030175.1	4185570	1.0	0.8055	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	found_annotated	CM030190.1	14433793	1.0	0.7956	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	FYW47_017510		0
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	found_annotated	CM030181.1	4641422	1.0	0.6699	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	FYW47_009868		0
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	found_annotated	CM030179.1	8706577	1.0	0.6627	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3	RYR3	1
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	RYR	found_annotated	CM030184.1	14573839	1.0	0.5483	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	FYW47_012540		0
GCA_018340635.1	Bothrops jararaca	Lepidosauria	ITPR1	found_no_annotation	JAGTXL010001321.1	22586	0.9701	0.9678	1.0	0.3055	primary	A0A670JBK6|ITPR1|Podarcis_muralis			0
GCA_018340635.1	Bothrops jararaca	Lepidosauria	ITPR3	found_no_annotation	JAGTXL010020449.1	70587	1.0	0.9468	1.0	0.3197	primary	A0A6J0TV85|ITPR3|Pogona_vitticeps			0
GCA_018340635.1	Bothrops jararaca	Lepidosauria	RYR	found_no_annotation	JAGTXL010020916.1	38758	1.0	0.6804	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2			0
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR1	found_annotated	CM033472.1	236347501	1.0	0.7451	1.0	0.2742	primary	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	GDO86_007249		0
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR2	found_annotated	CM033471.1	7877787	1.0	0.6135	1.0	1.0	primary	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	GDO86_004943		0
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR3	found_unannotated	CM033470.1	126480658	1.0	0.8874	1.0	0.2894	primary	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3			0
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	RYR	found_annotated	CM033476.1	224511129	1.0	0.9321	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	GDO86_015793		0
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	RYR	found_annotated	CM033476.1	280306931	1.0	0.6802	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	GDO86_016282		0
GCA_020745705.1	Hemiprocne comata	Aves	ITPR1	found_no_annotation	CM036595.1	1594094	1.0	0.9899	1.0	0.3319	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_020745705.1	Hemiprocne comata	Aves	ITPR2	found_no_annotation	CM036586.1	74637542	1.0	0.9793	1.0	0.3149	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_020745705.1	Hemiprocne comata	Aves	ITPR3	found_no_annotation	CM036610.1	3733306	1.0	0.9865	1.0	0.3938	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3			0
GCA_020745705.1	Hemiprocne comata	Aves	RYR	found_no_annotation	CM036588.1	34893152	1.0	0.9837	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_020745705.1	Hemiprocne comata	Aves	RYR	found_no_annotation	CM036590.1	34422341	1.0	0.6729	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_022829145.1	Albula goreensis	Actinopteri	ITPR1	found_annotated	CM040752.1	21878282	1.0	0.9123	1.0	0.2606	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	AGOR_G00136570		0
GCA_022829145.1	Albula goreensis	Actinopteri	ITPR1	found_annotated	CM040754.1	22707866	1.0	0.8959	1.0	0.2485	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	AGOR_G00158330		0
GCA_022829145.1	Albula goreensis	Actinopteri	ITPR2	found_annotated	CM040765.1	12442000	1.0	0.8055	1.0	0.219	primary	A0A672UP22|ITPR2|Strigops_habroptila	AGOR_G00248680		0
GCA_022829145.1	Albula goreensis	Actinopteri	ITPR3	found_annotated	CM040752.1	36425621	1.0	0.8328	1.0	0.2523	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	AGOR_G00140750		0
GCA_022829145.1	Albula goreensis	Actinopteri	RYR	found_annotated	CM040759.1	16437064	1.0	0.9211	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	AGOR_G00200940		0
GCA_022829145.1	Albula goreensis	Actinopteri	RYR	found_annotated	CM040751.1	24611709	1.0	0.8273	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	AGOR_G00126200		0
GCA_022829145.1	Albula goreensis	Actinopteri	RYR	found_annotated	CM040742.1	34919547	1.0	0.8244	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	AGOR_G00027850		0
GCA_022829145.1	Albula goreensis	Actinopteri	RYR	found_annotated	CM040749.1	20095895	1.0	0.6843	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	AGOR_G00106540		0
GCA_022829145.1	Albula goreensis	Actinopteri	RYR	found_annotated	CM040747.1	9691543	1.0	0.6607	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	AGOR_G00081990		0
GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR1	found_no_annotation	JAKFHG010001683.1	27382676	1.0	0.9956	1.0	0.3327	primary	Q14643|ITPR1|Homo_sapiens|ITPR1			0
GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR2	found_no_annotation	JAKFHG010002414.1	4762166	1.0	0.9907	1.0	0.3184	primary	Q14571|ITPR2|Homo_sapiens|ITPR2			0
GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR3	found_no_annotation	JAKFHG010000745.1	6393425	1.0	0.9731	1.0	0.3938	primary	Q14573|ITPR3|Homo_sapiens|ITPR3			0
