accession	organism	vclass	cell	contig	coverage	identity	aligned_aa	frameshifts	stop_codons	lesion_density	verdict	cell_state	elevated	incomplete	not_live	state_reading_available	is_fossil	reading
GCA_054883175.1	Datnioides polota	Actinopteri	ITPR3	CM142235.1	1	0.9131	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_054883175.1	Datnioides polota	Actinopteri	RYR	CM142244.1	1	0.8798	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_054883175.1	Datnioides polota	Actinopteri	RYR	CM142232.1	1	0.8123	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_054883175.1	Datnioides polota	Actinopteri	RYR	CM142227.1	1	0.8048	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_054883175.1	Datnioides polota	Actinopteri	RYR	CM142237.1	1	0.6731	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_054883175.1	Datnioides polota	Actinopteri	RYR	CM142238.1	1	0.6665	4967	0	1	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_054883175.1	Datnioides polota	Actinopteri	RYR	CM142233.1	1	0.5719	5168	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_054883375.1	Arapaima gigas	Actinopteri	ITPR1	CM142465.1	1	0.909	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_054883375.1	Arapaima gigas	Actinopteri	ITPR1	CM142465.1	1	0.8891	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_054883375.1	Arapaima gigas	Actinopteri	ITPR2	CM142463.1	1	0.7795	2701	0	1	0.3702	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_054883375.1	Arapaima gigas	Actinopteri	ITPR3	CM142469.1	1	0.8292	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_054883375.1	Arapaima gigas	Actinopteri	RYR	CM142468.1	1	0.9082	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_054883375.1	Arapaima gigas	Actinopteri	RYR	CM142463.1	1	0.8124	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_054883375.1	Arapaima gigas	Actinopteri	RYR	CM142467.1	1	0.8109	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_054883375.1	Arapaima gigas	Actinopteri	RYR	CM142465.1	1	0.6851	4968	0	1	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR1	CM151773.1	1	0.9584	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR1	CM151773.1	1	0.8699	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR2	CM151776.1	1	0.8771	2701	2	0	0.7405	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR3	CM151778.1	1	0.91	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056506795.1	Pristigenys meyeri	Actinopteri	RYR	CM151789.1	1	0.875	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056506795.1	Pristigenys meyeri	Actinopteri	RYR	CM151777.1	1	0.8128	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056506795.1	Pristigenys meyeri	Actinopteri	RYR	CM151784.1	1	0.7969	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056506795.1	Pristigenys meyeri	Actinopteri	RYR	CM151783.1	1	0.6778	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056506795.1	Pristigenys meyeri	Actinopteri	RYR	CM151786.1	1	0.6665	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056506795.1	Pristigenys meyeri	Actinopteri	RYR	CM151782.1	1	0.5704	5168	0	1	0.1935	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056776345.1	Spizella passerina	Aves	ITPR1	CM165312.1	1	0.9827	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056776345.1	Spizella passerina	Aves	ITPR2	CM165302.1	1	0.9807	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056776345.1	Spizella passerina	Aves	ITPR3	CM165329.1	1	0.9946	2670	1	0	0.3745	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056776345.1	Spizella passerina	Aves	RYR	CM165300.1	1	0.9779	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056776345.1	Spizella passerina	Aves	RYR	CM165337.1	1	0.7529	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056776345.1	Spizella passerina	Aves	RYR	CM165304.1	1	0.6738	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR1	CM165611.1	1	0.9129	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR1	CM165617.1	1	0.8815	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR2	CM165631.1	1	0.792	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR2	CM165630.1	1	0.7708	2701	1	0	0.3702	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR3	CM165611.1	1	0.8347	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056783565.1	Hiodon alosoides	Actinopteri	RYR	CM165608.1	1	0.91	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056783565.1	Hiodon alosoides	Actinopteri	RYR	CM165607.1	1	0.8228	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056783565.1	Hiodon alosoides	Actinopteri	RYR	CM165610.1	1	0.8135	5037	0	1	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056783565.1	Hiodon alosoides	Actinopteri	RYR	CM165622.1	1	0.6813	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056783665.1	Albula glossodonta	Actinopteri	ITPR1	CM165714.1	1	0.9103	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056783665.1	Albula glossodonta	Actinopteri	ITPR1	CM165712.1	1	0.892	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056783665.1	Albula glossodonta	Actinopteri	ITPR2	CM165725.1	1	0.8079	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056783665.1	Albula glossodonta	Actinopteri	ITPR3	CM165714.1	1	0.8455	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056783665.1	Albula glossodonta	Actinopteri	RYR	CM165716.1	1	0.9215	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056783665.1	Albula glossodonta	Actinopteri	RYR	CM165711.1	1	0.8273	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056783665.1	Albula glossodonta	Actinopteri	RYR	CM165702.1	1	0.8241	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056783665.1	Albula glossodonta	Actinopteri	RYR	CM165710.1	1	0.6843	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056783665.1	Albula glossodonta	Actinopteri	RYR	CM165707.1	1	0.6623	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR1	CM166136.1	1	0.9414	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR1	CM166138.1	1	0.8532	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR2	CM166139.1	1	0.8119	2701	1	2	1.1107	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR3	CM166132.1	1	0.8361	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056824565.1	Stylephorus chordatus	Actinopteri	RYR	CM166133.1	1	0.8768	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056824565.1	Stylephorus chordatus	Actinopteri	RYR	CM166131.1	1	0.8063	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056824565.1	Stylephorus chordatus	Actinopteri	RYR	CM166141.1	1	0.791	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056824565.1	Stylephorus chordatus	Actinopteri	RYR	CM166135.1	1	0.6748	4967	2	0	0.4027	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056824565.1	Stylephorus chordatus	Actinopteri	RYR	CM166142.1	1	0.6561	4968	2	0	0.4026	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056824565.1	Stylephorus chordatus	Actinopteri	RYR	CM166145.1	1	0.5431	5168	2	1	0.5805	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	ITPR1	CM166150.1	1	0.8932	2711	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	ITPR1	CM166150.1	1	0.8798	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	ITPR2	CM166151.1	1	0.8097	2665	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	ITPR3	CM166151.1	1	0.8486	2670	1	0	0.3745	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	RYR	CM166157.1	0.9976	0.921	4949	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	RYR	CM166149.1	1	0.8052	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	RYR	CM166148.1	1	0.7964	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	RYR	CM166157.1	1	0.6712	4986	1	0	0.2006	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	RYR	CM166159.1	0.9972	0.654	4968	1	1	0.4026	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	RYR	CM166154.1	1	0.5424	5168	2	1	0.5805	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	ITPR1	CM174640.1	1	0.8767	2750	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	ITPR2	CM174645.1	1	0.8127	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	ITPR3	CM174648.1	1	0.8534	2630	1	1	0.7605	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	RYR	CM174666.1	1	0.8899	4982	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	RYR	CM174631.1	0.9962	0.8767	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	RYR	CM174625.1	1	0.6662	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR1	JAWJJZ010000016.1	1	0.9842	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR2	JAWJJZ010000027.1	1	0.9819	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR3	JAWJJZ010000071.1	1	0.9948	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_058224745.1	Acrocephalus arundinaceus	Aves	RYR	JAWJJZ010000003.1	1	0.9783	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_058224745.1	Acrocephalus arundinaceus	Aves	RYR	JAWJJZ010000001.1	1	0.6777	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_058224745.1	Acrocephalus arundinaceus	Aves	RYR	JAWJJZ010000179.1	0.9115	0.7461	4591	5	0	1.0891	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_058707665.1	Platax teira	Actinopteri	ITPR1	CM178913.1	1	0.9612	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_058707665.1	Platax teira	Actinopteri	ITPR1	CM178913.1	1	0.8697	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_058707665.1	Platax teira	Actinopteri	ITPR2	CM178915.1	1	0.8696	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_058707665.1	Platax teira	Actinopteri	ITPR3	CM178919.1	1	0.9105	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_058707665.1	Platax teira	Actinopteri	RYR	CM178931.1	1	0.8834	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_058707665.1	Platax teira	Actinopteri	RYR	CM178916.1	1	0.8073	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_058707665.1	Platax teira	Actinopteri	RYR	CM178923.1	1	0.7991	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_058707665.1	Platax teira	Actinopteri	RYR	CM178926.1	1	0.6771	4967	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_058707665.1	Platax teira	Actinopteri	RYR	CM178928.1	1	0.6664	4967	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_058707665.1	Platax teira	Actinopteri	RYR	CM178924.1	1	0.5728	5168	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_951230385.1	Staurois parvus	Amphibia	ITPR1	CATNWA010014760.1	0.9606	0.9278	2635	11	0	4.1746	elevated_lesions	present_single_locus	1	0	0	1	0	not a fossil under any reading
GCA_951230385.1	Staurois parvus	Amphibia	RYR	CATNWA010007479.1	1	0.9072	5037	6	0	1.1912	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_965364685.1	Capros aper	Actinopteri	ITPR1	OZ263291.1	1	0.9556	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_965364685.1	Capros aper	Actinopteri	ITPR1	OZ263291.1	1	0.8547	2748	0	1	0.3639	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_965364685.1	Capros aper	Actinopteri	ITPR2	OZ263289.1	1	0.8634	2701	0	1	0.3702	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_965364685.1	Capros aper	Actinopteri	ITPR3	CBDTYR010000080.1	0.9895	0.9011	2642	1	0	0.3785	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_965364685.1	Capros aper	Actinopteri	RYR	OZ263289.1	1	0.8782	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_965364685.1	Capros aper	Actinopteri	RYR	OZ263287.1	1	0.8077	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_965364685.1	Capros aper	Actinopteri	RYR	OZ263286.1	1	0.7951	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_965364685.1	Capros aper	Actinopteri	RYR	OZ263288.1	1	0.6752	4968	2	0	0.4026	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_965364685.1	Capros aper	Actinopteri	RYR	OZ263302.1	1	0.6462	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_965364685.1	Capros aper	Actinopteri	RYR	OZ263290.1	1	0.5611	5168	0	1	0.1935	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR1	OZ413072.1	1	0.9618	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR1	OZ413072.1	1	0.8694	2748	0	1	0.3639	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR2	OZ413084.1	1	0.8714	2701	1	0	0.3702	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR3	OZ413082.1	1	0.9056	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_980438365.1	Acanthurus tractus	Actinopteri	RYR	OZ413077.1	1	0.8672	4961	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_980438365.1	Acanthurus tractus	Actinopteri	RYR	OZ413081.1	1	0.8164	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_980438365.1	Acanthurus tractus	Actinopteri	RYR	OZ413076.1	1	0.8035	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_980438365.1	Acanthurus tractus	Actinopteri	RYR	OZ413079.1	1	0.6794	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_980438365.1	Acanthurus tractus	Actinopteri	RYR	OZ413078.1	1	0.6685	4968	2	0	0.4026	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_980438365.1	Acanthurus tractus	Actinopteri	RYR	OZ413085.1	1	0.5626	5168	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR1	OZ479485.1	1	0.9601	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR1	OZ479485.1	1	0.8576	2748	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR2	OZ479483.1	1	0.8743	2701	1	0	0.3702	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR3	OZ479491.1	1	0.9076	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_984656905.1	Parequula melbournensis	Actinopteri	RYR	OZ479502.1	1	0.8728	4961	0	1	0.2016	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_984656905.1	Parequula melbournensis	Actinopteri	RYR	OZ479489.1	1	0.8089	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_984656905.1	Parequula melbournensis	Actinopteri	RYR	OZ479481.1	1	0.7959	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_984656905.1	Parequula melbournensis	Actinopteri	RYR	OZ479495.1	1	0.6705	4967	2	0	0.4027	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_984656905.1	Parequula melbournensis	Actinopteri	RYR	OZ479500.1	1	0.6608	4967	2	1	0.604	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_984656905.1	Parequula melbournensis	Actinopteri	RYR	OZ479492.1	1	0.5697	5168	1	0	0.1935	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR1	OZ497764.1	1	0.9786	2758	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR2	OZ497766.1	1	0.9693	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR3	OZ497764.1	1	0.9682	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_987193245.1	Pontoporia blainvillei	Mammalia	RYR	OZ497768.1	1	0.973	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_987193245.1	Pontoporia blainvillei	Mammalia	RYR	OZ497775.1	1	0.7877	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_987193245.1	Pontoporia blainvillei	Mammalia	RYR	OZ497758.1	0.9968	0.6697	5021	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_000001405.40	Homo sapiens	Mammalia	ITPR1	NC_000003.12	1	0.9993	2758	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_000001405.40	Homo sapiens	Mammalia	ITPR2	NC_000012.12	1	1	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_000001405.40	Homo sapiens	Mammalia	ITPR3	NC_000006.12	1	1	2671	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_000001405.40	Homo sapiens	Mammalia	RYR	NC_000001.11	1	0.9994	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_000001405.40	Homo sapiens	Mammalia	RYR	NC_000019.10	1	0.7873	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_000001405.40	Homo sapiens	Mammalia	RYR	NC_000015.10	1	0.6738	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_000001635.27	Mus musculus	Mammalia	ITPR1	NC_000072.7	1	0.9989	2749	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_000001635.27	Mus musculus	Mammalia	ITPR2	NC_000072.7	1	1	2701	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_000001635.27	Mus musculus	Mammalia	ITPR3	NC_000083.7	1	1	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCF_000001635.27	Mus musculus	Mammalia	RYR	NC_000079.7	1	0.9726	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_000001635.27	Mus musculus	Mammalia	RYR	NC_000073.7	0.9994	0.792	5034	1	0	0.1986	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_000001635.27	Mus musculus	Mammalia	RYR	NC_000068.8	0.9976	0.6715	5025	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR1	NC_030680.2	1	0.9993	2743	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
