accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	source_detail	genome_accession	contig	start	end	strand	cell	cell_status	db_status	coverage	contig_spans_gene	s20_call	s20_confidence	s20_group	s20_itpr_score	s20_ryr_score	s20_rel_margin	s20_evidence	tax_domain	tax_kingdom	tax_phylum	tax_class	tax_order	tax_family	tax_genus	tax_group	plant_fungal_verdict	plant_fungal_rule
A0A2I0TD92	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	594.4	0.0	1.0	interpro+calibration+sweep	InterPro	llap_17923	Uncharacterized protein	Limosa lapponica baueri	1758121	Vertebrata	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	449	0		0	Predicted	1	PF01365	PF01365;PF02815	2		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Vertebrata		
A0A2I0TDN6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	533.9	33.4	0.9374	interpro+calibration+sweep	InterPro	llap_17801	Inositol 1,4,5-trisphosphate receptor	Limosa lapponica baueri	1758121	Vertebrata	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	352	0		0	Inferred from homology	1	PF01365	PF01365	1		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Vertebrata		
A0A2I0TES3	unassigned	none	neither instrument calls it	neither	unassigned	unassigned	none	197.5	0.0	1.0	interpro+calibration+sweep	InterPro	llap_17424	RIH domain-containing protein	Limosa lapponica baueri	1758121	Vertebrata	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	176	0		0	Predicted	1	PF01365	PF01365	1		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Vertebrata		
A0A2I0TIQ6	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2153.7	66.3	0.9692	interpro+calibration+sweep	InterPro	llap_16032	Inositol 1,4,5-trisphosphate receptor	Limosa lapponica baueri	1758121	Vertebrata	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	1615	0		0	Inferred from homology	0	PF01365	PF01365;PF02815	2		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Vertebrata		
A0A2I0TIT1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	865.8	80.2	0.9074	interpro+calibration+sweep	InterPro	llap_16031	Inositol-trisphosphate receptor type 3	Limosa lapponica baueri	1758121	Vertebrata	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	661	0		0	Predicted	1	PF08454	PF00520;PF08454	2		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Vertebrata		
A0A2I0TIV6	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	617.3	101.4	0.8357	interpro+calibration+sweep	InterPro	llap_15980	Inositol 1,4,5-trisphosphate receptor	Limosa lapponica baueri	1758121	Vertebrata	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	392	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Vertebrata		
A0A2I0TUI1	ITPR	medium	profile only — architecture incomplete	profile	unassigned	ITPR	medium	967.4	203.4	0.7897	interpro+calibration+sweep	InterPro	llap_12228	Inositol-trisphosphate receptor type 2	Limosa lapponica baueri	1758121	Vertebrata	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	682	0		0	Predicted	1	PF08454	PF00520;PF08454	2		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Vertebrata		
A0A2I0UJU1	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	642.1	6990.5	0.9081	interpro+calibration+sweep	InterPro	llap_3383	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Limosa lapponica baueri	1758121	Vertebrata	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	4452	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Vertebrata		
A0A2I0URB2	unassigned	none	neither instrument calls it	neither	unassigned	unassigned	none	0.0	49.7	1.0	interpro+calibration+sweep	InterPro	llap_1117	Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Limosa lapponica baueri	1758121	Vertebrata	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	373	0		0	Predicted	1	PF08709	PF08709	1		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	Vertebrata		
A0A2I2Y2V9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	993.8	122.1	0.8771	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	714	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2Y638	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	733.7	8007.9	0.9084	interpro+calibration	InterPro	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4831	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2YAC5	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	735.6	7956.5	0.9075	interpro+calibration	InterPro	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4913	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2YAX3	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	735.6	7953.8	0.9075	interpro+calibration	InterPro	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4911	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2YDX1	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	742.8	8311.6	0.9106	interpro+calibration	InterPro	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4873	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2YLG9	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	748.0	8318.9	0.9101	interpro+calibration+sweep	InterPro	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4870	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2YN41	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	738.1	7995.3	0.9077	interpro+calibration	InterPro	RYR2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4761	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2YQK9	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	735.6	7989.9	0.9079	interpro+calibration	InterPro	RYR2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4758	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2YU45	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1622.7	158.6	0.9023	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	1021	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2YUG6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1314.9	327.5	0.7509	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	721	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2YWP0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4194.6	412.7	0.9016	interpro+calibration+sweep	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2714	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2YY54	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	735.6	7957.9	0.9076	interpro+calibration	InterPro	RYR2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4746	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2YZJ2	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	740.8	7957.5	0.9069	interpro+calibration	InterPro	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4829	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2YZU6	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	749.0	8293.9	0.9097	interpro+calibration	InterPro	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4859	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2Z1E1	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	729.7	7997.5	0.9088	interpro+calibration+sweep	InterPro	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4957	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2Z1G9	ITPR	low	architecture only — no profile verdict	architecture	ITPR	unassigned	none	259.2	26.5	0.8978	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	150	0		0	Inferred from homology	1	PF08709	PF08709	1		InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2ZAR0	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	748.4	8083.0	0.9074	interpro+calibration	InterPro	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4841	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2ZD33	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	747.9	8175.9	0.9085	interpro+calibration	InterPro	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4854	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2ZE17	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	735.6	7989.5	0.9079	interpro+calibration+sweep	InterPro	RYR2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4768	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I2ZF77	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3960.6	400.3	0.8989	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Gorilla gorilla gorilla (Western lowland gorilla)	9595	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2658	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Vertebrata		
A0A2I3G082	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1315.8	328.0	0.7507	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	61853	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	721	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Vertebrata		
A0A2I3G2P9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4336.9	438.1	0.899	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	61853	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	2713	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Vertebrata		
A0A2I3G3P1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	993.1	123.4	0.8757	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	61853	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	631	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Vertebrata		
A0A2I3G6B9	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	643.5	7734.4	0.9168	interpro+calibration	InterPro	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	61853	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	4773	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Vertebrata		
A0A2I3GA66	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	697.5	7936.6	0.9121	interpro+calibration	InterPro	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	61853	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	4789	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Vertebrata		
A0A2I3GSB4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4254.4	410.6	0.9035	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	61853	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	2727	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Vertebrata		
A0A2I3GTW4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4326.1	433.1	0.8999	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	61853	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	2720	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Vertebrata		
A0A2I3GX59	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	638.3	7619.5	0.9162	interpro+calibration	InterPro	RYR2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	61853	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	4784	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Vertebrata		
A0A2I3H0N9	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	596.4	6154.8	0.9031	interpro+calibration+sweep	InterPro	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	61853	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	4415	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Nomascus	Vertebrata		
