label	accession	organism	vclass	vorder	cell	locus_idx	status	contig	start	end	span_bp	identity	coverage	bait	bait_paralog	annot_gene	annot_paralog	has_gene_table
Horornis_vulcanius|GCA_013401035.1|ITPR2.2	GCA_013401035.1	Horornis vulcanius	Aves	Passeriformes	ITPR2	2	assembly_gap	VZUA01089671.1	1203	18264	17061	0.9616	0.1344	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	Itpr2_0	ITPR2	1
Horornis_vulcanius|GCA_013401035.1|ITPR2.3	GCA_013401035.1	Horornis vulcanius	Aves	Passeriformes	ITPR2	3	assembly_gap	VZUA01003824.1	8409	62813	54404	0.8776	0.1178	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Horornis_vulcanius|GCA_013401035.1|ITPR3.0	GCA_013401035.1	Horornis vulcanius	Aves	Passeriformes	ITPR3	0	assembly_gap	VZUA01404057.1	194	3782	3588	0.9944	0.2019	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3			1
Horornis_vulcanius|GCA_013401035.1|ITPR3.1	GCA_013401035.1	Horornis vulcanius	Aves	Passeriformes	ITPR3	1	assembly_gap	VZUA01404603.1	139	3645	3506	0.9640	0.1217	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3			1
Horornis_vulcanius|GCA_013401035.1|RYR.0	GCA_013401035.1	Horornis vulcanius	Aves	Passeriformes	RYR	0	assembly_gap	VZUA01098321.1	92	10507	10415	0.6267	0.1761	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Horornis_vulcanius|GCA_013401035.1|RYR.1	GCA_013401035.1	Horornis vulcanius	Aves	Passeriformes	RYR	1	assembly_gap	VZUA01072774.1	2765	41641	38876	0.7120	0.1222	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Pomatorhinus_ruficollis|GCA_013401195.1|ITPR2.0	GCA_013401195.1	Pomatorhinus ruficollis	Aves	Passeriformes	ITPR2	0	found_unannotated	VZSW01000361.1	364566	611496	246930	0.9815	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Pomatorhinus_ruficollis|GCA_013401195.1|RYR.0	GCA_013401195.1	Pomatorhinus ruficollis	Aves	Passeriformes	RYR	0	found_annotated	VZSW01000052.1	2382872	2770601	387729	0.9781	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	Ryr2	RYR2	1
Pomatorhinus_ruficollis|GCA_013401195.1|RYR.1	GCA_013401195.1	Pomatorhinus ruficollis	Aves	Passeriformes	RYR	1	found_annotated	VZSW01000030.1	1555614	1746403	190789	0.6661	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Atlantisia_rogersi|GCA_013401215.1|ITPR1.0	GCA_013401215.1	Atlantisia rogersi	Aves	Gruiformes	ITPR1	0	assembly_gap	VZUJ01128627.1	1200	62406	61206	0.9903	0.6360	A0ABM4F3U0|ITPR1|Apteryx_mantelli	ITPR1			1
Atlantisia_rogersi|GCA_013401215.1|ITPR1.1	GCA_013401215.1	Atlantisia rogersi	Aves	Gruiformes	ITPR1	1	assembly_gap	VZUJ01057297.1	365	24343	23978	0.8057	0.2402	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1			1
Atlantisia_rogersi|GCA_013401215.1|ITPR2.0	GCA_013401215.1	Atlantisia rogersi	Aves	Gruiformes	ITPR2	0	assembly_gap	VZUJ01043570.1	22103	70139	48036	0.9768	0.2878	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Atlantisia_rogersi|GCA_013401215.1|ITPR3.0	GCA_013401215.1	Atlantisia rogersi	Aves	Gruiformes	ITPR3	0	assembly_gap	VZUJ01056847.1	644	13312	12668	0.9845	0.5315	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3			1
Atlantisia_rogersi|GCA_013401215.1|ITPR3.1	GCA_013401215.1	Atlantisia rogersi	Aves	Gruiformes	ITPR3	1	assembly_gap	VZUJ01069581.1	371	7534	7163	0.9829	0.2635	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3			1
Atlantisia_rogersi|GCA_013401215.1|ITPR3.2	GCA_013401215.1	Atlantisia rogersi	Aves	Gruiformes	ITPR3	2	assembly_gap	VZUJ01044333.1	3947	8326	4379	0.8131	0.1447	H3B932|ITPR3|Latimeria_chalumnae	ITPR3	Itpr3_0	ITPR3	1
Atlantisia_rogersi|GCA_013401215.1|RYR.0	GCA_013401215.1	Atlantisia rogersi	Aves	Gruiformes	RYR	0	assembly_gap	VZUJ01073771.1	1549	143875	142326	0.9808	0.4193	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Atlantisia_rogersi|GCA_013401215.1|RYR.1	GCA_013401215.1	Atlantisia rogersi	Aves	Gruiformes	RYR	1	assembly_gap	VZUJ01071145.1	22857	87727	64870	0.6923	0.4171	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Atlantisia_rogersi|GCA_013401215.1|RYR.2	GCA_013401215.1	Atlantisia rogersi	Aves	Gruiformes	RYR	2	assembly_gap	VZUJ01122048.1	775	59865	59090	0.9747	0.2945	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Atlantisia_rogersi|GCA_013401215.1|RYR.3	GCA_013401215.1	Atlantisia rogersi	Aves	Gruiformes	RYR	3	assembly_gap	VZUJ01084474.1	6350	74797	68447	0.6440	0.4104	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Urocolius_indicus|GCA_013401255.1|ITPR1.0	GCA_013401255.1	Urocolius indicus	Aves	Coliiformes	ITPR1	0	found_unannotated	WBNH01003138.1	46855	210180	163325	0.9881	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Urocolius_indicus|GCA_013401255.1|ITPR2.0	GCA_013401255.1	Urocolius indicus	Aves	Coliiformes	ITPR2	0	assembly_gap	WBNH01008822.1	429966	587845	157879	0.9787	0.6622	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Urocolius_indicus|GCA_013401255.1|ITPR3.0	GCA_013401255.1	Urocolius indicus	Aves	Coliiformes	ITPR3	0	assembly_gap	WBNH01011779.1	69109	98597	29488	0.9844	0.5757	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3			1
Urocolius_indicus|GCA_013401255.1|RYR.0	GCA_013401255.1	Urocolius indicus	Aves	Coliiformes	RYR	0	found_annotated	WBNH01001939.1	31818	293336	261518	0.9730	0.9764	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	Ryr2_0	RYR2	1
Urocolius_indicus|GCA_013401255.1|RYR.1	GCA_013401255.1	Urocolius indicus	Aves	Coliiformes	RYR	1	found_annotated	WBNH01005367.1	50317	262930	212613	0.6734	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Glareola_pratincola|GCA_013401295.1|ITPR1.0	GCA_013401295.1	Glareola pratincola	Aves	Charadriiformes	ITPR1	0	found_unannotated	VWPO01000826.1	49834	226577	176743	0.9914	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Glareola_pratincola|GCA_013401295.1|ITPR2.0	GCA_013401295.1	Glareola pratincola	Aves	Charadriiformes	ITPR2	0	found_unannotated	VWPO01001832.1	5391	160622	155231	0.9856	0.7444	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Glareola_pratincola|GCA_013401295.1|ITPR2.1	GCA_013401295.1	Glareola pratincola	Aves	Charadriiformes	ITPR2	1	found_unannotated	VWPO01002088.1	1001	66466	65465	0.9701	0.2474	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Glareola_pratincola|GCA_013401295.1|ITPR3.0	GCA_013401295.1	Glareola pratincola	Aves	Charadriiformes	ITPR3	0	assembly_gap	VWPO01003156.1	61029	79263	18234	0.9852	0.6107	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	Itpr3_1	ITPR3	1
Glareola_pratincola|GCA_013401295.1|ITPR3.1	GCA_013401295.1	Glareola pratincola	Aves	Charadriiformes	ITPR3	1	assembly_gap	VWPO01002563.1	301	28536	28235	0.9745	0.4985	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3			1
Glareola_pratincola|GCA_013401295.1|RYR.0	GCA_013401295.1	Glareola pratincola	Aves	Charadriiformes	RYR	0	found_annotated	VWPO01000031.1	677092	1087319	410227	0.9776	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	GLAPRA_R11670		1
Glareola_pratincola|GCA_013401295.1|RYR.1	GCA_013401295.1	Glareola pratincola	Aves	Charadriiformes	RYR	1	found_annotated	VWPO01000327.1	316909	544173	227264	0.6746	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Balaeniceps_rex|GCA_013401315.1|ITPR1.0	GCA_013401315.1	Balaeniceps rex	Aves	Pelecaniformes	ITPR1	0	found_unannotated	VYZW01040117.1	117659	295253	177594	0.9909	0.8793	A0ABM4F3U0|ITPR1|Apteryx_mantelli	ITPR1			1
Balaeniceps_rex|GCA_013401315.1|ITPR2.0	GCA_013401315.1	Balaeniceps rex	Aves	Pelecaniformes	ITPR2	0	assembly_gap	VYZW01037404.1	1174	148071	146897	0.9119	0.4748	F1P1X4|ITPR2|Gallus_gallus|ITPR2	ITPR2			1
Balaeniceps_rex|GCA_013401315.1|ITPR3.0	GCA_013401315.1	Balaeniceps rex	Aves	Pelecaniformes	ITPR3	0	found_annotated	VYZW01003126.1	164818	266086	101268	0.9868	0.9125	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	Itpr3	ITPR3	1
Balaeniceps_rex|GCA_013401315.1|RYR.0	GCA_013401315.1	Balaeniceps rex	Aves	Pelecaniformes	RYR	0	assembly_gap	VYZW01055492.1	4182	39357	35175	0.9707	0.1169	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Balaeniceps_rex|GCA_013401315.1|RYR.1	GCA_013401315.1	Balaeniceps rex	Aves	Pelecaniformes	RYR	1	assembly_gap	VYZW01019032.1	843	8079	7236	0.6497	0.1394	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Ceyx_cyanopectus|GCA_013401355.1|ITPR1.0	GCA_013401355.1	Ceyx cyanopectus	Aves	Coraciiformes	ITPR1	0	assembly_gap	VYZU01028963.1	511	16073	15562	0.9873	0.1979	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	Itpr1_1	ITPR1	1
Ceyx_cyanopectus|GCA_013401355.1|ITPR2.0	GCA_013401355.1	Ceyx cyanopectus	Aves	Coraciiformes	ITPR2	0	found_unannotated	VYZU01018639.1	12227	145639	133412	0.9782	0.7830	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Ceyx_cyanopectus|GCA_013401355.1|RYR.0	GCA_013401355.1	Ceyx cyanopectus	Aves	Coraciiformes	RYR	0	assembly_gap	VYZU01079683.1	2096	23636	21540	0.9123	0.2424	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Ceyx_cyanopectus|GCA_013401355.1|RYR.1	GCA_013401355.1	Ceyx cyanopectus	Aves	Coraciiformes	RYR	1	assembly_gap	VYZU01015594.1	76	8042	7966	0.4874	0.1562	H3BGR5|RYR|Latimeria_chalumnae	RYR			1
Nibea_albiflora|GCA_014281875.1|ITPR1.0	GCA_014281875.1	Nibea albiflora	Actinopteri		ITPR1	0	found_annotated	CM024790.1	23069459	23127860	58401	0.9595	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	ITPR1	ITPR1	1
Nibea_albiflora|GCA_014281875.1|ITPR1.1	GCA_014281875.1	Nibea albiflora	Actinopteri		ITPR1	1	found_annotated	CM024790.1	3836243	3913687	77444	0.8654	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1			1
Nibea_albiflora|GCA_014281875.1|ITPR2.0	GCA_014281875.1	Nibea albiflora	Actinopteri		ITPR2	0	found_unannotated	CM024800.1	12447838	12500306	52468	0.8663	1.0000	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	ITPR2			1
Nibea_albiflora|GCA_014281875.1|ITPR3.0	GCA_014281875.1	Nibea albiflora	Actinopteri		ITPR3	0	found_annotated	CM024793.1	25693049	25721341	28292	0.8823	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	ITPR2	ITPR2	1
Nibea_albiflora|GCA_014281875.1|ITPR3.1	GCA_014281875.1	Nibea albiflora	Actinopteri		ITPR3	1	found_annotated	JABGLX010000148.1	3	27451	27448	0.8719	0.9772	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3			1
Nibea_albiflora|GCA_014281875.1|RYR.0	GCA_014281875.1	Nibea albiflora	Actinopteri		RYR	0	found_unannotated	CM024806.1	1526456	1654991	128535	0.8835	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2			1
Nibea_albiflora|GCA_014281875.1|RYR.1	GCA_014281875.1	Nibea albiflora	Actinopteri		RYR	1	found_unannotated	CM024794.1	23955621	24011236	55615	0.8110	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR3.6	RYR3	1
Nibea_albiflora|GCA_014281875.1|RYR.2	GCA_014281875.1	Nibea albiflora	Actinopteri		RYR	2	found_unannotated	CM024807.1	19140926	19188436	47510	0.7961	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR2	RYR2	1
Nibea_albiflora|GCA_014281875.1|RYR.3	GCA_014281875.1	Nibea albiflora	Actinopteri		RYR	3	found_unannotated	CM024799.1	9216983	9320793	103810	0.6754	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR3.3	RYR3	1
Nibea_albiflora|GCA_014281875.1|RYR.4	GCA_014281875.1	Nibea albiflora	Actinopteri		RYR	4	found_unannotated	CM024802.1	15520434	15617299	96865	0.6625	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR3.5	RYR3	1
Nibea_albiflora|GCA_014281875.1|RYR.5	GCA_014281875.1	Nibea albiflora	Actinopteri		RYR	5	found_unannotated	CM024797.1	8601923	8657968	56045	0.5707	1.0000	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	vertebrate_basal	RYR2.3	RYR2	1
Leucopsar_rothschildi|GCA_014363365.1|ITPR1.0	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR1	0	assembly_gap	BMBG01009250.1	1421	60530	59109	0.9753	0.4959	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			0
Leucopsar_rothschildi|GCA_014363365.1|ITPR1.1	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR1	1	assembly_gap	BMBG01005162.1	332	15871	15539	0.9840	0.2026	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			0
Leucopsar_rothschildi|GCA_014363365.1|ITPR1.2	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR1	2	assembly_gap	BMBG01009923.1	21710	77122	55412	0.9840	0.2015	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			0
Leucopsar_rothschildi|GCA_014363365.1|ITPR2.0	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR2	0	assembly_gap	BMBG01010180.1	580	85803	85223	0.9820	0.5363	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			0
Leucopsar_rothschildi|GCA_014363365.1|ITPR2.1	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR2	1	assembly_gap	BMBG01012289.1	227365	270521	43156	0.9727	0.2174	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			0
Leucopsar_rothschildi|GCA_014363365.1|ITPR2.2	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR2	2	assembly_gap	BMBG01009511.1	17453	65470	48017	0.9698	0.1715	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			0
Leucopsar_rothschildi|GCA_014363365.1|ITPR3.0	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR3	0	assembly_gap	BMBG01002764.1	584	8493	7909	0.9935	0.4052	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3			0
Leucopsar_rothschildi|GCA_014363365.1|ITPR3.1	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR3	1	assembly_gap	BMBG01009487.1	19	19314	19295	0.9956	0.3431	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3			0
Leucopsar_rothschildi|GCA_014363365.1|ITPR3.2	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	ITPR3	2	assembly_gap	BMBG01004927.1	616	13118	12502	0.9912	0.2547	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3			0
Leucopsar_rothschildi|GCA_014363365.1|RYR.0	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	RYR	0	assembly_gap	BMBG01011160.1	1889	127688	125799	0.9770	0.5938	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			0
Leucopsar_rothschildi|GCA_014363365.1|RYR.1	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	RYR	1	assembly_gap	BMBG01011865.1	122984	202311	79327	0.6875	0.5372	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			0
Leucopsar_rothschildi|GCA_014363365.1|RYR.2	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	RYR	2	assembly_gap	BMBG01009196.1	437	59134	58697	0.9772	0.3170	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			0
Leucopsar_rothschildi|GCA_014363365.1|RYR.3	GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	RYR	3	assembly_gap	BMBG01009090.1	688	55778	55090	0.6573	0.4221	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	vertebrate_basal			0
Sylvia_borin|GCA_014839755.1|ITPR1.0	GCA_014839755.1	Sylvia borin	Aves	Passeriformes	ITPR1	0	found_annotated	CM025968.1	1262639	1420397	157758	0.9838	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	ITPR1	1
Sylvia_borin|GCA_014839755.1|ITPR2.0	GCA_014839755.1	Sylvia borin	Aves	Passeriformes	ITPR2	0	found_annotated	CM025960.1	9884209	10131388	247179	0.9807	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	ITPR2	1
Sylvia_borin|GCA_014839755.1|ITPR3.0	GCA_014839755.1	Sylvia borin	Aves	Passeriformes	ITPR3	0	found_annotated	CM025980.1	3602897	3659632	56735	0.9925	1.0000	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	ITPR3	ITPR3	1
Sylvia_borin|GCA_014839755.1|RYR.0	GCA_014839755.1	Sylvia borin	Aves	Passeriformes	RYR	0	found_annotated	CM025959.1	44443883	44821709	377826	0.9773	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	RYR2	1
Sylvia_borin|GCA_014839755.1|RYR.1	GCA_014839755.1	Sylvia borin	Aves	Passeriformes	RYR	1	found_annotated	JACEWE010000088.1	45824	111847	66023	0.7575	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	RYR1	1
Sylvia_borin|GCA_014839755.1|RYR.2	GCA_014839755.1	Sylvia borin	Aves	Passeriformes	RYR	2	found_annotated	CM025962.1	31504005	31698058	194053	0.6756	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR3	RYR3	1
Lamprotornis_superbus|GCA_015883425.2|ITPR1.0	GCA_015883425.2	Lamprotornis superbus	Aves	Passeriformes	ITPR1	0	found_annotated	CM040317.1	19158054	19370971	212917	0.9817	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	IHE44_0003641		1
Lamprotornis_superbus|GCA_015883425.2|ITPR2.0	GCA_015883425.2	Lamprotornis superbus	Aves	Passeriformes	ITPR2	0	found_annotated	CM040303.1	6953731	7198908	245177	0.9807	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	IHE44_0011934		1
Lamprotornis_superbus|GCA_015883425.2|ITPR3.0	GCA_015883425.2	Lamprotornis superbus	Aves	Passeriformes	ITPR3	0	found_annotated	CM040330.1	3579629	3638461	58832	0.9959	1.0000	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	IHE44_0008417		1
Lamprotornis_superbus|GCA_015883425.2|RYR.0	GCA_015883425.2	Lamprotornis superbus	Aves	Passeriformes	RYR	0	found_annotated	CM040305.1	44034396	44416935	382539	0.9783	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	IHE44_0009251		1
Lamprotornis_superbus|GCA_015883425.2|RYR.1	GCA_015883425.2	Lamprotornis superbus	Aves	Passeriformes	RYR	1	found_annotated	CM040308.1	31928689	32118203	189514	0.6761	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	IHE44_0013890		1
Aplochiton_taeniatus|GCA_017639675.1|ITPR1.0	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	ITPR1	0	found_annotated	CM030173.1	32495697	32548345	52648	0.9274	1.0000	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1	FYW47_018673		1
Aplochiton_taeniatus|GCA_017639675.1|ITPR2.0	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	ITPR2	0	found_annotated	CM030181.1	6263778	6306171	42393	0.8088	1.0000	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	ITPR2	itpr2	ITPR2	1
Aplochiton_taeniatus|GCA_017639675.1|ITPR3.0	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	ITPR3	0	found_annotated	CM030174.1	17796711	17826026	29315	0.8678	1.0000	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR3	itpr3	ITPR3	1
Aplochiton_taeniatus|GCA_017639675.1|RYR.0	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	RYR	0	found_annotated	CM030187.1	17498765	17605772	107007	0.8665	1.0000	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2	ryr2a	RYR2	1
Aplochiton_taeniatus|GCA_017639675.1|RYR.1	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	RYR	1	found_annotated	CM030175.1	4185570	4277957	92387	0.8055	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	ryr1b	RYR1	1
Aplochiton_taeniatus|GCA_017639675.1|RYR.2	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	RYR	2	found_annotated	CM030190.1	14433793	14551334	117541	0.7956	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	FYW47_017510		1
Aplochiton_taeniatus|GCA_017639675.1|RYR.3	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	RYR	3	found_annotated	CM030181.1	4641422	4763407	121985	0.6699	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	FYW47_009868		1
Aplochiton_taeniatus|GCA_017639675.1|RYR.4	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	RYR	4	found_annotated	CM030179.1	8706577	8788667	82090	0.6627	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	ryr3	RYR3	1
Aplochiton_taeniatus|GCA_017639675.1|RYR.5	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	RYR	5	found_annotated	CM030184.1	14573839	14652808	78969	0.5483	1.0000	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	vertebrate_basal	FYW47_012540		1
Bothrops_jararaca|GCA_018340635.1|ITPR1.0	GCA_018340635.1	Bothrops jararaca	Lepidosauria	Squamata	ITPR1	0	found_no_annotation	JAGTXL010001321.1	22586	206370	183784	0.9678	0.9701	A0A670JBK6|ITPR1|Podarcis_muralis	ITPR1			0
Bothrops_jararaca|GCA_018340635.1|ITPR3.0	GCA_018340635.1	Bothrops jararaca	Lepidosauria	Squamata	ITPR3	0	found_no_annotation	JAGTXL010020449.1	70587	183394	112807	0.9468	1.0000	A0A6J0TV85|ITPR3|Pogona_vitticeps	ITPR3			0
Bothrops_jararaca|GCA_018340635.1|RYR.0	GCA_018340635.1	Bothrops jararaca	Lepidosauria	Squamata	RYR	0	found_no_annotation	JAGTXL010020916.1	38758	324368	285610	0.6804	1.0000	Q92736|RYR2|Homo_sapiens|RYR2	RYR2			0
Hymenochirus_boettgeri|GCA_019447015.1|ITPR1.0	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	ITPR1	0	found_annotated	CM033472.1	236347501	236467085	119584	0.7451	1.0000	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	ITPR1	GDO86_007249		1
Hymenochirus_boettgeri|GCA_019447015.1|ITPR2.0	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	ITPR2	0	found_annotated	CM033471.1	7877787	8086667	208880	0.6135	1.0000	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	ITPR2	GDO86_004943		1
Hymenochirus_boettgeri|GCA_019447015.1|ITPR3.0	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	ITPR3	0	found_unannotated	CM033470.1	126480658	127318646	837988	0.8874	1.0000	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	ITPR3			1
Hymenochirus_boettgeri|GCA_019447015.1|RYR.0	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	RYR	0	found_annotated	CM033476.1	224511129	224663025	151896	0.9321	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	GDO86_015793		1
Hymenochirus_boettgeri|GCA_019447015.1|RYR.1	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	RYR	1	found_annotated	CM033476.1	280306931	280760220	453289	0.6802	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	GDO86_016282		1
Hemiprocne_comata|GCA_020745705.1|ITPR1.0	GCA_020745705.1	Hemiprocne comata	Aves	Apodiformes	ITPR1	0	found_no_annotation	CM036595.1	1594094	1761091	166997	0.9899	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			0
Hemiprocne_comata|GCA_020745705.1|ITPR2.0	GCA_020745705.1	Hemiprocne comata	Aves	Apodiformes	ITPR2	0	found_no_annotation	CM036586.1	74637542	74907438	269896	0.9793	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			0
Hemiprocne_comata|GCA_020745705.1|ITPR3.0	GCA_020745705.1	Hemiprocne comata	Aves	Apodiformes	ITPR3	0	found_no_annotation	CM036610.1	3733306	3778594	45288	0.9865	1.0000	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3			0
