label	accession	organism	vclass	vorder	cell	locus_idx	status	window	n_flanks	scanned_up	scanned_down	n_informative	n_root_keys	in_matrix	keys_relaxed
Chlamydotis_macqueenii|GCF_036417535.1|RYR.0	GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	RYR	0	found_annotated	fixed10	20	10	10	16	16	1	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GPR137B;GREM2;HEATR1;LGALS8;MAP1LC3C;MTR;NID1;OPN3;PIGM;RGS7
Chlamydotis_macqueenii|GCF_036417535.1|RYR.1	GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	RYR	1	found_annotated	fixed10	20	10	10	18	18	0	ARHGAP11A;AVEN;CDIN1;CHRM5;EIF2AK4;EMC7;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1;TSLIG3B
Apteryx_mantelli|GCF_036417845.1|ITPR1.0	GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	ITPR1	0	found_annotated	fixed10	20	10	10	17	17	1	ARL8B;BHLHE40;CAV3;CHL1;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
Apteryx_mantelli|GCF_036417845.1|ITPR2.0	GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	ITPR2	0	found_annotated	fixed10	20	10	10	19	19	1	BHLHE41;BMAL2;CYB5R3;DNAI7;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LDHB;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
Apteryx_mantelli|GCF_036417845.1|ITPR3.0	GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	ITPR3	0	found_annotated	fixed10	20	10	10	17	17	1	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;OARD1;PACSIN1;RPS10;SMIM29;SPDEF;TREM1;TSPO2
Apteryx_mantelli|GCF_036417845.1|RYR.0	GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	RYR	0	found_annotated	fixed10	20	10	10	19	19	0	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GPR137B;GREM2;HEATR1;LGALS8;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7;TTLL2;WDR64
Apteryx_mantelli|GCF_036417845.1|RYR.1	GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	RYR	1	found_annotated	fixed10	20	10	10	18	18	1	ARHGAP11A;AVEN;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;THBS1
Apteryx_mantelli|GCF_036417845.1|RYR.2	GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	RYR	2	found_annotated	fixed10	20	10	10	18	18	0	ACTN4;BICRA;BLOC1S3;CATSPERG;CCDC61;ECH1;EIF3K;HNRNPL;KPTN;LGALS4;MAP4K1;NAPA;NOVA2;PSMD8;RASGRP4;SLC8A2;SPRED3;ZNF541
Saccopteryx_bilineata|GCF_036850765.1|ITPR1.0	GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	ITPR1	0	found_annotated	fixed10	20	10	10	17	16	1	ABHD14A;ACY1;ALAS1;ARL8B;BHLHE40;CHL1;CNTN4;CNTN6;CRBN;DUSP7;EDEM1;IL5RA;LRRN1;POC1A;RPL29;SUMF1;TRNT1
Saccopteryx_bilineata|GCF_036850765.1|ITPR2.0	GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	ITPR2	0	found_annotated	fixed10	20	10	10	19	19	1	BCAT1;BHLHE41;BIN2;CELA1;CSRNP2;DAZAP2;DNAI7;ETFRF1;GALNT6;IRAG2;KRAS;LETMD1;POU6F1;RASSF8;SLC11A2;SMAGP;SOX5;SSPN;TFCP2
Saccopteryx_bilineata|GCF_036850765.1|ITPR3.0	GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	ITPR3	0	found_annotated	fixed10	20	10	10	16	14	1	BAK1;CUTA;DAXX;GRM4;HMGA1;IP6K3;KIFC1;LEMD2;MLN;PHF1;SMIM29;SMIM40;SYNGAP1;TAPBP;ZBTB22;ZBTB9
Saccopteryx_bilineata|GCF_036850765.1|RYR.0	GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	RYR	0	found_annotated	fixed10	20	10	10	18	18	1	ACTN4;CAPN12;CATSPERG;ECH1;EIF3K;FAM98C;GGN;HNRNPL;KCNK6;LGALS4;MAP4K1;PPP1R14A;PSMD8;RASGRP4;RINL;SPINT2;SPRED3;YIF1B
Saccopteryx_bilineata|GCF_036850765.1|RYR.1	GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	RYR	1	found_annotated	fixed10	20	10	10	19	18	0	ACTC1;AQR;ARHGAP11A;AVEN;CDIN1;CHRM5;DPH6;EMC4;EMC7;FMN1;GJD2;GREM1;KATNBL1;LPCAT4;NOP10;NUTM1;SCG5;SLC12A6;ZNF770
Saccopteryx_bilineata|GCF_036850765.1|RYR.2	GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	RYR	2	found_annotated	fixed10	20	10	10	15	15	0	ACTN2;ALPK1;ANK2;AP1AR;CAMK2D;EDARADD;ERO1B;GALNT2;HEATR1;LARP7;LGALS8;MTR;NEUROG2;PGBD5;TIFA
Narcine_bancroftii|GCF_036971445.1|ITPR1.0	GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	ITPR1	0	found_annotated	fixed10	20	10	10	11	11	1	APEH;BHLHE40;BORCS6;BSNB;EDEM1;LMCD1;NCKIPSD;PLXND1;RPL32;SETMAR;SUMF1
Narcine_bancroftii|GCF_036971445.1|ITPR2.0	GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	ITPR2	0	found_annotated	fixed10	20	10	10	12	12	1	CEP83;CRADD;DNAI7;EEA1;INTS13;NUDT4A;PLEKHG7;PLXNC1;RASSF8B;SSPN;TMCC3;UBE2N
Narcine_bancroftii|GCF_036971445.1|ITPR3.0	GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	ITPR3	0	found_annotated	fixed10	20	10	10	3	3	1	C5H6ORF89;SMIM29;UBE2T
Narcine_bancroftii|GCF_036971445.1|RYR.0	GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	RYR	0	found_annotated	fixed10	20	10	10	4	4	0	PSMD8;RASGRP4;RNF25;STK36
Narcine_bancroftii|GCF_036971445.1|RYR.1	GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	RYR	1	found_annotated	fixed10	20	10	10	11	11	0	ADPGK2;CEBPZ;FH;HEATR1;KMO;MOCS3;MTR;NDUFAF7;OPN3;PRKD3;QPCT
Narcine_bancroftii|GCF_036971445.1|RYR.2	GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	RYR	2	found_annotated	fixed10	20	10	10	14	14	1	AQR;ATL1;CDIN1;CDKL1;DMAC2L;DPH6;FAM98B;L2HGDH;MAP4K5;MEIS2A;SAV1;SOS2;SPRED1;VCPKMT
Lathamus_discolor|GCF_037157495.1|ITPR1.0	GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	ITPR1	0	found_annotated	fixed10	20	10	10	17	17	1	ARL8B;BHLHE40;CAV3;CHL1;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;PDZRN3;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
Lathamus_discolor|GCF_037157495.1|ITPR2.0	GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	ITPR2	0	found_annotated	fixed10	20	10	10	18	18	1	BHLHE41;BMAL2;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
Lathamus_discolor|GCF_037157495.1|ITPR3.0	GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	ITPR3	0	found_annotated	fixed10	20	10	10	16	16	1	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SMIM29;TFEB;TSPO2
Lathamus_discolor|GCF_037157495.1|RYR.0	GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	RYR	0	found_annotated	fixed10	20	10	10	19	19	1	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;RGS7;WDR64
Lathamus_discolor|GCF_037157495.1|RYR.1	GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	RYR	1	found_annotated	fixed10	20	10	10	18	18	0	ARHGAP11A;AVEN;CDIN1;CHRM5;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
Latimeria_chalumnae|GCF_037176945.1|ITPR1.0	GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	ITPR1	0	found_annotated	fixed10	20	10	10	12	12	1	ARL8BB;AVPR2B.1;BHLHE40;CAV3;CAV4A;CRBN;EDEM1;LMCD1;LRRN1;SETMAR;SUMF1;TRNT1
Latimeria_chalumnae|GCF_037176945.1|ITPR2.0	GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	ITPR2	0	found_annotated	fixed10	20	10	10	14	14	1	BCAT1;BHLHE41;CRADD;DNAI7;EEA1;INTS13;MRPL42;NUDT4A;PLEKHG7;RASSF8B;SLC5A8;SOCS2;SSPN;UBE2NA
Latimeria_chalumnae|GCF_037176945.1|ITPR3.0	GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	ITPR3	0	found_annotated	fixed10	20	10	10	5	5	1	CFAP276;OARD1;SMIM29;TSPO;UBE2T
Latimeria_chalumnae|GCF_037176945.1|RYR.0	GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	RYR	0	found_annotated	fixed10	20	10	10	7	7	1	CBR1L;ECH1;EIF3K;MRPS12;NCCRP1;PAK4;SPRED3
Latimeria_chalumnae|GCF_037176945.1|RYR.1	GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	RYR	1	found_annotated	fixed10	20	10	10	10	10	0	ADPGK2;CDC42EP3;CRIM1;FH;FMN2B;GREM2B;HEATR1;MTR;OPN3;RIOX1
Latimeria_chalumnae|GCF_037176945.1|RYR.2	GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	RYR	2	found_annotated	fixed10	20	10	10	11	11	0	AVEN;CDIN1;CHRM5A;DPH6;EMC7B;FAM98B;LTK;MEIS2A;PIGH;PLEKHH1;SPRED1
Macrotis_lagotis|GCF_037893015.1|ITPR1.0	GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	ITPR1	0	found_annotated	fixed10	20	10	10	14	14	1	ARL8B;BHLHE40;CAV3;CHL1;CNTN3;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;SSUH2;SUMF1;TRNT1
Macrotis_lagotis|GCF_037893015.1|ITPR2.0	GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	ITPR2	0	found_annotated	fixed10	20	10	10	19	19	1	BCAT1;BMAL2;DNAI7;ETFRF1;FGFR1OP2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PFKFB3;PRKCQ;RASSF8;RBM17;SFMBT2;SOX5;SSPN;STK38L;TM7SF3
Macrotis_lagotis|GCF_037893015.1|ITPR3.0	GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	ITPR3	0	found_annotated	fixed10	20	10	10	18	17	1	BAK1;CUTA;DAXX;GRM4;HMGA1;KIFC1;LEMD2;MLN;NUDT3;PACSIN1;PHF1;RPS10;SMIM29;SMIM40;SPDEF;SYNGAP1;TAPBP;ZBTB9
Macrotis_lagotis|GCF_037893015.1|RYR.0	GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	RYR	0	found_annotated	fixed10	20	10	10	16	16	1	ACTN2;CHRM3;EDARADD;ERO1B;FH;FMN2;GPR137B;GREM2;HEATR1;KMO;LGALS8;LYST;MTR;NID1;RGS7;ZP4
Macrotis_lagotis|GCF_037893015.1|RYR.1	GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	RYR	1	found_annotated	fixed10	20	10	10	18	17	0	ACTN4;CAPN12;ECH1;EIF3K;FAM98C;GGN;HNRNPL;KCNK6;LGALS4;LGALS7;MAP4K1;PSMD8;RASGRP4;RINL;SIRT2;SPINT2;SPRED3;YIF1B
Macrotis_lagotis|GCF_037893015.1|RYR.2	GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	RYR	2	found_annotated	fixed10	20	10	10	15	14	0	ACTC1;AQR;ARHGAP11A;AVEN;CHRM5;EMC4;EMC7;GJD2;GREM1;KATNBL1;LPCAT4;NOP10;NUTM1;SCG5;SLC12A6
Chaetodon_trifascialis|GCF_039877785.1|ITPR1.0	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	ITPR1	0	found_annotated	fixed10	20	10	10	10	10	1	ATF1;ATF7B;DIP2B;DTX3L;ESYT1B;SCN8A;SLC4A8;SUMF1;TTLL3;ZC3H10
Chaetodon_trifascialis|GCF_039877785.1|ITPR1.1	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	ITPR1	1	found_annotated	fixed10	20	10	10	17	17	0	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;COMT;EEVS;FRMD4B;GRM6B;LRRN1;MDFIC2;MITF;MON1A;MST1R;SEMA3F;SETMAR;TRAIP;TRNT1
Chaetodon_trifascialis|GCF_039877785.1|ITPR2.0	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	ITPR2	0	found_annotated	fixed10	20	10	10	13	13	1	BANP;BHLHE41;BMAL2;C1QTNF13;EEA1;KRAS;NR1H4;NUDT4A;PLEKHG7;SLC17A8;SSPN;UBE2N;ZNF469
Chaetodon_trifascialis|GCF_039877785.1|ITPR3.0	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	ITPR3	0	found_annotated	fixed10	20	10	10	12	12	1	BCAP31;CCDC135;EDEM2;GPR37L1B;GRIPAP1;HM13;KCND1;MRGBP;PLXNA3;PTPN18;SNX21;SULF2B
Chaetodon_trifascialis|GCF_039877785.1|RYR.0	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	RYR	0	found_annotated	fixed10	20	10	10	13	13	1	ACBD4;ADOA;BMS1;CABCOCO1;CHRM3B;CYP26A1;EGR2B;EXOC6;FMN2B;JMJD1C;MTR;NRBF2B;REEP3B
Chaetodon_trifascialis|GCF_039877785.1|RYR.1	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	RYR	1	found_annotated	fixed10	20	10	10	11	11	0	B3GNT2L;BCKDH;EXOSC5;HNRNPUL1;NAPA;OPA3;PPP1R13L;PPP5C;RASGRP4;TGFB1A;TMEM91
Chaetodon_trifascialis|GCF_039877785.1|RYR.2	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	RYR	2	found_annotated	fixed10	20	10	10	12	12	0	BRD8A;CXXC5A;DNAJC18;GABRR3A;GNG8;LIPI;NFRK;PHLDB2A;PPP3C;PURA;SMS;TMEM45B
Chaetodon_trifascialis|GCF_039877785.1|RYR.3	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	RYR	3	found_annotated	fixed10	20	10	10	10	10	0	ACP7;ARHGAP11A;BMF1;CHRM5A;CRIM1;DNAJC17;EIF2AK4;FSIP1;GCHFR;GREM1B
Chaetodon_trifascialis|GCF_039877785.1|RYR.4	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	RYR	4	found_annotated	fixed10	20	10	10	16	16	0	ABRACL;ACTC1A;CHRM5B;CLU;EMC7B;FMN1;GPR176;GREM1A;KATNBL1;REPS1;SCARA3;SCG5;SLC10A1;SRSF5B;SUSD6;THBS1B
Chaetodon_trifascialis|GCF_039877785.1|RYR.5	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	RYR	5	found_annotated	fixed10	20	10	10	11	11	0	ACTN2B;CCSER2A;CHRM3A;DNAJC9;ECD;FAM149B1;FMN2A;GRID1A;NDNFL;P4HA1B;RGS7A
Antennarius_striatus|GCF_040054535.1|ITPR1.0	GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	ITPR1	0	found_annotated	fixed10	20	10	10	9	9	1	DLGAP4B;ESYT1B;FAIM2B;MYL9B;SLC4A8;SUMF1;TRIM107;TTLL3;ZC3H10
Antennarius_striatus|GCF_040054535.1|ITPR1.1	GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	ITPR1	1	found_annotated	fixed10	20	10	10	16	16	0	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;EEVS;FRMD4B;GRM6B;LRRN1;MDFIC2;MITF;MON1A;MST1R;SEMA3F;SETMAR;TRAIP;TRNT1
Antennarius_striatus|GCF_040054535.1|ITPR2.0	GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	ITPR2	0	found_annotated	fixed10	20	10	10	17	17	1	BANP;BHLHE41;BMAL2;C1QTNF13;CES2B;EEA1;ENDOUC;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;POLG;PPFIBP1B;SLC17A8;SSPN
Antennarius_striatus|GCF_040054535.1|ITPR3.0	GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	ITPR3	0	found_annotated	fixed10	20	10	10	9	9	1	BCAP31;EDEM2;GPR37L1B;GRIPAP1;HM13;KCND1;PLXNA3;PTPN18;SNX21
Antennarius_striatus|GCF_040054535.1|RYR.0	GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	RYR	0	found_annotated	fixed10	20	10	10	14	14	1	ADGRA1A;BMS1;CHRM3B;CYP26A1;EGR2B;EXOC6;FMN2B;IPMK;JMJD1C;MTR;NAGLU;NRBF2B;REEP3B;TFAM
Antennarius_striatus|GCF_040054535.1|RYR.1	GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	RYR	1	found_annotated	fixed10	20	10	10	11	11	0	B3GNT2L;BCKDH;EXOSC5;HNRNPUL1;NAPA;OPA3;PPP1R13L;PPP5C;RASGRP4;TGFB1A;TMEM91
Antennarius_striatus|GCF_040054535.1|RYR.2	GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	RYR	2	found_annotated	fixed10	20	10	10	12	12	0	CXXC5A;DNAJC18;GABRR3A;GNG8;LIPI;NFRK;NRG2A;PHLDB2A;PPP3C;PURA;SMS;TMEM45B
Antennarius_striatus|GCF_040054535.1|RYR.3	GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	RYR	3	found_annotated	fixed10	20	10	10	9	9	0	ACP7;ARHGAP11A;CHRM5A;CRIM1;DNAJC17;EIF2AK4;FSIP1;GCHFR;GREM1B
Antennarius_striatus|GCF_040054535.1|RYR.4	GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	RYR	4	found_annotated	fixed10	20	10	10	15	15	0	ACOT20;ACTC1A;CHRM5B;CLU;EMC7B;FMN1;GPR176;GREM1A;KATNBL1;REPS1;SCARA3;SCG5;SRSF5B;SUSD6;THBS1B
Antennarius_striatus|GCF_040054535.1|RYR.5	GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	RYR	5	found_annotated	fixed10	20	10	10	13	13	0	ACTN2B;CCSER2A;CHRM3A;DNAJC9;ECD;FAM149B1;FMN2A;GREM2A;GRID1A;NDNFL;P4HA1B;RGS7A;SPARCL2
Struthio_camelus|GCF_040807025.1|ITPR1.0	GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	ITPR1	0	found_annotated	fixed10	20	10	10	15	15	1	ARL8B;BHLHE40;CAV3;CHL1;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SUMF1;TRNT1
Struthio_camelus|GCF_040807025.1|ITPR2.0	GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	ITPR2	0	found_annotated	fixed10	20	10	10	20	20	1	BHLHE41;BMAL2;CYB5R3;DAG1;DNAI7;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LDHB;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
Struthio_camelus|GCF_040807025.1|ITPR3.0	GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	ITPR3	0	found_annotated	fixed10	20	10	10	16	16	1	APOBEC2;BAK1;BLTP3A;FOXP4;GRM4;HMGA1;ILRUN;MDFI;MLN;NFYA;OARD1;PACSIN1;RPS10;SNRPC;SPDEF;TSPO2
Struthio_camelus|GCF_040807025.1|RYR.0	GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	RYR	0	found_annotated	fixed10	20	10	10	14	14	1	ACTN2;CHRM3;EDARADD;ERO1B;FMN2;GPR137B;GREM2;HEATR1;LGALS8;MTR;NID1;OPN3;PIGM;RGS7
Struthio_camelus|GCF_040807025.1|RYR.1	GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	RYR	1	found_annotated	fixed10	20	10	10	16	16	0	ACTN4;BLOC1S3;CATSPERG;CCDC61;ECH1;EIF3K;HNRNPL;KPTN;MAP4K1;NAPA;NOVA2;PSMD8;RASGRP4;SLC8A2;SPRED3;ZNF541
Struthio_camelus|GCF_040807025.1|RYR.2	GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	RYR	2	found_annotated	fixed10	20	10	10	19	19	0	ARHGAP11A;AVEN;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
Lepisosteus_oculatus|GCF_040954835.1|ITPR1.0	GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	ITPR1	0	found_annotated	fixed10	20	10	10	15	15	1	ARL8B;AVPR2B;BHLHE40;CRBN;EDEM1;GNAT1;LRRN1;MON1A;MST1R;RBM6;SETMAR;SUMF1;TATDN2;TRNT1;VHL
Lepisosteus_oculatus|GCF_040954835.1|ITPR2.0	GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	ITPR2	0	found_annotated	fixed10	20	10	10	16	16	1	BCAT1;BHLHE41;BTBD11B;C1QTNF13;DNAI7;EEA1;INTS13;KRAS;LRMP;LYRM5B;MRPL42;NUDT4A;PLEKHG7;PWP1;RASSF8B;SSPN
Lepisosteus_oculatus|GCF_040954835.1|ITPR3.0	GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	ITPR3	0	found_annotated	fixed10	20	10	10	8	8	1	APOBEC2A;ARL8A;C5H6ORF89;CDKN1A;ELF3;FKBP5;OARD1;PTH4
Lepisosteus_oculatus|GCF_040954835.1|RYR.0	GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	RYR	0	found_annotated	fixed10	20	10	10	15	15	1	ARG1;BIRC6;CDC42EP3;EDARADD;EXO1;FH;FMN2B;GREM2B;HEATR1;HYLS1;KMO;MRPL4;MTR;OPN3;YIPF4
Lepisosteus_oculatus|GCF_040954835.1|RYR.1	GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	RYR	1	found_annotated	fixed10	20	10	10	13	13	0	DMAC2;ECH1;KPTN;MEIS3;OPA3;PPP1R13L;PRSS16;RASGRP4;RINL;RSPH4A;SIRT2;SYMPK;TMEM91
Lepisosteus_oculatus|GCF_040954835.1|RYR.2	GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	RYR	2	found_annotated	fixed10	20	10	10	15	15	0	ACOT20;ACP7;ACTC1A;AVEN;BMF2;CHRM5B;EIF2AK4;EMC7B;FMN1;FSIP1;GPR176;GREM1A;KATNBL1;SCG5;THBS1B
Aphelocoma_coerulescens|GCF_041296385.2|ITPR1.0	GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	ITPR1	0	found_annotated	fixed10	20	10	10	16	16	1	ARL8B;CAV3;CHL1;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SUMF1;THUMPD3;TRNT1
Aphelocoma_coerulescens|GCF_041296385.2|ITPR2.0	GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	ITPR2	0	found_annotated	fixed10	20	10	10	15	15	1	ARFGAP3;BHLHE41;BMAL2;CYB5R3;ETFRF1;FGFR1OP2;INTS13;KRAS;MED21;PPFIBP1;RASSF8;REP15;SSPN;STK38L;TM7SF3
Aphelocoma_coerulescens|GCF_041296385.2|ITPR3.0	GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	20	10	10	16	16	1	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;NUDT3;OARD1;RPS10;SMIM29;TFEB;UQCC2
Aphelocoma_coerulescens|GCF_041296385.2|RYR.0	GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	RYR	0	found_annotated	fixed10	20	10	10	19	19	1	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;PPIL4;RGS7;WDR64
Aphelocoma_coerulescens|GCF_041296385.2|RYR.1	GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	RYR	1	found_annotated	fixed10	20	10	10	14	14	0	ACTN4;BICRA;ECH1;EIF3K;ERCC2;HNRNPL;KPTN;LGALS4;NAPA;PLD3;PPP1R14A;PSMD8;SLC8A2;SPINT2
Aphelocoma_coerulescens|GCF_041296385.2|RYR.2	GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	RYR	2	found_annotated	fixed10	20	10	10	16	16	0	ARHGAP11A;AVEN;CHRM5;EIF2AK4;EMC7;FAM98B;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
Electrophorus_electricus|GCF_041902795.1|ITPR1.0	GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	ITPR1	0	found_annotated	fixed10	20	10	10	18	18	1	C1QL4B;COL7A1;EFCAB12;ENDOU;ESPL1;IP6K2B;ITGB7;MYL6;PFDN5;PFKFB4B;PFKM;SEC61A1A;SLC4A8;SMARCC2;SUMF1;TSFM;TTLL3;UROC1
Electrophorus_electricus|GCF_041902795.1|ITPR1.1	GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	ITPR1	1	found_annotated	fixed10	20	10	10	17	17	0	ARL8B;BHLHE40;BRK1;CAMKV;CAV4A;CPNE5B;GPX1A;GRM2B;MON1A;MST1R;NFYA;RRP9;SEMA3F;SETMAR;SORT1A;TEX264B;TRAIP
