accession	organism	vclass	vorder	source	assembly_level	cell	locus_idx	is_control	contig	start	end	strand	bait	coverage	identity	frameshifts	stop_codons	cell_status	contig_spans_gene	contig_n50	gene_set	state	state_reason	locus_cds_bp	n_models	n_coding_models	n_coding_pieces	n_noncoding_models	best_model_frac	union_coding_frac	noncoding_biotype	top_overlapper_biotype	top_overlapper_pseudo	best_gene_id	best_symbol	best_product	best_biotype	namer_gene_id	namer_symbol	namer_product	namer_biotype	namer_coding	namer_frac_cds	namer_own_frac	namer_model_aa	symbol_verdict	symbol_claim	product_verdict	product_claim	integrity_verdict	lesion_density
GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	VYZD01000784.1	143411	392253	+	A0A8V0Y8K1	0.215	0.9794	0	0	assembly_gap	0	55547	present	fragmentary	coding models cover 0.07 of the footprint, best alone 0.07	3204	1	1	1	0	0.0684	0.0684		protein_coding	0	gene-FURFIG_R05836	Ryr2_0	RYR2 protein	protein_coding	gene-FURFIG_R05836	Ryr2_0	RYR2 protein	protein_coding	1	0.0684	1	73	correct_paralog	RYR2	correct_paralog	RYR2	not_scored	0
GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	GenBank	Scaffold	RYR	2	1	VYZD01003068.1	373	27520	+	A0A8V0Y8K1	0.2037	0.7391	0	0	assembly_gap	0	55547	present	fragmentary	coding models cover 0.32 of the footprint, best alone 0.20	2610	2	2	2	0	0.1977	0.3215		protein_coding	0	gene-FURFIG_R13051	Ryr2_2	RYR2 protein	protein_coding	gene-FURFIG_R13051	Ryr2_2	RYR2 protein	protein_coding	1	0.1977	0.9829	175	correct_paralog	RYR2	correct_paralog	RYR2	not_scored	0
GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	VYZC01000789.1	167834	247534	+	A0A8V0ZJT0	0.6189	0.9849	0	0	assembly_gap	0	72805	present	fragmentary	coding models cover 0.17 of the footprint, best alone 0.17	5157	1	1	1	0	0.1666	0.1666		protein_coding	0	gene-MIOMAC_R05725	Itpr1_1	ITPR1 protein	protein_coding	gene-MIOMAC_R05725	Itpr1_1	ITPR1 protein	protein_coding	1	0.1666	0.9942	288	correct_paralog	ITPR1	correct_paralog	ITPR1	not_scored	0
GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	VYZC01000147.1	1147216	1384546	-	A0A672UP22	1	0.9819	0	0	found_unannotated	0	72805	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8100	2	2	1	0	0.1053	0.1357		protein_coding	0	gene-MIOMAC_R02192	Itpr2_1	ITPR2 protein	protein_coding	gene-MIOMAC_R02192	Itpr2_1	ITPR2 protein	protein_coding	1	0.1053	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	VYZC01000047.1	483865	872792	-	A0A8V0Y8K1	1	0.9783	0	0	found_annotated	0	72805	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14913	1	1	1	0	0.9827	0.9827		protein_coding	0	gene-MIOMAC_R12468	Ryr2	RYR2 protein	protein_coding	gene-MIOMAC_R12468	Ryr2	RYR2 protein	protein_coding	1	0.9827	0.9992	4889	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	VYZC01000019.1	1653182	1869762	-	A0A6I8Q6P7	1	0.6711	0	0	found_annotated	0	72805	present	fragmentary	coding models cover 0.08 of the footprint, best alone 0.03	14823	4	4	0	0	0.0344	0.0809		protein_coding	0	gene-MIOMAC_R13808	Ryr3_1	RYR3 protein	protein_coding	gene-MIOMAC_R13808	Ryr3_1	RYR3 protein	protein_coding	1	0.0344	0.9714	175	correct_paralog	RYR3	correct_paralog	RYR3	intact	0
GCA_013397535.1	Pterocles burchelli	Aves	Pterocliformes	GenBank	Scaffold	ITPR1	0	0	VYZE01000085.1	1051875	1221646	-	A0A8V0ZJT0	1	0.9914	0	0	found_unannotated	0	43196	present	fragmentary	coding models cover 0.13 of the footprint, best alone 0.10	8337	2	2	1	0	0.103	0.1325		protein_coding	0	gene-PTEBUR_R07824	Itpr1_1	ITPR1 protein	protein_coding	gene-PTEBUR_R07824	Itpr1_1	ITPR1 protein	protein_coding	1	0.103	0.9942	288	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013397535.1	Pterocles burchelli	Aves	Pterocliformes	GenBank	Scaffold	ITPR2	0	0	VYZE01000061.1	324147	557096	+	A0A672UP22	0.9885	0.9865	0	0	found_unannotated	0	43196	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8007	2	2	1	0	0.1065	0.1373		protein_coding	0	gene-PTEBUR_R03614	Itpr2_1	ITPR2 protein	protein_coding	gene-PTEBUR_R03614	Itpr2_1	ITPR2 protein	protein_coding	1	0.1065	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013397535.1	Pterocles burchelli	Aves	Pterocliformes	GenBank	Scaffold	ITPR3	0	0	VYZE01000639.1	21766	63896	+	A0A8V1ACE6	1	0.9857	0	0	found_annotated	0	43196	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	7995	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-PTEBUR_R13752	PTEBUR_R13752	hypothetical protein	pseudogene	0	0.8906	0.8886	2671	placeholder		placeholder		intact	0
GCA_013397535.1	Pterocles burchelli	Aves	Pterocliformes	GenBank	Scaffold	RYR	0	1	VYZE01000008.1	59405	339970	+	A0A8V0Y8K1	0.993	0.9761	0	0	found_annotated	0	43196	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14787	1	1	1	0	0.9829	0.9829		protein_coding	0	gene-PTEBUR_R04893	Ryr2	RYR2 protein	protein_coding	gene-PTEBUR_R04893	Ryr2	RYR2 protein	protein_coding	1	0.9829	0.9833	4927	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
GCA_013397635.1	Columbina picui	Aves	Columbiformes	GenBank	Scaffold	ITPR1	0	0	VYZG01001033.1	29819	203822	+	A0A8V0ZJT0	1	0.9773	0	0	found_annotated	0	24994	present	complete	one model covers 0.93 of the coding footprint (bar 0.50)	8298	1	1	1	0	0.9255	0.9255		protein_coding	0	gene-COLPIC_R12915	Itpr1	ITPR1 protein	protein_coding	gene-COLPIC_R12915	Itpr1	ITPR1 protein	protein_coding	1	0.9255	0.9635	2657	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013397635.1	Columbina picui	Aves	Columbiformes	GenBank	Scaffold	ITPR2	0	0	VYZG01000419.1	130253	368840	+	A0A672UP22	0.9885	0.9693	0	0	found_unannotated	0	24994	present	fragmentary	coding models cover 0.11 of the footprint, best alone 0.11	7998	1	1	1	0	0.1067	0.1067		protein_coding	0	gene-COLPIC_R10059	Itpr2	ITPR2 protein	protein_coding	gene-COLPIC_R10059	Itpr2	ITPR2 protein	protein_coding	1	0.1067	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013397635.1	Columbina picui	Aves	Columbiformes	GenBank	Scaffold	RYR	0	1	VYZG01000063.1	1015244	1404500	-	A0A8V0Y8K1	1	0.9732	1	0	found_annotated	0	24994	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14884	1	1	1	0	0.98	0.98		protein_coding	0	gene-COLPIC_R09684	Ryr2	RYR2 protein	protein_coding	gene-COLPIC_R09684	Ryr2	RYR2 protein	protein_coding	1	0.98	0.9933	4895	correct_paralog	RYR2	correct_paralog	RYR2	intact	0.2013
GCA_013397635.1	Columbina picui	Aves	Columbiformes	GenBank	Scaffold	RYR	1	1	VYZG01000089.1	98286	329833	-	A0A6I8Q6P7	1	0.6664	3	0	found_annotated	0	24994	present	fragmentary	coding models cover 0.08 of the footprint, best alone 0.03	14702	4	4	0	0	0.0347	0.081		protein_coding	0	gene-COLPIC_R04490	Ryr3_1	RYR3 protein	protein_coding	gene-COLPIC_R04490	Ryr3_1	RYR3 protein	protein_coding	1	0.0347	0.977	174	correct_paralog	RYR3	correct_paralog	RYR3	intact	0.5956
GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	VZTH01000998.1	284869	440646	+	A0A8V0ZJT0	1	0.986	0	0	found_unannotated	0	90297	present	fragmentary	coding models cover 0.10 of the footprint, best alone 0.07	8337	2	2	1	0	0.0728	0.1027		protein_coding	0	gene-ALERUF_R00461	Itpr1_1	ITPR1 protein	protein_coding	gene-ALERUF_R00461	Itpr1_1	ITPR1 protein	protein_coding	1	0.0728	0.7025	288	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	VZTH01019192.1	239755	484630	+	A0A672UP22	0.9956	0.9792	0	0	found_unannotated	0	90297	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8064	2	2	1	0	0.1058	0.1363		protein_coding	0	gene-ALERUF_R07667	Itpr2_1	ITPR2 protein	protein_coding	gene-ALERUF_R07667	Itpr2_1	ITPR2 protein	protein_coding	1	0.1058	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	VZTH01008759.1	1293	28176	+	A0A7K6LHC3	0.9652	0.9981	0	0	found_annotated	0	90297	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	7734	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-ALERUF_R06457	ALERUF_R06457	hypothetical protein	pseudogene	0	0.9875	0.9882	2576	placeholder		placeholder		intact	0
GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	VZTH01000269.1	550972	744202	-	A0A8V0Y8K1	0.9312	0.9769	0	0	found_unannotated	0	90297	present	fragmentary	coding models cover 0.06 of the footprint, best alone 0.04	13887	2	2	0	0	0.0372	0.0604		protein_coding	0	gene-ALERUF_R02235	Ryr2_0	RYR2 protein	protein_coding	gene-ALERUF_R02235	Ryr2_0	RYR2 protein	protein_coding	1	0.0372	0.9718	177	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	VZTH01018405.1	213306	413200	+	A0A6I8Q6P7	1	0.6732	0	1	found_unannotated	0	90297	present	fragmentary	coding models cover 0.08 of the footprint, best alone 0.03	14916	4	4	0	0	0.0342	0.0798		protein_coding	0	gene-ALERUF_R10517	Ryr3_1	RYR3 protein	protein_coding	gene-ALERUF_R10517	Ryr3_1	RYR3 protein	protein_coding	1	0.0342	0.9714	175	correct_paralog	RYR3	correct_paralog	RYR3	intact	0.1985
GCA_013397895.1	Origma solitaria	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	VZRL01005794.1	229952	437130	-	A0A8V0ZJT0	1	0.9856	0	0	found_unannotated	0	99117	present	fragmentary	coding models cover 0.13 of the footprint, best alone 0.10	8337	2	2	1	0	0.103	0.1329		protein_coding	0	gene-ORISOL_R09287	Itpr1_1	ITPR1 protein	protein_coding	gene-ORISOL_R09287	Itpr1_1	ITPR1 protein	protein_coding	1	0.103	0.9942	288	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013397895.1	Origma solitaria	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	VZRL01002161.1	388382	606519	-	A0A672UP22	0.9885	0.982	0	0	found_unannotated	0	99117	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8007	2	2	1	0	0.1065	0.1373		protein_coding	0	gene-ORISOL_R03716	Itpr2_1	ITPR2 protein	protein_coding	gene-ORISOL_R03716	Itpr2_1	ITPR2 protein	protein_coding	1	0.1065	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013397895.1	Origma solitaria	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	VZRL01001132.1	236819	265230	+	A0A7K6LHC3	0.7067	0.9942	0	0	found_annotated	0	99117	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	5661	1	1	1	0	1	1		protein_coding	0	gene-ORISOL_R13250	Itpr3_0	ITPR3 protein	protein_coding	gene-ORISOL_R13250	Itpr3_0	ITPR3 protein	protein_coding	1	1	1	1887	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCA_013397895.1	Origma solitaria	Aves	Passeriformes	GenBank	Scaffold	ITPR3	1	0	VZRL01004771.1	2311	15116	+	A0A7K6LHC3	0.2936	0.9836	0	0	found_annotated	0	99117	present	fragmentary	coding models cover 0.40 of the footprint, best alone 0.40	2379	1	1	1	0	0.3985	0.3985		protein_coding	0	gene-ORISOL_R15810	Itpr3_1	ITPR3 protein	protein_coding	gene-ORISOL_R15810	Itpr3_1	ITPR3 protein	protein_coding	1	0.3985	0.9003	351	correct_paralog	ITPR3	correct_paralog	ITPR3	not_scored	0
GCA_013397895.1	Origma solitaria	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	VZRL01003992.1	573360	943975	-	A0A8V0Y8K1	0.9976	0.9782	0	0	found_annotated	0	99117	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14880	1	1	1	0	0.9848	0.9848		protein_coding	0	gene-ORISOL_R06747	Ryr2	RYR2 protein	protein_coding	gene-ORISOL_R06747	Ryr2	RYR2 protein	protein_coding	1	0.9848	0.9987	4891	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
GCA_013397895.1	Origma solitaria	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	VZRL01002523.1	468171	658861	+	A0A6I8Q6P7	1	0.6754	0	0	found_annotated	0	99117	present	fragmentary	coding models cover 0.10 of the footprint, best alone 0.03	14880	5	5	0	0	0.0309	0.1021		protein_coding	0	gene-ORISOL_R06582	Ryr3_1	RYR3 protein	protein_coding	gene-ORISOL_R06582	Ryr3_1	RYR3 protein	protein_coding	1	0.0309	0.5875	261	correct_paralog	RYR3	correct_paralog	RYR3	intact	0
GCA_013397955.1	Grantiella picta	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	VZRM01002778.1	346574	494715	-	A0A8V0ZJT0	1	0.9867	0	0	found_unannotated	0	100624	present	fragmentary	coding models cover 0.13 of the footprint, best alone 0.10	8340	2	2	1	0	0.103	0.1329		protein_coding	0	gene-GRAPIC_R05964	Itpr1_1	ITPR1 protein	protein_coding	gene-GRAPIC_R05964	Itpr1_1	ITPR1 protein	protein_coding	1	0.103	0.9942	288	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013397955.1	Grantiella picta	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	VZRM01003629.1	237073	476309	+	A0A672UP22	1	0.98	0	0	found_unannotated	0	100624	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8100	2	2	1	0	0.1053	0.1357		protein_coding	0	gene-GRAPIC_R05029	Itpr2_1	ITPR2 protein	protein_coding	gene-GRAPIC_R05029	Itpr2_1	ITPR2 protein	protein_coding	1	0.1053	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013397955.1	Grantiella picta	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	VZRM01006298.1	16047	60346	+	A0A7K6LHC3	1	0.9819	1	0	found_annotated	0	100624	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	8069	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-GRAPIC_R11688	GRAPIC_R11688	hypothetical protein	pseudogene	0	0.9994	0.9904	2714	placeholder		placeholder		intact	0.3745
GCA_013397955.1	Grantiella picta	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	VZRM01002603.1	1392669	1765554	-	A0A8V0Y8K1	0.9976	0.9754	0	0	found_annotated	0	100624	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	14883	1	1	1	0	0.9855	0.9855		protein_coding	0	gene-GRAPIC_R03781	Ryr2	RYR2 protein	protein_coding	gene-GRAPIC_R03781	Ryr2	RYR2 protein	protein_coding	1	0.9855	0.9967	4905	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
GCA_013397955.1	Grantiella picta	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	VZRM01007608.1	60189	246791	+	A0A6I8Q6P7	1	0.6765	2	0	found_annotated	0	100624	present	fragmentary	coding models cover 0.08 of the footprint, best alone 0.03	14898	4	4	0	0	0.0342	0.0805		protein_coding	0	gene-GRAPIC_R12974	Ryr3_1	RYR3 protein	protein_coding	gene-GRAPIC_R12974	Ryr3_1	RYR3 protein	protein_coding	1	0.0342	0.9714	175	correct_paralog	RYR3	correct_paralog	RYR3	intact	0.3971
GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	GenBank	Scaffold	ITPR1	0	0	VZRW01010862.1	518735	677741	+	A0A8V0ZJT0	1	0.9899	0	0	found_unannotated	0	65833	present	fragmentary	coding models cover 0.13 of the footprint, best alone 0.10	8337	2	2	1	0	0.103	0.1325		protein_coding	0	gene-AEGBEN_R08886	Itpr1_1	ITPR1 protein	protein_coding	gene-AEGBEN_R08886	Itpr1_1	ITPR1 protein	protein_coding	1	0.103	0.9942	288	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	GenBank	Scaffold	ITPR2	0	0	VZRW01011159.1	524789	658164	-	A0A672UP22	0.5063	0.9832	0	0	assembly_gap	0	65833	present	fragmentary	coding models cover 0.06 of the footprint, best alone 0.06	4101	1	1	1	0	0.06	0.06		protein_coding	0	gene-AEGBEN_R00705	Itpr2_1	ITPR2 protein	protein_coding	gene-AEGBEN_R00705	Itpr2_1	ITPR2 protein	protein_coding	1	0.06	1	82	correct_paralog	ITPR2	correct_paralog	ITPR2	not_scored	0
GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	GenBank	Scaffold	ITPR3	0	0	VZRW01011544.1	62	33975	-	A0A8V1ACE6	0.708	0.9857	0	0	found_annotated	0	65833	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	5658	1	1	1	0	1	1		protein_coding	0	gene-AEGBEN_R10374	Itpr3_1	ITPR3 protein	protein_coding	gene-AEGBEN_R10374	Itpr3_1	ITPR3 protein	protein_coding	1	1	0.9995	1887	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	GenBank	Scaffold	ITPR3	1	0	VZRW01006512.1	7118	16813	-	A0A7K6LHC3	0.2936	0.9835	0	0	found_annotated	0	65833	present	fragmentary	coding models cover 0.40 of the footprint, best alone 0.40	2370	1	1	1	0	0.4	0.4		protein_coding	0	gene-AEGBEN_R15223	Itpr3_0	ITPR3 protein	protein_coding	gene-AEGBEN_R15223	Itpr3_0	ITPR3 protein	protein_coding	1	0.4	0.8802	359	correct_paralog	ITPR3	correct_paralog	ITPR3	not_scored	0
GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	GenBank	Scaffold	RYR	0	1	VZRW01002778.1	7683	247167	+	A0A8V0Y8K1	0.9764	0.9823	0	0	found_annotated	0	65833	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	14562	1	1	1	0	0.9995	0.9995		protein_coding	0	gene-AEGBEN_R03820	Ryr2_1	RYR2 protein	protein_coding	gene-AEGBEN_R03820	Ryr2_1	RYR2 protein	protein_coding	1	0.9995	0.9945	4878	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	GenBank	Scaffold	RYR	1	1	VZRW01014125.1	219985	365125	-	A0A6I8Q6P7	0.9248	0.6709	0	0	found_annotated	0	65833	present	fragmentary	coding models cover 0.09 of the footprint, best alone 0.04	13746	3	3	0	0	0.0371	0.0941		protein_coding	0	gene-AEGBEN_R00688	Ryr3_2	RYR3 protein	protein_coding	gene-AEGBEN_R00688	Ryr3_2	RYR3 protein	protein_coding	1	0.0371	0.977	174	correct_paralog	RYR3	correct_paralog	RYR3	intact	0
GCA_013398155.1	Pedionomus torquatus	Aves	Charadriiformes	GenBank	Scaffold	ITPR1	0	0	VZRU01011476.1	54341	238023	-	A0A8V0ZJT0	1	0.9824	0	0	found_annotated	0	36855	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	8334	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-PEDTOR_R00561	PEDTOR_R00561	hypothetical protein	pseudogene	0	0.9504	0.9647	2737	placeholder		placeholder		intact	0
GCA_013398155.1	Pedionomus torquatus	Aves	Charadriiformes	GenBank	Scaffold	ITPR2	0	0	VZRU01019648.1	81166	313857	-	A0A672UP22	0.9885	0.9809	0	0	found_unannotated	0	36855	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8007	2	2	1	0	0.1065	0.1373		protein_coding	0	gene-PEDTOR_R11702	Itpr2_1	ITPR2 protein	protein_coding	gene-PEDTOR_R11702	Itpr2_1	ITPR2 protein	protein_coding	1	0.1065	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013398155.1	Pedionomus torquatus	Aves	Charadriiformes	GenBank	Scaffold	ITPR3	0	0	VZRU01018657.1	5848	40737	-	A0A8V1ACE6	0.9887	0.9871	0	0	found_annotated	0	36855	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	7914	1	1	1	0	0.9992	0.9992		protein_coding	0	gene-PEDTOR_R07583	Itpr3	ITPR3 protein	protein_coding	gene-PEDTOR_R07583	Itpr3	ITPR3 protein	protein_coding	1	0.9992	0.9902	2662	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCA_013398155.1	Pedionomus torquatus	Aves	Charadriiformes	GenBank	Scaffold	RYR	0	1	VZRU01009960.1	171297	555044	-	A0A8V0Y8K1	0.9974	0.9812	0	0	found_annotated	0	36855	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14874	1	1	1	0	0.9785	0.9785		protein_coding	0	gene-PEDTOR_R01572	Ryr2	RYR2 protein	protein_coding	gene-PEDTOR_R01572	Ryr2	RYR2 protein	protein_coding	1	0.9785	0.9923	4889	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	VZRZ01002771.1	821575	977803	+	A0A8V0ZJT0	1	0.9813	0	0	found_annotated	0	72434	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	8328	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-CLIRUF_R00391	CLIRUF_R00391	hypothetical protein	pseudogene	0	0.9518	0.9543	2769	placeholder		placeholder		intact	0
GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	VZRZ01004463.1	409686	656819	+	A0A672UP22	1	0.9763	0	0	found_unannotated	0	72434	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8100	2	2	1	0	0.1053	0.1357		protein_coding	0	gene-CLIRUF_R11229	Itpr2_1	ITPR2 protein	protein_coding	gene-CLIRUF_R11229	Itpr2_1	ITPR2 protein	protein_coding	1	0.1053	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	VZRZ01005358.1	42484	82154	+	A0A7K6LHC3	1	0.9903	0	0	found_annotated	0	72434	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8034	1	1	1	0	0.9993	0.9993		protein_coding	0	gene-CLIRUF_R11377	Itpr3	ITPR3 protein	protein_coding	gene-CLIRUF_R11377	Itpr3	ITPR3 protein	protein_coding	1	0.9993	1	2676	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	VZRZ01007597.1	193079	582040	-	A0A8V0Y8K1	0.9974	0.9782	0	0	found_annotated	0	72434	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	14874	1	1	1	0	0.9853	0.9853		protein_coding	0	gene-CLIRUF_R14208	Ryr2	RYR2 protein	protein_coding	gene-CLIRUF_R14208	Ryr2	RYR2 protein	protein_coding	1	0.9853	0.9964	4903	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	VZRZ01002579.1	769125	979284	-	A0A6I8Q6P7	1	0.6783	0	0	found_annotated	0	72434	present	fragmentary	coding models cover 0.08 of the footprint, best alone 0.03	14763	4	4	0	0	0.0345	0.0807		protein_coding	0	gene-CLIRUF_R03375	Ryr3_1	RYR3 protein	protein_coding	gene-CLIRUF_R03375	Ryr3_1	RYR3 protein	protein_coding	1	0.0345	0.977	174	correct_paralog	RYR3	correct_paralog	RYR3	intact	0
GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	VZSM01004910.1	1210115	1402937	-	A0A8V0ZJT0	1	0.9806	0	0	found_unannotated	1	211346	present	fragmentary	coding models cover 0.03 of the footprint, best alone 0.03	8337	2	1	0	1	0.0299	0.0299	pseudogene	pseudogene	1	gene-LOXCUR_R08151	Itpr1	ITPR1 protein	protein_coding	gene-LOXCUR_R08151	Itpr1	ITPR1 protein	protein_coding	1	0.0299	1	83	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	VZSM01004385.1	562622	802507	-	A0A672UP22	1	0.9789	0	0	found_unannotated	1	211346	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8100	2	2	1	0	0.1053	0.1357		protein_coding	0	gene-LOXCUR_R12048	Itpr2_1	ITPR2 protein	protein_coding	gene-LOXCUR_R12048	Itpr2_1	ITPR2 protein	protein_coding	1	0.1053	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	VZSM01006023.1	1096375	1135930	-	A0A7K6LHC3	1	0.9959	0	0	found_annotated	1	211346	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	8013	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-LOXCUR_R12629	LOXCUR_R12629	hypothetical protein	pseudogene	0	0.9961	0.9984	2665	placeholder		placeholder		intact	0
GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	VZSM01006932.1	2392609	2761404	-	A0A8V0Y8K1	0.9974	0.9766	0	0	found_annotated	1	211346	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14874	1	1	1	0	0.985	0.985		protein_coding	0	gene-LOXCUR_R07255	Ryr2	RYR2 protein	protein_coding	gene-LOXCUR_R07255	Ryr2	RYR2 protein	protein_coding	1	0.985	0.9902	4932	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
