accession	call	source	length	excluded_by
A0A7K5CTN7	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K5CWH4	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5D513	RYR	InterPro	74	P3 74 aa < 2000 (not full length)
A0A7K5DHD6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5DWD5	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5EKK5	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5ELP9	RYR	InterPro	274	P3 274 aa < 2000 (not full length)
A0A7K5F350	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5F6D7	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K5FUI2	RYR	InterPro	73	P3 73 aa < 2000 (not full length)
A0A7K5FYL9	RYR	InterPro	217	P3 217 aa < 2000 (not full length)
A0A7K5G530	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5G6C7	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5GDA7	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K5HID6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5HJT5	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K5HQA8	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5IPI5	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K5J2N2	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K5JC90	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5JF15	RYR	InterPro	254	P3 254 aa < 2000 (not full length)
A0A7K5JFE6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5JKY2	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5JY30	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5KHV1	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K5L7Z1	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5LB46	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5LDA9	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K5MJS4	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5MK45	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K5MRK8	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5NC32	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K5NN13	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5NXT3	RYR	InterPro	237	P3 237 aa < 2000 (not full length)
A0A7K5P7Q1	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5P854	RYR	InterPro	266	P3 266 aa < 2000 (not full length)
A0A7K5PKL0	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5QI16	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5QRM1	ITPR	InterPro	282	P3 282 aa < 2000 (not full length)
A0A7K5QWZ6	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5RNL7	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5S3C8	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K5S453	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5T8N2	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K5TBZ3	RYR	InterPro	257	P3 257 aa < 2000 (not full length)
A0A7K5TBZ7	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5TFK7	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5U2I6	RYR	InterPro	73	P3 73 aa < 2000 (not full length)
A0A7K5U3D9	RYR	InterPro	243	P3 243 aa < 2000 (not full length)
A0A7K5UJG0	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K5ULQ2	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5ULT7	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5V503	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5V585	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5VTU8	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K5W3A7	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5WIM7	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K5WJZ8	RYR	InterPro	247	P3 247 aa < 2000 (not full length)
A0A7K5WK33	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5XBW4	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K5XD21	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5XKD9	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5XTT8	ITPR	InterPro	287	P3 287 aa < 2000 (not full length)
A0A7K5YAL3	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K5YD89	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K5Z2A9	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5ZQ57	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K5ZVG4	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6A0K3	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K6ANW2	RYR	InterPro	73	P3 73 aa < 2000 (not full length)
A0A7K6AQH4	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6AXX7	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K6BKF7	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K6C2L8	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6C793	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6CA15	RYR	InterPro	254	P3 254 aa < 2000 (not full length)
A0A7K6CUH2	ITPR	InterPro	1887	P3 1887 aa < 2000 (not full length)
A0A7K6D0N4	RYR	InterPro	242	P3 242 aa < 2000 (not full length)
A0A7K6D2L9	RYR	InterPro	261	P3 261 aa < 2000 (not full length)
A0A7K6D2M1	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6D2S2	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6D3L1	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6DLQ0	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K6E6F7	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K6EB66	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6EUC6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6F693	RYR	InterPro	73	P3 73 aa < 2000 (not full length)
A0A7K6F8Y2	RYR	InterPro	265	P3 265 aa < 2000 (not full length)
A0A7K6FDG0	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K6FTC2	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6FUI5	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6FYS6	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K6GH97	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6GTX6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6HBY9	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K6HZQ7	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6I1Z6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6I983	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K6IAA4	RYR	InterPro	249	P3 249 aa < 2000 (not full length)
A0A7K6IKL8	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K6J2W3	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6J308	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K6JBX6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6JDW1	RYR	InterPro	253	P3 253 aa < 2000 (not full length)
A0A7K6JU00	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6KIV3	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K6KLZ9	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6L1V1	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6L9B6	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K6LJM8	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6MBH3	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6MWG7	RYR	InterPro	62	P3 62 aa < 2000 (not full length)
A0A7K6NPV2	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6NZ06	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6PCD8	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K6PND0	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6PPX1	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6PTS3	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6Q7A5	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6QI90	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6QSH9	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6RZR8	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6S4Q0	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6SAM0	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K6T630	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6TA92	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6THW9	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K6TQ08	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K6U101	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6UE04	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6UHU5	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K6UHV4	ITPR	InterPro	1887	P3 1887 aa < 2000 (not full length)
A0A7K6UPM1	RYR	InterPro	254	P3 254 aa < 2000 (not full length)
A0A7K6UTN9	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K6UZZ4	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K6V7F6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6VM32	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6VYW5	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6VZ26	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6VZG3	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K6WJ02	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K6WMI8	ITPR	InterPro	1897	P3 1897 aa < 2000 (not full length)
A0A7K6XFY6	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K6XMU2	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K6XNE9	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K6XWG3	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6Y8Z9	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K6YUK0	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K6YWV1	RYR	InterPro	73	P3 73 aa < 2000 (not full length)
A0A7K6ZD74	ITPR	InterPro	270	P3 270 aa < 2000 (not full length)
A0A7K6ZHU3	ITPR	InterPro	287	P3 287 aa < 2000 (not full length)
A0A7K6ZQD1	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7A0M5	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K7A1Z6	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7AQJ0	ITPR	InterPro	287	P3 287 aa < 2000 (not full length)
A0A7K7ATG8	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7ATI8	RYR	InterPro	231	P3 231 aa < 2000 (not full length)
A0A7K7BC97	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7BCZ5	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K7BL29	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7BT64	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7BZH7	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7CU69	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7CY14	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7DMQ4	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7ED83	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7EKI3	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7EQ91	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7F5V9	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7F847	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7FHY9	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K7FTD1	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7GAU6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7GM91	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7GPI7	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7ILH0	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7IWJ3	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7JLC0	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7JND3	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7K7H6	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7KIN8	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7L320	ITPR	InterPro	287	P3 287 aa < 2000 (not full length)
A0A7K7LMX5	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7LYD9	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7M5Q8	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7MBB4	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7N2X3	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7NH38	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7NY68	RYR	InterPro	277	P3 277 aa < 2000 (not full length)
A0A7K7P0X2	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7P1E2	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7PM35	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K7Q8W8	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7QBE2	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7RTZ2	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7RWZ1	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7S0V6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7S2E4	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7SP26	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7SZ21	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7TB95	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7TGP3	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K7U730	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7UB62	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7UEF3	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7UTM3	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7UYU6	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7V8F7	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7VTS3	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7VV96	RYR	InterPro	265	P3 265 aa < 2000 (not full length)
A0A7K7VX96	ITPR	InterPro	287	P3 287 aa < 2000 (not full length)
A0A7K7W2T4	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K7WAV7	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7WXW8	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K7X1G2	RYR	InterPro	69	P3 69 aa < 2000 (not full length)
A0A7K7XGL1	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7XHS8	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7Y633	ITPR	InterPro	270	P3 270 aa < 2000 (not full length)
A0A7K7YAH6	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K7YFU6	RYR	InterPro	73	P3 73 aa < 2000 (not full length)
A0A7K7YQS4	ITPR	InterPro	242	P3 242 aa < 2000 (not full length)
A0A7K7YSG9	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7Z758	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K7ZER6	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K7ZX87	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K7ZY06	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8ABI5	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8AGG9	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K8AJI9	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8B2G5	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K8BLR1	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K8C1J1	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8C3G3	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8CKL8	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K8D3L8	RYR	InterPro	263	P3 263 aa < 2000 (not full length)
A0A7K8DDH0	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K8DKE4	RYR	InterPro	242	P3 242 aa < 2000 (not full length)
A0A7K8DKP2	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8DKR6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8DQE6	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8DXY7	RYR	InterPro	73	P3 73 aa < 2000 (not full length)
A0A7K8DYH3	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K8E1G3	RYR	InterPro	243	P3 243 aa < 2000 (not full length)
A0A7K8E3E3	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8ETN6	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K8EYM5	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K8F2L2	RYR	InterPro	57	P3 57 aa < 2000 (not full length)
A0A7K8FQ22	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8FQV2	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8FQW7	RYR	InterPro	254	P3 254 aa < 2000 (not full length)
A0A7K8GBI5	RYR	InterPro	254	P3 254 aa < 2000 (not full length)
A0A7K8GQB6	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8H7C8	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K8HQK7	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K8I6Y7	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8I9U3	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8IK98	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8INP1	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8J2C1	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K8JJY5	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8JTG4	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K8KF35	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8KLV7	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K8L504	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8L9D8	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8M077	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8MJN8	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K8MJX5	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8N109	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8N2Z1	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8NDU3	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K8NY37	RYR	InterPro	63	P3 63 aa < 2000 (not full length)
A0A7K8P2F9	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K8PG72	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8PGI5	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8QI64	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8QSY9	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8R2M3	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K8R7R3	ITPR	InterPro	1939	P3 1939 aa < 2000 (not full length)
A0A7K8RM33	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8RMS9	RYR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K8RQ24	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K8RYX3	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K8S3X4	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8SLA6	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8SWP3	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8SWQ4	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K8TEC5	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K8TM06	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8TU86	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K8UH57	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8V6E5	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8VI68	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K8VSJ5	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8VWR5	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8W2G1	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8WZ44	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K8XES5	RYR	InterPro	73	P3 73 aa < 2000 (not full length)
A0A7K8XPG4	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8YJA9	RYR	InterPro	73	P3 73 aa < 2000 (not full length)
A0A7K8YMR2	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K8YQ32	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K8YR91	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K8ZV68	RYR	InterPro	73	P3 73 aa < 2000 (not full length)
A0A7K8ZZH8	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K9A6N7	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K9ACN0	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K9BMY5	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K9C1G6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K9C545	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K9CCD1	RYR	InterPro	255	P3 255 aa < 2000 (not full length)
A0A7K9CRP6	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K9DAG4	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K9DZK1	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K9E5K1	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K9EE35	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K9EHM4	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K9FFU5	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K9FU16	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K9FVT5	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K9G421	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K9G628	RYR	InterPro	250	P3 250 aa < 2000 (not full length)
A0A7K9GCS9	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K9GH28	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K9H6N5	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K9H8Z9	RYR	InterPro	273	P3 273 aa < 2000 (not full length)
A0A7K9HBG9	RYR	InterPro	73	P3 73 aa < 2000 (not full length)
A0A7K9HPR5	ITPR	InterPro	1829	P3 1829 aa < 2000 (not full length)
A0A7K9HTR0	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K9HY10	RYR	InterPro	239	P3 239 aa < 2000 (not full length)
A0A7K9I663	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K9I6D8	RYR	InterPro	75	P3 75 aa < 2000 (not full length)
A0A7K9IXJ2	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K9J5D1	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K9JL14	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K9JZB1	ITPR	InterPro	288	P3 288 aa < 2000 (not full length)
A0A7K9KCR1	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K9L677	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K9L8K3	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K9LRE1	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
A0A7K9LWN7	RYR	InterPro	251	P3 251 aa < 2000 (not full length)
A0A7K9MM04	ITPR	InterPro	285	P3 285 aa < 2000 (not full length)
A0A7K9MR91	RYR	InterPro	260	P3 260 aa < 2000 (not full length)
A0A7K9MSS1	RYR	InterPro	73	P3 73 aa < 2000 (not full length)
A0A7K9MUZ3	RYR	InterPro	76	P3 76 aa < 2000 (not full length)
A0A7K9MVP2	ITPR	InterPro	272	P3 272 aa < 2000 (not full length)
