accession	species	group	tax_class	length	reviewed	census_call	census_confidence	gene	protein_name	seq_family	family_rel_margin	family_runner_up	itpr_bits	ryr_bits	paralog_askable	seq_paralog	paralog_rel_margin	paralog_runner_up	symbol_verdict	symbol_claim	name_verdict	name_claim	n_bait_hits	panel_reaches_claim	has_naming_pfam	n_family_pfam	arch_call	profile_call	instruments	sequence_resolved
A0A6P6LQN3	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5079	0	RYR	high	LOC113061686	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.978	ITPR	181	8219	1	RYR1	0.1672	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6LQN7	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5078	0	RYR	high	LOC113061686	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.978	ITPR	181	8223	1	RYR1	0.1701	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6LSM7	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5080	0	RYR	high	LOC113061686	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.978	ITPR	181	8212	1	RYR1	0.1663	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6LSN2	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5073	0	RYR	high	LOC113061686	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.978	ITPR	181	8218	1	RYR1	0.1688	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6LTJ4	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5091	0	RYR	high	LOC113061686	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.978	ITPR	181	8226	1	RYR1	0.1691	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6LTK2	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5084	0	RYR	high	LOC113061686	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.978	ITPR	181	8231	1	RYR1	0.1714	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6LTK7	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5078	0	RYR	high	LOC113061686	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.978	ITPR	181	8230	1	RYR1	0.1706	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6LX89	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	4780	0	RYR	high	ryr3	Ryanodine receptor 3	RYR	0.9631	ITPR	179	4854	1	no_call	0.0266	RYR1	correct_paralog	RYR3	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A6P6MQC4	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2642	0	ITPR	high	LOC113069945	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9647	RYR	4933	174	1	ITPR3	0.3248	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6MQS5	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2638	0	ITPR	high	LOC113069945	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9648	RYR	4939	174	1	ITPR3	0.3262	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6MS27	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2641	0	ITPR	high	LOC113069945	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9653	RYR	4929	171	1	ITPR3	0.3246	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6MVV7	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	4884	0	RYR	high	LOC113071634	Ryanodine receptor 3-like	RYR	0.9745	ITPR	174	6831	1	RYR2	0.296	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6NS79	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2518	0	RYR	high	LOC113089213	Ryanodine receptor 3-like	RYR	1		0	3516	1	RYR2	0.1906	RYR1	placeholder		paralog_unspecified	RYR	8	1	0	1	RYR	RYR	both	1
A0A6P6P489	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2688	0	ITPR	high	itpr1a	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9659	RYR	5332	182	1	ITPR1	0.32	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6P5E8	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2672	0	ITPR	high	itpr1a	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9657	RYR	5302	182	1	ITPR1	0.3144	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6P5J6	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2700	0	ITPR	high	itpr1a	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9661	RYR	5366	182	1	ITPR1	0.325	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6PWG3	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2650	0	ITPR	high	LOC113107211	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9654	RYR	4967	172	1	ITPR3	0.3251	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6PX49	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2680	0	ITPR	high	LOC113107211	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9654	RYR	4949	171	1	ITPR3	0.3255	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6PZ94	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2646	0	ITPR	high	LOC113107211	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9656	RYR	4970	171	1	ITPR3	0.3262	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6Q7X0	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5089	0	RYR	high	LOC113109947	Ryanodine receptor 1-like isoform X1	RYR	0.9779	ITPR	178	8043	1	RYR1	0.1471	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6QBP9	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2780	0	ITPR	high	LOC113110915	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9663	RYR	5009	169	1	ITPR1	0.2374	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6QBQ6	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2758	0	ITPR	high	LOC113110915	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9663	RYR	5019	169	1	ITPR1	0.2367	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6QBT1	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2771	0	ITPR	high	LOC113110915	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9663	RYR	5011	169	1	ITPR1	0.2367	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6QBT6	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2755	0	ITPR	high	LOC113110915	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9664	RYR	5025	169	1	ITPR1	0.2365	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6QC37	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5079	0	RYR	high	LOC113109947	Ryanodine receptor 1-like isoform X2	RYR	0.9779	ITPR	178	8039	1	RYR1	0.1459	RYR2	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6QC41	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2793	0	ITPR	high	LOC113110915	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9662	RYR	5000	169	1	ITPR1	0.2365	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6QC48	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2753	0	ITPR	high	LOC113110915	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9658	RYR	4945	169	1	ITPR1	0.2299	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6QC55	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2715	0	ITPR	high	LOC113110915	Inositol 1,4,5-trisphosphate receptor	ITPR	0.966	RYR	4967	169	1	ITPR1	0.2293	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6QCP4	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2781	0	ITPR	high	LOC113110915	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9659	RYR	4979	170	1	ITPR1	0.2369	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6QCQ1	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2740	0	ITPR	high	LOC113110915	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9659	RYR	4954	169	1	ITPR1	0.2307	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6QFP5	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2768	0	ITPR	high	LOC113110915	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9663	RYR	5017	169	1	ITPR1	0.2364	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6QFQ0	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2718	0	ITPR	high	LOC113110915	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9659	RYR	4963	169	1	ITPR1	0.2297	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6R8D2	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	4909	0	RYR	high	ryr2b	LOW QUALITY PROTEIN: ryanodine receptor 2	RYR	0.9719	ITPR	179	6379	1	RYR2	0.1306	RYR1	correct_paralog	RYR2	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RCA5	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5122	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8255	1	RYR1	0.2689	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RCB1	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5112	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8266	1	RYR1	0.2695	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RCB4	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5103	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8260	1	RYR1	0.2682	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RCC1	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5079	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8250	1	RYR1	0.2657	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RCI6	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	2663	0	ITPR	high	itpr2	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9647	RYR	5013	177	1	ITPR2	0.3112	ITPR1	correct_paralog	ITPR2	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P6RD42	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5117	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8247	1	RYR1	0.2674	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RD48	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5111	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8248	1	RYR1	0.2671	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RD56	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5095	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8277	1	RYR1	0.2694	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RD76	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5117	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8256	1	RYR1	0.2683	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RD82	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5112	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8248	1	RYR1	0.2666	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RD94	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5079	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8259	1	RYR1	0.2664	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RDW4	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5123	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8255	1	RYR1	0.2689	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RDW8	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5113	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8265	1	RYR1	0.1736	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RDX2	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5105	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8267	1	RYR1	0.2691	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RDX9	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5085	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8259	1	RYR1	0.267	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RE26	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5118	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8247	1	RYR1	0.2672	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RE37	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5102	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	181	8258	1	RYR1	0.2679	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P6RE42	Carassius auratus (Goldfish)	Vertebrata	Actinopteri	5068	0	RYR	high	ryr1b	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.978	ITPR	181	8243	1	RYR1	0.2634	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P7HBQ5	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	4845	0	RYR	high	ryr3	Ryanodine receptor 3 isoform X3	RYR	0.9632	ITPR	178	4843	1	no_call	0.0204	RYR1	correct_paralog	RYR3	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A6P7HCP9	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	4897	0	RYR	high	LOC114427776	Ryanodine receptor 3	RYR	0.9743	ITPR	177	6893	1	RYR2	0.2974	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A6P7HFX2	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	4852	0	RYR	high	ryr3	Ryanodine receptor 3 isoform X1	RYR	0.9632	ITPR	178	4843	1	no_call	0.0202	RYR1	correct_paralog	RYR3	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A6P7HLN0	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	4840	0	RYR	high	ryr3	Ryanodine receptor 3 isoform X4	RYR	0.9633	ITPR	178	4846	1	no_call	0.0225	RYR1	correct_paralog	RYR3	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A6P7HW80	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	4847	0	RYR	high	ryr3	Ryanodine receptor 3 isoform X2	RYR	0.9633	ITPR	178	4846	1	no_call	0.0225	RYR1	correct_paralog	RYR3	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A6P7HZJ4	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2735	0	ITPR	high	itpr1b	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9653	RYR	4926	171	1	ITPR1	0.2233	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7I1R1	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2752	0	ITPR	high	LOC114436047	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9662	RYR	5328	180	1	ITPR1	0.2982	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7I1R6	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2700	0	ITPR	high	LOC114436047	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9669	RYR	5404	179	1	ITPR1	0.3033	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7I5B9	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2745	0	ITPR	high	itpr1b	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9653	RYR	4923	171	1	ITPR1	0.2236	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7I5C3	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2722	0	ITPR	high	itpr1b	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9654	RYR	4938	171	1	ITPR1	0.2233	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7I815	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2755	0	ITPR	high	LOC114436047	Inositol 1,4,5-trisphosphate receptor	ITPR	0.967	RYR	5460	180	1	ITPR1	0.3126	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7I824	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2728	0	ITPR	high	LOC114436047	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9669	RYR	5434	180	1	ITPR1	0.3103	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7I8U9	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2757	0	ITPR	high	itpr1b	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9653	RYR	4930	171	1	ITPR1	0.2257	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7I8V5	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2732	0	ITPR	high	itpr1b	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9653	RYR	4930	171	1	ITPR1	0.2231	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IB00	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2692	0	ITPR	high	itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9658	RYR	4917	168	1	ITPR3	0.3051	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IB24	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2767	0	ITPR	high	LOC114436047	Inositol 1,4,5-trisphosphate receptor	ITPR	0.967	RYR	5454	180	1	ITPR1	0.3126	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IB27	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2743	0	ITPR	high	LOC114436047	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9671	RYR	5469	180	1	ITPR1	0.3118	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IB32	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2402	0	ITPR	high	LOC114436047	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9824	RYR	4725	83.2	1	ITPR1	0.3255	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IDY0	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2747	0	ITPR	high	itpr1b	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9651	RYR	4933	172	1	ITPR1	0.226	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IFE4	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2659	0	ITPR	high	itpr2	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9615	RYR	4723	182	1	ITPR2	0.2416	ITPR1	correct_paralog	ITPR2	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IG52	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2766	0	ITPR	high	LOC114436047	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9672	RYR	5453	179	1	ITPR1	0.3125	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IG58	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2739	0	ITPR	high	LOC114436047	Inositol 1,4,5-trisphosphate receptor	ITPR	0.967	RYR	5424	179	1	ITPR1	0.306	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IKT6	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2690	0	ITPR	high	itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9659	RYR	4923	168	1	ITPR3	0.3057	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7ILD2	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2744	0	ITPR	high	itpr1b	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9653	RYR	4935	171	1	ITPR1	0.2257	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IMK5	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2688	0	ITPR	high	itpr2	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9636	RYR	4725	172	1	ITPR2	0.2389	ITPR1	correct_paralog	ITPR2	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IN49	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2754	0	ITPR	high	LOC114436047	Inositol 1,4,5-trisphosphate receptor	ITPR	0.967	RYR	5457	180	1	ITPR1	0.3123	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IN52	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2715	0	ITPR	high	LOC114436047	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9671	RYR	5437	179	1	ITPR1	0.3053	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IPU4	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2685	0	ITPR	high	itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9659	RYR	4923	168	1	ITPR3	0.3045	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A6P7IV70	Parambassis ranga (Indian glassy fish)	Vertebrata	Actinopteri	2697	0	ITPR	high	itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9658	RYR	4913	168	1	ITPR3	0.3057	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
