accession	call	confidence	reason	arch_call	symbol_class	conflict	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	source
A0A3Q0GTU7	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	2748	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q0GVK6	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	2721	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q0HBM0	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X1	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	5130	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HBP0	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X4	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	5118	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HBP8	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X5	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	5109	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HBR0	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X6	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	5098	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HBS5	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X8	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	5086	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HBU2	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X10	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	5025	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HBV7	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X12	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	4993	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HBW9	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X13	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	4986	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HBX5	RYR	high	ryr_pfam=PF00622+PF02026+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X14	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	4105	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00622;PF01365;PF02026;PF02815;PF08454;PF08709;PF21119	4	PF00622;PF02026;PF21119	both
A0A3Q0HCS2	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X2	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	5123	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HCW6	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X7	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	5087	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HCZ6	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X11	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	5005	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HEE4	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	4584	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HFY8	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X3	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	5118	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HG42	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X9	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	5036	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HG80	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X15	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	4973	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0HGB8	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 isoform X16	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Metazoa	Chordata		Crocodylia	Alligatoridae	4949	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0IVR9	ITPR	medium	itpr_arch_partial=4/5;length_in_band	ITPR		0	LOC103507937	Inositol 1,4,5-trisphosphate receptor	Diaphorina citri (Asian citrus psyllid)	121845	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Hemiptera	Psyllidae	2570	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		both
A0A3Q0KS03	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor related	Schistosoma mansoni (Blood fluke)	6183	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	5669	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0QQ57	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	61819	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2653	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q0QU19	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	61819	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2635	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q0QYV5	RYR	high	ryr_pfam=PF00622+PF02026	RYR		0		Ryanodine receptor 2b (cardiac)	Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	61819	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	1007	0		0	Predicted	1	PF01365;PF08709	PF00622;PF01365;PF02026;PF02815;PF08709	3	PF00622;PF02026	both
A0A3Q0R0M2	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 1	Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	61819	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	4735	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0RFZ1	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 2b (cardiac)	Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	61819	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	4639	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0RKB8	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3	Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	61819	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	4772	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q0RP13	ITPR	medium	itpr_arch_partial=4/5;length_in_band	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	61819	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2016	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		both
A0A3Q0RSV0	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	61819	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	120	0		0	Predicted	1	PF08709	PF08709	1		both
A0A3Q0SVP1	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	61819	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2712	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q0TG83	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	61819	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	4873	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1APY1	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	5022	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1AS58	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2642	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q1BHL7	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2729	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q1BKA7	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	4789	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1BXN9	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2713	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q1CAK1	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	4784	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1CSY9	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 2b (cardiac)	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	4685	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1CUN5	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Skeletal muscle ryanodine receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	5078	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1EA25	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 2	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	4802	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1EJR7	RYR	high	ryr_pfam=PF00622+PF02026	RYR		0		Ryanodine receptor 2b (cardiac)	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	929	0		0	Predicted	1	PF01365;PF08709	PF00622;PF01365;PF02026;PF08709	2	PF00622;PF02026	both
A0A3Q1EZ36	unassigned	none	itpr_arch_partial=4/5	unassigned		0		Inositol 1,4,5-trisphosphate receptor	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	1966	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		both
A0A3Q1FHQ1	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	4813	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1FT48	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3-like	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	4785	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1G4V9	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 1a (skeletal)	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	5017	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1GDH2	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2726	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q1GLA0	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	5033	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1GS19	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-trisphosphate receptor	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	221	0		0	Inferred from homology	1	PF08709	PF08709	1		both
A0A3Q1GWA2	unassigned	none	itpr_arch_partial=4/5	unassigned		0		Inositol 1,4,5-trisphosphate receptor	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	1988	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		both
A0A3Q1GX89	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Anabas testudineus (Climbing perch) (Anthias testudineus)	64144	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Anabantidae	2716	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q1H298	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	126	0		0	Predicted	1	PF08709	PF08709	1		both
A0A3Q1HJS7	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Uncharacterized protein	Anabas testudineus (Climbing perch) (Anthias testudineus)	64144	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Anabantidae	4837	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1I0C3	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Anabas testudineus (Climbing perch) (Anthias testudineus)	64144	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Anabantidae	2662	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q1JBR9	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Anabas testudineus (Climbing perch) (Anthias testudineus)	64144	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Anabantidae	4930	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1JD30	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Anabas testudineus (Climbing perch) (Anthias testudineus)	64144	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Anabantidae	2697	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q1KAY5	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Anabas testudineus (Climbing perch) (Anthias testudineus)	64144	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Anabantidae	2648	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q1KBE6	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Uncharacterized protein	Anabas testudineus (Climbing perch) (Anthias testudineus)	64144	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Anabantidae	4779	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1KF53	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2	Anabas testudineus (Climbing perch) (Anthias testudineus)	64144	Vertebrata	Metazoa	Chordata	Actinopteri	Anabantiformes	Anabantidae	4829	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1LW35	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Bos taurus (Bovine)	9913	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	2648	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q1N1B8	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Bos taurus (Bovine)	9913	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	5040	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A3Q1N7P8	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Bos taurus (Bovine)	9913	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	2701	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A3Q2C711	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Cyprinodon variegatus (Sheepshead minnow)	28743	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Cyprinodontidae	171	0		0	Predicted	1	PF08709	PF08709	1		both
