accession	call	confidence	rule	core	gene	species	taxon_id	group	phylum	class	order	length
A0A0V1C2W0	ITPR	high	longest per species	0	itr-1	Trichinella spiralis (Trichina worm)	6334	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	2753
A0A0V1HGL2	ITPR	high	longest per species	0	itr-1	Trichinella zimbabwensis	268475	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	2707
A0AA85ITV4	ITPR	high	longest per species	0		Trichobilharzia regenti (Nasal bird schistosome)	157069	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Strigeidida	3002
A0A6H5IAA8	ITPR	high	longest per species	0	TBRA_LOCUS5324	Trichogramma brassicae	86971	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2752
A0ABD2XM03	ITPR	high	longest per species	0	TKK_001818	Trichogramma kaykai	54128	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2790
A0A232FML4	ITPR	high	longest per species	0	TSAR_006468	Trichomalopsis sarcophagae	543379	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2848
A0A8X6FX91	ITPR	high	longest per species	0	Itpr1	Trichonephila clavata (Joro spider) (Nephila clavata)	2740835	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	2793
A0A8X7C684	ITPR	high	longest per species	0	Itpr1	Trichonephila inaurata madagascariensis	2747483	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	2663
B3RXX7	ITPR	medium	longest per species	1	TRIADDRAFT_56365	Trichoplax adhaerens (Trichoplax reptans)	10228	Metazoa (non-vertebrate)	Placozoa	Uniplacotomia	Trichoplacea	2524
A0A7E5W0L4	ITPR	high	longest per species	0	LOC113498357	Trichoplusia ni (Cabbage looper)	7111	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2726
A0A5S6QTU2	ITPR	high	longest per species	0		Trichuris muris (Mouse whipworm)	70415	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	2668
A0A077YYA4	ITPR	high	longest per species	0	TTRE_0000103301	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	36087	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	2639
A0ACF7I1T5	ITPR	high	longest per species	0	QTP88_011097	Uroleucon formosanum	796250	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	3850
A0ABM4AVE1	ITPR	high	longest per species	0	LOC113392840	Vanessa tameamea (Kamehameha butterfly)	334116	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2745
A0A7M7K4U3	ITPR	high	longest per species	0		Varroa destructor (Honeybee mite)	109461	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Mesostigmata	2950
A0A834NS71	ITPR	high	longest per species	0	H0235_011616	Vespula pensylvanica (Western yellow jacket) (Wasp)	30213	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2813
A0ABD2A0Z0	ITPR	high	longest per species	0	V1478_016674	Vespula squamosa (Southern yellow jacket) (Wasp)	30214	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2817
A0A3P7G9M1	ITPR	high	longest per species	0	WBA_LOCUS10603	Wuchereria bancrofti	6293	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2843
A0ABP1N676	ITPR	high	longest per species	0	XYLVIOL_LOCUS2189	Xylocopa violacea (Violet carpenter bee) (Apis violacea)	135666	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2798
A0AA38HMA3	ITPR	high	longest per species	0	Zmor_003130	Zophobas morio	2755281	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2757
A0A1V9Y6E0	ITPR	medium	longest per species	0	ACHHYP_16527	Achlya hypogyna (Oomycete) (Protoachlya hypogyna)	1202772	SAR	Oomycota	Saprolegniomycetes	Saprolegniales	2932
A0A3R7Z6R1	ITPR	high	longest per species	0	B5M09_003701	Aphanomyces astaci (Crayfish plague agent)	112090	SAR	Oomycota	Saprolegniomycetes	Saprolegniales	2983
A0A6G0XG54	ITPR	high	longest per species	0	Ae201684_005054	Aphanomyces euteiches	100861	SAR	Oomycota	Saprolegniomycetes	Saprolegniales	2775
A0A418B910	ITPR	medium	longest per species	0	DYB32_000720	Aphanomyces invadans	157072	SAR	Oomycota	Saprolegniomycetes	Saprolegniales	2890
A0A485LKA4	ITPR	medium	longest per species	0	Aste57867_22165	Aphanomyces stellatus	120398	SAR	Oomycota	Saprolegniomycetes	Saprolegniales	2873
A0ABR1G3T0	ITPR	medium	longest per species	0	SO694_00086026	Aureococcus anophagefferens (Harmful bloom alga)	44056	SAR		Pelagophyceae	Pelagomonadales	3171
A0AAU9K1L3	ITPR	medium	longest per species	0	BSTOLATCC_MIC59556	Blepharisma stoltei	1481888	SAR	Ciliophora	Heterotrichea	Heterotrichida	3101
A0AAD7UD70	ITPR	high	longest per species	0	CTAYLR_006814	Chrysophaeum taylorii	2483200	SAR		Pelagophyceae	Pelagomonadales	3368
A0AAD1YC61	ITPR	medium	longest per species	0	ECRASSUSDP1_LOCUS28628	Euplotes crassus	5936	SAR	Ciliophora	Spirotrichea	Euplotida	3034
A0A2R5GVV0	ITPR	medium	longest per species	0	FCC1311_090182	Hondaea fermentalgiana	2315210	SAR		Bigyra	Thraustochytrida	3220
G0QWJ8	ITPR	medium	longest per species	0	IMG5_132830	Ichthyophthirius multifiliis (White spot disease agent) (Ich)	5932	SAR	Ciliophora	Oligohymenophorea	Hymenostomatida	2997
A0AAV2ZCN3	ITPR	high	longest per species	0	N0F65_004162	Lagenidium giganteum	4803	SAR	Oomycota	Peronosporomycetes	Pythiales	3684
A0A8S1S0V9	ITPR	medium	longest per species	0	POCTA_138.1.T0040420	Paramecium octaurelia	43137	SAR	Ciliophora	Oligohymenophorea	Peniculida	3130
A0A8S1SJB1	ITPR	medium	longest per species	0	PPENT_87.1.T0080108	Paramecium pentaurelia	43138	SAR	Ciliophora	Oligohymenophorea	Peniculida	3132
A0A8S1JS52	ITPR	medium	longest per species	0	PPRIM_AZ9-3.1.T0080434	Paramecium primaurelia	5886	SAR	Ciliophora	Oligohymenophorea	Peniculida	3132
A0A8S1LDJ1	ITPR	medium	longest per species	0	PSON_ATCC_30995.1.T0150056	Paramecium sonneborni	65129	SAR	Ciliophora	Oligohymenophorea	Peniculida	3424
A0CWY9	ITPR	medium	longest per species	0	GSPATT00001509001	Paramecium tetraurelia	5888	SAR	Ciliophora	Oligohymenophorea	Peniculida	3130
A0A329SCW7	ITPR	high	longest per species	0	PC110_g9223	Phytophthora cactorum	29920	SAR	Oomycota	Peronosporomycetes	Peronosporales	3782
A0AAD9LIJ6	ITPR	high	longest per species	0	P3T76_010134	Phytophthora citrophthora	4793	SAR	Oomycota	Peronosporomycetes	Peronosporales	3785
A0A9W6U7T9	ITPR	medium	longest per species	0	Pfra01_000567300	Phytophthora fragariaefolia	1490495	SAR	Oomycota	Peronosporomycetes	Peronosporales	3461
A0A833TJ41	ITPR	high	longest per species	0	GN244_ATG03275	Phytophthora infestans (Potato late blight agent) (Botrytis infestans)	4787	SAR	Oomycota	Peronosporomycetes	Peronosporales	3786
D0MSD5	ITPR	medium	longest per species	0	PITG_01069	Phytophthora infestans (strain T30-4) (Potato late blight agent)	403677	SAR	Oomycota	Peronosporomycetes	Peronosporales	2916
A0A9W6WNM1	ITPR	medium	longest per species	0	Plil01_000142000	Phytophthora lilii	2077276	SAR	Oomycota	Peronosporomycetes	Peronosporales	3332
A0A225WCH2	ITPR	medium	longest per species	0	PHMEG_00011505	Phytophthora megakarya	4795	SAR	Oomycota	Peronosporomycetes	Peronosporales	3032
V9FIB5	ITPR	high	longest per species	0	F443_05696	Phytophthora nicotianae P1569	1317065	SAR	Oomycota	Peronosporomycetes	Peronosporales	3787
A0A8T1W1U0	ITPR	high	longest per species	1	PHYPSEUDO_000592	Phytophthora pseudosyringae	221518	SAR	Oomycota	Peronosporomycetes	Peronosporales	3854
G4YJZ1	ITPR	medium	longest per species	0	PHYSODRAFT_308549	Phytophthora sojae (strain P6497) (Soybean stem and root rot agent) (Phytophthora megasperma f. sp. glycines)	1094619	SAR	Oomycota	Peronosporomycetes	Peronosporales	3001
A0A0V0QEF2	ITPR	medium	longest per species	0	PPERSA_12821	Pseudocohnilembus persalinus (Ciliate)	266149	SAR	Ciliophora	Oligohymenophorea	Philasterida	3260
A0AAD5M469	ITPR	high	longest per species	0	P43SY_003040	Pythium insidiosum (Pythiosis disease agent)	114742	SAR	Oomycota	Peronosporomycetes	Pythiales	3660
T0PXG3	ITPR	medium	longest per species	0	SDRG_16422	Saprolegnia diclina (strain VS20)	1156394	SAR	Oomycota	Saprolegniomycetes	Saprolegniales	2913
A0A067CZC0	ITPR	medium	longest per species	0	SPRG_00668	Saprolegnia parasitica (strain CBS 223.65)	695850	SAR	Oomycota	Saprolegniomycetes	Saprolegniales	2875
A0A1R2BTQ3	ITPR	medium	longest per species	0	SteCoe_19775	Stentor coeruleus	5963	SAR	Ciliophora	Heterotrichea	Heterotrichida	2802
A0A078A1U0	ITPR	medium	longest per species	1	Contig1440.g1580	Stylonychia lemnae (Ciliate)	5949	SAR	Ciliophora	Spirotrichea	Sporadotrichida	3530
A0A812KVT5	ITPR	low	longest per species	0	itr-1	Symbiodinium natans	878477	SAR		Dinophyceae	Suessiales	3168
A0A812L420	ITPR	low	longest per species	0	IP3R	Symbiodinium pilosum (Dinoflagellate)	2952	SAR		Dinophyceae	Suessiales	1148
A0ACF7UXB7	ITPR	medium	longest per species	0	ABPG74_006930	Tetrahymena malaccensis	5901	SAR	Ciliophora	Oligohymenophorea	Hymenostomatida	3525
Q238R0	ITPR	medium	longest per species	0	TTHERM_00454060	Tetrahymena thermophila (strain SB210)	312017	SAR	Ciliophora	Oligohymenophorea	Hymenostomatida	3525
A0ACF7XD53	ITPR	medium	longest per species	0	ABPG72_018427	Tetrahymena utriculariae	2486642	SAR	Ciliophora	Oligohymenophorea	Hymenostomatida	3508
A0ABQ6MQV0	ITPR	medium	longest per species	0	TeGR_g1844	Tetraparma gracilis	2962635	SAR		Bolidophyceae	Parmales	3403
A0A1W0AAR6	ITPR	high	longest per species	0	THRCLA_00584	Thraustotheca clavata	74557	SAR	Oomycota	Saprolegniomycetes	Saprolegniales	3092
A0A9W7GCC0	ITPR	medium	longest per species	0	TrCOL_g8184	Triparma columacea	722753	SAR		Bolidophyceae	Parmales	3288
A0A9W7FTI7	ITPR	high	longest per species	1	TrLO_g4475	Triparma laevis f. longispina	1714387	SAR		Bolidophyceae	Parmales	3564
A0A9W6ZFP1	ITPR	medium	longest per species	0	TrRE_jg4446	Triparma retinervis	2557542	SAR		Bolidophyceae	Parmales	3122
A0A9W7A812	ITPR	high	longest per species	0	TrST_g2071	Triparma strigata	1606541	SAR		Bolidophyceae	Parmales	3258
A0A9W7F662	ITPR	high	longest per species	0	TrVE_jg12128	Triparma verrucosa	1606542	SAR		Bolidophyceae	Parmales	3258
A0A3Q1GDH2	ITPR	high	longest per vertebrate order	0		Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Chordata	Actinopteri		2726
A0A8T3D5M1	ITPR	high	longest per vertebrate order	0	AGOR_G00158330	Albula goreensis	1534307	Vertebrata	Chordata	Actinopteri	Albuliformes	2788
A0AAD7WTX7	ITPR	high	longest per vertebrate order	0	AAFF_G00263920	Aldrovandia affinis	143900	Vertebrata	Chordata	Actinopteri	Notacanthiformes	2812
A0A3Q0GTU7	ITPR	high	longest per vertebrate order	0	ITPR3	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Chordata		Crocodylia	2748
A0AAQ6AB71	ITPR	high	longest per vertebrate order	0		Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Chordata	Actinopteri		2799
A0A3P8SU81	ITPR	high	longest per vertebrate order	0		Amphiprion percula (Orange clownfish) (Lutjanus percula)	161767	Vertebrata	Chordata	Actinopteri		2701
A0A7L3GV12	ITPR	high	longest per vertebrate order	0	Itpr3	Anhinga rufa (African darter)	317792	Vertebrata	Chordata	Aves	Suliformes	2667
A0ABM4F3U0	ITPR	high	longest per vertebrate order	0	ITPR1	Apteryx mantelli (North Island brown kiwi)	2696672	Vertebrata	Chordata	Aves	Apterygiformes	2750
A0A7K8LFL5	ITPR	high	longest per vertebrate order	0	Itpr3	Ardeotis kori	89386	Vertebrata	Chordata	Aves	Otidiformes	2699
A0A663M6S8	ITPR	high	longest per vertebrate order	0	ITPR1	Athene cunicularia (Burrowing owl) (Speotyto cunicularia)	194338	Vertebrata	Chordata	Aves	Strigiformes	2759
A0A8J7NQM2	ITPR	high	longest per vertebrate order	0	Itpr2	Atractosteus spatula (Alligator gar) (Lepisosteus spatula)	7917	Vertebrata	Chordata	Actinopteri	Semionotiformes	3128
A0A2I4CBP5	ITPR	high	longest per vertebrate order	0	itpr1b	Austrofundulus limnaeus (Annual killifish)	52670	Vertebrata	Chordata	Actinopteri	Cyprinodontiformes	2782
A0A6P7MH46	ITPR	high	longest per vertebrate order	0	itpr1b	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Chordata	Actinopteri	Anabantiformes	2797
A0A6B0QUI8	ITPR	high	longest per vertebrate order	0	E5288_WYG013682	Bos mutus (wild yak)	72004	Vertebrata	Chordata	Mammalia	Artiodactyla	3020
A0A7K4YV60	ITPR	high	longest per vertebrate order	0	Itpr3	Bucorvus abyssinicus (Northern ground-hornbill) (Abyssinian ground-hornbill)	153643	Vertebrata	Chordata	Aves	Bucerotiformes	2685
A0A8C0C0A2	ITPR	high	longest per vertebrate order	0		Buteo japonicus	224669	Vertebrata	Chordata	Aves	Accipitriformes	2742
A0A8C3C7P5	ITPR	high	longest per vertebrate order	0		Cairina moschata (Muscovy duck)	8855	Vertebrata	Chordata	Aves	Anseriformes	2775
A0A8C3JCE8	ITPR	high	longest per vertebrate order	0		Calidris pygmaea (Spoon-billed sandpiper)	425635	Vertebrata	Chordata	Aves	Charadriiformes	2750
A0A5F4W3M3	ITPR	high	longest per vertebrate order	0		Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	9483	Vertebrata	Chordata	Mammalia	Primates	2809
A0A4W3JHJ0	ITPR	high	longest per vertebrate order	0		Callorhinchus milii (Ghost shark)	7868	Vertebrata	Chordata	Chondrichthyes	Chimaeriformes	2683
A0A091IH39	ITPR	high	longest per vertebrate order	0	N300_04391	Calypte anna (Anna's hummingbird) (Archilochus anna)	9244	Vertebrata	Chordata	Aves	Apodiformes	2706
A0AC58MR87	ITPR	high	longest per vertebrate order	0	Itpr2	Castor canadensis (American beaver)	51338	Vertebrata	Chordata	Mammalia	Rodentia	3181
A0A6J2VJN0	ITPR	high	longest per vertebrate order	0	itpr1b	Chanos chanos (Milkfish) (Mugil chanos)	29144	Vertebrata	Chordata	Actinopteri	Gonorynchiformes	2716
A0A401SQC9	ITPR	high	longest per vertebrate order	0	chiPu_0011025	Chiloscyllium punctatum (Brownbanded bambooshark) (Hemiscyllium punctatum)	137246	Vertebrata	Chordata	Chondrichthyes	Orectolobiformes	2705
A0A8C3P7L2	ITPR	high	longest per vertebrate order	0	ITPR1	Chrysemys picta bellii (Western painted turtle) (Emys bellii)	8478	Vertebrata	Chordata		Testudines	2755
A0A7K5GSQ7	ITPR	high	longest per vertebrate order	0	Itpr3	Chunga burmeisteri (Black-legged seriema)	1352770	Vertebrata	Chordata	Aves	Cariamiformes	2667
A0ABD1JXB3	ITPR	high	longest per vertebrate order	0	ACEWY4_013771	Coilia grayii (Gray's grenadier anchovy)	363190	Vertebrata	Chordata	Actinopteri	Clupeiformes	2881
A0A4U5UB83	ITPR	high	longest per vertebrate order	0	D9C73_005332	Collichthys lucidus (Big head croaker) (Sciaena lucida)	240159	Vertebrata	Chordata	Actinopteri		3038
A0A9Q1CVA8	ITPR	high	longest per vertebrate order	0	COCON_G00229900	Conger conger (Conger eel) (Muraena conger)	82655	Vertebrata	Chordata	Actinopteri	Anguilliformes	3065
A0A851LEI5	ITPR	high	longest per vertebrate order	0	Itpr3	Corythaeola cristata (Great blue turaco)	103954	Vertebrata	Chordata	Aves	Musophagiformes	2383
A0A7K5I2R7	ITPR	high	longest per vertebrate order	0	Itpr3	Crotophaga sulcirostris (Groove-billed ani)	33598	Vertebrata	Chordata	Aves	Cuculiformes	2672
A0A553PXC2	ITPR	high	longest per vertebrate order	0	DNTS_000065	Danionella cerebrum	2873325	Vertebrata	Chordata	Actinopteri	Cypriniformes	3258
A0A8C4ILV8	ITPR	high	longest per vertebrate order	0	itpr1b	Dicentrarchus labrax (European seabass) (Morone labrax)	13489	Vertebrata	Chordata	Actinopteri		2784
A0A8C4KAW9	ITPR	high	longest per vertebrate order	0		Dromaius novaehollandiae (Emu)	8790	Vertebrata	Chordata	Aves	Casuariiformes	2767
A0A665X7W6	ITPR	high	longest per vertebrate order	0	LOC115043925	Echeneis naucrates (Live sharksucker)	173247	Vertebrata	Chordata	Actinopteri	Carangiformes	2736
A0AC55D8Z7	ITPR	high	longest per vertebrate order	0	ITPR3	Echinops telfairi (Lesser hedgehog tenrec)	9371	Vertebrata	Chordata	Mammalia	Afrosoricida	2748
A0A091JMH3	ITPR	high	longest per vertebrate order	0	Z169_04880	Egretta garzetta (Little egret)	188379	Vertebrata	Chordata	Aves	Pelecaniformes	2722
A0AAD8ZI76	ITPR	high	longest per vertebrate order	0	P4O66_006475	Electrophorus voltai	2609070	Vertebrata	Chordata	Actinopteri	Gymnotiformes	2769
A0A8C4PYR8	ITPR	high	longest per vertebrate order	0		Eptatretus burgeri (Inshore hagfish)	7764	Vertebrata	Chordata	Myxini	Myxiniformes	2627
F6YA86	ITPR	high	longest per vertebrate order	0	ITPR1	Equus caballus (Horse)	9796	Vertebrata	Chordata	Mammalia	Perissodactyla	2749
A0A8C4T454	ITPR	high	longest per vertebrate order	0	ITPR1	Erpetoichthys calabaricus (Rope fish) (Calamoichthys calabaricus)	27687	Vertebrata	Chordata	Cladistia	Polypteriformes	2740
A0A7K8XHH6	ITPR	high	longest per vertebrate order	0	Itpr1	Eubucco bourcierii (red-headed barbet)	91767	Vertebrata	Chordata	Aves	Piciformes	2724
A0A8C4UN02	ITPR	high	longest per vertebrate order	0		Falco tinnunculus (Common kestrel)	100819	Vertebrata	Chordata	Aves	Falconiformes	2770
A0A8J6AEE6	ITPR	high	longest per vertebrate order	0	J0S82_013409	Galemys pyrenaicus (Iberian desman) (Pyrenean desman)	202257	Vertebrata	Chordata	Mammalia	Eulipotyphla	3338
A0ABM0RGP6	ITPR	high	longest per vertebrate order	0	LOC103597698	Galeopterus variegatus (Malayan flying lemur) (Cynocephalus variegatus)	482537	Vertebrata	Chordata	Mammalia	Dermoptera	2610
A0A8V0ZJT0	ITPR	high	longest per vertebrate order	0	ITPR1	Gallus gallus (Chicken)	9031	Vertebrata	Chordata	Aves	Galliformes	2779
A0A6P8Q340	ITPR	high	longest per vertebrate order	0	ITPR1	Geotrypetes seraphini (Gaboon caecilian) (Caecilia seraphini)	260995	Vertebrata	Chordata	Amphibia	Gymnophiona	2719
A0ABC9X9M5	ITPR	high	longest per vertebrate order	0	GRJ2_001904900	Grus japonensis (Japanese crane) (Red-crowned crane)	30415	Vertebrata	Chordata	Aves	Gruiformes	2712
A0A851Z7G9	ITPR	high	longest per vertebrate order	0	Itpr3	Halcyon senegalensis	342381	Vertebrata	Chordata	Aves	Coraciiformes	2694
A0AAE0Q2V1	ITPR	high	longest per vertebrate order	0	QTP70_023157	Hemibagrus guttatus	175788	Vertebrata	Chordata	Actinopteri	Siluriformes	3154
A0A3Q2ZNF4	ITPR	medium	longest per vertebrate order	0		Hippocampus comes (Tiger tail seahorse)	109280	Vertebrata	Chordata	Actinopteri	Syngnathiformes	2026
A0A8C5JQL5	ITPR	high	longest per vertebrate order	0		Junco hyemalis (Dark-eyed junco)	40217	Vertebrata	Chordata	Aves	Passeriformes	2900
A0AAV2M5C6	ITPR	medium	longest per vertebrate order	0	KC01_LOCUS35397	Knipowitschia caucasica (Caucasian dwarf goby) (Pomatoschistus caucasicus)	637954	Vertebrata	Chordata	Actinopteri	Gobiiformes	2978
A0A6G0J372	ITPR	high	longest per vertebrate order	0	D5F01_LYC02416	Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea)	215358	Vertebrata	Chordata	Actinopteri		2734
A0A4W6FEP0	ITPR	high	longest per vertebrate order	0	ITPR1	Lates calcarifer (Barramundi) (Holocentrus calcarifer)	8187	Vertebrata	Chordata	Actinopteri		2745
H3A1P5	ITPR	high	longest per vertebrate order	0	ITPR1	Latimeria chalumnae (Coelacanth)	7897	Vertebrata	Chordata		Coelacanthiformes	2725
G3SRG2	ITPR	high	longest per vertebrate order	0	ITPR1	Loxodonta africana (African elephant)	9785	Vertebrata	Chordata	Mammalia	Proboscidea	2700
A0A7N8XFT6	ITPR	high	longest per vertebrate order	0		Mastacembelus armatus (zig-zag eel)	205130	Vertebrata	Chordata	Actinopteri	Synbranchiformes	2726
A0A9D3Q621	ITPR	high	longest per vertebrate order	0	MATL_G00075650	Megalops atlanticus (Tarpon) (Clupea gigantea)	7932	Vertebrata	Chordata	Actinopteri	Elopiformes	2782
A0A8S4BH40	ITPR	high	longest per vertebrate order	0	MMEN_LOCUS16758	Menidia menidia (Atlantic silverside)	238744	Vertebrata	Chordata	Actinopteri	Atheriniformes	2783
A0ACE1L864	ITPR	high	longest per vertebrate order	0	MERMERHAK_LOCUS17180	Merluccius merluccius (European hake)	8063	Vertebrata	Chordata	Actinopteri	Gadiformes	3324
F6VQP7	ITPR	high	longest per vertebrate order	0	ITPR1	Monodelphis domestica (Gray short-tailed opossum)	13616	Vertebrata	Chordata	Mammalia	Didelphimorphia	2733
A0A8U0RTG8	ITPR	high	longest per vertebrate order	0	ITPR3	Mustela putorius furo (European domestic ferret) (Mustela furo)	9669	Vertebrata	Chordata	Mammalia	Carnivora	2860
A0AAN7MMK0	ITPR	high	longest per vertebrate order	0	QYF61_004063	Mycteria americana (Wood stork)	33587	Vertebrata	Chordata	Aves	Ciconiiformes	2726
A0A668AT64	ITPR	high	longest per vertebrate order	0	LOC115359857	Myripristis murdjan (pinecone soldierfish)	586833	Vertebrata	Chordata	Actinopteri	Holocentriformes	2736
A0A091S5A7	ITPR	high	longest per vertebrate order	0	N333_13397	Nestor notabilis (Kea)	176057	Vertebrata	Chordata	Aves	Psittaciformes	2753
A0ACB7F0N6	ITPR	low	longest per vertebrate order	0	ITPR1.4	Nibea albiflora (Yellow drum) (Corvina albiflora)	240163	Vertebrata	Chordata	Actinopteri		120
A0A8C6ZR43	ITPR	high	longest per vertebrate order	0	ITPR1	Nothoprocta perdicaria (Chilean tinamou) (Crypturus perdicarius)	30464	Vertebrata	Chordata	Aves	Tinamiformes	2731
A0A7L2GDX7	ITPR	high	longest per vertebrate order	0	Itpr1	Nyctibius grandis (Great potoo)	48427	Vertebrata	Chordata	Aves	Nyctibiiformes	2686
A0A7K8TMS5	ITPR	high	longest per vertebrate order	0	Itpr1_0	Oceanites oceanicus (Wilson's storm petrel) (Procellaria oceanica)	79653	Vertebrata	Chordata	Aves	Procellariiformes	2721
A0A091VJR8	ITPR	high	longest per vertebrate order	0	N306_02092	Opisthocomus hoazin (Hoatzin) (Phasianus hoazin)	30419	Vertebrata	Chordata	Aves	Opisthocomiformes	2719
A0A6I8NN70	ITPR	high	longest per vertebrate order	0	ITPR1	Ornithorhynchus anatinus (Duckbill platypus)	9258	Vertebrata	Chordata	Mammalia	Monotremata	2747
A0AC54ZAE1	ITPR	high	longest per vertebrate order	0	ITPR1	Orycteropus afer afer	1230840	Vertebrata	Chordata	Mammalia	Tubulidentata	2748
