accession	organism	vclass	vorder	contig_spans_gene	cell	n_copies	n_contigs	same_contig	copy_id	contig	start	end	strand	coverage	identity	integrity	bait	annot_gene
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	0	RYR	3	3	0	GCF_000298275.1#RYR#copy2	NW_006921683.1	86563	1518076	+	1.0	0.9618	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR2
GCF_000298275.1	Orycteropus afer afer	Mammalia	Tubulidentata	0	RYR	3	3	0	GCF_000298275.1#RYR#copy3	NW_006922094.1	839800	1003547	+	1.0	0.7736	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	0	RYR	3	3	0	GCF_000299155.1#RYR#copy1	NW_006399776.1	16239615	16991778	+	1.0	0.673	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	0	RYR	3	3	0	GCF_000299155.1#RYR#copy2	NW_006399916.1	2508484	3582440	-	1.0	0.9687	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR2
GCF_000299155.1	Elephantulus edwardii	Mammalia	Macroscelidea	0	RYR	3	3	0	GCF_000299155.1#RYR#copy3	NW_006400016.1	3104779	3304164	+	1.0	0.7887	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	0	RYR	2	2	0	GCF_000334495.1#RYR#copy1	NW_006159632.1	764808	1083943	-	0.9968	0.907	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR2
GCF_000334495.1	Tupaia belangeri chinensis	Mammalia	Scandentia	0	RYR	2	2	0	GCF_000334495.1#RYR#copy2	NW_006198801.1	1277978	1458094	+	1.0	0.773	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	0	RYR	2	2	0	GCF_000687185.1#RYR#copy1	NW_009258894.1	1562456	1822290	+	1.0	0.6775	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR3
GCF_000687185.1	Egretta garzetta	Aves	Pelecaniformes	0	RYR	2	2	0	GCF_000687185.1#RYR#copy2	NW_009260144.1	10811	156860	-	0.5421	0.9829	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC104128861
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	0	RYR	2	2	0	GCF_000691845.1#RYR#copy1	NW_008594366.1	132	111161	+	0.5991	0.7072	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR3
GCF_000691845.1	Merops nubicus	Aves	Coraciiformes	0	RYR	2	2	0	GCF_000691845.1#RYR#copy2	NW_008624931.1	8036	205085	-	0.7256	0.98	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	0	RYR	2	2	0	GCF_000691975.1#RYR#copy1	NW_008236217.1	577	278652	-	0.5503	0.977	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_000691975.1	Corvus brachyrhynchos	Aves	Passeriformes	0	RYR	2	2	0	GCF_000691975.1#RYR#copy2	NW_008239553.1	14520289	14723787	-	1.0	0.6768	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	0	RYR	2	2	0	GCF_000698965.1#RYR#copy1	NW_009270414.1	460600	917882	+	0.9974	0.9722	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	0	RYR	2	2	0	GCF_000698965.1#RYR#copy2	NW_009270711.1	4408	201816	+	0.9819	0.673	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	0	RYR	2	2	0	GCF_000699105.1#RYR#copy1	NW_008824446.1	1744397	2012602	-	1.0	0.6727	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	0	RYR	2	2	0	GCF_000699105.1#RYR#copy2	NW_008825216.1	1724863	2164588	-	0.9974	0.9843	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	0	RYR	2	2	0	GCF_000699145.1#RYR#copy1	NW_008794117.1	4087277	4344592	-	0.9455	0.9819	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	0	RYR	2	2	0	GCF_000699145.1#RYR#copy2	NW_008795853.1	1114908	1396460	-	1.0	0.672	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	0	RYR	2	2	0	GCF_000705375.1#RYR#copy1	NW_010578151.1	58592	231349	+	0.9504	0.6628	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC104580300
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	0	RYR	2	2	0	GCF_000705375.1#RYR#copy2	NW_010585014.1	4760	255281	+	0.993	0.9767	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	0	RYR	2	2	0	GCF_000708025.1#RYR#copy1	NW_009648876.1	6210	230186	-	0.8878	0.6705	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	0	RYR	2	2	0	GCF_000708025.1#RYR#copy2	NW_009661370.1	220745	555934	+	0.993	0.9834	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	0	RYR	2	2	0	GCF_000747805.2#RYR#copy1	NW_009952265.1	3644051	3858654	-	1.0	0.6709	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	0	RYR	2	2	0	GCF_000747805.2#RYR#copy2	NW_009953215.1	1252334	1601770	-	0.9974	0.9792	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	1	RYR	2	2	0	GCF_001715985.3#RYR#copy1	NW_021940750.1	10971189	11183170	-	1.0	0.6753	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	1	RYR	2	2	0	GCF_001715985.3#RYR#copy2	NW_021940864.1	26045512	26422755	-	0.9968	0.9784	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	0	RYR	2	2	0	GCF_003342845.1#RYR#copy1	NW_020455171.1	388668	726178	+	0.9974	0.9748	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	0	RYR	2	2	0	GCF_003342845.1#RYR#copy2	NW_020456087.1	1002751	1177419	-	1.0	0.6761	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	1	RYR	3	3	0	GCF_003668045.3#RYR#copy1	NC_048596.1	235528307	236105482	-	1.0	0.9751	intact	Q92736|RYR2|Homo_sapiens|RYR2	Ryr2
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	1	RYR	3	3	0	GCF_003668045.3#RYR#copy2	NC_048599.1	65228657	65746342	+	1.0	0.6701	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Ryr3
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	1	RYR	3	3	0	GCF_003668045.3#RYR#copy3	NC_048602.1	6699547	6824046	+	1.0	0.7919	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Ryr1
GCF_003957555.1	Calypte anna	Aves	Apodiformes	1	RYR	2	2	0	GCF_003957555.1#RYR#copy1	NC_044246.1	6821233	7160598	+	1.0	0.9722	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_003957555.1	Calypte anna	Aves	Apodiformes	1	RYR	2	2	0	GCF_003957555.1#RYR#copy2	NC_044251.1	11677553	11885029	-	1.0	0.6734	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	1	RYR	3	3	0	GCF_004115215.2#RYR#copy1	NC_041732.1	2646515	2851019	+	1.0	0.8055	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	1	RYR	3	3	0	GCF_004115215.2#RYR#copy2	NC_041740.1	41754594	41824969	-	1.0	0.6016	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	RYR3
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	1	RYR	3	3	0	GCF_004115215.2#RYR#copy3	NC_041746.1	1800239	2031660	+	1.0	0.9174	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR2
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	1	RYR	3	3	0	GCF_009764475.1#RYR#copy1	NC_067405.1	99603418	99907991	-	0.9992	0.6772	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	1	RYR	3	3	0	GCF_009764475.1#RYR#copy2	NC_067407.1	125014138	125600496	-	0.9962	0.8726	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	ryr2a
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	1	RYR	3	3	0	GCF_009764475.1#RYR#copy3	NC_067439.1	16201529	16825395	+	0.9972	0.8902	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	LOC127586448
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	1	RYR	2	2	0	GCF_009769465.1#RYR#copy1	NC_141466.1	88447581	88892302	+	1.0	0.9819	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	1	RYR	2	2	0	GCF_009769465.1#RYR#copy2	NC_141470.1	37040637	37296944	-	1.0	0.6752	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	1	ITPR1	2	1	1	GCF_011004845.1#ITPR1#copy1	NC_047585.1	17252673	17361421	+	1.0	0.8563	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	1	ITPR1	2	1	1	GCF_011004845.1#ITPR1#copy2	NC_047585.1	29844710	29945756	-	1.0	0.9201	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC105017006
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	1	RYR	6	5	1	GCF_011004845.1#RYR#copy1	NC_047569.1	38839749	38939878	-	1.0	0.8035	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	1	RYR	6	5	1	GCF_011004845.1#RYR#copy2	NC_047574.1	7053192	7237092	+	1.0	0.8964	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	1	RYR	6	5	1	GCF_011004845.1#RYR#copy3	NC_047574.1	16274537	16346383	-	1.0	0.5638	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	LOC105010552
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	1	RYR	6	5	1	GCF_011004845.1#RYR#copy4	NC_047575.1	11396183	11453744	-	1.0	0.7986	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1a
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	1	RYR	6	5	1	GCF_011004845.1#RYR#copy5	NC_047583.1	13466541	13578435	+	1.0	0.6759	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC105015717
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	1	RYR	6	5	1	GCF_011004845.1#RYR#copy6	NC_047591.1	20320178	20437074	-	1.0	0.6493	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	1	RYR	2	2	0	GCF_011004875.1#RYR#copy1	NC_046186.1	84035335	84463793	+	1.0	0.9845	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	1	RYR	2	2	0	GCF_011004875.1#RYR#copy2	NC_046188.1	35440154	35686209	+	1.0	0.6731	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	1	ITPR1	2	2	0	GCF_013368585.1#ITPR1#copy1	NC_050588.1	21333551	21445143	+	1.0	0.8969	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	1	ITPR1	2	2	0	GCF_013368585.1#ITPR1#copy2	NC_050589.1	15326220	15444016	-	1.0	0.9109	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC118780774
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	1	RYR	5	5	0	GCF_013368585.1#RYR#copy1	NC_050583.1	54542273	54709244	+	1.0	0.9198	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	1	RYR	5	5	0	GCF_013368585.1#RYR#copy2	NC_050585.1	15834634	15912496	-	1.0	0.8308	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC118774323
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	1	RYR	5	5	0	GCF_013368585.1#RYR#copy3	NC_050591.1	26057991	26125665	-	1.0	0.8224	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	1	RYR	5	5	0	GCF_013368585.1#RYR#copy4	NC_050594.1	29615179	29741539	+	1.0	0.6872	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC118786578
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	1	RYR	5	5	0	GCF_013368585.1#RYR#copy5	NC_050599.1	31306096	31448422	-	1.0	0.605	lesion_rich	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	LOC118791935
GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	1	RYR	2	2	0	GCF_013368605.1#RYR#copy1	NC_090658.1	43521544	43980510	-	1.0	0.9817	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	1	RYR	2	2	0	GCF_013368605.1#RYR#copy2	NC_090661.1	36467434	36722276	-	1.0	0.6719	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_014839835.1	Dryobates pubescens	Aves	Piciformes	1	RYR	2	2	0	GCF_014839835.1#RYR#copy1	NC_071616.1	46430991	46666292	+	1.0	0.6728	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_014839835.1	Dryobates pubescens	Aves	Piciformes	1	RYR	2	2	0	GCF_014839835.1#RYR#copy2	NC_071617.1	33340112	33716960	+	1.0	0.9763	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_016433145.1	Gracilinanus agilis	Mammalia	Didelphimorphia	0	RYR	3	3	0	GCF_016433145.1#RYR#copy1	NC_058131.1	538170844	538719944	+	0.9984	0.6284	lesion_rich	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_016433145.1	Gracilinanus agilis	Mammalia	Didelphimorphia	0	RYR	3	3	0	GCF_016433145.1#RYR#copy2	NC_058132.1	27376231	27473576	+	1.0	0.7946	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_016433145.1	Gracilinanus agilis	Mammalia	Didelphimorphia	0	RYR	3	3	0	GCF_016433145.1#RYR#copy3	NC_058133.1	148757123	149532419	-	1.0	0.9622	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR2
GCF_016699485.2	Gallus gallus	Aves	Galliformes	1	RYR	3	3	0	GCF_016699485.2#RYR#copy1	NC_052534.1	36848359	37208088	-	1.0	1.0	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_016699485.2	Gallus gallus	Aves	Galliformes	1	RYR	3	3	0	GCF_016699485.2#RYR#copy2	NC_052536.1	29658378	29842255	-	1.0	0.6719	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_016699485.2	Gallus gallus	Aves	Galliformes	1	RYR	3	3	0	GCF_016699485.2#RYR#copy3	NC_052569.1	99829	175949	-	1.0	0.7216	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC101748756
GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	1	ITPR1	2	1	1	GCF_016859285.1#ITPR1#copy1	NC_053420.1	18850021	18919870	-	1.0	0.9659	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC120807463
GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	1	ITPR1	2	1	1	GCF_016859285.1#ITPR1#copy2	NC_053420.1	26209830	26290604	-	1.0	0.8682	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	1	RYR	6	6	0	GCF_016859285.1#RYR#copy1	NC_053403.1	6747720	6864620	+	1.0	0.6666	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	1	RYR	6	6	0	GCF_016859285.1#RYR#copy2	NC_053406.1	24623719	24693555	+	1.0	0.81	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	1	RYR	6	6	0	GCF_016859285.1#RYR#copy3	NC_053409.1	11312145	11419688	+	1.0	0.6786	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC120795452
GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	1	RYR	6	6	0	GCF_016859285.1#RYR#copy4	NC_053410.1	9874928	9941815	+	1.0	0.6464	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr2b
GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	1	RYR	6	6	0	GCF_016859285.1#RYR#copy5	NC_053416.1	16215241	16265501	+	1.0	0.7979	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC120802314
GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	1	RYR	6	6	0	GCF_016859285.1#RYR#copy6	NW_024401803.1	52061	236612	+	0.997	0.8741	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	1	RYR	3	3	0	GCF_017639515.1#RYR#copy1	NC_054468.1	213033354	213838948	-	0.9994	0.8734	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	ryr2a
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	1	RYR	3	3	0	GCF_017639515.1#RYR#copy2	NC_054486.1	10395329	10744011	+	0.9972	0.6687	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	ryr3
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	1	RYR	3	3	0	GCF_017639515.1#RYR#copy3	NC_054500.1	8024767	8490307	-	0.9972	0.888	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	LOC121272536
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	1	ITPR1	2	2	0	GCF_017654505.1#ITPR1#copy1	NC_054549.1	25236303	25395599	-	1.0	0.8856	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC121328701
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	1	ITPR1	2	2	0	GCF_017654505.1#ITPR1#copy2	NC_054556.1	14953311	15111911	+	1.0	0.8872	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	1	ITPR2	2	2	0	GCF_017654505.1#ITPR2#copy1	NC_054540.1	24140169	24275980	-	1.0	0.8327	intact	F1P1X4|ITPR2|Gallus_gallus|ITPR2	LOC121318388
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	1	ITPR2	2	2	0	GCF_017654505.1#ITPR2#copy2	NC_054541.1	27396443	27517457	+	1.0	0.8314	intact	A0A672UP22|ITPR2|Strigops_habroptila	LOC121319707
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	1	ITPR3	2	2	0	GCF_017654505.1#ITPR3#copy1	NC_054558.1	8921425	8961603	-	1.0	0.798	intact	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	LOC121299669
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	1	ITPR3	2	2	0	GCF_017654505.1#ITPR3#copy2	NC_054572.1	2411614	2450963	-	1.0	0.7998	intact	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	LOC121304724
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	1	RYR	6	6	0	GCF_017654505.1#RYR#copy1	NC_054538.1	18721436	18967686	-	0.997	0.8772	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	LOC121315498
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	1	RYR	6	6	0	GCF_017654505.1#RYR#copy2	NC_054539.1	6977634	7178813	-	1.0	0.8865	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	LOC121316738
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	1	RYR	6	6	0	GCF_017654505.1#RYR#copy3	NC_054545.1	15615380	15760189	+	1.0	0.6886	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	1	RYR	6	6	0	GCF_017654505.1#RYR#copy4	NC_054550.1	21485358	21689835	-	1.0	0.6844	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC121329961
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	1	RYR	6	6	0	GCF_017654505.1#RYR#copy5	NC_054568.1	5380597	5473510	+	1.0	0.8036	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC121303771
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	1	RYR	6	6	0	GCF_017654505.1#RYR#copy6	NC_054573.1	2321243	2401638	-	1.0	0.8095	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC121304837
GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	1	RYR	3	3	0	GCF_017976375.1#RYR#copy1	NC_071403.1	63556474	63944842	+	1.0	0.9807	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	1	RYR	3	3	0	GCF_017976375.1#RYR#copy2	NC_071405.1	58952741	59173007	-	1.0	0.6747	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	1	RYR	3	3	0	GCF_017976375.1#RYR#copy3	NC_071437.1	803612	1016285	+	1.0	0.7691	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	1	RYR	2	2	0	GCF_018139145.2#RYR#copy1	NC_059473.1	42967467	43422079	-	1.0	0.9845	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	1	RYR	2	2	0	GCF_018139145.2#RYR#copy2	NC_059475.1	35791639	36054538	-	1.0	0.6755	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	1	ITPR1	2	1	1	GCF_018320785.1#ITPR1#copy1	NC_054867.1	15136625	15271944	+	1.0	0.8666	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	1	ITPR1	2	1	1	GCF_018320785.1#ITPR1#copy2	NC_054867.1	27332762	27452368	+	1.0	0.9571	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC121506856
GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	1	RYR	6	6	0	GCF_018320785.1#RYR#copy1	NC_054866.1	46400271	46490140	+	1.0	0.8036	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	1	RYR	6	6	0	GCF_018320785.1#RYR#copy2	NC_054870.1	30510163	30607708	+	1.0	0.5644	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	1	RYR	6	6	0	GCF_018320785.1#RYR#copy3	NC_054876.1	34978154	35042963	+	1.0	0.7942	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC121518712
GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	1	RYR	6	6	0	GCF_018320785.1#RYR#copy4	NC_054878.1	36728531	36909986	-	1.0	0.6635	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	1	RYR	6	6	0	GCF_018320785.1#RYR#copy5	NC_054882.1	25641122	25819800	+	1.0	0.6721	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC121526088
GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	1	RYR	6	6	0	GCF_018320785.1#RYR#copy6	NC_054884.1	2956200	3115991	+	1.0	0.8602	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_018691265.1	Tyto alba	Aves	Strigiformes	1	RYR	2	2	0	GCF_018691265.1#RYR#copy1	NW_024881280.1	14168144	14409193	-	1.0	0.6723	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
