gene_a	gene_b	symbol_a	symbol_b	duplication_level
ENSG00000090376	ENSG00000134070	IRAK3	IRAK2	Opisthokonta
ENSG00000134070	ENSG00000198001	IRAK2	IRAK4	Opisthokonta
ENSG00000134070	ENSG00000177602	IRAK2	HASPIN	Opisthokonta
ENSG00000134070	ENSG00000184216	IRAK2	IRAK1	Opisthokonta
ENSG00000147687	ENSG00000157014	TATDN1	TATDN2	Opisthokonta
ENSG00000085415	ENSG00000157020	SEH1L	SEC13	Opisthokonta
ENSG00000017260	ENSG00000157087	ATP2C1	ATP2B2	Opisthokonta
ENSG00000063127	ENSG00000132164	SLC6A16	SLC6A11	Bilateria
ENSG00000132164	ENSG00000165970	SLC6A11	SLC6A5	Bilateria
ENSG00000132164	ENSG00000268104	SLC6A11	SLC6A14	Bilateria
ENSG00000132164	ENSG00000163817	SLC6A11	SLC6A20	Bilateria
ENSG00000131389	ENSG00000132164	SLC6A6	SLC6A11	Bilateria
ENSG00000130821	ENSG00000132164	SLC6A8	SLC6A11	Bilateria
ENSG00000132164	ENSG00000273554	SLC6A11	ENSG00000273554	Bilateria
ENSG00000132164	ENSG00000157103	SLC6A11	SLC6A1	Bilateria
ENSG00000011083	ENSG00000132164	SLC6A7	SLC6A11	Bilateria
ENSG00000132164	ENSG00000142319	SLC6A11	SLC6A3	Bilateria
ENSG00000132164	ENSG00000174358	SLC6A11	SLC6A19	Bilateria
ENSG00000111181	ENSG00000132164	SLC6A12	SLC6A11	Bilateria
ENSG00000108576	ENSG00000132164	SLC6A4	SLC6A11	Bilateria
ENSG00000132164	ENSG00000164363	SLC6A11	SLC6A18	Bilateria
ENSG00000072041	ENSG00000132164	SLC6A15	SLC6A11	Bilateria
ENSG00000103546	ENSG00000132164	SLC6A2	SLC6A11	Bilateria
ENSG00000010379	ENSG00000132164	SLC6A13	SLC6A11	Bilateria
ENSG00000130821	ENSG00000157103	SLC6A8	SLC6A1	Bilateria
ENSG00000011083	ENSG00000157103	SLC6A7	SLC6A1	Bilateria
ENSG00000072041	ENSG00000157103	SLC6A15	SLC6A1	Bilateria
ENSG00000146399	ENSG00000196639	TAAR1	HRH1	Bilateria
ENSG00000164270	ENSG00000196639	HTR4	HRH1	Bilateria
ENSG00000101180	ENSG00000196639	HRH3	HRH1	Bilateria
ENSG00000069696	ENSG00000196639	DRD4	HRH1	Bilateria
ENSG00000146385	ENSG00000196639	TAAR8	HRH1	Bilateria
ENSG00000113749	ENSG00000196639	HRH2	HRH1	Bilateria
ENSG00000196639	ENSG00000237110	HRH1	TAAR9	Bilateria
ENSG00000168539	ENSG00000196639	CHRM1	HRH1	Bilateria
ENSG00000135569	ENSG00000196639	TAAR5	HRH1	Bilateria
ENSG00000134489	ENSG00000196639	HRH4	HRH1	Bilateria
ENSG00000188394	ENSG00000196639	GPR21	HRH1	Bilateria
ENSG00000178394	ENSG00000196639	HTR1A	HRH1	Bilateria
ENSG00000180720	ENSG00000196639	CHRM4	HRH1	Bilateria
ENSG00000151577	ENSG00000196639	DRD3	HRH1	Bilateria
ENSG00000169676	ENSG00000196639	DRD5	HRH1	Bilateria
ENSG00000181072	ENSG00000196639	CHRM2	HRH1	Bilateria
ENSG00000139572	ENSG00000196639	GPR84	HRH1	Bilateria
ENSG00000146383	ENSG00000196639	TAAR6	HRH1	Bilateria
ENSG00000184984	ENSG00000196639	CHRM5	HRH1	Bilateria
ENSG00000184845	ENSG00000196639	DRD1	HRH1	Bilateria
ENSG00000146378	ENSG00000196639	TAAR2	HRH1	Bilateria
ENSG00000081307	ENSG00000197548	UBA5	ATG7	Opisthokonta
ENSG00000130985	ENSG00000197548	UBA1	ATG7	Opisthokonta
ENSG00000124217	ENSG00000197548	MOCS3	ATG7	Opisthokonta
ENSG00000126261	ENSG00000197548	UBA2	ATG7	Opisthokonta
ENSG00000033178	ENSG00000197548	UBA6	ATG7	Opisthokonta
ENSG00000159593	ENSG00000197548	NAE1	ATG7	Opisthokonta
ENSG00000182179	ENSG00000197548	UBA7	ATG7	Opisthokonta
ENSG00000144744	ENSG00000197548	UBA3	ATG7	Opisthokonta
ENSG00000142230	ENSG00000197548	SAE1	ATG7	Opisthokonta
ENSG00000157152	ENSG00000185666	SYN2	SYN3	Bilateria
ENSG00000008056	ENSG00000157152	SYN1	SYN2	Bilateria
ENSG00000102265	ENSG00000157150	TIMP1	TIMP4	Bilateria
ENSG00000035862	ENSG00000157150	TIMP2	TIMP4	Bilateria
ENSG00000100234	ENSG00000157150	TIMP3	TIMP4	Bilateria
ENSG00000126351	ENSG00000132170	THRA	PPARG	Bilateria
ENSG00000132170	ENSG00000198963	PPARG	RORB	Bilateria
ENSG00000132170	ENSG00000186951	PPARG	PPARA	Bilateria
ENSG00000131408	ENSG00000132170	NR1H2	PPARG	Bilateria
ENSG00000126368	ENSG00000132170	NR1D1	PPARG	Bilateria
ENSG00000111424	ENSG00000132170	VDR	PPARG	Bilateria
ENSG00000077092	ENSG00000132170	RARB	PPARG	Bilateria
ENSG00000112033	ENSG00000132170	PPARD	PPARG	Bilateria
ENSG00000132170	ENSG00000174738	PPARG	NR1D2	Bilateria
ENSG00000025434	ENSG00000132170	NR1H3	PPARG	Bilateria
ENSG00000012504	ENSG00000132170	NR1H4	PPARG	Bilateria
ENSG00000132170	ENSG00000172819	PPARG	RARG	Bilateria
ENSG00000132170	ENSG00000151090	PPARG	THRB	Bilateria
ENSG00000131759	ENSG00000132170	RARA	PPARG	Bilateria
ENSG00000069667	ENSG00000132170	RORA	PPARG	Bilateria
ENSG00000132170	ENSG00000144852	PPARG	NR1I2	Bilateria
ENSG00000075975	ENSG00000133606	MKRN2	MKRN1	Vertebrata
ENSG00000075975	ENSG00000179455	MKRN2	MKRN3	Vertebrata
ENSG00000075975	ENSG00000300293	MKRN2	ENSG00000300293	Vertebrata
ENSG00000132155	ENSG00000139625	RAF1	MAP3K12	Bilateria
ENSG00000130758	ENSG00000132155	MAP3K10	RAF1	Bilateria
ENSG00000078061	ENSG00000132155	ARAF	RAF1	Bilateria
ENSG00000006432	ENSG00000132155	MAP3K9	RAF1	Bilateria
ENSG00000144713	ENSG00000177700	RPL32	POLR2L	Opisthokonta
ENSG00000124313	ENSG00000144711	IQSEC2	IQSEC1	Opisthokonta
ENSG00000061273	ENSG00000163517	HDAC7	HDAC11	Opisthokonta
ENSG00000108840	ENSG00000163517	HDAC5	HDAC11	Opisthokonta
ENSG00000094631	ENSG00000163517	HDAC6	HDAC11	Opisthokonta
ENSG00000163517	ENSG00000171720	HDAC11	HDAC3	Opisthokonta
ENSG00000048052	ENSG00000163517	HDAC9	HDAC11	Opisthokonta
ENSG00000163517	ENSG00000196591	HDAC11	HDAC2	Opisthokonta
ENSG00000100429	ENSG00000163517	HDAC10	HDAC11	Opisthokonta
ENSG00000147099	ENSG00000163517	HDAC8	HDAC11	Opisthokonta
ENSG00000163520	ENSG00000188107	FBLN2	EYS	Bilateria
ENSG00000077942	ENSG00000163520	FBLN1	FBLN2	Bilateria
ENSG00000140092	ENSG00000163520	FBLN5	FBLN2	Bilateria
ENSG00000163520	ENSG00000172638	FBLN2	EFEMP2	Bilateria
ENSG00000146530	ENSG00000163520	VWDE	FBLN2	Bilateria
ENSG00000125084	ENSG00000154764	WNT1	WNT7A	Bilateria
ENSG00000154764	ENSG00000158955	WNT7A	WNT9B	Bilateria
ENSG00000105989	ENSG00000154764	WNT2	WNT7A	Bilateria
ENSG00000061492	ENSG00000154764	WNT8A	WNT7A	Bilateria
ENSG00000114251	ENSG00000154764	WNT5A	WNT7A	Bilateria
ENSG00000154764	ENSG00000169884	WNT7A	WNT10B	Bilateria
ENSG00000108379	ENSG00000154764	WNT3	WNT7A	Bilateria
ENSG00000085741	ENSG00000154764	WNT11	WNT7A	Bilateria
ENSG00000075290	ENSG00000154764	WNT8B	WNT7A	Bilateria
ENSG00000154764	ENSG00000188064	WNT7A	WNT7B	Bilateria
ENSG00000002745	ENSG00000154764	WNT16	WNT7A	Bilateria
ENSG00000111186	ENSG00000154764	WNT5B	WNT7A	Bilateria
ENSG00000130821	ENSG00000131389	SLC6A8	SLC6A6	Bilateria
ENSG00000011083	ENSG00000131389	SLC6A7	SLC6A6	Bilateria
ENSG00000072041	ENSG00000131389	SLC6A15	SLC6A6	Bilateria
ENSG00000144596	ENSG00000269313	GRIP2	MAGIX	Bilateria
ENSG00000144596	ENSG00000151748	GRIP2	SAV1	Bilateria
ENSG00000102302	ENSG00000154783	FGD1	FGD5	Opisthokonta
ENSG00000154783	ENSG00000180263	FGD5	FGD6	Opisthokonta
ENSG00000120798	ENSG00000177463	NR2C1	NR2C2	Bilateria
ENSG00000177463	ENSG00000278570	NR2C2	NR2E3	Bilateria
ENSG00000112333	ENSG00000177463	NR2E1	NR2C2	Bilateria
ENSG00000101076	ENSG00000177463	HNF4A	NR2C2	Bilateria
ENSG00000175745	ENSG00000177463	NR2F1	NR2C2	Bilateria
ENSG00000160113	ENSG00000177463	NR2F6	NR2C2	Bilateria
ENSG00000177463	ENSG00000185551	NR2C2	NR2F2	Bilateria
ENSG00000177463	ENSG00000186350	NR2C2	RXRA	Bilateria
ENSG00000177463	ENSG00000204231	NR2C2	RXRB	Bilateria
ENSG00000164749	ENSG00000177463	HNF4G	NR2C2	Bilateria
ENSG00000131375	ENSG00000249915	CAPN7	PDCD6	Bilateria
ENSG00000126247	ENSG00000131375	CAPNS1	CAPN7	Bilateria
ENSG00000092529	ENSG00000131375	CAPN3	CAPN7	Bilateria
ENSG00000131375	ENSG00000182472	CAPN7	CAPN12	Bilateria
ENSG00000131375	ENSG00000137225	CAPN7	CAPN11	Bilateria
ENSG00000114270	ENSG00000206561	COL7A1	COLQ	Bilateria
ENSG00000160963	ENSG00000206561	COL26A1	COLQ	Bilateria
ENSG00000204248	ENSG00000206561	COL11A2	COLQ	Bilateria
ENSG00000100626	ENSG00000131386	GALNT16	GALNT15	Bilateria
ENSG00000131386	ENSG00000139629	GALNT15	GALNT6	Bilateria
ENSG00000131386	ENSG00000185274	GALNT15	GALNT17	Bilateria
ENSG00000100243	ENSG00000154814	CYB5R3	OXNAD1	Opisthokonta
ENSG00000137841	ENSG00000154822	PLCB2	PLCL2	Opisthokonta
ENSG00000124181	ENSG00000154822	PLCG1	PLCL2	Opisthokonta
ENSG00000065491	ENSG00000131374	TBC1D22B	TBC1D5	Opisthokonta
ENSG00000111490	ENSG00000131374	TBC1D30	TBC1D5	Opisthokonta
ENSG00000068354	ENSG00000131374	TBC1D25	TBC1D5	Opisthokonta
ENSG00000121749	ENSG00000131374	TBC1D15	TBC1D5	Opisthokonta
ENSG00000131374	ENSG00000148429	TBC1D5	USP6NL	Opisthokonta
ENSG00000138622	ENSG00000183960	HCN4	KCNH8	Bilateria
ENSG00000075785	ENSG00000144566	RAB7A	RAB5A	Opisthokonta
ENSG00000144566	ENSG00000167964	RAB5A	RAB26	Opisthokonta
ENSG00000139998	ENSG00000144566	RAB15	RAB5A	Opisthokonta
ENSG00000100228	ENSG00000144566	RAB36	RAB5A	Opisthokonta
ENSG00000124209	ENSG00000144566	RAB22A	RAB5A	Opisthokonta
ENSG00000144566	ENSG00000172780	RAB5A	RAB43	Opisthokonta
ENSG00000144566	ENSG00000167578	RAB5A	RAB4B	Opisthokonta
ENSG00000144566	ENSG00000206418	RAB5A	RAB12	Opisthokonta
ENSG00000100614	ENSG00000183977	PPM1A	PP2D1	Opisthokonta
ENSG00000175175	ENSG00000183977	PPM1E	PP2D1	Opisthokonta
ENSG00000172840	ENSG00000183977	PDP2	PP2D1	Opisthokonta
ENSG00000170836	ENSG00000183977	PPM1D	PP2D1	Opisthokonta
ENSG00000114166	ENSG00000204256	KAT2B	BRD2	Opisthokonta
ENSG00000113761	ENSG00000151789	ZNF346	ZNF385D	Bilateria
ENSG00000127314	ENSG00000197885	RAP1B	NKIRAS1	Opisthokonta
ENSG00000133703	ENSG00000197885	KRAS	NKIRAS1	Opisthokonta
ENSG00000077092	ENSG00000174738	RARB	NR1D2	Bilateria
ENSG00000112033	ENSG00000174738	PPARD	NR1D2	Bilateria
ENSG00000012504	ENSG00000174738	NR1H4	NR1D2	Bilateria
ENSG00000172819	ENSG00000174738	RARG	NR1D2	Bilateria
ENSG00000077092	ENSG00000151090	RARB	THRB	Bilateria
ENSG00000112033	ENSG00000151090	PPARD	THRB	Bilateria
ENSG00000012504	ENSG00000151090	NR1H4	THRB	Bilateria
ENSG00000151090	ENSG00000172819	THRB	RARG	Bilateria
ENSG00000077092	ENSG00000126351	RARB	THRA	Bilateria
ENSG00000077092	ENSG00000198963	RARB	RORB	Bilateria
ENSG00000077092	ENSG00000186951	RARB	PPARA	Bilateria
ENSG00000077092	ENSG00000131408	RARB	NR1H2	Bilateria
ENSG00000077092	ENSG00000126368	RARB	NR1D1	Bilateria
ENSG00000077092	ENSG00000111424	RARB	VDR	Bilateria
ENSG00000077092	ENSG00000112033	RARB	PPARD	Bilateria
ENSG00000025434	ENSG00000077092	NR1H3	RARB	Bilateria
ENSG00000012504	ENSG00000077092	NR1H4	RARB	Bilateria
ENSG00000077092	ENSG00000172819	RARB	RARG	Bilateria
ENSG00000077092	ENSG00000131759	RARB	RARA	Bilateria
ENSG00000069667	ENSG00000077092	RORA	RARB	Bilateria
ENSG00000077092	ENSG00000144852	RARB	NR1I2	Bilateria
ENSG00000077097	ENSG00000131747	TOP2B	TOP2A	Opisthokonta
ENSG00000151093	ENSG00000169710	OXSM	FASN	Opisthokonta
ENSG00000179796	ENSG00000204913	LRRC3B	LRRC3C	Bilateria
ENSG00000128606	ENSG00000179796	LRRC17	LRRC3B	Bilateria
ENSG00000136098	ENSG00000163491	NEK3	NEK10	Opisthokonta
ENSG00000119638	ENSG00000163491	NEK9	NEK10	Opisthokonta
ENSG00000033867	ENSG00000050438	SLC4A7	SLC4A8	Bilateria
ENSG00000076067	ENSG00000144642	RBMS2	RBMS3	Opisthokonta
ENSG00000108395	ENSG00000206557	TRIM37	TRIM71	Bilateria
ENSG00000166326	ENSG00000206557	TRIM44	TRIM71	Bilateria
ENSG00000206557	ENSG00000221926	TRIM71	TRIM16	Bilateria
ENSG00000141569	ENSG00000206557	TRIM65	TRIM71	Bilateria
ENSG00000132481	ENSG00000206557	TRIM47	TRIM71	Bilateria
ENSG00000183813	ENSG00000184451	CCR4	CCR10	Vertebrata
ENSG00000153558	ENSG00000161040	FBXL2	FBXL13	Opisthokonta
ENSG00000107872	ENSG00000153558	FBXL15	FBXL2	Opisthokonta
ENSG00000135457	ENSG00000153560	TFCP2	UBP1	Bilateria
ENSG00000163539	ENSG00000198718	CLASP2	TOGARAM1	Bilateria
ENSG00000163673	ENSG00000183049	DCLK3	CAMK1D	Opisthokonta
ENSG00000130822	ENSG00000163673	PNCK	DCLK3	Opisthokonta
ENSG00000145349	ENSG00000163673	CAMK2D	DCLK3	Opisthokonta
ENSG00000163673	ENSG00000164076	DCLK3	CAMKV	Opisthokonta
ENSG00000178567	ENSG00000198218	EPM2AIP1	QRICH1	Bilateria
ENSG00000076242	ENSG00000119684	MLH1	MLH3	Opisthokonta
ENSG00000005961	ENSG00000144668	ITGA2B	ITGA9	Bilateria
ENSG00000144668	ENSG00000161638	ITGA9	ITGA5	Bilateria
ENSG00000083457	ENSG00000144668	ITGAE	ITGA9	Bilateria
ENSG00000140678	ENSG00000144668	ITGAX	ITGA9	Bilateria
ENSG00000077943	ENSG00000144668	ITGA8	ITGA9	Bilateria
ENSG00000144668	ENSG00000156886	ITGA9	ITGAD	Bilateria
ENSG00000144668	ENSG00000164171	ITGA9	ITGA2	Bilateria
ENSG00000144668	ENSG00000213949	ITGA9	ITGA1	Bilateria
ENSG00000005884	ENSG00000144668	ITGA3	ITGA9	Bilateria
ENSG00000135424	ENSG00000144668	ITGA7	ITGA9	Bilateria
ENSG00000005844	ENSG00000144668	ITGAL	ITGA9	Bilateria
ENSG00000137809	ENSG00000144668	ITGA11	ITGA9	Bilateria
ENSG00000144668	ENSG00000169896	ITGA9	ITGAM	Bilateria
ENSG00000105197	ENSG00000144677	TIMM50	CTDSPL	Opisthokonta
ENSG00000137841	ENSG00000187091	PLCB2	PLCD1	Opisthokonta
ENSG00000124181	ENSG00000187091	PLCG1	PLCD1	Opisthokonta
ENSG00000060971	ENSG00000075239	ACAA1	ACAT1	Opisthokonta
ENSG00000060971	ENSG00000120437	ACAA1	ACAT2	Opisthokonta
ENSG00000137843	ENSG00000172939	PAK6	OXSR1	Opisthokonta
ENSG00000130669	ENSG00000172939	PAK4	OXSR1	Opisthokonta
ENSG00000012983	ENSG00000172939	MAP4K5	OXSR1	Opisthokonta
ENSG00000141503	ENSG00000172939	MINK1	OXSR1	Opisthokonta
ENSG00000104814	ENSG00000172939	MAP4K1	OXSR1	Opisthokonta
ENSG00000107968	ENSG00000172939	MAP3K8	OXSR1	Opisthokonta
ENSG00000149269	ENSG00000172939	PAK1	OXSR1	Opisthokonta
ENSG00000108984	ENSG00000172939	MAP2K6	OXSR1	Opisthokonta
ENSG00000092096	ENSG00000172940	SLC22A17	SLC22A13	Opisthokonta
ENSG00000092096	ENSG00000144671	SLC22A17	SLC22A14	Opisthokonta
ENSG00000006283	ENSG00000183873	CACNA1G	SCN5A	Opisthokonta
ENSG00000183873	ENSG00000196876	SCN5A	SCN8A	Opisthokonta
ENSG00000157388	ENSG00000183873	CACNA1D	SCN5A	Opisthokonta
ENSG00000102001	ENSG00000183873	CACNA1F	SCN5A	Opisthokonta
ENSG00000006283	ENSG00000185313	CACNA1G	SCN10A	Opisthokonta
ENSG00000185313	ENSG00000196876	SCN10A	SCN8A	Opisthokonta
ENSG00000157388	ENSG00000185313	CACNA1D	SCN10A	Opisthokonta
ENSG00000102001	ENSG00000185313	CACNA1F	SCN10A	Opisthokonta
ENSG00000006283	ENSG00000168356	CACNA1G	SCN11A	Opisthokonta
ENSG00000168356	ENSG00000196876	SCN11A	SCN8A	Opisthokonta
ENSG00000157388	ENSG00000168356	CACNA1D	SCN11A	Opisthokonta
ENSG00000102001	ENSG00000168356	CACNA1F	SCN11A	Opisthokonta
ENSG00000110925	ENSG00000144655	CSRNP2	CSRNP1	Vertebrata
ENSG00000168329	ENSG00000184451	CX3CR1	CCR10	Vertebrata
ENSG00000179934	ENSG00000184451	CCR8	CCR10	Vertebrata
ENSG00000144659	ENSG00000178537	SLC25A38	SLC25A20	Opisthokonta
ENSG00000102078	ENSG00000144659	SLC25A14	SLC25A38	Opisthokonta
ENSG00000144659	ENSG00000144741	SLC25A38	SLC25A26	Opisthokonta
ENSG00000144659	ENSG00000182902	SLC25A38	SLC25A18	Opisthokonta
ENSG00000175395	ENSG00000177873	ZNF25	ZNF619	Bilateria
ENSG00000177873	ENSG00000198105	ZNF619	ZNF248	Bilateria
ENSG00000164256	ENSG00000177873	PRDM9	ZNF619	Bilateria
ENSG00000177873	ENSG00000181666	ZNF619	ZNF875	Bilateria
ENSG00000175395	ENSG00000177842	ZNF25	ZNF620	Bilateria
ENSG00000177842	ENSG00000198105	ZNF620	ZNF248	Bilateria
ENSG00000164256	ENSG00000177842	PRDM9	ZNF620	Bilateria
ENSG00000177842	ENSG00000181666	ZNF620	ZNF875	Bilateria
ENSG00000172888	ENSG00000189144	ZNF621	ZNF573	Bilateria
ENSG00000172888	ENSG00000198182	ZNF621	ZNF607	Bilateria
ENSG00000172888	ENSG00000181007	ZNF621	ZFP82	Bilateria
ENSG00000171817	ENSG00000172888	ZNF540	ZNF621	Bilateria
ENSG00000172888	ENSG00000196793	ZNF621	ZNF239	Bilateria
ENSG00000120784	ENSG00000172888	ZFP30	ZNF621	Bilateria
ENSG00000169740	ENSG00000172888	ZNF32	ZNF621	Bilateria
ENSG00000172888	ENSG00000188283	ZNF621	ZNF383	Bilateria
ENSG00000172888	ENSG00000198453	ZNF621	ZNF568	Bilateria
ENSG00000172888	ENSG00000196967	ZNF621	ZNF585A	Bilateria
ENSG00000172888	ENSG00000245680	ZNF621	ZNF585B	Bilateria
ENSG00000172888	ENSG00000180479	ZNF621	ZNF571	Bilateria
ENSG00000010310	ENSG00000114812	GIPR	VIPR1	Bilateria
ENSG00000114812	ENSG00000173698	VIPR1	ADGRG2	Bilateria
ENSG00000114812	ENSG00000166979	VIPR1	EVA1C	Bilateria
ENSG00000093183	ENSG00000139190	SEC22C	VAMP1	Opisthokonta
ENSG00000114857	ENSG00000185250	NKTR	PPIL6	Opisthokonta
ENSG00000114857	ENSG00000137168	NKTR	PPIL1	Opisthokonta
ENSG00000114857	ENSG00000131013	NKTR	PPIL4	Opisthokonta
ENSG00000114853	ENSG00000122034	ZBTB47	GTF3A	Bilateria
ENSG00000157119	ENSG00000163376	KLHL40	KBTBD8	Bilateria
ENSG00000157119	ENSG00000185909	KLHL40	KLHDC8B	Bilateria
ENSG00000003096	ENSG00000157119	KLHL13	KLHL40	Bilateria
ENSG00000087448	ENSG00000157119	KLHL42	KLHL40	Bilateria
ENSG00000157119	ENSG00000179454	KLHL40	KLHL28	Bilateria
ENSG00000144648	ENSG00000184451	ACKR2	CCR10	Vertebrata
ENSG00000144647	ENSG00000163378	POMGNT2	EOGT	Bilateria
ENSG00000142149	ENSG00000163788	HUNK	SNRK	Opisthokonta
ENSG00000134343	ENSG00000160746	ANO3	ANO10	Bilateria
ENSG00000160746	ENSG00000177119	ANO10	ANO6	Bilateria
ENSG00000011198	ENSG00000248487	ABHD5	ABHD14A	Opisthokonta
ENSG00000011198	ENSG00000106077	ABHD5	ABHD11	Opisthokonta
ENSG00000011198	ENSG00000114779	ABHD5	ABHD14B	Opisthokonta
ENSG00000011198	ENSG00000106484	ABHD5	MEST	Opisthokonta
ENSG00000102935	ENSG00000185219	ZNF423	ZNF445	Bilateria
ENSG00000166716	ENSG00000178917	ZNF592	ZNF852	Bilateria
ENSG00000110851	ENSG00000178917	PRDM4	ZNF852	Bilateria
ENSG00000178917	ENSG00000189164	ZNF852	ZNF527	Bilateria
ENSG00000166716	ENSG00000196345	ZNF592	ZKSCAN7	Bilateria
ENSG00000110851	ENSG00000196345	PRDM4	ZKSCAN7	Bilateria
ENSG00000189164	ENSG00000196345	ZNF527	ZKSCAN7	Bilateria
ENSG00000095574	ENSG00000144792	IKZF5	ZNF660	Bilateria
ENSG00000144792	ENSG00000196152	ZNF660	ZNF79	Bilateria
ENSG00000144792	ENSG00000171827	ZNF660	ZNF570	Bilateria
ENSG00000141956	ENSG00000144792	PRDM15	ZNF660	Bilateria
ENSG00000144792	ENSG00000188227	ZNF660	ZNF793	Bilateria
ENSG00000186448	ENSG00000189144	ZNF197	ZNF573	Bilateria
ENSG00000186448	ENSG00000198182	ZNF197	ZNF607	Bilateria
ENSG00000181007	ENSG00000186448	ZFP82	ZNF197	Bilateria
ENSG00000171817	ENSG00000186448	ZNF540	ZNF197	Bilateria
ENSG00000186448	ENSG00000196793	ZNF197	ZNF239	Bilateria
ENSG00000120784	ENSG00000186448	ZFP30	ZNF197	Bilateria
ENSG00000169740	ENSG00000186448	ZNF32	ZNF197	Bilateria
ENSG00000186448	ENSG00000188283	ZNF197	ZNF383	Bilateria
ENSG00000186448	ENSG00000198453	ZNF197	ZNF568	Bilateria
ENSG00000186448	ENSG00000196967	ZNF197	ZNF585A	Bilateria
ENSG00000186448	ENSG00000245680	ZNF197	ZNF585B	Bilateria
ENSG00000180479	ENSG00000186448	ZNF571	ZNF197	Bilateria
ENSG00000169981	ENSG00000175395	ZNF35	ZNF25	Bilateria
ENSG00000169981	ENSG00000198105	ZNF35	ZNF248	Bilateria
ENSG00000164256	ENSG00000169981	PRDM9	ZNF35	Bilateria
ENSG00000169981	ENSG00000181666	ZNF35	ZNF875	Bilateria
ENSG00000189144	ENSG00000196653	ZNF573	ZNF502	Bilateria
ENSG00000196653	ENSG00000198182	ZNF502	ZNF607	Bilateria
ENSG00000181007	ENSG00000196653	ZFP82	ZNF502	Bilateria
ENSG00000171817	ENSG00000196653	ZNF540	ZNF502	Bilateria
ENSG00000196653	ENSG00000196793	ZNF502	ZNF239	Bilateria
ENSG00000120784	ENSG00000196653	ZFP30	ZNF502	Bilateria
ENSG00000169740	ENSG00000196653	ZNF32	ZNF502	Bilateria
ENSG00000188283	ENSG00000196653	ZNF383	ZNF502	Bilateria
ENSG00000196653	ENSG00000198453	ZNF502	ZNF568	Bilateria
ENSG00000196653	ENSG00000196967	ZNF502	ZNF585A	Bilateria
ENSG00000196653	ENSG00000245680	ZNF502	ZNF585B	Bilateria
ENSG00000180479	ENSG00000196653	ZNF571	ZNF502	Bilateria
ENSG00000186446	ENSG00000189144	ZNF501	ZNF573	Bilateria
ENSG00000186446	ENSG00000198182	ZNF501	ZNF607	Bilateria
ENSG00000181007	ENSG00000186446	ZFP82	ZNF501	Bilateria
ENSG00000171817	ENSG00000186446	ZNF540	ZNF501	Bilateria
ENSG00000186446	ENSG00000196793	ZNF501	ZNF239	Bilateria
ENSG00000120784	ENSG00000186446	ZFP30	ZNF501	Bilateria
ENSG00000169740	ENSG00000186446	ZNF32	ZNF501	Bilateria
ENSG00000186446	ENSG00000188283	ZNF501	ZNF383	Bilateria
ENSG00000186446	ENSG00000198453	ZNF501	ZNF568	Bilateria
ENSG00000186446	ENSG00000196967	ZNF501	ZNF585A	Bilateria
ENSG00000186446	ENSG00000245680	ZNF501	ZNF585B	Bilateria
ENSG00000180479	ENSG00000186446	ZNF571	ZNF501	Bilateria
ENSG00000163808	ENSG00000237649	KIF15	KIFC1	Opisthokonta
ENSG00000125337	ENSG00000163808	KIF25	KIF15	Opisthokonta
ENSG00000066735	ENSG00000163808	KIF26A	KIF15	Opisthokonta
ENSG00000138160	ENSG00000163808	KIF11	KIF15	Opisthokonta
ENSG00000101350	ENSG00000163808	KIF3B	KIF15	Opisthokonta
ENSG00000163808	ENSG00000164627	KIF15	KIF6	Opisthokonta
ENSG00000112984	ENSG00000163808	KIF20A	KIF15	Opisthokonta
ENSG00000104219	ENSG00000163812	ZDHHC2	ZDHHC3	Opisthokonta
ENSG00000163812	ENSG00000177108	ZDHHC3	ZDHHC22	Opisthokonta
ENSG00000075914	ENSG00000120699	EXOSC7	EXOSC8	Opisthokonta
ENSG00000105472	ENSG00000163815	CLEC11A	CLEC3B	Vertebrata
ENSG00000198825	ENSG00000211456	INPP5F	SACM1L	Opisthokonta
ENSG00000130821	ENSG00000163817	SLC6A8	SLC6A20	Bilateria
ENSG00000011083	ENSG00000163817	SLC6A7	SLC6A20	Bilateria
ENSG00000072041	ENSG00000163817	SLC6A15	SLC6A20	Bilateria
ENSG00000173585	ENSG00000184451	CCR9	CCR10	Gnathostomata
ENSG00000172215	ENSG00000184451	CXCR6	CCR10	Gnathostomata
ENSG00000173578	ENSG00000184451	XCR1	CCR10	Bilateria
ENSG00000183625	ENSG00000184451	CCR3	CCR10	Vertebrata
ENSG00000163823	ENSG00000184451	CCR1	CCR10	Vertebrata
ENSG00000121807	ENSG00000184451	CCR2	CCR10	Vertebrata
ENSG00000160791	ENSG00000184451	CCR5	CCR10	Vertebrata
ENSG00000121797	ENSG00000184451	CCRL2	CCR10	Vertebrata
ENSG00000163827	ENSG00000186001	LRRC2	LRCH3	Opisthokonta
ENSG00000163827	ENSG00000165383	LRRC2	LRRC18	Opisthokonta
ENSG00000130224	ENSG00000163827	LRCH2	LRRC2	Opisthokonta
ENSG00000163827	ENSG00000206422	LRRC2	LRRC30	Opisthokonta
ENSG00000160188	ENSG00000178038	RSPH1	ALS2CL	Bilateria
ENSG00000187950	ENSG00000283706	OVCH1	PRSS50	Chordata
ENSG00000122194	ENSG00000283706	PLG	PRSS50	Chordata
ENSG00000092841	ENSG00000160808	MYL6	MYL3	Vertebrata
ENSG00000010310	ENSG00000160801	GIPR	PTH1R	Bilateria
