accession	organism	vclass	vorder	group	cell	copy_id	label	contig	start	end	n_informative	keys
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	non_actinopterygian	ITPR3	Aptenodytes_forsteri|GCF_000699145.1|ITPR3.0	Aptenodytes_forsteri|GCF_000699145.1|ITPR3.0	NW_008794598.1	4541206	4664699	17	APOBEC2;BAK1;CUNH6ORF106;FOXP4;GRM4;HMGA1;MDFI;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SNRPC;SPDEF;TAF11;TSPO2;UHRF1BP1
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	non_actinopterygian	RYR	Aptenodytes_forsteri|GCF_000699145.1|RYR.0	Aptenodytes_forsteri|GCF_000699145.1|RYR.0	NW_008794117.1	4087277	4344592	9	CHRM3;EXO1;FMN2;GREM2;MAP1LC3C;OPN3;PIGM;RGS7;WDR64
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	non_actinopterygian	RYR	Aptenodytes_forsteri|GCF_000699145.1|RYR.1	Aptenodytes_forsteri|GCF_000699145.1|RYR.1	NW_008795853.1	1114908	1396460	18	AVEN;CHRM5;COPS4;EIF2AK4;EMC7;ENOPH1;FSIP1;GPR176;HNRNPD;HNRNPDL;KATNBL1;LIN54;SCD5;SEC31A;SRP14;THAP9;THBS1;TMEM150C
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	non_actinopterygian	ITPR3	Tinamus_guttatus|GCF_000705375.1|ITPR3.0	Tinamus_guttatus|GCF_000705375.1|ITPR3.0	NW_010580621.1	261234	277602	7	GRM4;HMGA1;IP6K3;LEMD2;MLN;PACSIN1;RPS10
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	non_actinopterygian	ITPR1	Charadrius_vociferus|GCF_000708025.1|ITPR1.0	Charadrius_vociferus|GCF_000708025.1|ITPR1.0	NW_009647846.1	1649191	1825300	18	ARL8B;BHLHE40;CAV3;CHL1;CNTN4;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	non_actinopterygian	ITPR2	Charadrius_vociferus|GCF_000708025.1|ITPR2.0	Charadrius_vociferus|GCF_000708025.1|ITPR2.0	NW_009647222.1	8019078	8321803	17	ABCC9;ARNTL2;ASUN;CASC1;FGFR1OP2;GYS2;KCNJ8;KRAS;LDHB;LMNTD1;LRMP;LYRM5;MED21;RASSF8;REP15;STK38L;TM7SF3
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	non_actinopterygian	ITPR3	Charadrius_vociferus|GCF_000708025.1|ITPR3.0	Charadrius_vociferus|GCF_000708025.1|ITPR3.0	NW_009649114.1	2954128	3077943	16	ANKS1A;APOBEC2;BAK1;FOXP4;GRM4;HMGA1;MDFI;NFYA;OARD1;PACSIN1;SNRPC;SPDEF;TAF11;TFEB;TSPO2;UHRF1BP1
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	non_actinopterygian	RYR	Charadrius_vociferus|GCF_000708025.1|RYR.1	Charadrius_vociferus|GCF_000708025.1|RYR.1	NW_009648876.1	6210	230186	9	ARHGAP11A;DPH6;FAM98B;FMN1;GREM1;MEIS2;RASGRP1;SCG5;SPRED1
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	non_actinopterygian	RYR	Charadrius_vociferus|GCF_000708025.1|RYR.0	Charadrius_vociferus|GCF_000708025.1|RYR.0	NW_009661370.1	220745	555934	11	CHRM3;EXO1;FMN2;GREM2;MAP1LC3C;MTR;OPN3;PIGM;PLD5;RGS7;WDR64
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	non_actinopterygian	ITPR1	Chaetura_pelagica|GCF_000747805.2|ITPR1.0	Chaetura_pelagica|GCF_000747805.2|ITPR1.0	NW_009954216.1	1102883	1279410	17	ARL8B;BHLHE40;CAV3;CNTN4;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SUMF1;THUMPD3;TRNT1
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	non_actinopterygian	ITPR2	Chaetura_pelagica|GCF_000747805.2|ITPR2.0	Chaetura_pelagica|GCF_000747805.2|ITPR2.0	NW_009954317.1	1129924	1328515	10	AICDA;ARNTL2;ASUN;FGFR1OP2;MED21;MFAP5;PPFIBP1;RIMKLB;STK38L;TM7SF3
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	non_actinopterygian	ITPR3	Chaetura_pelagica|GCF_000747805.2|ITPR3.0	Chaetura_pelagica|GCF_000747805.2|ITPR3.0	NW_009970727.1	633770	682232	15	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MLN;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SPDEF;TSPO2
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	non_actinopterygian	RYR	Chaetura_pelagica|GCF_000747805.2|RYR.1	Chaetura_pelagica|GCF_000747805.2|RYR.1	NW_009952265.1	3644051	3858654	19	ARHGAP11A;AVEN;BMF;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	non_actinopterygian	RYR	Chaetura_pelagica|GCF_000747805.2|RYR.0	Chaetura_pelagica|GCF_000747805.2|RYR.0	NW_009953215.1	1252334	1601770	14	ACTN2;CHRM3;EDARADD;ERO1LB;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MTR;NID1;RGS7
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	non_actinopterygian	ITPR1	Manacus_vitellinus|GCF_001715985.3|ITPR1.0	Manacus_vitellinus|GCF_001715985.3|ITPR1.0	NW_021939063.1	1462321	1618265	16	ARL8B;BHLHE40;CAV3;CHL1;CNTN4;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SUMF1;TRNT1
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	non_actinopterygian	ITPR2	Manacus_vitellinus|GCF_001715985.3|ITPR2.0	Manacus_vitellinus|GCF_001715985.3|ITPR2.0	NW_021940729.1	2305507	2544400	19	ARNTL2;CASC1;ENDOU;ETFRF1;FGFR1OP2;GYS2;INTS13;KCNJ8;KRAS;LDHB;LRMP;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	non_actinopterygian	ITPR3	Manacus_vitellinus|GCF_001715985.3|ITPR3.0	Manacus_vitellinus|GCF_001715985.3|ITPR3.0	NW_021940585.1	5497251	5531529	14	APOBEC2;BAK1;FOXP4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;OARD1;PACSIN1;SPDEF;TREML2;TSPO2
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	non_actinopterygian	RYR	Manacus_vitellinus|GCF_001715985.3|RYR.1	Manacus_vitellinus|GCF_001715985.3|RYR.1	NW_021940750.1	10971189	11183170	17	ARHGAP11A;BMF;CHRM5;CUNH15ORF41;EIF2AK4;EMC7;FAM98B;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	non_actinopterygian	RYR	Manacus_vitellinus|GCF_001715985.3|RYR.0	Manacus_vitellinus|GCF_001715985.3|RYR.0	NW_021940864.1	26045512	26422755	17	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GPR137B;GREM2;HEATR1;LGALS8;MAP1LC3C;MTR;NID1;OPN3;PIGM;RGS7;WDR64
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	non_actinopterygian	ITPR1	Nothoprocta_perdicaria|GCF_003342845.1|ITPR1.0	Nothoprocta_perdicaria|GCF_003342845.1|ITPR1.0	NW_020454760.1	1617916	1763627	18	APPL1;ARF4;ARL8B;ASB14;BHLHE40;CNTN4;CRBN;DENND6A;DNAH12;EDEM1;GRM7;IL5RA;LRRN1;MTCL1;PDE12;RAB12;SUMF1;TRNT1
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	non_actinopterygian	ITPR2	Nothoprocta_perdicaria|GCF_003342845.1|ITPR2.0	Nothoprocta_perdicaria|GCF_003342845.1|ITPR2.0	NW_020455560.1	467090	706888	8	BHLHE41;CASC1;ETFRF1;KRAS;LMNTD1;LRMP;RASSF8;SSPN
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	non_actinopterygian	ITPR3	Nothoprocta_perdicaria|GCF_003342845.1|ITPR3.0	Nothoprocta_perdicaria|GCF_003342845.1|ITPR3.0	NW_020456276.1	2224562	2267734	15	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;OARD1;PACSIN1;RPS10;TFEB;TREM1
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	non_actinopterygian	RYR	Nothoprocta_perdicaria|GCF_003342845.1|RYR.0	Nothoprocta_perdicaria|GCF_003342845.1|RYR.0	NW_020455171.1	388668	726178	14	ACTN2;AFDN;DACT2;EDARADD;ERO1B;FRMD1;GPR137B;HEATR1;KIF25;LGALS8;MTR;NID1;TTLL2;UNC93A
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	non_actinopterygian	RYR	Nothoprocta_perdicaria|GCF_003342845.1|RYR.1	Nothoprocta_perdicaria|GCF_003342845.1|RYR.1	NW_020456087.1	1002751	1177419	17	ARHGAP11A;AVEN;BMF;CHRM5;EIF2AK4;EMC7;FAM98B;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	non_actinopterygian	ITPR1	Cricetulus_griseus|GCF_003668045.3|ITPR1.0	Cricetulus_griseus|GCF_003668045.3|ITPR1.0	NC_048601.1	35945890	36263313	16	ARL8B;BHLHE40;CAV3;CHL1;CNTN4;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SSUH2;SUMF1;TRNT1
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	non_actinopterygian	ITPR2	Cricetulus_griseus|GCF_003668045.3|ITPR2.0	Cricetulus_griseus|GCF_003668045.3|ITPR2.0	NC_048601.1	3196447	3606830	18	ARNTL2;BCAT1;BHLHE41;CFAP94;CUNH12ORF71;ETFRF1;FGFR1OP2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PPFIBP1;RASSF8;SMCO2;SSPN;STK38L;TM7SF3
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	non_actinopterygian	ITPR3	Cricetulus_griseus|GCF_003668045.3|ITPR3.0	Cricetulus_griseus|GCF_003668045.3|ITPR3.0	NW_023276806.1	232250454	232399863	15	BAK1;CUTA;DAXX;GRM4;HMGA1;ILRUN;KIFC1;PACSIN1;PHF1;RPS10;SMIM29;SMIM40;SNRPC;SPDEF;ZBTB9
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	non_actinopterygian	RYR	Cricetulus_griseus|GCF_003668045.3|RYR.0	Cricetulus_griseus|GCF_003668045.3|RYR.0	NC_048596.1	235528307	236105482	16	ACTN2;CHRM3;EDARADD;ERO1B;GPR137B;GTPBP4;HEATR1;IDI1;IDI2;LARP4B;LGALS8;LYST;MTR;WDR37;ZMYND11;ZP4
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	non_actinopterygian	RYR	Cricetulus_griseus|GCF_003668045.3|RYR.2	Cricetulus_griseus|GCF_003668045.3|RYR.2	NC_048599.1	65228657	65746342	14	ACTC1;AQR;AVEN;CHRM5;EMC4;EMC7;FMN1;GJD2;GREM1;KATNBL1;NOP10;NUTM1;SLC12A6;ZNF770
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	non_actinopterygian	RYR	Cricetulus_griseus|GCF_003668045.3|RYR.1	Cricetulus_griseus|GCF_003668045.3|RYR.1	NC_048602.1	6699547	6824046	12	ACTN4;CAPN12;CATSPERG;ECH1;EIF3K;FAM98C;LGALS4;MAP4K1;PSMD8;RASGRP4;SPINT2;SPRED3
GCF_003957555.1	Calypte anna	Aves	Apodiformes	non_actinopterygian	ITPR1	Calypte_anna|GCF_003957555.1|ITPR1.0	Calypte_anna|GCF_003957555.1|ITPR1.0	NC_044258.1	19887535	20043996	17	ARL8B;BHLHE40;CAV3;CHL1;CNTN4;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SUMF1;THUMPD3;TRNT1
GCF_003957555.1	Calypte anna	Aves	Apodiformes	non_actinopterygian	ITPR2	Calypte_anna|GCF_003957555.1|ITPR2.0	Calypte_anna|GCF_003957555.1|ITPR2.0	NC_044244.1	42102890	42358908	18	ARNTL2;BHLHE41;CASC1;ETFRF1;FGFR1OP2;GYS2;INTS13;KRAS;LDHB;LRMP;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_003957555.1	Calypte anna	Aves	Apodiformes	non_actinopterygian	ITPR3	Calypte_anna|GCF_003957555.1|ITPR3.0	Calypte_anna|GCF_003957555.1|ITPR3.0	NC_044271.1	5719989	5754896	15	FOXP4;FRS3;GRM4;HMGA1;IP6K3;LEMD2;NFYA;NUDT3;PACSIN1;RPL10A;RPS10;SPDEF;TFEB;USP49;ZNF76
GCF_003957555.1	Calypte anna	Aves	Apodiformes	non_actinopterygian	RYR	Calypte_anna|GCF_003957555.1|RYR.0	Calypte_anna|GCF_003957555.1|RYR.0	NC_044246.1	6821233	7160598	18	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MTR;NID1;OPN3;PIGM;RGS7;WDR64
GCF_003957555.1	Calypte anna	Aves	Apodiformes	non_actinopterygian	RYR	Calypte_anna|GCF_003957555.1|RYR.1	Calypte_anna|GCF_003957555.1|RYR.1	NC_044251.1	11677553	11885029	19	AVEN;BMF;C5AH15ORF41;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SPRED1;SRP14;THBS1;ZNF770
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	non_actinopterygian	ITPR1	Ornithorhynchus_anatinus|GCF_004115215.2|ITPR1.0	Ornithorhynchus_anatinus|GCF_004115215.2|ITPR1.0	NC_041749.1	96266008	96580008	17	ARL8B;BHLHE40;CAV3;CHL1;CNTN4;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SSUH2;SUMF1;TRNT1
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	non_actinopterygian	ITPR2	Ornithorhynchus_anatinus|GCF_004115215.2|ITPR2.0	Ornithorhynchus_anatinus|GCF_004115215.2|ITPR2.0	NC_041729.1	161959785	162388210	19	BCAT1;BHLHE41;DNAI7;ETFRF1;FGFR1OP2;INTS13;IRAG2;KICS2;KRAS;LMNTD1;MED21;PPFIBP1;RASSF8;RPL18A;SOX5;SRGAP1;SSPN;STK38L;TM7SF3
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	non_actinopterygian	ITPR3	Ornithorhynchus_anatinus|GCF_004115215.2|ITPR3.0	Ornithorhynchus_anatinus|GCF_004115215.2|ITPR3.0	NC_041734.1	67217745	67372510	19	APOBEC2;BAK1;GRM4;HMGA1;ILRUN;LEMD2;MLN;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SCUBE3;SMIM29;SPDEF;TREM2;TREML1;TREML2;UNC5CL
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	non_actinopterygian	RYR	Ornithorhynchus_anatinus|GCF_004115215.2|RYR.1	Ornithorhynchus_anatinus|GCF_004115215.2|RYR.1	NC_041732.1	2646515	2851019	15	ACTN4;CAPN12;CRX;DMAC2;ECH1;EIF3K;ERICH4;HNRNPL;KPTN;LGALS4;MAP4K1;NAPA;NOP53;SLC8A2;ZNF541
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	non_actinopterygian	RYR	Ornithorhynchus_anatinus|GCF_004115215.2|RYR.2	Ornithorhynchus_anatinus|GCF_004115215.2|RYR.2	NC_041740.1	41754594	41824969	19	ACTC1;AQR;ARHGAP11A;CDIN1;CHRM5;DPH6;EMC4;EMC7;FMN1;GJD2;GREM1;KATNBL1;LPCAT4;MEIS2;NOP10;NUTM1;SCG5;SLC12A6;ZNF770
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	non_actinopterygian	RYR	Ornithorhynchus_anatinus|GCF_004115215.2|RYR.0	Ornithorhynchus_anatinus|GCF_004115215.2|RYR.0	NC_041746.1	1800239	2031660	19	ACTN2;B3GALNT2;CHRM3;ERO1B;FH;FMN2;GNG4;GPR137B;GREM2;HEATR1;KMO;LGALS8;LYST;MTR;NID1;PIGM;PLD5;RGS7;WDR64
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	non_actinopterygian	ITPR1	Pristis_pectinata|GCF_009764475.1|ITPR1.0	Pristis_pectinata|GCF_009764475.1|ITPR1.0	NC_067410.1	44427554	44866170	14	APEH;ARL8B;BHLHE40;BORCS6;CAV3;EDEM1;LMCD1;OXTR;RAD18;RASSF1;SEMA3H;SETMAR;SUMF1;ZMYND10
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	non_actinopterygian	ITPR2	Pristis_pectinata|GCF_009764475.1|ITPR2.0	Pristis_pectinata|GCF_009764475.1|ITPR2.0	NC_067423.1	40181944	40463218	15	BCAT1;BHLHE41;CEP83;CRADD;DNAI7;EEA1;INTS13;LRMP;MRPL42;PLEKHG7;PLXNC1;RASSF8B;SOCS2;SSPN;UBE2N
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	non_actinopterygian	RYR	Pristis_pectinata|GCF_009764475.1|RYR.2	Pristis_pectinata|GCF_009764475.1|RYR.2	NC_067405.1	99603418	99907991	16	AQR;ARG2;AVEN;CDIN1;CHRM5B;DPH6;EMC7B;FAM98B;FMN1;FSIP1;GPR176;GREM1A;KATNBL1;MEIS2A;SPRED1;THBS1B
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	non_actinopterygian	RYR	Pristis_pectinata|GCF_009764475.1|RYR.1	Pristis_pectinata|GCF_009764475.1|RYR.1	NC_067407.1	125014138	125600496	9	ADPGK2;FH;FMN2B;HEATR1;MOCS3;MTR;OPN3;PRKD3;QPCT
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	non_actinopterygian	ITPR1	Tauraco_erythrolophus|GCF_009769465.1|ITPR1.0	Tauraco_erythrolophus|GCF_009769465.1|ITPR1.0	NC_141476.1	1959035	2128707	18	ARL8B;BHLHE40;CAV3;CHL1;CNTN4;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SUMF1;THUMPD3;TRNT1
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	non_actinopterygian	ITPR2	Tauraco_erythrolophus|GCF_009769465.1|ITPR2.0	Tauraco_erythrolophus|GCF_009769465.1|ITPR2.0	NC_141468.1	78392480	78653980	19	BHLHE41;BMAL2;CYB5R3;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LDHB;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	non_actinopterygian	ITPR3	Tauraco_erythrolophus|GCF_009769465.1|ITPR3.0	Tauraco_erythrolophus|GCF_009769465.1|ITPR3.0	NC_141491.1	3997368	4038549	16	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;NUDT3;OARD1;RPS10;SMIM29;TSPO2;UQCC2
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	non_actinopterygian	RYR	Tauraco_erythrolophus|GCF_009769465.1|RYR.0	Tauraco_erythrolophus|GCF_009769465.1|RYR.0	NC_141466.1	88447581	88892302	19	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;RGS7;WDR64
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	non_actinopterygian	RYR	Tauraco_erythrolophus|GCF_009769465.1|RYR.1	Tauraco_erythrolophus|GCF_009769465.1|RYR.1	NC_141470.1	37040637	37296944	17	ARHGAP11A;AVEN;CDIN1;CHRM5;EIF2AK4;EMC7;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;SCG5;SPRED1;SRP14;THBS1;TSLIG3B
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	teleost	ITPR1	Esox_lucius|GCF_011004845.1|ITPR1.1	Esox_lucius|GCF_011004845.1|ITPR1.1	NC_047585.1	17252673	17361421	18	ARL6IP5A;ARL8B;BHLHE40;CAMKV;COMT;EEVS;FOXP1B;FRMD4B;GRM6B;LRRN1;MDFIC2;MITF;MON1A;MST1R;SEMA3F;SETMAR;TRAIP;TRNT1
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	teleost	ITPR1	Esox_lucius|GCF_011004845.1|ITPR1.0	Esox_lucius|GCF_011004845.1|ITPR1.0	NC_047585.1	29844710	29945756	9	ATF1;DIP2B;DTX3L2;ESYT1B;NR1D4B;SLC4A8;SUMF1;TTLL3;ZC3H10
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	teleost	ITPR2	Esox_lucius|GCF_011004845.1|ITPR2.0	Esox_lucius|GCF_011004845.1|ITPR2.0	NC_047587.1	18490340	18586861	16	ARNTL2;BANP;BHLHE41;CES2B;EEA1;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;POLG;PPFIBP1B;SLC17A8;SSPN;UBE2N
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	teleost	ITPR3	Esox_lucius|GCF_011004845.1|ITPR3.0	Esox_lucius|GCF_011004845.1|ITPR3.0	NC_047580.1	17917016	17950654	12	GPR37L1B;HM13;KLHDC8B;LAMB2;LAMB2L;MRGBP;NDRG3B;PHF20B;SLA2;SNX21;SULF2B;USP19
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	teleost	RYR	Esox_lucius|GCF_011004845.1|RYR.2	Esox_lucius|GCF_011004845.1|RYR.2	NC_047569.1	38839749	38939878	13	B3GNT2L;BCKDH;BICR;EXOSC5;HNRNPUL1;NAPA;OPA3;PPP1R13L;PPP5C;RASGRP4;TGFB1A;TMEM91;WDR62
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	teleost	RYR	Esox_lucius|GCF_011004845.1|RYR.0	Esox_lucius|GCF_011004845.1|RYR.0	NC_047574.1	7053192	7237092	10	ACADS;EXOC6;FH;FMN2B;GREM2B;HHEX;MTR;PSTK;REEP3B;RGS7B
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	teleost	RYR	Esox_lucius|GCF_011004845.1|RYR.5	Esox_lucius|GCF_011004845.1|RYR.5	NC_047574.1	16274537	16346383	12	ACTN2B;ANK3A;CCSER2A;CDK1;CHRM3A;ECD;FAM149B1;GRID1A;HTRA1A;NDNFL;SLC16A9A;WAPL
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	teleost	RYR	Esox_lucius|GCF_011004845.1|RYR.1	Esox_lucius|GCF_011004845.1|RYR.1	NC_047575.1	11396183	11453744	10	B9D2;CBR1L;EHD2A;GABRR3A;HHLA2A;HNRNPUL1L;NAPA;RSPH4A;SMS;SYMPK
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	teleost	RYR	Esox_lucius|GCF_011004845.1|RYR.3	Esox_lucius|GCF_011004845.1|RYR.3	NC_047583.1	13466541	13578435	7	ACP7;ARHGAP11A;BMF1;CHRM5A;EIF2AK4;FSIP1;GREM1B
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	teleost	RYR	Esox_lucius|GCF_011004845.1|RYR.4	Esox_lucius|GCF_011004845.1|RYR.4	NC_047591.1	20320178	20437074	12	ACOT20;ACTC1A;AVEN;CHRM5B;EMC7;GPR176;GREM1A;KATNBL1;PAPOL;SRSF5B;SUSD6;THBS1B
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	non_actinopterygian	ITPR1	Balearica_regulorum_gibbericeps|GCF_011004875.1|ITPR1.0	Balearica_regulorum_gibbericeps|GCF_011004875.1|ITPR1.0	NC_046193.1	22487071	22658027	18	ARL8B;BHLHE40;CAV3;CHL1;CNTN3;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	non_actinopterygian	ITPR2	Balearica_regulorum_gibbericeps|GCF_011004875.1|ITPR2.0	Balearica_regulorum_gibbericeps|GCF_011004875.1|ITPR2.0	NC_046184.1	75434867	75695846	19	BHLHE41;BMAL2;CYB5R3;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	non_actinopterygian	ITPR3	Balearica_regulorum_gibbericeps|GCF_011004875.1|ITPR3.0	Balearica_regulorum_gibbericeps|GCF_011004875.1|ITPR3.0	NC_046208.1	4804966	4852899	17	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;LEMD2;MDFI;MLN;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SMIM29;SPDEF;TFEB;TSPO2
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	non_actinopterygian	RYR	Balearica_regulorum_gibbericeps|GCF_011004875.1|RYR.0	Balearica_regulorum_gibbericeps|GCF_011004875.1|RYR.0	NC_046186.1	84035335	84463793	20	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7;WDR64
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	non_actinopterygian	RYR	Balearica_regulorum_gibbericeps|GCF_011004875.1|RYR.1	Balearica_regulorum_gibbericeps|GCF_011004875.1|RYR.1	NC_046188.1	35440154	35686209	19	ARHGAP11A;AVEN;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	teleost	ITPR1	Megalops_cyprinoides|GCF_013368585.1|ITPR1.1	Megalops_cyprinoides|GCF_013368585.1|ITPR1.1	NC_050588.1	21333551	21445143	12	ARL8B;BHLHE40;CAMKV;CCDC174;GNAI2A;INKA1A;MON1A;MST1R;SETMAR;SLC38A3A;TRNT1;VHL
