accession	organism	vclass	vorder	assembly_level	contig_n50	contig_spans_gene	cell	cell_status	slot	locus_idx	locus_clade	assigned_via	contig	start	end	strand	bait	identity	coverage	aligned_aa	q_start	q_end	bait_len	frameshifts	stop_codons	lesions	lesion_density	integrity	family_margin	paralog_margin	contig_edge	longest_n_run	annot_gene	annot_frac_cds	annot_paralog_matches	merged_models	merged_from	is_copy	excluded_reason
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	Chromosome	4228958	True	RYR	found_annotated	cell	4	RYR	primary	CM062281.1	22588045	22710537	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.6428	0.9972	4968	15	4982	4982	3	1	4	0.8052	intact	1.0	1.0	False	0	KUDE01_014032	0.975	False	1		True	
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	Chromosome	4228958	True	RYR	found_annotated	cell	0	RYR	primary	CM062284.1	25145335	25314970	+	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.8727	1.0	4961	1	4961	4961	2	0	2	0.4031	intact	1.0	1.0	False	0	KUDE01_024247	0.828	False	1		True	
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	Chromosome	91852676	True	ITPR1	found_unannotated	cell	0	ITPR1	primary	CM063184.1	45654862	45987437	-	Q14643|ITPR1|Homo_sapiens|ITPR1	0.9924	1.0	2758	1	2758	2758	0	0	0	0.0	intact	1.0	0.3271	False	0		0.0	False	1		True	
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	Chromosome	91852676	True	ITPR2	found_unannotated	cell	0	ITPR2	primary	CM063177.1	48599164	49325339	+	Q14571|ITPR2|Homo_sapiens|ITPR2	0.9904	1.0	2701	1	2701	2701	0	0	0	0.0	intact	1.0	0.3208	False	0		0.0	False	1		True	
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	Chromosome	91852676	True	ITPR3	found_unannotated	cell	0	ITPR3	primary	CM063172.1	43596197	43906199	+	Q14573|ITPR3|Homo_sapiens|ITPR3	0.9869	1.0	2671	1	2671	2671	0	0	0	0.0	intact	1.0	0.3965	False	0		0.0	False	1		True	
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	Chromosome	91852676	True	RYR	found_unannotated	cell	2	RYR	primary	CM063176.1	60743023	61311848	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6727	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	False	0		0.0	False	1		True	
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	Chromosome	91852676	True	RYR	found_unannotated	cell	1	RYR	primary	CM063187.1	41356972	41511690	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7871	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	False	0		0.0	False	1		True	
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	Chromosome	91852676	True	RYR	found_unannotated	cell	0	RYR	primary	CM063188.1	10062847	10841146	-	Q92736|RYR2|Homo_sapiens|RYR2	0.9915	1.0	4967	1	4967	4967	0	0	0	0.0	intact	1.0	1.0	False	0		0.0	False	1		True	
GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	Scaffold	10551	False	ITPR1	found_no_annotation	cell	0	ITPR1	primary	JAUBNY010000656.1	1626283	1774703	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9719	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3317	False	745		0.0	False	1		True	
GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	Scaffold	10551	False	ITPR2	found_no_annotation	cell	0	ITPR2	primary	JAUBNY010001198.1	778048	1011670	-	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0.9804	1.0	2700	1	2700	2700	0	0	0	0.0	intact	1.0	0.3118	False	961		0.0	False	1		True	
GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	Scaffold	10551	False	ITPR3	found_no_annotation	cell	0	ITPR3	primary	JAUBNY010000997.1	1486226	1530593	-	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9654	1.0	2664	1	2664	2664	0	0	0	0.0	intact	1.0	0.3947	False	155		0.0	False	1		True	
GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	Scaffold	10551	False	RYR	found_no_annotation	cell	1	RYR	primary	JAUBNY010000184.1	1020968	1137172	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6739	0.9248	4658	380	5037	5037	1	0	1	0.2147	intact	1.0	1.0	True	1305		0.0	False	1		True	
GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	Scaffold	10551	False	RYR	found_no_annotation	cell	0	RYR	primary	JAUBNY010000465.1	80009	394602	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.8949	0.9974	4955	14	4968	4968	2	2	4	0.8073	intact	1.0	1.0	False	108		0.0	False	1		True	
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	True	ITPR1	found_annotated	cell	0	vertebrate_basal	unresolved:vertebrate_basal	BRZM01000050.1	1574299	1656000	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.8541	1.0	2748	1	2748	2748	7	0	7	2.5473	lesion_rich	1.0	0.2291	False	0	AKAME5_001391900	0.547	False	1		True	
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	True	ITPR1	found_annotated	cell	1	ITPR1	primary	BRZM01000069.1	1149756	1197924	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.6863	1.0	2748	1	2748	2748	8	2	10	3.639	lesion_rich	1.0	1.0	False	0	AKAME5_001590300	0.521	False	1		True	
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	True	ITPR2	found_annotated	cell	0	ITPR2	primary	BRZM01000040.1	2192503	2234451	-	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.5799	1.0	2701	1	2701	2701	19	1	20	7.4047	lesion_rich	1.0	1.0	False	10	AKAME5_001216000	0.866	False	1		True	
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	True	ITPR3	found_unannotated	cell	0	ITPR3	primary	BRZM01000063.1	5361081	5411590	-	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.9058	1.0	2670	1	2670	2670	3	0	3	1.1236	intact	1.0	0.3159	False	0		0.0	False	1		True	
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	True	ITPR3	found_unannotated	cell	2	ITPR3	primary	BRZM01000698.1	1057	32926	+	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.8832	0.8337	2226	55	2280	2670	7	0	7	3.1447	lesion_rich	1.0	0.3358	True	0		0.0	False	1		True	
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	True	ITPR3	found_unannotated	cell	1	ITPR3	primary	BRZM01003583.1	257	33720	+	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.9087	0.9337	2493	178	2670	2670	0	0	0	0.0	intact	1.0	0.325	True	346		0.0	False	1		True	
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	True	RYR	found_unannotated	cell	4	RYR	primary	BRZM01000003.1	2361416	2393113	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8054	0.7502	3779	1	3779	5037	1	0	1	0.2646	intact	1.0	1.0	False	0	AKAME5_000111200	0.992	False	1		True	
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	True	RYR	found_unannotated	cell	2	RYR	primary	BRZM01000008.1	4169805	4275627	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6652	0.9938	4937	1	4937	4968	0	0	0	0.0	intact	1.0	1.0	False	0	AKAME5_000332500	0.918	False	1		True	
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	True	RYR	found_unannotated	cell	1	RYR	primary	BRZM01000015.1	353264	417450	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7475	1.0	5037	1	5037	5037	28	1	29	5.7574	lesion_rich	1.0	1.0	False	0		0.0	False	1		True	
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	True	RYR	found_unannotated	cell	5	RYR	primary	BRZM01000052.1	2634345	2738539	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.6131	0.9972	4968	15	4982	4982	14	2	16	3.2206	lesion_rich	1.0	1.0	False	100		0.0	False	1		True	
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	True	RYR	found_unannotated	cell	3	RYR	primary	BRZM01000065.1	1502864	1561407	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6507	1.0	4968	1	4968	4968	1	0	1	0.2013	intact	1.0	1.0	False	0	AKAME5_001555600	0.694	False	1		True	
GCA_033238685.1	Lates japonicus	Actinopteri		Scaffold	285591	True	RYR	found_unannotated	cell	0	RYR	primary	BRZM01000068.1	1428669	1599443	+	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.8547	1.0	4961	1	4961	4961	13	0	13	2.6204	lesion_rich	1.0	1.0	False	10		0.0	False	1		True	
GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	Scaffold	43929	False	ITPR1	found_no_annotation	cell	0	ITPR1	primary	JAVJGK010000037.1	22503218	22677482	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9924	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3291	False	100		0.0	False	1		True	
GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	Scaffold	43929	False	ITPR2	found_no_annotation	cell	0	ITPR2	primary	JAVJGK010000024.1	9316934	9550864	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9884	0.9885	2669	32	2700	2700	0	0	0	0.0	intact	1.0	0.3183	False	1504		0.0	False	1		True	
GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	Scaffold	43929	False	ITPR3	found_no_annotation	cell	0	ITPR3	primary	JAVJGK010000054.1	4301525	4433301	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9899	1.0	2664	1	2664	2664	0	0	0	0.0	intact	1.0	0.3911	False	202		0.0	False	1		True	
GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	Scaffold	43929	False	RYR	found_no_annotation	cell	1	RYR	primary	JAVJGK010000032.1	12640839	12886101	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6748	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	1711		0.0	False	1		True	
GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	Scaffold	43929	False	RYR	found_no_annotation	cell	0	RYR	primary	JAVJGK010000051.1	8106347	8556408	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9853	1.0	4968	1	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	908		0.0	False	1		True	
GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	Scaffold	43929	False	RYR	found_no_annotation	cell	2	RYR	primary	JAVJGK010000078.1	9190	72125	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6355	0.9821	4947	91	5037	5037	5	1	6	1.2129	intact	1.0	1.0	True	3876		0.0	False	1		True	
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	True	ITPR1	found_unannotated	cell	0	ITPR1	primary	CM070012.1	25047339	25086266	+	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	0.9691	1.0	2711	1	2711	2711	0	0	0	0.0	intact	1.0	0.3209	False	0		0.0	False	1		True	
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	True	ITPR1	found_unannotated	cell	1	vertebrate_basal	unresolved:vertebrate_basal	CM070017.1	6969879	7192304	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.88	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2327	False	0		0.0	False	1		True	
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	True	ITPR2	found_unannotated	cell	0	ITPR2	primary	CM070024.1	10536323	10652643	+	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	0.9288	1.0	2665	1	2665	2665	0	0	0	0.0	intact	1.0	0.3543	False	0		0.0	False	1		True	
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	True	ITPR3	found_unannotated	cell	0	ITPR3	primary	CM070014.1	10417496	10458965	-	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	0.9425	1.0	2635	1	2635	2635	0	0	0	0.0	intact	1.0	0.3384	False	0		0.0	False	1		True	
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	True	RYR	found_unannotated	cell	1	RYR	primary	CM070016.1	19907049	19984684	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8133	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0		0.0	False	1		True	
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	True	RYR	found_unannotated	cell	0	RYR	primary	CM070018.1	329852	427158	+	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.971	1.0	4961	1	4961	4961	0	0	0	0.0	intact	1.0	1.0	False	0		0.0	False	1		True	
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	True	RYR	found_unannotated	cell	5	RYR	primary	CM070023.1	4005047	4077787	-	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	0.5462	0.9996	5166	3	5168	5168	4	1	5	0.9679	intact	1.0	1.0	False	0		0.0	False	1		True	
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	True	RYR	found_unannotated	cell	3	RYR	primary	CM070023.1	6053681	6231277	-	Q92736|RYR2|Homo_sapiens|RYR2	0.6796	1.0	4967	1	4967	4967	3	0	3	0.604	intact	1.0	1.0	False	0		0.0	False	1		True	
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	True	RYR	found_unannotated	cell	2	RYR	primary	CM070024.1	19819194	19936011	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8028	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0		0.0	False	1		True	
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	Cypriniformes	Chromosome	3631979	True	RYR	found_unannotated	cell	4	RYR	primary	CM070026.1	20868657	20979752	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6588	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	False	0		0.0	False	1		True	
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	False	ITPR1	assembly_gap	cell	0	ITPR1	primary	JAHUTI010000884.1	4498	22398	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.9116	0.4967	1365	335	1699	2748	0	0	0	0.0	intact	1.0	0.2941	True	0	ITPR1_10	1.0	True	1		False	coverage_below_full
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	False	ITPR1	assembly_gap	cell	1	vertebrate_basal	unresolved:vertebrate_basal	JAHUTI010042598.1	997	9209	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.8826	0.3777	1038	383	1420	2748	0	0	0	0.0	intact	1.0	0.2308	True	0	ITPR1_6	0.998	True	1		False	coverage_below_full
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	False	ITPR2	assembly_gap	cell	0	ITPR2	primary	JAHUTI010019866.1	10266	40326	+	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.8064	0.3688	996	1706	2701	2701	0	0	0	0.0	intact	1.0	1.0	True	0	ITPR2_1	1.0	True	1		False	coverage_below_full
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	False	ITPR3	assembly_gap	cell	0	ITPR3	primary	JAHUTI010049480.1	2542	26960	+	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.909	0.5712	1525	1146	2670	2670	0	0	0	0.0	intact	1.0	0.3493	True	1	ITPR3_2	1.0	True	1		True	
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	False	ITPR3	assembly_gap	cell	2	ITPR3	primary	JAHUTI010061784.1	1458	8414	-	A0A6J0TV85|ITPR3|Pogona_vitticeps	0.8734	0.1482	395	122	516	2666	0	0	0	0.0	intact	1.0	0.1351	True	0		0.0	False	1		False	coverage_below_full
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	False	ITPR3	assembly_gap	cell	1	ITPR3	primary	JAHUTI010080507.1	1260	12555	-	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.8718	0.2206	589	571	1159	2670	0	0	0	0.0	intact	1.0	1.0	True	1	ITPR3_1	1.0	True	1		False	coverage_below_full
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	False	RYR	found_annotated	cell	3	RYR	primary	JAHUTI010001663.1	2550	14543	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8201	0.2386	1202	271	1472	5037	0	0	0	0.0	intact	1.0	1.0	True	0	RYR1_1	0.995	True	1		False	coverage_below_full
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	False	RYR	found_annotated	cell	2	RYR	primary	JAHUTI010009873.1	10419	55122	-	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.6285	0.5352	2655	1	2655	4961	0	0	0	0.0	intact	1.0	1.0	False	0		0.0	False	1		True	
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	False	RYR	found_annotated	cell	0	RYR	primary	JAHUTI010039425.1	417	51275	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7999	0.7074	3563	1475	5037	5037	0	0	0	0.0	intact	1.0	1.0	True	0	RYR1_7	1.0	True	1		True	
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	False	RYR	found_annotated	cell	1	RYR	primary	JAHUTI010059390.1	354	29563	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7884	0.5743	2893	860	3752	5037	0	0	0	0.0	intact	1.0	1.0	True	0	RYR1_3	0.932	True	1		True	
GCA_036250305.1	Ataeniobius toweri	Actinopteri	Cyprinodontiformes	Scaffold	16136	False	RYR	found_annotated	cell	4	RYR	primary	JAHUTI010079385.1	738	25504	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.641	0.2862	1426	274	1699	4982	2	0	2	1.4025	intact	1.0	1.0	True	0	RYR3_5	1.0	True	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	ITPR1	assembly_gap	cell	0	ITPR1	primary	JAHUTJ010058458.1	4568	22054	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.9128	0.4949	1360	335	1694	2748	0	0	0	0.0	intact	1.0	0.2916	True	0	ITPR1_6	0.988	True	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	ITPR1	assembly_gap	cell	1	vertebrate_basal	unresolved:vertebrate_basal	JAHUTJ010067284.1	7769	16050	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.8826	0.3777	1038	383	1420	2748	0	0	0	0.0	intact	1.0	1.0	True	0	ITPR1_8	0.998	True	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	ITPR2	assembly_gap	cell	0	ITPR2	primary	JAHUTJ010065589.1	4244	46933	-	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.8172	0.6312	1705	1	1705	2701	0	0	0	0.0	intact	1.0	0.2516	True	0	ITPR2_1	0.833	True	1		True	
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	ITPR3	assembly_gap	cell	0	ITPR3	primary	JAHUTJ010058461.1	412	13303	+	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.9059	0.3618	966	1705	2670	2670	0	0	0	0.0	intact	1.0	1.0	True	100	ITPR3_1	1.0	True	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	RYR	assembly_gap	cell	5	RYR	primary	JAHUTJ010000588.1	397	29260	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.6184	0.3599	1793	274	2066	4982	2	0	2	1.1154	intact	1.0	1.0	True	1	RYR3_2	1.0	True	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	RYR	assembly_gap	cell	1	RYR	primary	JAHUTJ010017076.1	2854	26495	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7896	0.3095	1559	3479	5037	5037	0	0	0	0.0	intact	1.0	1.0	True	0		0.0	False	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	RYR	assembly_gap	cell	0	RYR	primary	JAHUTJ010041364.1	880	35567	+	A0A3Q0HBW9|RYR|Alligator_sinensis	0.6442	0.4633	2310	2404	4713	4986	0	0	0	0.0	intact	1.0	1.0	True	100	CHARACLAT_007033	1.0	False	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	RYR	assembly_gap	cell	6	RYR	primary	JAHUTJ010043295.1	549	13192	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8107	0.2718	1369	1475	2843	5037	0	0	0	0.0	intact	1.0	1.0	True	0	RYR1_3	0.98	True	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	RYR	assembly_gap	cell	4	RYR	primary	JAHUTJ010050206.1	1254	23336	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.8288	0.2798	1394	2416	3809	4982	0	0	0	0.0	intact	1.0	1.0	True	0	RYR1_1	1.0	True	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	RYR	assembly_gap	cell	2	RYR	primary	JAHUTJ010059886.1	1017	12327	+	H3BGR5|RYR|Latimeria_chalumnae	0.7539	0.2998	1506	911	2416	5024	0	0	0	0.0	intact	1.0	1.0	True	0	RYR1_4	0.999	True	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	RYR	assembly_gap	cell	3	RYR	primary	JAHUTJ010066910.1	2574	18781	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.827	0.2746	1383	90	1472	5037	0	0	0	0.0	intact	1.0	1.0	True	0	RYR1_2	1.0	True	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	RYR	assembly_gap	cell	7	RYR	primary	JAHUTJ010073835.1	18991	64678	+	Q92736|RYR2|Homo_sapiens|RYR2	0.6607	0.3264	1621	17	1637	4967	0	0	0	0.0	intact	1.0	1.0	True	100	RYR3_1	1.0	True	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	RYR	assembly_gap	cell	8	RYR	primary	JAHUTJ010074713.1	1429	24053	+	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.6071	0.3517	1745	1198	2942	4961	0	0	0	0.0	intact	1.0	1.0	True	0		0.0	False	1		False	coverage_below_full
GCA_036250325.1	Characodon lateralis	Actinopteri	Cyprinodontiformes	Scaffold	18129	False	vertebrate_basal	other	other	0	vertebrate_basal		JAHUTJ010057836.1	8179	33273	-	A0AAJ7U4X1|LOC116952798|Petromyzon_marinus|vertebrate_basal	0.7437	0.1818	516	2238	2753	2838	0	0	0	0.0	intact	1.0	1.0	True	1	ITPR1_2	0.978	False	1		False	cell_vertebrate_basal
GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes	Scaffold	16857	False	ITPR1	assembly_gap	cell	1	vertebrate_basal	unresolved:vertebrate_basal	JAHRIP010040266.1	2402	10671	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.8826	0.3777	1038	383	1420	2748	0	0	0	0.0	intact	1.0	0.2306	True	0	ITPR1_6	0.998	True	1		False	coverage_below_full
GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes	Scaffold	16857	False	ITPR1	assembly_gap	cell	2	ITPR1	primary	JAHRIP010056752.1	959	31082	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.8842	0.2667	733	1698	2430	2748	0	0	0	0.0	intact	1.0	1.0	True	0		0.0	False	1		False	coverage_below_full
GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes	Scaffold	16857	False	ITPR1	assembly_gap	cell	0	ITPR1	primary	JAHRIP010075822.1	974	18862	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.9088	0.4967	1365	335	1699	2748	0	0	0	0.0	intact	1.0	0.2909	True	0	ITPR1_3	1.0	True	1		False	coverage_below_full
GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes	Scaffold	16857	False	ITPR2	assembly_gap	cell	0	ITPR2	primary	JAHRIP010047186.1	4845	35228	-	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.8093	0.3688	996	1706	2701	2701	0	0	0	0.0	intact	1.0	1.0	True	0	ITPR2_1	1.0	True	1		False	coverage_below_full
GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes	Scaffold	16857	False	ITPR2	assembly_gap	cell	1	ITPR2	primary	JAHRIP010076971.1	3515	15150	-	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.7638	0.3602	973	733	1705	2701	0	0	0	0.0	intact	1.0	1.0	True	0	ITPR2_3	0.902	True	1		False	coverage_below_full
GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes	Scaffold	16857	False	ITPR2	assembly_gap	cell	2	ITPR2	primary	JAHRIP010084820.1	402	28164	-	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.899	0.2121	573	1	573	2701	0	0	0	0.0	intact	1.0	0.159	True	0	ITPR2_2	1.0	True	1		False	coverage_below_full
GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes	Scaffold	16857	False	ITPR3	assembly_gap	cell	0	ITPR3	primary	JAHRIP010029351.1	928	20580	+	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.9093	0.4869	1300	1170	2469	2670	0	0	0	0.0	intact	1.0	0.3601	True	1	ITPR3_3	1.0	True	1		False	coverage_below_full
GCA_040091285.1	Ameca splendens	Actinopteri	Cyprinodontiformes	Scaffold	16857	False	ITPR3	assembly_gap	cell	1	ITPR3	primary	JAHRIP010038062.1	1718	29025	-	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.9634	0.1431	382	1	382	2670	0	0	0	0.0	intact	1.0	1.0	True	100	ITPR3_2	1.0	True	1		False	coverage_below_full
