symbol	ensembl_gene	status
SMANTIS	ENSG00000288869	background
SMAP1	ENSG00000112305	wanted
SMAP2	ENSG00000084070	background
SMARCA1	ENSG00000102038	background
SMARCA2	ENSG00000080503	background
SMARCA2-AS1	ENSG00000236199	background
SMARCA4	ENSG00000127616	background
SMARCA5	ENSG00000153147	background
SMARCA5-AS1	ENSG00000245112	background
SMARCAD1	ENSG00000163104	background
SMARCAD1-DT	ENSG00000246541	background
SMARCAL1	ENSG00000138375	background
SMARCAL1-AS1	ENSG00000235042	background
SMARCB1	ENSG00000099956	background
SMARCC1	ENSG00000173473	background
SMARCC2	ENSG00000139613	wanted
SMARCD1	ENSG00000066117	background
SMARCD2	ENSG00000108604	wanted
SMARCD3	ENSG00000082014	background
SMARCE1	ENSG00000073584	background
SMARCE1P1	ENSG00000225215	background
SMARCE1P2	ENSG00000226309	background
SMARCE1P3	ENSG00000259102	background
SMARCE1P4	ENSG00000253650	background
SMARCE1P5	ENSG00000230793	background
SMARCE1P6	ENSG00000214465	background
SMARCE1P7	ENSG00000270973	background
SMASR	ENSG00000259289	background
SMBD1P	ENSG00000283426	background
SMC1A	ENSG00000072501	background
SMC1B	ENSG00000077935	background
SMC2	ENSG00000136824	background
SMC2-DT	ENSG00000270332	background
SMC3	ENSG00000108055	background
SMC3P1	ENSG00000231822	background
SMC4	ENSG00000113810	background
SMC4P1	ENSG00000229568	background
SMC5	ENSG00000198887	background
SMC6	ENSG00000163029	background
SMCHD1	ENSG00000101596	background
SMCO1	ENSG00000214097	background
SMCO2	ENSG00000165935	wanted
SMCO3	ENSG00000179256	background
SMCO4	ENSG00000166002	wanted
SMCO4P1	ENSG00000267384	background
SMCP	ENSG00000163206	background
SMCR2	ENSG00000223979	background
SMCR5	ENSG00000226746	background
SMCR8	ENSG00000176994	background
SMDT1	ENSG00000183172	background
SMG1	ENSG00000157106	background
SMG1-DT	ENSG00000260352	background
SMG1P1	ENSG00000237296	background
SMG1P2	ENSG00000205534	background
SMG1P3	ENSG00000180747	background
SMG1P4	ENSG00000185710	background
SMG1P5	ENSG00000183604	background
SMG1P6	ENSG00000254634	background
SMG1P7	ENSG00000291263	background
SMG5	ENSG00000198952	background
SMG6	ENSG00000070366	background
SMG6-AS1	ENSG00000262810	background
SMG6-IT1	ENSG00000278941	background
SMG7	ENSG00000116698	background
SMG7-AS1	ENSG00000232860	background
SMG8	ENSG00000167447	wanted
SMG9	ENSG00000105771	background
SMILR	ENSG00000255364	background
SMIM1	ENSG00000235169	background
SMIM10	ENSG00000184785	background
SMIM10L1	ENSG00000256537	background
SMIM10L2A	ENSG00000178947	background
SMIM10L2B	ENSG00000196972	background
SMIM10L2B-AS1	ENSG00000228372	background
SMIM10L3	ENSG00000286075	background
SMIM11	ENSG00000205670	background
SMIM11P1	ENSG00000198738	background
SMIM11P2	ENSG00000270377	background
SMIM12	ENSG00000163866	wanted
SMIM12P1	ENSG00000271284	background
SMIM13	ENSG00000224531	background
SMIM14	ENSG00000163683	background
SMIM14-DT	ENSG00000255458	background
SMIM15	ENSG00000188725	background
SMIM15-AS1	ENSG00000251279	background
SMIM15P1	ENSG00000270280	background
SMIM15P2	ENSG00000270326	background
SMIM17	ENSG00000268182	background
SMIM18	ENSG00000253457	background
SMIM19	ENSG00000176209	background
SMIM2-AS1	ENSG00000227258	background
SMIM20	ENSG00000250317	background
SMIM21	ENSG00000206026	background
SMIM22	ENSG00000267795	background
SMIM23	ENSG00000185662	background
SMIM24	ENSG00000095932	background
SMIM26	ENSG00000232388	background
SMIM27	ENSG00000235453	background
SMIM28	ENSG00000262543	background
SMIM29	ENSG00000186577	wanted
SMIM29-AS1	ENSG00000225339	background
SMIM3	ENSG00000256235	background
SMIM30	ENSG00000214194	background
SMIM31	ENSG00000248771	background
SMIM32	ENSG00000271824	background
SMIM33	ENSG00000283288	background
SMIM34	ENSG00000243627	background
SMIM35	ENSG00000255274	background
SMIM36	ENSG00000261873	wanted
SMIM38	ENSG00000284713	background
SMIM39	ENSG00000284479	background
SMIM40	ENSG00000286920	wanted
SMIM41	ENSG00000284791	background
SMIM41-AS1	ENSG00000257989	background
SMIM42	ENSG00000288460	background
SMIM43	ENSG00000164112	background
SMIM44	ENSG00000284638	background
SMIM45	ENSG00000205704	background
SMIM46	ENSG00000289762	background
SMIM47	ENSG00000261341	background
SMIM5	ENSG00000204323	background
SMIM7	ENSG00000214046	background
SMIM7P1	ENSG00000196085	background
SMIM8	ENSG00000111850	wanted
SMIM9	ENSG00000203870	background
SMKR1	ENSG00000240204	wanted
SMLR1	ENSG00000256162	background
SMN1	ENSG00000172062	background
SMN1-AS1	ENSG00000285204	background
SMN2	ENSG00000205571	background
SMN2-AS1	ENSG00000285151	background
SMNDC1	ENSG00000119953	wanted
SMO	ENSG00000128602	background
SMOC1	ENSG00000198732	background
SMOC2	ENSG00000112562	background
SMOX	ENSG00000088826	background
SMPD1	ENSG00000166311	background
SMPD2	ENSG00000135587	background
SMPD3	ENSG00000103056	wanted
SMPD4	ENSG00000136699	wanted
SMPD4BP	ENSG00000152117	background
SMPD4P1	ENSG00000223553	background
SMPD4P2	ENSG00000229147	background
SMPD5	ENSG00000204791	background
SMPDL3A	ENSG00000172594	background
SMPDL3B	ENSG00000130768	background
SMPX	ENSG00000091482	background
SMR3A	ENSG00000109208	background
SMR3B	ENSG00000171201	background
SMS	ENSG00000102172	wanted
SMSP1	ENSG00000224656	background
SMTN	ENSG00000183963	background
SMTNL1	ENSG00000214872	background
SMTNL2	ENSG00000188176	background
SMU1	ENSG00000122692	background
SMU1P1	ENSG00000237842	background
SMUG1	ENSG00000123415	wanted
SMUG1P1	ENSG00000267444	background
SMURF1	ENSG00000198742	background
SMURF2	ENSG00000108854	background
SMURF2P1	ENSG00000248121	background
SMYD1	ENSG00000115593	background
SMYD2	ENSG00000143499	background
SMYD3	ENSG00000185420	wanted
SMYD3-AS1	ENSG00000226876	background
SMYD3-IT1	ENSG00000230184	background
SMYD4	ENSG00000186532	wanted
SMYD5	ENSG00000135632	background
SNAI1	ENSG00000124216	background
SNAI1P1	ENSG00000237194	background
SNAI2	ENSG00000019549	background
SNAI3	ENSG00000185669	background
SNAI3-AS1	ENSG00000260630	background
SNAP23	ENSG00000092531	wanted
SNAP23P1	ENSG00000230758	background
SNAP25	ENSG00000132639	background
SNAP25-AS1	ENSG00000227906	background
SNAP29	ENSG00000099940	background
SNAP47	ENSG00000143740	background
SNAP47-AS1	ENSG00000230005	background
SNAP91	ENSG00000065609	background
SNAPC1	ENSG00000023608	background
SNAPC2	ENSG00000104976	background
SNAPC3	ENSG00000164975	background
SNAPC4	ENSG00000165684	background
SNAPC5	ENSG00000174446	background
SNAPC5P1	ENSG00000241216	background
SNAPIN	ENSG00000143553	background
SNCA	ENSG00000145335	background
SNCA-AS1	ENSG00000247775	background
SNCAIP	ENSG00000064692	background
SNCAIP-AS1	ENSG00000249916	background
SNCAIP-AS2	ENSG00000249621	background
SNCAIP-AS3	ENSG00000250328	background
SNCB	ENSG00000074317	background
SNCG	ENSG00000173267	wanted
SND1	ENSG00000197157	background
SND1-DT	ENSG00000240790	background
SND1-IT1	ENSG00000279078	background
SNED1	ENSG00000162804	background
SNED1-AS1	ENSG00000225521	background
SNF8	ENSG00000159210	background
SNF8P1	ENSG00000203387	background
SNHG1	ENSG00000255717	background
SNHG10	ENSG00000247092	background
SNHG11	ENSG00000174365	background
SNHG12	ENSG00000197989	background
SNHG14	ENSG00000224078	background
SNHG15	ENSG00000232956	background
SNHG16	ENSG00000163597	background
SNHG17	ENSG00000196756	background
SNHG18	ENSG00000250786	background
SNHG19	ENSG00000260260	background
SNHG20	ENSG00000234912	background
SNHG21	ENSG00000250988	background
SNHG22	ENSG00000267322	background
SNHG25	ENSG00000266402	background
SNHG26	ENSG00000228649	background
SNHG27	ENSG00000251676	background
SNHG28	ENSG00000188004	background
SNHG29	ENSG00000175061	background
SNHG3	ENSG00000242125	background
SNHG30	ENSG00000267321	background
SNHG31	ENSG00000229267	background
SNHG32	ENSG00000204387	background
SNHG33	ENSG00000291106	background
SNHG4	ENSG00000281398	background
SNHG5	ENSG00000203875	background
SNHG6	ENSG00000245910	background
SNHG7	ENSG00000233016	background
SNHG8	ENSG00000269893	background
SNHG9	ENSG00000255198	background
SNIP1	ENSG00000163877	background
SNN	ENSG00000184602	background
SNORA1	ENSG00000206834	background
SNORA10	ENSG00000206811	background
SNORA101B	ENSG00000310764	background
SNORA108	ENSG00000252284	background
SNORA10B	ENSG00000207187	background
SNORA11	ENSG00000221716	background
SNORA11B	ENSG00000221102	background
SNORA11C	ENSG00000221459	background
SNORA11D	ENSG00000221475	background
SNORA11E	ENSG00000221705	background
SNORA11F	ENSG00000221164	background
SNORA11G	ENSG00000221750	background
SNORA12	ENSG00000212464	background
SNORA13	ENSG00000238363	background
SNORA14A	ENSG00000201643	background
SNORA14B	ENSG00000207181	background
SNORA15	ENSG00000207168	background
SNORA15B-1	ENSG00000207062	background
SNORA15B-2	ENSG00000206785	background
SNORA16A	ENSG00000280498	background
SNORA16B	ENSG00000201544	background
SNORA17A	ENSG00000274998	background
SNORA17B	ENSG00000280496	background
SNORA18	ENSG00000207145	background
SNORA19	ENSG00000207468	background
SNORA1B	ENSG00000199405	background
SNORA20	ENSG00000207392	background
SNORA20B	ENSG00000206947	background
SNORA21	ENSG00000199293	background
SNORA21B	ENSG00000252699	background
SNORA22	ENSG00000206634	background
SNORA22B	ENSG00000206603	background
SNORA22C	ENSG00000207344	background
SNORA23	ENSG00000201998	background
SNORA24	ENSG00000275994	background
SNORA24B	ENSG00000206903	background
SNORA25	ENSG00000207112	background
SNORA25B	ENSG00000202377	background
SNORA26	ENSG00000212588	background
SNORA27	ENSG00000207051	background
SNORA28	ENSG00000272533	background
SNORA29	ENSG00000206910	background
SNORA2A	ENSG00000206612	background
SNORA2B	ENSG00000207313	background
SNORA2C	ENSG00000221491	background
SNORA30	ENSG00000206755	background
SNORA30B	ENSG00000202189	background
SNORA31	ENSG00000199477	background
SNORA31B	ENSG00000253051	background
SNORA32	ENSG00000206799	background
SNORA33	ENSG00000200534	background
SNORA35	ENSG00000208839	background
SNORA35B	ENSG00000271907	background
SNORA36A	ENSG00000206948	background
SNORA36B	ENSG00000222370	background
SNORA36C	ENSG00000207016	background
SNORA37	ENSG00000207233	background
SNORA38	ENSG00000200816	background
SNORA38B	ENSG00000200394	background
SNORA3A	ENSG00000200983	background
SNORA3B	ENSG00000212607	background
SNORA3C	ENSG00000221719	background
SNORA4	ENSG00000263776	background
SNORA40	ENSG00000210825	background
SNORA40B	ENSG00000208308	background
SNORA40C	ENSG00000212587	background
SNORA41	ENSG00000207406	background
SNORA41B	ENSG00000207516	background
SNORA44	ENSG00000273544	background
SNORA46	ENSG00000207493	background
SNORA47	ENSG00000238961	background
SNORA48	ENSG00000209582	background
SNORA48B	ENSG00000212214	background
SNORA49	ENSG00000208892	background
SNORA50A	ENSG00000206952	background
SNORA50B	ENSG00000253007	background
SNORA50C	ENSG00000277887	background
SNORA50D	ENSG00000280894	background
SNORA51	ENSG00000271798	background
SNORA52	ENSG00000199785	background
SNORA53	ENSG00000212443	background
SNORA54	ENSG00000207008	background
SNORA55	ENSG00000201457	background
SNORA56	ENSG00000206693	background
SNORA57	ENSG00000206597	background
SNORA58	ENSG00000249020	background
SNORA58B	ENSG00000201129	background
SNORA59A	ENSG00000239149	background
SNORA59B	ENSG00000266079	background
SNORA5A	ENSG00000206838	background
SNORA5B	ENSG00000200656	background
SNORA5C	ENSG00000201772	background
SNORA6	ENSG00000206760	background
SNORA60	ENSG00000199266	background
SNORA61	ENSG00000278274	background
SNORA62	ENSG00000201542	background
SNORA63	ENSG00000199633	background
SNORA63B	ENSG00000200418	background
SNORA63C	ENSG00000201448	background
SNORA63D	ENSG00000201229	background
SNORA63E	ENSG00000199363	background
SNORA64	ENSG00000207405	background
SNORA65	ENSG00000201302	background
SNORA66	ENSG00000207523	background
SNORA67	ENSG00000277985	background
SNORA68	ENSG00000207166	background
SNORA68B	ENSG00000201388	background
SNORA69	ENSG00000206622	background
SNORA70	ENSG00000252969	background
SNORA70B	ENSG00000206937	background
SNORA70C	ENSG00000207268	background
SNORA70D	ENSG00000263666	background
SNORA70E	ENSG00000207221	background
SNORA70F	ENSG00000206869	background
SNORA70G	ENSG00000206650	background
SNORA70H	ENSG00000206637	background
SNORA70I	ENSG00000207274	background
SNORA70J	ENSG00000206909	background
SNORA71	ENSG00000201393	background
SNORA71A	ENSG00000225091	background
SNORA71B	ENSG00000235408	background
SNORA71C	ENSG00000201512	background
SNORA71D	ENSG00000200354	background
SNORA71E	ENSG00000274309	background
SNORA72	ENSG00000201944	background
SNORA73	ENSG00000222145	background
SNORA73A	ENSG00000274266	background
SNORA73B	ENSG00000200087	background
SNORA74	ENSG00000272025	background
SNORA74A	ENSG00000200959	background
SNORA74B	ENSG00000212402	background
SNORA74C-1	ENSG00000265733	background
SNORA74C-2	ENSG00000288603	background
SNORA74D	ENSG00000252213	background
SNORA75	ENSG00000212580	background
SNORA75B	ENSG00000206780	background
SNORA77	ENSG00000221643	background
SNORA77B	ENSG00000264346	background
SNORA78	ENSG00000273587	background
SNORA79	ENSG00000221303	background
SNORA79B	ENSG00000222489	background
SNORA7A	ENSG00000207496	background
SNORA7B	ENSG00000207088	background
SNORA8	ENSG00000207304	background
SNORA80A	ENSG00000200792	background
SNORA80B	ENSG00000206633	background
SNORA80C	ENSG00000199787	background
SNORA80D	ENSG00000207217	background
SNORA80E	ENSG00000207475	background
SNORA81	ENSG00000221420	background
SNORA84	ENSG00000239183	background
SNORA87	ENSG00000310754	background
SNORA88	ENSG00000310755	background
SNORA9	ENSG00000277184	background
SNORA95	ENSG00000310750	background
SNORA9B	ENSG00000206897	background
SNORC	ENSG00000182600	background
SNORD10	ENSG00000238917	background
SNORD100	ENSG00000221500	background
SNORD101	ENSG00000206754	background
SNORD102	ENSG00000207500	background
SNORD103A	ENSG00000310736	background
SNORD103B	ENSG00000310737	background
SNORD103C	ENSG00000310738	background
SNORD104	ENSG00000199753	background
SNORD105	ENSG00000209645	background
SNORD105B	ENSG00000238531	background
SNORD107	ENSG00000276314	background
SNORD108	ENSG00000239014	background
SNORD109A	ENSG00000274640	background
SNORD109B	ENSG00000239169	background
SNORD11	ENSG00000238317	background
SNORD110	ENSG00000221116	background
SNORD111	ENSG00000221066	background
SNORD111B	ENSG00000221514	background
SNORD112	ENSG00000275662	background
SNORD113-1	ENSG00000202191	background
SNORD113-2	ENSG00000212384	background
SNORD113-3	ENSG00000201700	background
SNORD113-4	ENSG00000201672	background
SNORD113-5	ENSG00000272474	background
SNORD113-6	ENSG00000200215	background
SNORD113-7	ENSG00000200632	background
SNORD113-8	ENSG00000200367	background
SNORD113-9	ENSG00000201950	background
SNORD114-1	ENSG00000199575	background
SNORD114-10	ENSG00000200279	background
SNORD114-11	ENSG00000200608	background
SNORD114-12	ENSG00000202270	background
SNORD114-13	ENSG00000201247	background
SNORD114-14	ENSG00000199593	background
SNORD114-15	ENSG00000201557	background
SNORD114-16	ENSG00000199914	background
SNORD114-17	ENSG00000201569	background
SNORD114-18	ENSG00000202142	background
SNORD114-19	ENSG00000199942	background
SNORD114-2	ENSG00000200823	background
SNORD114-20	ENSG00000202048	background
SNORD114-21	ENSG00000272344	background
SNORD114-22	ENSG00000202293	background
SNORD114-23	ENSG00000200406	background
SNORD114-24	ENSG00000201899	background
SNORD114-25	ENSG00000200612	background
SNORD114-26	ENSG00000200413	background
SNORD114-27	ENSG00000200636	background
SNORD114-28	ENSG00000200480	background
SNORD114-29	ENSG00000201689	background
SNORD114-3	ENSG00000201839	background
SNORD114-30	ENSG00000201318	background
SNORD114-31	ENSG00000200089	background
SNORD114-4	ENSG00000200832	background
SNORD114-5	ENSG00000199798	background
SNORD114-6	ENSG00000201263	background
SNORD114-7	ENSG00000199390	background
SNORD114-9	ENSG00000201240	background
SNORD115	ENSG00000212411	background
SNORD115-1	ENSG00000201831	background
SNORD115-10	ENSG00000201943	background
SNORD115-11	ENSG00000200486	background
SNORD115-12	ENSG00000199453	background
SNORD115-13	ENSG00000273835	background
SNORD115-14	ENSG00000199960	background
SNORD115-15	ENSG00000201679	background
SNORD115-16	ENSG00000200757	background
SNORD115-17	ENSG00000201482	background
SNORD115-18	ENSG00000200163	background
SNORD115-19	ENSG00000199968	background
SNORD115-2	ENSG00000199712	background
SNORD115-20	ENSG00000201969	background
SNORD115-21	ENSG00000199833	background
SNORD115-22	ENSG00000201326	background
SNORD115-23	ENSG00000201331	background
SNORD115-24	ENSG00000200398	background
SNORD115-25	ENSG00000199489	background
SNORD115-26	ENSG00000275524	background
SNORD115-27	ENSG00000201300	background
SNORD115-28	ENSG00000200801	background
SNORD115-29	ENSG00000199704	background
SNORD115-3	ENSG00000199970	background
SNORD115-30	ENSG00000200987	background
SNORD115-31	ENSG00000202188	background
SNORD115-32	ENSG00000200949	background
SNORD115-33	ENSG00000200593	background
SNORD115-34	ENSG00000199311	background
SNORD115-35	ENSG00000201992	background
SNORD115-36	ENSG00000202499	background
SNORD115-37	ENSG00000200638	background
SNORD115-38	ENSG00000201907	background
SNORD115-39	ENSG00000200564	background
SNORD115-4	ENSG00000200680	background
SNORD115-40	ENSG00000272460	background
SNORD115-41	ENSG00000200478	background
SNORD115-42	ENSG00000201143	background
SNORD115-43	ENSG00000202373	background
SNORD115-44	ENSG00000202261	background
SNORD115-45	ENSG00000212380	background
SNORD115-46	ENSG00000276844	background
SNORD115-47	ENSG00000212528	background
SNORD115-48	ENSG00000201634	background
SNORD115-5	ENSG00000200503	background
SNORD115-6	ENSG00000200812	background
SNORD115-7	ENSG00000278089	background
SNORD115-8	ENSG00000200726	background
SNORD115-9	ENSG00000199782	background
SNORD116	ENSG00000202498	background
SNORD116-1	ENSG00000207063	background
SNORD116-10	ENSG00000200661	background
SNORD116-11	ENSG00000206609	background
SNORD116-12	ENSG00000207197	background
SNORD116-13	ENSG00000207137	background
SNORD116-14	ENSG00000206621	background
SNORD116-15	ENSG00000207174	background
SNORD116-16	ENSG00000207263	background
SNORD116-17	ENSG00000206656	background
SNORD116-18	ENSG00000206688	background
SNORD116-19	ENSG00000207460	background
SNORD116-2	ENSG00000207001	background
SNORD116-20	ENSG00000278715	background
SNORD116-21	ENSG00000277785	background
SNORD116-22	ENSG00000275127	background
SNORD116-23	ENSG00000207375	background
SNORD116-24	ENSG00000207279	background
SNORD116-25	ENSG00000252326	background
SNORD116-26	ENSG00000251815	background
SNORD116-27	ENSG00000251896	background
SNORD116-28	ENSG00000278123	background
SNORD116-29	ENSG00000207245	background
SNORD116-3	ENSG00000207014	background
SNORD116-30	ENSG00000252277	background
SNORD116-4	ENSG00000275529	background
SNORD116-5	ENSG00000207191	background
SNORD116-6	ENSG00000207442	background
SNORD116-7	ENSG00000207133	background
SNORD116-8	ENSG00000207093	background
SNORD116-9	ENSG00000206727	background
SNORD117	ENSG00000201785	background
SNORD118	ENSG00000200463	background
SNORD119	ENSG00000310768	background
SNORD11B	ENSG00000271852	background
SNORD12	ENSG00000212304	background
SNORD121A	ENSG00000238886	background
