accession	organism	vclass	vorder	assembly_level	contig_n50	contig_spans_gene	cell	n_loci	n_copies	n_intact_copies	n_contigs	same_contig_copies	max_coverage	annot_named	copy_contigs
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	Chromosome	8087617	1	RYR	6	6	6	6	0	1.0	6	NC_084590.1;NC_084600.1;NC_084602.1;NC_084603.1;NC_084604.1;NC_084605.1
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	Chromosome	2039131	1	ITPR1	2	2	2	1	1	1.0	2	NC_084731.1
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	Chromosome	2039131	1	ITPR2	1	1	1	1	0	1.0	1	NC_084754.1
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	Chromosome	2039131	1	ITPR3	1	1	1	1	0	0.9989	1	NC_084737.1
GCF_033978785.1	Entelurus aequoreus	Actinopteri	Syngnathiformes	Chromosome	2039131	1	RYR	7	7	7	6	1	1.0	7	NC_084733.1;NC_084735.1;NC_084738.1;NC_084739.1;NC_084740.1;NC_084753.1
GCF_034619465.1	Leptosomus discolor	Aves	Leptosomiformes	Chromosome	8826436	1	ITPR1	1	1	1	1	0	1.0	1	NC_141399.1
GCF_034619465.1	Leptosomus discolor	Aves	Leptosomiformes	Chromosome	8826436	1	ITPR2	1	1	1	1	0	1.0	1	NC_141391.1
GCF_034619465.1	Leptosomus discolor	Aves	Leptosomiformes	Chromosome	8826436	1	ITPR3	1	1	1	1	0	1.0	1	NC_141411.1
GCF_034619465.1	Leptosomus discolor	Aves	Leptosomiformes	Chromosome	8826436	1	RYR	2	2	2	2	0	1.0	2	NC_141392.1;NC_141393.1
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	Chromosome	35788150	1	ITPR1	1	1	1	1	0	1.0	1	NC_132944.1
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	Chromosome	35788150	1	ITPR2	1	1	1	1	0	1.0	1	NC_132934.1
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	Chromosome	35788150	1	ITPR3	1	1	1	1	0	1.0	1	NC_132956.1
GCF_034638445.1	Ciconia boyciana	Aves	Ciconiiformes	Chromosome	35788150	1	RYR	3	3	3	3	0	1.0	3	NC_132936.1;NC_132939.1;NC_132966.1
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	Chromosome	1448200	1	ITPR1	2	2	2	1	1	1.0	2	NC_085870.1
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	Chromosome	1448200	1	ITPR2	1	1	1	1	0	1.0	1	NC_085860.1
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	Chromosome	1448200	1	ITPR3	1	1	1	1	0	1.0	1	NC_085866.1
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	Chromosome	1448200	1	RYR	6	6	6	6	0	1.0	6	NC_085863.1;NC_085864.1;NC_085873.1;NC_085874.1;NC_085875.1;NC_085880.1
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	Chromosome	4905566	1	ITPR1	1	1	1	1	0	1.0	1	NC_090341.1
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	Chromosome	4905566	1	ITPR2	1	1	1	1	0	1.0	1	NC_090348.1
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	Chromosome	4905566	1	ITPR3	1	1	1	1	0	1.0	1	NC_090351.1
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	Chromosome	4905566	1	RYR	3	3	3	3	0	1.0	3	NC_090332.1;NC_090334.1;NC_090365.1
GCF_035582795.1	Mycteria americana	Aves	Ciconiiformes	Chromosome	36845572	1	ITPR1	1	1	1	1	0	1.0	1	NC_134375.1
GCF_035582795.1	Mycteria americana	Aves	Ciconiiformes	Chromosome	36845572	1	ITPR2	1	1	1	1	0	1.0	1	NC_134365.1
GCF_035582795.1	Mycteria americana	Aves	Ciconiiformes	Chromosome	36845572	1	ITPR3	1	1	1	1	0	1.0	1	NC_134384.1
GCF_035582795.1	Mycteria americana	Aves	Ciconiiformes	Chromosome	36845572	1	RYR	2	2	2	2	0	1.0	2	NC_134367.1;NC_134369.1
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	Anura	Chromosome	10388966	1	ITPR1	1	1	1	1	0	1.0	1	NC_089839.1
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	Anura	Chromosome	10388966	1	ITPR2	1	1	1	1	0	0.8828	1	NC_089838.1
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	Anura	Chromosome	10388966	1	ITPR3	1	1	1	1	0	1.0	1	NC_089837.1
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	Anura	Chromosome	10388966	1	RYR	2	2	2	2	0	1.0	2	NC_089842.1;NC_089846.1
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	Chromosome	25101800	1	ITPR1	1	1	1	1	0	1.0	1	NC_088255.1
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	Chromosome	25101800	1	ITPR2	1	1	1	1	0	1.0	1	NC_088245.1
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	Chromosome	25101800	1	ITPR3	1	1	1	1	0	1.0	1	NC_088265.1
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	Chromosome	25101800	1	RYR	3	3	3	3	0	1.0	3	NC_088247.1;NC_088249.1;NW_027017376.1
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	Chromosome	3418954	1	ITPR1	1	1	1	1	0	1.0	1	NC_090389.1
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	Chromosome	3418954	1	ITPR2	1	1	1	1	0	1.0	1	NC_090397.1
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	Chromosome	3418954	1	ITPR3	1	1	1	1	0	1.0	1	NC_090395.1
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	Chromosome	3418954	1	RYR	3	3	3	3	0	1.0	3	NC_090379.1;NC_090383.1;NC_090410.1
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	Chromosome	24239989	1	ITPR1	1	1	1	1	0	1.0	1	NC_088109.1
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	Chromosome	24239989	1	ITPR2	1	1	1	1	0	1.0	1	NC_088098.1
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	Chromosome	24239989	1	ITPR3	1	1	1	1	0	1.0	1	NC_088124.1
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	Chromosome	24239989	1	RYR	3	3	3	3	0	1.0	3	NC_088100.1;NC_088102.1;NC_088133.1
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	Chromosome	17465777	1	ITPR1	1	1	1	1	0	1.0	1	NC_089852.1
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	Chromosome	17465777	1	ITPR2	1	1	1	1	0	1.0	1	NC_089854.1
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	Chromosome	17465777	1	ITPR3	1	1	1	1	0	1.0	1	NC_089854.1
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	Chromosome	17465777	1	RYR	3	3	3	3	0	1.0	3	NC_089854.1;NC_089870.1;NC_089872.1
GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	Chromosome	25335467	1	ITPR1	1	1	1	1	0	1.0	1	NC_141565.1
GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	Chromosome	25335467	1	ITPR2	1	1	1	1	0	1.0	1	NC_141556.1
GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	Chromosome	25335467	1	ITPR3	1	1	1	1	0	1.0	1	NC_141578.1
GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	Chromosome	25335467	1	RYR	2	2	2	2	0	1.0	2	NC_141558.1;NC_141560.1
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	Chromosome	19797665	1	ITPR1	1	1	1	1	0	1.0	1	NC_089989.1
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	Chromosome	19797665	1	ITPR2	1	1	1	1	0	1.0	1	NC_089978.1
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	Chromosome	19797665	1	ITPR3	1	1	1	1	0	1.0	1	NC_090002.1
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	Chromosome	19797665	1	RYR	3	3	2	3	0	1.0	3	NC_089980.1;NC_089981.1;NC_090012.1
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	Chromosome	20156883	1	ITPR1	1	1	1	1	0	1.0	1	NC_089499.1
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	Chromosome	20156883	1	ITPR2	1	1	1	1	0	1.0	1	NC_089490.1
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	Chromosome	20156883	1	ITPR3	1	1	1	1	0	1.0	1	NC_089490.1
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	Chromosome	20156883	1	RYR	3	3	3	3	0	1.0	3	NC_089490.1;NC_089493.1;NC_089498.1
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	Chromosome	5195315	1	ITPR1	1	1	1	1	0	1.0	1	NC_091473.1
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	Chromosome	5195315	1	ITPR2	1	1	1	1	0	0.9985	1	NC_091481.1
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	Chromosome	5195315	1	ITPR3	1	1	1	1	0	1.0	1	NC_091473.1
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	Chromosome	5195315	1	RYR	3	3	3	3	0	1.0	3	NC_091470.1;NC_091472.1;NC_091481.1
GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	Chromosome	19972387	1	ITPR1	1	1	1	1	0	1.0	1	NC_088890.1
GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	Chromosome	19972387	1	ITPR2	1	1	1	1	0	1.0	1	NC_088884.1
GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	Chromosome	19972387	1	ITPR3	1	1	1	1	0	1.0	1	NC_088902.1
GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	Chromosome	19972387	1	RYR	2	2	2	2	0	1.0	2	NC_088888.1;NC_088889.1
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	Chromosome	42076942	1	ITPR1	1	1	1	1	0	1.0	1	NC_088152.1
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	Chromosome	42076942	1	ITPR2	1	1	1	1	0	1.0	1	NC_088145.1
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	Chromosome	42076942	1	ITPR3	1	1	1	1	0	1.0	1	NC_088162.1
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	Chromosome	42076942	1	RYR	3	3	3	3	0	1.0	3	NC_088141.1;NC_088149.1;NC_088167.1
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	Chromosome	1227456	1	ITPR1	1	1	1	1	0	1.0	1	NC_133665.1
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	Chromosome	1227456	1	ITPR2	1	1	1	1	0	1.0	1	NC_133664.1
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	Chromosome	1227456	1	ITPR3	1	1	1	1	0	1.0	1	NC_133662.1
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	Chromosome	1227456	1	RYR	3	3	3	3	0	1.0	3	NC_133658.1;NC_133659.1;NC_133661.1
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	Chromosome	21327470	1	ITPR1	2	2	2	1	1	1.0	2	NC_092058.1
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	Chromosome	21327470	1	ITPR2	1	1	1	1	0	1.0	1	NC_092065.1
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	Chromosome	21327470	1	ITPR3	1	1	1	1	0	1.0	1	NC_092063.1
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	Chromosome	21327470	1	RYR	6	6	6	6	0	1.0	6	NC_092064.1;NC_092068.1;NC_092069.1;NC_092071.1;NC_092074.1;NC_092076.1
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	Chromosome	21047747	1	ITPR1	2	2	2	1	1	1.0	2	NC_090780.1
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	Chromosome	21047747	1	ITPR2	1	1	1	1	0	1.0	1	NC_090779.1
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	Chromosome	21047747	1	ITPR3	1	1	1	1	0	1.0	1	NC_090777.1
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	Chromosome	21047747	1	RYR	6	6	6	6	0	1.0	6	NC_090781.1;NC_090786.1;NC_090788.1;NC_090792.1;NC_090794.1;NC_090796.1
GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	Chromosome	28829471	1	ITPR1	1	1	1	1	0	1.0	1	NC_090955.1
GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	Chromosome	28829471	1	ITPR2	1	1	1	1	0	1.0	1	NC_090942.1
GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	Chromosome	28829471	1	ITPR3	1	1	1	1	0	1.0	1	NC_090965.1
GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	Chromosome	28829471	1	RYR	3	3	3	3	0	1.0	3	NC_090944.1;NC_090946.1;NC_090957.1
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	Chromosome	20019514	1	ITPR1	1	1	1	1	0	1.0	1	NC_090699.1
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	Chromosome	20019514	1	ITPR2	1	1	1	1	0	1.0	1	NC_090702.1
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	Chromosome	20019514	1	ITPR3	1	1	1	1	0	1.0	1	NC_090700.1
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	Chromosome	20019514	1	RYR	3	3	3	3	0	1.0	3	NC_090698.1;NC_090703.1;NC_090712.1
GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	Chromosome	17285536	1	ITPR1	1	1	1	1	0	1.0	1	NC_091026.1
GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	Chromosome	17285536	1	ITPR2	1	1	1	1	0	1.0	1	NC_091014.1
GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	Chromosome	17285536	1	ITPR3	1	1	1	1	0	1.0	1	NC_091039.1
GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	Chromosome	17285536	1	RYR	3	3	3	3	0	1.0	3	NC_091016.1;NC_091019.1;NC_091045.1
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	Chromosome	22449376	1	ITPR1	2	2	2	2	0	1.0	2	NC_137503.1;NC_137518.1
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	Chromosome	22449376	1	ITPR2	1	1	1	1	0	1.0	1	NC_137502.1
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	Chromosome	22449376	1	ITPR3	1	1	1	1	0	1.0	1	NC_137521.1
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	Chromosome	22449376	1	RYR	5	5	5	5	0	1.0	5	NC_137502.1;NC_137503.1;NC_137506.1;NC_137511.1;NC_137515.1
GCF_042186555.1	Aquarana catesbeiana	Amphibia	Anura	Chromosome	3396515	1	ITPR1	2	1	1	1	0	0.545	2	NC_133330.1
GCF_042186555.1	Aquarana catesbeiana	Amphibia	Anura	Chromosome	3396515	1	ITPR2	1	1	1	1	0	1.0	1	NC_133326.1
GCF_042186555.1	Aquarana catesbeiana	Amphibia	Anura	Chromosome	3396515	1	ITPR3	1	1	1	1	0	1.0	1	NC_133325.1
GCF_042186555.1	Aquarana catesbeiana	Amphibia	Anura	Chromosome	3396515	1	RYR	2	2	2	2	0	1.0	2	NC_133332.1;NC_133336.1
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	Chromosome	12920725	1	ITPR1	2	2	2	1	1	1.0	2	NC_092013.1
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	Chromosome	12920725	1	ITPR2	1	1	1	1	0	1.0	1	NC_092016.1
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	Chromosome	12920725	1	ITPR3	1	1	1	1	0	1.0	1	NC_092022.1
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	Chromosome	12920725	1	RYR	6	6	6	6	0	1.0	6	NC_092015.1;NC_092023.1;NC_092024.1;NC_092025.1;NC_092029.1;NC_092031.1
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	Chromosome	9298000	1	ITPR1	2	2	2	1	1	1.0	2	NC_091743.1
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	Chromosome	9298000	1	ITPR2	1	1	1	1	0	1.0	1	NC_091744.1
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	Chromosome	9298000	1	ITPR3	1	1	1	1	0	1.0	1	NC_091755.1
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	Chromosome	9298000	1	RYR	6	6	6	6	0	1.0	6	NC_091742.1;NC_091750.1;NC_091752.1;NC_091753.1;NC_091756.1;NC_091758.1
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	Chromosome	1015092	1	ITPR1	2	2	2	1	1	1.0	2	NC_140911.1
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	Chromosome	1015092	1	ITPR2	1	1	1	1	0	1.0	1	NC_140912.1
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	Chromosome	1015092	1	ITPR3	1	1	1	1	0	1.0	1	NC_140913.1
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	Chromosome	1015092	1	RYR	6	6	6	6	0	1.0	6	NC_140919.1;NC_140920.1;NC_140921.1;NC_140925.1;NC_140928.1;NC_140930.1
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	Contig	4774482	1	ITPR1	2	2	2	2	0	1.0	2	NW_027466831.1;NW_027466880.1
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	Contig	4774482	1	ITPR2	1	1	1	1	0	1.0	1	NW_027466834.1
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	Contig	4774482	1	ITPR3	1	1	1	1	0	0.8944	1	NW_027467302.1
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	Contig	4774482	1	RYR	6	6	6	6	0	1.0	6	NW_027466827.1;NW_027466845.1;NW_027466859.1;NW_027466916.1;NW_027466989.1;NW_027467090.1
GCF_047370975.1	Nipponia nippon	Aves	Pelecaniformes	Scaffold	56735934	1	ITPR1	1	1	1	1	0	1.0	1	NW_028262413.1
GCF_047370975.1	Nipponia nippon	Aves	Pelecaniformes	Scaffold	56735934	1	ITPR2	1	1	1	1	0	1.0	1	NW_028262347.1
GCF_047370975.1	Nipponia nippon	Aves	Pelecaniformes	Scaffold	56735934	1	ITPR3	1	1	1	1	0	1.0	1	NW_028262342.1
GCF_047370975.1	Nipponia nippon	Aves	Pelecaniformes	Scaffold	56735934	1	RYR	3	3	3	3	0	1.0	3	NW_028262291.1;NW_028262358.1;NW_028262365.1
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	Orectolobiformes	Chromosome	5342658	1	ITPR1	1	1	1	1	0	1.0	1	NC_092750.1
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	Orectolobiformes	Chromosome	5342658	1	ITPR2	1	1	1	1	0	1.0	1	NC_092782.1
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	Orectolobiformes	Chromosome	5342658	1	ITPR3	1	1	1	1	0	1.0	1	NC_092783.1
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	Orectolobiformes	Chromosome	5342658	1	RYR	3	3	3	3	0	1.0	3	NC_092742.1;NC_092749.1;NC_092767.1
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	Chromosome	3187150	1	ITPR1	1	1	1	1	0	1.0	1	NC_092719.1
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	Chromosome	3187150	1	ITPR2	1	1	1	1	0	1.0	1	NC_092719.1
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	Chromosome	3187150	1	ITPR3	1	1	1	1	0	1.0	1	NC_092723.1
GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	Carcharhiniformes	Chromosome	3187150	1	RYR	3	3	3	3	0	1.0	3	NC_092707.1;NC_092708.1;NC_092731.1
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	Complete Genome	80154792	1	ITPR1	1	1	1	1	0	1.0	1	NC_092599.1
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	Complete Genome	80154792	1	ITPR2	1	1	1	1	0	1.0	1	NC_092587.1
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	Complete Genome	80154792	1	ITPR3	1	1	1	1	0	1.0	1	NC_092613.1
GCF_047663525.1	Anas platyrhynchos	Aves	Anseriformes	Complete Genome	80154792	1	RYR	3	3	2	3	0	1.0	3	NC_092589.1;NC_092591.1;NC_092618.1
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	Chromosome	16359274	1	ITPR1	1	1	1	1	0	1.0	1	NC_133981.1
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	Chromosome	16359274	1	ITPR2	1	1	1	1	0	1.0	1	NC_133976.1
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	Chromosome	16359274	1	ITPR3	1	1	1	1	0	1.0	1	NC_133995.1
GCF_047716275.1	Strix uralensis	Aves	Strigiformes	Chromosome	16359274	1	RYR	3	3	3	3	0	1.0	3	NC_133974.1;NC_133975.1;NW_027436919.1
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	Chromosome	8940806	1	ITPR1	1	1	1	1	0	1.0	1	NC_133142.1
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	Chromosome	8940806	1	ITPR2	1	1	1	1	0	0.9985	1	NC_133137.1
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	Chromosome	8940806	1	ITPR3	1	1	1	1	0	1.0	1	NC_133150.1
GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	Myliobatiformes	Chromosome	8940806	1	RYR	3	3	3	3	0	1.0	3	NC_133126.1;NC_133130.1;NC_133148.1
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	Chromosome	4359487	1	ITPR1	1	1	1	1	0	1.0	1	NC_133617.1
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	Chromosome	4359487	1	ITPR2	1	1	1	1	0	1.0	1	NC_133621.1
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	Chromosome	4359487	1	ITPR3	1	1	1	1	0	1.0	1	NC_133620.1
GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	Dasyuromorphia	Chromosome	4359487	1	RYR	3	3	3	3	0	1.0	3	NC_133618.1;NC_133620.1;NC_133623.1
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	Chromosome	10969524	1	ITPR1	2	2	2	2	0	1.0	2	NC_132802.1;NC_132804.1
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	Chromosome	10969524	1	ITPR2	1	1	1	1	0	1.0	1	NC_132799.1
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	Chromosome	10969524	1	ITPR3	1	1	1	1	0	1.0	1	NC_132802.1
GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	Osteoglossiformes	Chromosome	10969524	1	RYR	4	4	4	4	0	1.0	4	NC_132810.1;NC_132813.1;NC_132814.1;NC_132816.1
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	Chromosome	4594409	1	ITPR1	3	3	3	3	0	1.0	3	NC_133696.1;NC_133708.1;NC_133714.1
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	Chromosome	4594409	1	ITPR2	0	0	0	0	0	0.0	0	
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	Chromosome	4594409	1	ITPR3	0	0	0	0	0	0.0	0	
GCF_048934315.1	Petromyzon marinus	Hyperoartia	Petromyzontiformes	Chromosome	4594409	1	RYR	2	2	2	2	0	1.0	2	NC_133672.1;NC_133719.1
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	Complete Genome	162285572	1	ITPR1	1	1	1	1	0	1.0	1	NC_133407.1
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	Complete Genome	162285572	1	ITPR2	1	1	1	1	0	1.0	1	NC_133416.1
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	Complete Genome	162285572	1	ITPR3	1	1	1	1	0	1.0	1	NC_133409.1
GCF_049350105.2	Macaca mulatta	Mammalia	Primates	Complete Genome	162285572	1	RYR	3	3	3	3	0	1.0	3	NC_133406.1;NC_133412.1;NC_133424.1
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	Chromosome	41601014	1	ITPR1	1	1	1	1	0	1.0	1	NC_134535.1
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	Chromosome	41601014	1	ITPR2	1	1	1	1	0	1.0	1	NC_134535.1
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	Chromosome	41601014	1	ITPR3	1	1	1	1	0	1.0	1	NC_134536.1
GCF_050624435.1	Tenrec ecaudatus	Mammalia	Afrosoricida	Chromosome	41601014	1	RYR	3	3	3	3	0	1.0	3	NC_134537.1;NC_134543.1;NC_134547.1
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	1	ITPR1	2	2	2	2	0	1.0	2	NC_141026.1;NC_141031.1
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	1	ITPR2	1	1	1	1	0	1.0	1	NC_141038.1
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	1	ITPR3	1	1	1	1	0	1.0	1	NC_141028.1
GCF_052040795.1	Danio rerio	Actinopteri	Cypriniformes	Complete Genome	59431669	1	RYR	6	6	6	5	1	1.0	6	NC_141030.1;NC_141032.1;NC_141037.1;NC_141038.1;NC_141040.1
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	Chromosome	1075145	1	ITPR1	1	1	1	1	0	1.0	1	NC_140997.1
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	Chromosome	1075145	1	ITPR2	1	1	1	1	0	1.0	1	NC_141003.1
GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	Squaliformes	Chromosome	1075145	1	ITPR3	1	1	1	1	0	1.0	1	NC_141004.1
