accession	label	kind	call	group	paralog	species	kingdom	phylum	length	source	in_alphafold	afdb_status	model_accession	afdb_entry	model_length	model_coverage	is_canonical	afdb_version	seq_version_date	error
A0A7K7NH38	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Haliaeetus albicilla (White-tailed sea-eagle) (Falco albicilla)	Metazoa	Chordata	288	InterPro	1	full	A0A7K7NH38	AF-A0A7K7NH38-F1	288	1.0	1	6	2021-04-07	
A0A7K7P1E2	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Acrocephalus arundinaceus (Great reed-warbler)	Metazoa	Chordata	285	InterPro	1	full	A0A7K7P1E2	AF-A0A7K7P1E2-F1	285	1.0	1	6	2021-04-07	
A0A7K7PN28	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Acrocephalus arundinaceus (Great reed-warbler)	Metazoa	Chordata	2674	InterPro	0	absent			0	0.0				404
A0A7K7QBE2	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Poecile atricapillus (Black-capped chickadee) (Parus atricapillus)	Metazoa	Chordata	285	InterPro	1	full	A0A7K7QBE2	AF-A0A7K7QBE2-F1	285	1.0	1	6	2021-04-07	
A0A7K7R2N9	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Poecile atricapillus (Black-capped chickadee) (Parus atricapillus)	Metazoa	Chordata	2670	InterPro	0	absent			0	0.0				404
A0A7K7RF33	Itpr3_0	uniprot	ITPR	Vertebrata	Itpr3_0	Nesospiza acunhae	Metazoa	Chordata	355	HMM		full	A0A7K7RF33	AF-A0A7K7RF33-F1	355	1.0	1	6	2021-04-07	
A0A7K7RTZ2	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Nesospiza acunhae	Metazoa	Chordata	288	InterPro	1	full	A0A7K7RTZ2	AF-A0A7K7RTZ2-F1	288	1.0	1	6	2021-04-07	
A0A7K7RWZ1	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Nesospiza acunhae	Metazoa	Chordata	285	InterPro	1	full	A0A7K7RWZ1	AF-A0A7K7RWZ1-F1	285	1.0	1	6	2021-04-07	
A0A7K7SCN1	Itpr3_1	uniprot	ITPR	Vertebrata	Itpr3_1	Nesospiza acunhae	Metazoa	Chordata	2036	InterPro	0	absent			0	0.0				404
A0A7K7SP26	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Sapayoa aenigma (broad-billed sapayoa)	Metazoa	Chordata	288	InterPro	1	full	A0A7K7SP26	AF-A0A7K7SP26-F1	288	1.0	1	6	2021-04-07	
A0A7K7SQN2	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Sapayoa aenigma (broad-billed sapayoa)	Metazoa	Chordata	2698	InterPro	0	absent			0	0.0				404
A0A7K7SZ21	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Sapayoa aenigma (broad-billed sapayoa)	Metazoa	Chordata	285	InterPro	1	full	A0A7K7SZ21	AF-A0A7K7SZ21-F1	285	1.0	1	6	2021-04-07	
A0A7K7TTE4	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Ibidorhyncha struthersii	Metazoa	Chordata	2635	InterPro	0	absent			0	0.0				404
A0A7K7U730	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Ibidorhyncha struthersii	Metazoa	Chordata	285	InterPro	1	full	A0A7K7U730	AF-A0A7K7U730-F1	285	1.0	1	6	2021-04-07	
A0A7K7UEF3	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Ibidorhyncha struthersii	Metazoa	Chordata	288	InterPro	1	full	A0A7K7UEF3	AF-A0A7K7UEF3-F1	288	1.0	1	6	2021-04-07	
A0A7K7UYU6	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Eudromia elegans (Elegant crested-tinamou)	Metazoa	Chordata	288	InterPro	1	full	A0A7K7UYU6	AF-A0A7K7UYU6-F1	288	1.0	1	6	2021-04-07	
A0A7K7V8F7	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Eudromia elegans (Elegant crested-tinamou)	Metazoa	Chordata	285	InterPro	1	full	A0A7K7V8F7	AF-A0A7K7V8F7-F1	285	1.0	1	6	2021-04-07	
A0A7K7VDS7	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Eudromia elegans (Elegant crested-tinamou)	Metazoa	Chordata	2698	InterPro	0	absent			0	0.0				404
A0A7K7VX96	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Nothocercus julius	Metazoa	Chordata	287	InterPro	1	full	A0A7K7VX96	AF-A0A7K7VX96-F1	287	1.0	1	6	2021-04-07	
A0A7K7WAV7	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Nothocercus julius	Metazoa	Chordata	285	InterPro	1	full	A0A7K7WAV7	AF-A0A7K7WAV7-F1	285	1.0	1	6	2021-04-07	
A0A7K7WKH5	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Nothocercus julius	Metazoa	Chordata	2667	InterPro	0	absent			0	0.0				404
A0A7K7WXW8	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Mohoua ochrocephala	Metazoa	Chordata	288	InterPro	1	full	A0A7K7WXW8	AF-A0A7K7WXW8-F1	288	1.0	1	6	2021-04-07	
A0A7K7XGL1	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Mohoua ochrocephala	Metazoa	Chordata	285	InterPro	1	full	A0A7K7XGL1	AF-A0A7K7XGL1-F1	285	1.0	1	6	2021-04-07	
A0A7K7XMT0	Itpr3_0	uniprot	ITPR	Vertebrata	Itpr3_0	Mohoua ochrocephala	Metazoa	Chordata	235	HMM		full	A0A7K7XMT0	AF-A0A7K7XMT0-F1	235	1.0	1	6	2021-04-07	
A0A7K7XQJ2	Itpr3_1	uniprot	ITPR	Vertebrata	Itpr3_1	Mohoua ochrocephala	Metazoa	Chordata	2421	InterPro	0	absent			0	0.0				404
A0A7K7Y633	Itpr3_0	uniprot	ITPR	Vertebrata	Itpr3_0	Thryothorus ludovicianus (Carolina wren) (Sylvia ludoviciana)	Metazoa	Chordata	270	InterPro	1	full	A0A7K7Y633	AF-A0A7K7Y633-F1	270	1.0	1	6	2021-04-07	
A0A7K7YAH6	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Thryothorus ludovicianus (Carolina wren) (Sylvia ludoviciana)	Metazoa	Chordata	285	InterPro	1	full	A0A7K7YAH6	AF-A0A7K7YAH6-F1	285	1.0	1	6	2021-04-07	
A0A7K7YQS4	Itpr1_0	uniprot	ITPR	Vertebrata	Itpr1_0	Thryothorus ludovicianus (Carolina wren) (Sylvia ludoviciana)	Metazoa	Chordata	242	InterPro	1	full	A0A7K7YQS4	AF-A0A7K7YQS4-F1	242	1.0	1	6	2021-04-07	
A0A7K7ZER6	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Melanocharis versteri (Fan-tailed berrypecker)	Metazoa	Chordata	272	InterPro	1	full	A0A7K7ZER6	AF-A0A7K7ZER6-F1	272	1.0	1	6	2021-04-07	
A0A7K7ZFR3	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Melanocharis versteri (Fan-tailed berrypecker)	Metazoa	Chordata	2675	InterPro	0	absent			0	0.0				404
A0A7K7ZY06	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Melanocharis versteri (Fan-tailed berrypecker)	Metazoa	Chordata	285	InterPro	1	full	A0A7K7ZY06	AF-A0A7K7ZY06-F1	285	1.0	1	6	2021-04-07	
A0A7K8ABI5	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Cnemophilus loriae (Loria's bird-of-paradise)	Metazoa	Chordata	285	InterPro	1	full	A0A7K8ABI5	AF-A0A7K8ABI5-F1	285	1.0	1	6	2021-04-07	
A0A7K8AGG9	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Cnemophilus loriae (Loria's bird-of-paradise)	Metazoa	Chordata	272	InterPro	1	full	A0A7K8AGG9	AF-A0A7K8AGG9-F1	272	1.0	1	6	2021-04-07	
A0A7K8AZ53	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Cnemophilus loriae (Loria's bird-of-paradise)	Metazoa	Chordata	2674	InterPro	0	absent			0	0.0				404
A0A7K8BLR1	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Rhagologus leucostigma	Metazoa	Chordata	272	InterPro	1	full	A0A7K8BLR1	AF-A0A7K8BLR1-F1	272	1.0	1	6	2021-04-07	
A0A7K8C0D6	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Rhagologus leucostigma	Metazoa	Chordata	2677	InterPro	0	absent			0	0.0				404
A0A7K8C1J1	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Rhagologus leucostigma	Metazoa	Chordata	285	InterPro	1	full	A0A7K8C1J1	AF-A0A7K8C1J1-F1	285	1.0	1	6	2021-04-07	
A0A7K8CKL8	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Eulacestoma nigropectus (wattled ploughbill)	Metazoa	Chordata	272	InterPro	1	full	A0A7K8CKL8	AF-A0A7K8CKL8-F1	272	1.0	1	6	2021-04-07	
A0A7K8CYT8	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Eulacestoma nigropectus (wattled ploughbill)	Metazoa	Chordata	2684	InterPro	0	absent			0	0.0				404
A0A7K8DKP2	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Eulacestoma nigropectus (wattled ploughbill)	Metazoa	Chordata	285	InterPro	1	full	A0A7K8DKP2	AF-A0A7K8DKP2-F1	285	1.0	1	6	2021-04-07	
A0A7K8DQE6	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Leucopsar rothschildi (Bali myna) (Rothschild's mynah)	Metazoa	Chordata	285	InterPro	1	full	A0A7K8DQE6	AF-A0A7K8DQE6-F1	285	1.0	1	6	2021-04-07	
A0A7K8ETN6	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Leucopsar rothschildi (Bali myna) (Rothschild's mynah)	Metazoa	Chordata	272	InterPro	1	full	A0A7K8ETN6	AF-A0A7K8ETN6-F1	272	1.0	1	6	2021-04-07	
A0A7K8EYM5	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Struthidea cinerea	Metazoa	Chordata	272	InterPro	1	full	A0A7K8EYM5	AF-A0A7K8EYM5-F1	272	1.0	1	6	2021-04-07	
A0A7K8FM34	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Struthidea cinerea	Metazoa	Chordata	2677	InterPro	0	absent			0	0.0				404
A0A7K8FQ22	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Struthidea cinerea	Metazoa	Chordata	285	InterPro	1	full	A0A7K8FQ22	AF-A0A7K8FQ22-F1	285	1.0	1	6	2021-04-07	
A0A7K8FQF1	Itpr2_2	uniprot	ITPR	Vertebrata	Itpr2_2	Struthidea cinerea	Metazoa	Chordata	294	HMM		full	A0A7K8FQF1	AF-A0A7K8FQF1-F1	294	1.0	1	6	2021-04-07	
A0A7K8GD54	Itpr2_0	uniprot	ITPR	Vertebrata	Itpr2_0	Orthonyx spaldingii	Metazoa	Chordata	384	HMM		full	A0A7K8GD54	AF-A0A7K8GD54-F1	384	1.0	1	6	2021-04-07	
A0A7K8GQB6	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Orthonyx spaldingii (Chowchilla)	Metazoa	Chordata	285	InterPro	1	full	A0A7K8GQB6	AF-A0A7K8GQB6-F1	285	1.0	1	6	2021-04-07	
A0A7K8H286	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Orthonyx spaldingii (Chowchilla)	Metazoa	Chordata	2675	InterPro	0	absent			0	0.0				404
A0A7K8H7C8	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Aleadryas rufinucha (rufous-naped whistler)	Metazoa	Chordata	288	InterPro	1	full	A0A7K8H7C8	AF-A0A7K8H7C8-F1	288	1.0	1	6	2021-04-07	
A0A7K8I6Y7	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Aleadryas rufinucha (rufous-naped whistler)	Metazoa	Chordata	285	InterPro	1	full	A0A7K8I6Y7	AF-A0A7K8I6Y7-F1	285	1.0	1	6	2021-04-07	
A0A7K8INP1	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Chaetorhynchus papuensis (pygmy drongo)	Metazoa	Chordata	285	InterPro	1	full	A0A7K8INP1	AF-A0A7K8INP1-F1	285	1.0	1	6	2021-04-07	
A0A7K8IZP2	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Chaetorhynchus papuensis (pygmy drongo)	Metazoa	Chordata	2676	InterPro	0	absent			0	0.0				404
A0A7K8J2C1	Itpr1_0	uniprot	ITPR	Vertebrata	Itpr1_0	Chaetorhynchus papuensis (pygmy drongo)	Metazoa	Chordata	288	InterPro	1	full	A0A7K8J2C1	AF-A0A7K8J2C1-F1	288	1.0	1	6	2021-04-07	
A0A7K8JJY5	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Lophotis ruficrista	Metazoa	Chordata	285	InterPro	1	full	A0A7K8JJY5	AF-A0A7K8JJY5-F1	285	1.0	1	6	2021-04-07	
A0A7K8JTG4	Itpr1_0	uniprot	ITPR	Vertebrata	Itpr1_0	Lophotis ruficrista	Metazoa	Chordata	288	InterPro	1	full	A0A7K8JTG4	AF-A0A7K8JTG4-F1	288	1.0	1	6	2021-04-07	
A0A7K8JU42	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Lophotis ruficrista	Metazoa	Chordata	2698	InterPro	0	absent			0	0.0				404
A0A7K8KLV7	Itpr1_0	uniprot	ITPR	Vertebrata	Itpr1_0	Ardeotis kori	Metazoa	Chordata	288	InterPro	1	full	A0A7K8KLV7	AF-A0A7K8KLV7-F1	288	1.0	1	6	2021-04-07	
A0A7K8L504	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Ardeotis kori	Metazoa	Chordata	285	InterPro	1	full	A0A7K8L504	AF-A0A7K8L504-F1	285	1.0	1	6	2021-04-07	
A0A7K8LFL5	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Ardeotis kori	Metazoa	Chordata	2699	InterPro	0	absent			0	0.0				404
A0A7K8MJN8	Itpr1_0	uniprot	ITPR	Vertebrata	Itpr1_0	Ptilorrhoa leucosticta	Metazoa	Chordata	288	InterPro	1	full	A0A7K8MJN8	AF-A0A7K8MJN8-F1	288	1.0	1	6	2021-04-07	
A0A7K8MJX5	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Ptilorrhoa leucosticta	Metazoa	Chordata	285	InterPro	1	full	A0A7K8MJX5	AF-A0A7K8MJX5-F1	285	1.0	1	6	2021-04-07	
A0A7K8MRC8	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Ptilorrhoa leucosticta	Metazoa	Chordata	349	HMM		full	A0A7K8MRC8	AF-A0A7K8MRC8-F1	349	1.0	1	6	2021-04-07	
A0A7K8N2Z1	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Casuarius casuarius (Southern cassowary) (Struthio casuarius)	Metazoa	Chordata	285	InterPro	1	full	A0A7K8N2Z1	AF-A0A7K8N2Z1-F1	285	1.0	1	6	2021-04-07	
A0A7K8NBI9	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Casuarius casuarius (Southern cassowary) (Struthio casuarius)	Metazoa	Chordata	2664	InterPro	0	absent			0	0.0				404
A0A7K8NDU3	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Casuarius casuarius (Southern cassowary) (Struthio casuarius)	Metazoa	Chordata	288	InterPro	1	full	A0A7K8NDU3	AF-A0A7K8NDU3-F1	288	1.0	1	6	2021-04-07	
A0A7K8P2F9	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Cochlearius cochlearius (Boat-billed heron)	Metazoa	Chordata	288	InterPro	1	full	A0A7K8P2F9	AF-A0A7K8P2F9-F1	288	1.0	1	6	2021-04-07	
A0A7K8PGI5	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Cochlearius cochlearius (Boat-billed heron)	Metazoa	Chordata	285	InterPro	1	full	A0A7K8PGI5	AF-A0A7K8PGI5-F1	285	1.0	1	6	2021-04-07	
A0A7K8PP36	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Cochlearius cochlearius (Boat-billed heron)	Metazoa	Chordata	2667	InterPro	0	absent			0	0.0				404
A0A7K8QSY9	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Smithornis capensis	Metazoa	Chordata	285	InterPro	1	full	A0A7K8QSY9	AF-A0A7K8QSY9-F1	285	1.0	1	6	2021-04-07	
A0A7K8R2M3	Itpr1_0	uniprot	ITPR	Vertebrata	Itpr1_0	Smithornis capensis	Metazoa	Chordata	288	InterPro	1	full	A0A7K8R2M3	AF-A0A7K8R2M3-F1	288	1.0	1	6	2021-04-07	
A0A7K8R4R0	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Smithornis capensis	Metazoa	Chordata	304	HMM		full	A0A7K8R4R0	AF-A0A7K8R4R0-F1	304	1.0	1	6	2021-04-07	
A0A7K8R7R3	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Smithornis capensis	Metazoa	Chordata	1939	InterPro	0	absent			0	0.0				404
A0A7K8RUM4	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Rhodinocichla rosea	Metazoa	Chordata	2676	InterPro	0	absent			0	0.0				404
A0A7K8RYX3	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Rhodinocichla rosea	Metazoa	Chordata	288	InterPro	1	full	A0A7K8RYX3	AF-A0A7K8RYX3-F1	288	1.0	1	6	2021-04-07	
A0A7K8S3X4	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Rhodinocichla rosea	Metazoa	Chordata	285	InterPro	1	full	A0A7K8S3X4	AF-A0A7K8S3X4-F1	285	1.0	1	6	2021-04-07	
A0A7K8SLA6	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Nyctibius bracteatus (Rufous potoo)	Metazoa	Chordata	285	InterPro	1	full	A0A7K8SLA6	AF-A0A7K8SLA6-F1	285	1.0	1	6	2021-04-07	
A0A7K8SQX2	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Nyctibius bracteatus (Rufous potoo)	Metazoa	Chordata	2667	InterPro	0	absent			0	0.0				404
A0A7K8SWQ4	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Nyctibius bracteatus (Rufous potoo)	Metazoa	Chordata	288	InterPro	1	full	A0A7K8SWQ4	AF-A0A7K8SWQ4-F1	288	1.0	1	6	2021-04-07	
A0A7K8TM06	Itpr2_0	uniprot	ITPR	Vertebrata	Itpr2_0	Oceanites oceanicus (Wilson's storm petrel) (Procellaria oceanica)	Metazoa	Chordata	285	InterPro	1	full	A0A7K8TM06	AF-A0A7K8TM06-F1	285	1.0	1	6	2021-04-07	
A0A7K8TMS5	Itpr1_0	uniprot	ITPR	Vertebrata	Itpr1_0	Oceanites oceanicus (Wilson's storm petrel) (Procellaria oceanica)	Metazoa	Chordata	2721	InterPro	0	absent			0	0.0				404
A0A7K8TU63	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Oceanites oceanicus (Wilson's storm petrel) (Procellaria oceanica)	Metazoa	Chordata	2667	InterPro	0	absent			0	0.0				404
A0A7K8V6D3	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Ciccaba nigrolineata	Metazoa	Chordata	2671	InterPro	0	absent			0	0.0				404
A0A7K8VI68	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Ciccaba nigrolineata	Metazoa	Chordata	272	InterPro	1	full	A0A7K8VI68	AF-A0A7K8VI68-F1	272	1.0	1	6	2021-04-07	
A0A7K8VSJ5	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Ciccaba nigrolineata	Metazoa	Chordata	285	InterPro	1	full	A0A7K8VSJ5	AF-A0A7K8VSJ5-F1	285	1.0	1	6	2021-04-07	
A0A7K8VWR5	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Sclerurus mexicanus (tawny-throated leaftosser)	Metazoa	Chordata	285	InterPro	1	full	A0A7K8VWR5	AF-A0A7K8VWR5-F1	285	1.0	1	6	2021-04-07	
A0A7K8WQU2	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Sclerurus mexicanus (tawny-throated leaftosser)	Metazoa	Chordata	2677	InterPro	0	absent			0	0.0				404
A0A7K8WZ44	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Sclerurus mexicanus (tawny-throated leaftosser)	Metazoa	Chordata	272	InterPro	1	full	A0A7K8WZ44	AF-A0A7K8WZ44-F1	272	1.0	1	6	2021-04-07	
A0A7K8XHH6	Itpr1	uniprot	ITPR	Vertebrata	Itpr1	Eubucco bourcierii (red-headed barbet)	Metazoa	Chordata	2724	InterPro	0	absent			0	0.0				404
A0A7K8Y0X3	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Eubucco bourcierii (red-headed barbet)	Metazoa	Chordata	2673	InterPro	0	absent			0	0.0				404
A0A7K8YMR2	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Sakesphorus luctuosus	Metazoa	Chordata	285	InterPro	1	full	A0A7K8YMR2	AF-A0A7K8YMR2-F1	285	1.0	1	6	2021-04-07	
A0A7K8YQX2	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Sakesphorus luctuosus	Metazoa	Chordata	2669	InterPro	0	absent			0	0.0				404
A0A7K8YR91	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Sakesphorus luctuosus	Metazoa	Chordata	272	InterPro	1	full	A0A7K8YR91	AF-A0A7K8YR91-F1	272	1.0	1	6	2021-04-07	
A0A7K8ZZH8	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Grallaria varia (variegated antpitta)	Metazoa	Chordata	285	InterPro	1	full	A0A7K8ZZH8	AF-A0A7K8ZZH8-F1	285	1.0	1	6	2021-04-07	
A0A7K9ACN0	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Grallaria varia (variegated antpitta)	Metazoa	Chordata	272	InterPro	1	full	A0A7K9ACN0	AF-A0A7K9ACN0-F1	272	1.0	1	6	2021-04-07	
A0A7K9AES4	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Grallaria varia (variegated antpitta)	Metazoa	Chordata	2687	InterPro	0	absent			0	0.0				404
A0A7K9BMY5	Itpr2_0	uniprot	ITPR	Vertebrata	Itpr2_0	Psilopogon haemacephalus (coppersmith barbet)	Metazoa	Chordata	285	InterPro	1	full	A0A7K9BMY5	AF-A0A7K9BMY5-F1	285	1.0	1	6	2021-04-07	
A0A7K9BXA7	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Psilopogon haemacephalus	Metazoa	Chordata	294	HMM		full	A0A7K9BXA7	AF-A0A7K9BXA7-F1	294	1.0	1	6	2021-04-07	
A0A7K9D7Q0	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Hemiprocne comata	Metazoa	Chordata	2671	InterPro	0	absent			0	0.0				404
A0A7K9DAG4	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Hemiprocne comata	Metazoa	Chordata	285	InterPro	1	full	A0A7K9DAG4	AF-A0A7K9DAG4-F1	285	1.0	1	6	2021-04-07	
A0A7K9EE35	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Baryphthengus martii (Rufous motmot)	Metazoa	Chordata	285	InterPro	1	full	A0A7K9EE35	AF-A0A7K9EE35-F1	285	1.0	1	6	2021-04-07	
A0A7K9EHM4	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Baryphthengus martii (Rufous motmot)	Metazoa	Chordata	288	InterPro	1	full	A0A7K9EHM4	AF-A0A7K9EHM4-F1	288	1.0	1	6	2021-04-07	
A0A7K9F1H8	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Stercorarius parasiticus (Parasitic jaeger) (Arctic skua)	Metazoa	Chordata	2663	InterPro	0	absent			0	0.0				404
A0A7K9FU16	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Stercorarius parasiticus (Parasitic jaeger) (Arctic skua)	Metazoa	Chordata	288	InterPro	1	full	A0A7K9FU16	AF-A0A7K9FU16-F1	288	1.0	1	6	2021-04-07	
A0A7K9FVT5	Itpr2_0	uniprot	ITPR	Vertebrata	Itpr2_0	Stercorarius parasiticus (Parasitic jaeger) (Arctic skua)	Metazoa	Chordata	285	InterPro	1	full	A0A7K9FVT5	AF-A0A7K9FVT5-F1	285	1.0	1	6	2021-04-07	
A0A7K9GCS9	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Loxia leucoptera (White-winged crossbill)	Metazoa	Chordata	272	InterPro	1	full	A0A7K9GCS9	AF-A0A7K9GCS9-F1	272	1.0	1	6	2021-04-07	
A0A7K9GH28	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Loxia leucoptera (White-winged crossbill)	Metazoa	Chordata	285	InterPro	1	full	A0A7K9GH28	AF-A0A7K9GH28-F1	285	1.0	1	6	2021-04-07	
A0A7K9GK26	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Loxia leucoptera (White-winged crossbill)	Metazoa	Chordata	2664	InterPro	0	absent			0	0.0				404
A0A7K9HPR5	Itpr3_0	uniprot	ITPR	Vertebrata	Itpr3_0	Bucco capensis (collared puffbird)	Metazoa	Chordata	1829	InterPro	0	absent			0	0.0				404
A0A7K9HTR0	Itpr2_0	uniprot	ITPR	Vertebrata	Itpr2_0	Bucco capensis (collared puffbird)	Metazoa	Chordata	285	InterPro	1	full	A0A7K9HTR0	AF-A0A7K9HTR0-F1	285	1.0	1	6	2021-04-07	
A0A7K9I663	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Bucco capensis (collared puffbird)	Metazoa	Chordata	272	InterPro	1	full	A0A7K9I663	AF-A0A7K9I663-F1	272	1.0	1	6	2021-04-07	
A0A7K9IXJ2	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Myiagra hebetior	Metazoa	Chordata	285	InterPro	1	full	A0A7K9IXJ2	AF-A0A7K9IXJ2-F1	285	1.0	1	6	2021-04-07	
A0A7K9J0W7	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Myiagra hebetior	Metazoa	Chordata	2675	InterPro	0	absent			0	0.0				404
A0A7K9JJ25	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Dicaeum eximium	Metazoa	Chordata	2706	InterPro	0	absent			0	0.0				404
A0A7K9JZB1	Itpr1_1	uniprot	ITPR	Vertebrata	Itpr1_1	Dicaeum eximium	Metazoa	Chordata	288	InterPro	1	full	A0A7K9JZB1	AF-A0A7K9JZB1-F1	288	1.0	1	6	2021-04-07	
A0A7K9KCR1	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Dicaeum eximium	Metazoa	Chordata	285	InterPro	1	full	A0A7K9KCR1	AF-A0A7K9KCR1-F1	285	1.0	1	6	2021-04-07	
A0A7K9L677	Itpr2_1	uniprot	ITPR	Vertebrata	Itpr2_1	Rhabdornis inornatus	Metazoa	Chordata	285	InterPro	1	full	A0A7K9L677	AF-A0A7K9L677-F1	285	1.0	1	6	2021-04-07	
A0A7K9LM25	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Rhabdornis inornatus	Metazoa	Chordata	2680	InterPro	0	absent			0	0.0				404
