upid	organism	taxid	group	kingdom	phylum	class	order	n_itpr	accession	protein_count	seq_length	n_pi_plc	n_plc_x	n_plc_y	plc_status	core_n_ref	core_n_covered	core_coverage	core_identity	pore_n_ref	pore_n_covered	pore_coverage	pore_identity	delta_core_minus_pore	in_test	drop_reason
UP001165080	Pleodorina starrii	330485	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	1	A0A9W6C1N2	15442	3372	1	1	1	present	304	248	0.8158	0.3185	238	200	0.8403	0.285	0.0335	True	
UP001165090	Volvox africanus	51714	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	1	A0ABQ5SNM9	13265	3236	1	1	1	present	304	255	0.8388	0.3608	238	210	0.8824	0.2857	0.0751	True	
UP001190700	Cymbomonas tetramitiformis	36881	viridiplantae	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	36	A0AAE0LDZ1	55884	3375	0	0	0	absent	304	289	0.9507	0.2422	238	228	0.958	0.2632	-0.021	True	
UP000002195	Dictyostelium discoideum (Social amoeba)	44689	protista_other		Evosea	Eumycetozoa	Dictyosteliales	1	Q9NA13	12726	3177	1	1	1	present	304	263	0.8651	0.2662	238	218	0.916	0.2936	-0.0274	True	
UP000000542	Leishmania major	5664	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	Q4QEZ2	8039	2874	3	3	3	present	304	289	0.9507	0.2595	238	215	0.9034	0.2419	0.0176	True	
UP000000600	Paramecium tetraurelia	5888	protista_other		Ciliophora	Oligohymenophorea	Peniculida	38	A0C2J2	39350	2886	6	6	6	present	304	259	0.852	0.2239	238	219	0.9202	0.2648	-0.0409	True	
UP000001064	Dictyostelium purpureum (Slime mold)	5786	protista_other		Evosea	Eumycetozoa	Dictyosteliales	1	F0Z8W1	12347	3089	1	1	1	present	304	245	0.8059	0.249	238	206	0.8655	0.3398	-0.0908	True	
UP000001357	Monosiga brevicollis (Choanoflagellate)	81824	protista_other			Choanoflagellata	Craspedida	4	A9V4T6	9156	2669	5	6	5	present	304	293	0.9638	0.3686	238	238	1.0	0.4748	-0.1062	True	
UP000001396	Heterostelium pallidum (strain ATCC 26659 / Pp 5 / PN500) (Cellular slime mold) (Polysphondylium pallidum)	670386	protista_other		Evosea	Eumycetozoa	Acytosteliales	1	D3AX88	12351	2616	1	1	1	present	304	236	0.7763	0.1992	238	216	0.9076	0.2639	-0.0647	True	
UP000002296	Trypanosoma cruzi (strain CL Brener)	353153	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	3	Q4DBL7	19242	3011	1	1	1	present	304	274	0.9013	0.2993	238	199	0.8361	0.402	-0.1027	True	
UP000002640	Phytophthora sojae (strain P6497) (Soybean stem and root rot agent) (Phytophthora megasperma f. sp. glycines)	1094619	protista_other		Oomycota	Peronosporomycetes	Peronosporales	1	G4YJZ1	25721	3001	0	0	0	absent	304	206	0.6776	0.2379	238	231	0.9706	0.3506	-0.1127	True	
UP000002729	Aureococcus anophagefferens (Harmful bloom alga)	44056	protista_other			Pelagophyceae	Pelagomonadales	5	F0YLV9	11501	5282	2	4	2	present	304	190	0.625	0.3368	238	219	0.9202	0.3105	0.0263	True	
UP000006643	Phytophthora infestans (strain T30-4) (Potato late blight agent)	403677	protista_other		Oomycota	Peronosporomycetes	Peronosporales	1	D0MSD5	17610	2916	0	0	0	absent	304	235	0.773	0.1872	238	235	0.9874	0.3574	-0.1702	True	
UP000006671	Naegleria gruberi (Amoeba)	5762	protista_other		Heterolobosea	Eutetramitea	Acrasida	5	D2VKL2	15636	2827	3	3	3	present	304	295	0.9704	0.278	238	217	0.9118	0.2765	0.0015	True	
UP000007259	Leishmania mexicana (strain MHOM/GT/2001/U1103)	929439	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	E9AQI5	8044	2873	2	2	2	present	304	272	0.8947	0.2574	238	215	0.9034	0.2372	0.0202	True	
UP000007350	Trypanosoma cruzi marinkellei	85056	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	K2LW12	10052	3014	1	2	1	present	304	288	0.9474	0.3021	238	193	0.8109	0.4093	-0.1072	True	
UP000007797	Cavenderia fasciculata (Slime mold) (Dictyostelium fasciculatum)	261658	protista_other		Evosea	Eumycetozoa	Acytosteliales	1	F4Q324	12152	2843	2	2	2	present	304	272	0.8947	0.2206	238	211	0.8866	0.327	-0.1064	True	
UP000007799	Salpingoeca rosetta (Choanoflagellate)	946362	protista_other			Choanoflagellata	Craspedida	11	F2UHE1	11698	2612	9	9	9	present	304	291	0.9572	0.3918	238	238	1.0	0.5042	-0.1124	True	
UP000007800	Perkinsus marinus (strain ATCC 50983 / TXsc)	423536	protista_other		Perkinsozoa		Perkinsida	1	C5LQI5	23114	583	0	0	0	absent	304	0	0.0		238	178	0.7479	0.3202		False	core coverage below 0.5
UP000008153	Leishmania infantum	5671	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	A4HWS7	8045	2874	3	3	3	present	304	271	0.8914	0.2657	238	215	0.9034	0.2372	0.0285	True	
UP000008524	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	185431	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	Q57XB2	8588	3099	1	2	1	present	304	278	0.9145	0.2986	238	226	0.9496	0.385	-0.0864	True	
UP000008743	Capsaspora owczarzaki (strain ATCC 30864)	595528	protista_other			Filasterea		2	A0A0D2UGF9	9794	3232	8	9	8	present	304	289	0.9507	0.5052	238	228	0.958	0.557	-0.0518	True	
UP000008983	Ichthyophthirius multifiliis (White spot disease agent) (Ich)	5932	protista_other		Ciliophora	Oligohymenophorea	Hymenostomatida	51	G0QWJ8	8049	2997	2	4	2	present	304	274	0.9013	0.2445	238	223	0.937	0.296	-0.0515	True	
UP000009168	Tetrahymena thermophila (strain SB210)	312017	protista_other		Ciliophora	Oligohymenophorea	Hymenostomatida	27	Q23K98	26975	2827	4	6	4	present	304	280	0.9211	0.2679	238	228	0.958	0.386	-0.1181	True	
UP000011083	Acanthamoeba castellanii (strain ATCC 30010 / Neff)	1257118	protista_other		Discosea		Longamoebia	1	L8GF85	14939	3344	1	1	1	present	304	285	0.9375	0.3193	238	210	0.8824	0.4238	-0.1045	True	
UP000011087	Guillardia theta (strain CCMP2712) (Cryptophyte)	905079	protista_other			Cryptophyceae	Pyrenomonadales	9	L1JC12	24738	3048	0	0	0	absent	304	282	0.9276	0.2411	238	204	0.8571	0.348	-0.1069	True	
UP000013827	Emiliania huxleyi (strain CCMP1516)	280463	protista_other		Haptophyta		Isochrysidales	4	A0A0D3J326	35617	2712	13	19	19	present	304	235	0.773	0.234	238	230	0.9664	0.3652	-0.1312	True	
UP000015354	Strigomonas culicis	28005	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	S9UTV6	9986	432	6	6	6	present	304	5	0.0164	0.6	238	212	0.8908	0.3915		False	core coverage below 0.5
UP000018721	Phytophthora nicotianae P1569	1317065	protista_other		Oomycota	Peronosporomycetes	Peronosporales	1	V9FIB5	26477	3787	0	0	0	absent	304	267	0.8783	0.3258	238	233	0.979	0.3691	-0.0433	True	
UP000019132	Globisporangium ultimum (strain ATCC 200006 / CBS 805.95 / DAOM BR144) (Pythium ultimum)	431595	protista_other		Oomycota	Peronosporomycetes	Pythiales	3	K3WA03	15153	310	0	0	0	absent	304	0	0.0		238	178	0.7479	0.3596		False	core coverage below 0.5
UP000030693	Fonticula alba (Slime mold)	691883	protista_other				Rotosphaerida	1	A0A058ZDJ2	6244	3443	2	2	2	present	304	275	0.9046	0.4182	238	202	0.8487	0.5396	-0.1214	True	
UP000030745	Saprolegnia parasitica (strain CBS 223.65)	695850	protista_other		Oomycota	Saprolegniomycetes	Saprolegniales	11	A0A067CP00	20052	1873	1	1	1	present	304	0	0.0		238	238	1.0	0.2689		False	core coverage below 0.5
UP000030762	Saprolegnia diclina (strain VS20)	1156394	protista_other		Oomycota	Saprolegniomycetes	Saprolegniales	11	T0PXG3	18047	2913	1	1	1	present	304	245	0.8059	0.3265	238	238	1.0	0.2731	0.0534	True	
UP000037460	Chrysochromulina tobinii	1460289	protista_other		Haptophyta		Prymnesiales	5	A0A0M0J4V2	16679	3272	1	2	2	present	304	247	0.8125	0.2753	238	228	0.958	0.3509	-0.0756	True	
UP000038009	Leptomonas seymouri	5684	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	2	A0A0N1PDU9	8480	3823	3	4	3	present	304	293	0.9638	0.314	238	198	0.8319	0.3889	-0.0749	True	
UP000039865	Stylonychia lemnae (Ciliate)	5949	protista_other		Ciliophora	Spirotrichea	Sporadotrichida	6	A0A078ASZ8	20720	2773	1	2	1	present	304	294	0.9671	0.2279	238	231	0.9706	0.3636	-0.1357	True	
UP000051952	Bodo saltans (Flagellated protozoan)	75058	protista_other		Euglenozoa	Kinetoplastea	Eubodonida	8	A0A0S4KDU1	18124	2356	6	7	6	present	304	187	0.6151	0.2406	238	206	0.8655	0.4029	-0.1623	True	
UP000054408	Thecamonas trahens ATCC 50062	461836	protista_other				Apusomonadida	2	A0A0L0D838	10604	2895	1	1	1	present	304	260	0.8553	0.2654	238	211	0.8866	0.3318	-0.0664	True	
UP000054560	Sphaeroforma arctica JP610	667725	protista_other			Ichthyosporea	Ichthyophonida	2	A0A0L0G190	18649	456	2	5	4	present	304	28	0.0921	0.3571	238	140	0.5882	0.7214		False	core coverage below 0.5
UP000054937	Pseudocohnilembus persalinus (Ciliate)	266149	protista_other		Ciliophora	Oligohymenophorea	Philasterida	16	A0A0V0QF34	13175	2793	3	5	3	present	304	261	0.8586	0.2529	238	212	0.8908	0.2783	-0.0254	True	
UP000076078	Tieghemostelium lacteum (Slime mold) (Dictyostelium lacteum)	361077	protista_other		Evosea	Eumycetozoa	Dictyosteliales	4	A0A151Z3P6	10208	2929	1	1	1	present	304	269	0.8849	0.2379	238	210	0.8824	0.2905	-0.0526	True	
UP000186817	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2951	protista_other			Dinophyceae	Suessiales	1	A0A1Q9CN86	43269	9504	2	2	2	present	304	299	0.9836	0.3445	238	225	0.9454	0.3956	-0.0511	True	
UP000187209	Stentor coeruleus	5963	protista_other		Ciliophora	Heterotrichea	Heterotrichida	19	A0A1R2BGF6	30969	2645	2	2	2	present	304	275	0.9046	0.2182	238	222	0.9328	0.3559	-0.1377	True	
UP000192257	Trypanosoma theileri	67003	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	A0A1X0NWX8	11236	3141	2	2	2	present	304	273	0.898	0.2674	238	205	0.8613	0.4	-0.1326	True	
UP000195570	Trypanosoma equiperdum	5694	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	A0A1G4I324	7660	3099	1	2	1	present	304	272	0.8947	0.3088	238	226	0.9496	0.385	-0.0762	True	
UP000241769	Planoprotostelium fungivorum	1890364	protista_other		Evosea	Variosea	Cavosteliida	1	A0A2P6NT28	16856	2332	2	2	2	present	304	208	0.6842	0.226	238	195	0.8193	0.2667	-0.0407	True	
UP000241890	Hondaea fermentalgiana	2315210	protista_other			Bigyra	Thraustochytrida	1	A0A2R5GVV0	11849	3220	2	3	2	present	304	255	0.8388	0.3137	238	227	0.9538	0.348	-0.0343	True	
UP000243217	Thraustotheca clavata	74557	protista_other		Oomycota	Saprolegniomycetes	Saprolegniales	10	A0A1V9ZAA8	13171	2914	1	1	1	present	304	239	0.7862	0.2762	238	235	0.9874	0.3106	-0.0344	True	
UP000243579	Achlya hypogyna (Oomycete) (Protoachlya hypogyna)	1202772	protista_other		Oomycota	Saprolegniomycetes	Saprolegniales	10	A0A1V9Y6E0	14400	2932	1	1	1	present	304	247	0.8125	0.3117	238	223	0.937	0.3184	-0.0067	True	
UP000251314	Phytophthora cactorum	29920	protista_other		Oomycota	Peronosporomycetes	Peronosporales	1	A0A329SCW7	23398	3782	0	0	0	absent	304	267	0.8783	0.2959	238	229	0.9622	0.3668	-0.0709	True	
UP000274082	Leishmania donovani	5661	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	A0A3S7WTR9	8326	2874	3	3	3	present	304	272	0.8947	0.2537	238	216	0.9076	0.2407	0.013	True	
UP000284403	Trypanosoma conorhini	83891	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	A0A422P9J5	10134	3023	1	1	1	present	304	287	0.9441	0.324	238	207	0.8697	0.3865	-0.0625	True	
UP000284702	Aphanomyces astaci (Crayfish plague agent)	112090	protista_other		Oomycota	Saprolegniomycetes	Saprolegniales	13	A0A3R7Z6R1	14008	2983	1	1	1	present	304	265	0.8717	0.2792	238	212	0.8908	0.3396	-0.0604	True	
UP000285060	Aphanomyces invadans	157072	protista_other		Oomycota	Saprolegniomycetes	Saprolegniales	13	A0A418B863	10860	2580	0	0	0	absent	304	190	0.625	0.2211	238	223	0.937	0.3139	-0.0928	True	
UP000332933	Aphanomyces stellatus	120398	protista_other		Oomycota	Saprolegniomycetes	Saprolegniales	9	A0A485K6Q5	20738	2684	1	1	1	present	304	263	0.8651	0.27	238	224	0.9412	0.3214	-0.0514	True	
UP000419144	Leishmania tarentolae (Sauroleishmania tarentolae)	5689	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	A0A640KCF7	8388	2306	2	2	2	present	304	273	0.898	0.2564	238	21	0.0882	0.4286		False	pore coverage below 0.5
UP000433483	Phytophthora fragariae	53985	protista_other		Oomycota	Peronosporomycetes	Peronosporales	2	A0A6A4DQU5	34421	642	0	0	0	absent	304	18	0.0592	0.7222	238	164	0.6891	0.3659		False	core coverage below 0.5
UP000434957	Phytophthora rubi	129364	protista_other		Oomycota	Peronosporomycetes	Peronosporales	2	A0A6A3MJ05	35379	749	0	0	0	absent	304	23	0.0757	0.5217	238	168	0.7059	0.3631		False	core coverage below 0.5
UP000444721	Naegleria fowleri (Brain eating amoeba)	5763	protista_other		Heterolobosea	Eutetramitea	Acrasida	11	A0A6A5C524	13596	3056	4	4	4	present	304	290	0.9539	0.3034	238	223	0.937	0.3453	-0.0419	True	
UP000481153	Aphanomyces euteiches	100861	protista_other		Oomycota	Saprolegniomycetes	Saprolegniales	6	A0A6G0WH03	20021	2697	1	1	1	present	304	254	0.8355	0.252	238	238	1.0	0.2857	-0.0337	True	
UP000515908	Angomonas deanei	59799	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	4	A0A7G2C430	10115	2214	4	4	5	present	304	296	0.9737	0.2365	238	4	0.0168	0.5		False	pore coverage below 0.5
UP000553632	Perkinsus olseni (Perkinsus atlanticus)	32597	protista_other		Perkinsozoa		Perkinsida	1	A0A7J6QVG5	33890	411	0	0	0	absent	304	14	0.0461	0.6429	238	5	0.021	0.4		False	core coverage below 0.5
UP000591131	Perkinsus chesapeaki (Clam parasite) (Perkinsus andrewsi)	330153	protista_other		Perkinsozoa		Perkinsida	1	A0A7J6MH59	10985	724	0	0	0	absent	304	0	0.0		238	209	0.8782	0.3349		False	core coverage below 0.5
UP000601435	Symbiodinium necroappetens	1628268	protista_other			Dinophyceae	Suessiales	5	A0A813CFU2	35659	546	2	2	2	present	304	0	0.0		238	200	0.8403	0.28		False	core coverage below 0.5
UP000602510	Phytophthora infestans (Potato late blight agent) (Botrytis infestans)	4787	protista_other		Oomycota	Peronosporomycetes	Peronosporales	1	A0A833TJ41	19701	3786	0	0	0	absent	304	267	0.8783	0.3034	238	232	0.9748	0.3448	-0.0414	True	
UP000604046	Symbiodinium natans	878477	protista_other			Dinophyceae	Suessiales	6	A0A812KVT5	34950	3168	2	2	2	present	304	250	0.8224	0.264	238	172	0.7227	0.3721	-0.1081	True	
UP000649617	Symbiodinium pilosum (Dinoflagellate)	2952	protista_other			Dinophyceae	Suessiales	3	A0A812L420	23427	1148	0	0	1	absent	304	3	0.0099	1.0	238	204	0.8571	0.2696		False	core coverage below 0.5
UP000654075	Polarella glacialis (Dinoflagellate)	89957	protista_other			Dinophyceae	Suessiales	2	A0A813FLW5	55419	773	3	5	4	present	304	0	0.0		238	203	0.8529	0.3005		False	core coverage below 0.5
UP000664859	Tribonema minus	303371	protista_other			Xanthophyceae	Tribonematales	1	A0A835ZBE0	18071	342	1	1	1	present	304	0	0.0		238	142	0.5966	0.2606		False	core coverage below 0.5
UP000673552	Leishmania martiniquensis	1580590	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	A0A836HD65	7805	2853	2	2	2	present	304	272	0.8947	0.2647	238	210	0.8824	0.2667	-0.002	True	
UP000674143	Leishmania orientalis	2249476	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	A0A836GHV8	8051	2900	2	2	2	present	304	268	0.8816	0.25	238	181	0.7605	0.3149	-0.0649	True	
UP000683925	Paramecium octaurelia	43137	protista_other		Ciliophora	Oligohymenophorea	Peniculida	37	A0A8S1Y9E8	41748	2886	6	6	6	present	304	259	0.852	0.2239	238	219	0.9202	0.2648	-0.0409	True	
UP000688137	Paramecium primaurelia	5886	protista_other		Ciliophora	Oligohymenophorea	Peniculida	36	A0A8S1JTH6	37792	2925	5	5	5	present	304	279	0.9178	0.233	238	209	0.8782	0.3062	-0.0732	True	
UP000689195	Paramecium pentaurelia	43138	protista_other		Ciliophora	Oligohymenophorea	Peniculida	36	A0A8S1YAA8	40886	2886	6	6	6	present	304	259	0.852	0.2201	238	219	0.9202	0.2648	-0.0447	True	
UP000692954	Paramecium sonneborni	65129	protista_other		Ciliophora	Oligohymenophorea	Peniculida	39	A0A8S1R832	48764	2893	5	5	5	present	304	261	0.8586	0.2184	238	219	0.9202	0.274	-0.0556	True	
UP000694044	Phytophthora pseudosyringae	221518	protista_other		Oomycota	Peronosporomycetes	Peronosporales	1	A0A8T1W1U0	15363	3854	0	0	0	absent	304	263	0.8651	0.3308	238	233	0.979	0.3433	-0.0125	True	
UP000695562	Polysphondylium violaceum	133409	protista_other		Evosea	Eumycetozoa	Dictyosteliales	1	A0A8J4VAF2	10615	2866	1	1	1	present	304	260	0.8553	0.2231	238	228	0.958	0.2412	-0.0181	True	
UP000709295	Phytophthora aleatoria	2496075	protista_other		Oomycota	Peronosporomycetes	Peronosporales	1	A0A8J5MIQ5	17716	948	0	0	0	absent	304	0	0.0		238	229	0.9622	0.3624		False	core coverage below 0.5
UP000751190	Diacronema lutheri (Unicellular marine alga) (Monochrysis lutheri)	2081491	protista_other		Haptophyta	Pavlovophyceae	Pavlovales	1	A0A8J6CEB4	14328	3716	4	4	4	present	304	295	0.9704	0.2881	238	193	0.8109	0.3264	-0.0383	True	
UP000789595	Pelagomonas calceolata	35677	protista_other			Pelagophyceae	Pelagomonadales	1	A0A8J2WE44	16441	3143	1	1	1	present	304	240	0.7895	0.2917	238	227	0.9538	0.2819	0.0098	True	
UP000794436	Pythium oligandrum (Mycoparasitic fungus)	41045	protista_other		Oomycota	Peronosporomycetes	Pythiales	1	A0A8K1FGR8	14742	1269	0	1	0	absent	304	0	0.0		238	232	0.9748	0.3362		False	core coverage below 0.5
UP000816034	Naegleria lovaniensis (Amoeba)	51637	protista_other		Heterolobosea	Eutetramitea	Acrasida	6	A0AA88KEU5	14471	3074	4	4	4	present	304	293	0.9638	0.2901	238	216	0.9076	0.3472	-0.0571	True	
UP001141327	Paratrimastix pyriformis	342808	protista_other		Preaxostyla			2	A0ABQ8UZM6	10665	2857	1	1	1	present	304	278	0.9145	0.2482	238	216	0.9076	0.3056	-0.0574	True	
UP001146120	Lagenidium giganteum	4803	protista_other		Oomycota	Peronosporomycetes	Pythiales	1	A0AAV2ZCN3	12988	3684	0	0	0	absent	304	269	0.8849	0.2639	238	228	0.958	0.3509	-0.087	True	
UP001162131	Blepharisma stoltei	1481888	protista_other		Ciliophora	Heterotrichea	Heterotrichida	10	A0AAU9JAM1	26456	2683	1	1	1	present	304	274	0.9013	0.2117	238	230	0.9664	0.3043	-0.0926	True	
UP001165060	Tetraparma gracilis	2962635	protista_other			Bolidophyceae	Parmales	7	A0ABQ6MK54	15982	3075	0	1	0	absent	304	262	0.8618	0.2863	238	203	0.8529	0.3103	-0.024	True	
UP001165065	Triparma columacea	722753	protista_other			Bolidophyceae	Parmales	9	A0A9W7GCC0	14417	3288	1	1	1	present	304	260	0.8553	0.3231	238	210	0.8824	0.3238	-0.0007	True	
UP001165082	Triparma retinervis	2557542	protista_other			Bolidophyceae	Parmales	10	A0A9W6ZFP1	13692	3122	1	1	1	present	304	268	0.8816	0.2948	238	231	0.9706	0.2987	-0.0039	True	
UP001165085	Triparma strigata	1606541	protista_other			Bolidophyceae	Parmales	8	A0A9W7ANQ3	15251	3252	1	1	1	present	304	266	0.875	0.2744	238	211	0.8866	0.3602	-0.0858	True	
UP001165122	Triparma laevis f. longispina	1714387	protista_other			Bolidophyceae	Parmales	9	A0A9W7FU53	17307	3078	1	1	1	present	304	243	0.7993	0.2881	238	217	0.9118	0.3779	-0.0898	True	
UP001165160	Triparma verrucosa	1606542	protista_other			Bolidophyceae	Parmales	8	A0A9W7FNE3	14723	3222	1	1	1	present	304	266	0.875	0.2744	238	197	0.8277	0.3604	-0.086	True	
UP001178507	Effrenium voratum	2562239	protista_other			Dinophyceae	Suessiales	5	A0AA36JL52	41633	8243	1	1	1	present	304	291	0.9572	0.378	238	214	0.8992	0.3738	0.0042	True	
UP001209570	Pythium insidiosum (Pythiosis disease agent)	114742	protista_other		Oomycota	Peronosporomycetes	Pythiales	1	A0AAD5M469	12114	3660	0	0	0	absent	304	259	0.852	0.3205	238	222	0.9328	0.3649	-0.0444	True	
UP001230188	Chrysophaeum taylorii	2483200	protista_other			Pelagophyceae	Pelagomonadales	3	A0AAD7UD70	10575	3368	1	1	1	present	304	263	0.8651	0.3004	238	187	0.7857	0.3636	-0.0632	True	
UP001259832	Phytophthora citrophthora	4793	protista_other		Oomycota	Peronosporomycetes	Peronosporales	1	A0AAD9LIJ6	15826	3785	0	0	0	absent	304	266	0.875	0.3233	238	233	0.979	0.3476	-0.0243	True	
UP001295684	Euplotes crassus	5936	protista_other		Ciliophora	Spirotrichea	Euplotida	14	A0AAD1UFH2	28993	2696	0	1	0	absent	304	288	0.9474	0.2847	238	220	0.9244	0.4091	-0.1244	True	
UP001344447	Dictyostelium firmibasis	79012	protista_other		Evosea	Eumycetozoa	Dictyosteliales	1	A0AAN7YWK4	10512	3071	1	1	1	present	304	239	0.7862	0.2929	238	218	0.916	0.2752	0.0177	True	
UP001363151	Aureococcus anophagefferens (Harmful bloom alga)	44056	protista_other			Pelagophyceae	Pelagomonadales	7	A0ABR1FN83	12380	3165	1	2	1	present	304	264	0.8684	0.2992	238	201	0.8445	0.3682	-0.069	True	
UP001430356	Novymonas esmeraldas	1808958	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	2	A0AAW0ELY8	8343	3836	4	4	4	present	304	283	0.9309	0.3428	238	199	0.8361	0.3819	-0.0391	True	
UP001515480	Prymnesium parvum (Toxic golden alga)	97485	protista_other		Haptophyta		Prymnesiales	6	A0AB34IS99	24407	2751	20	25	23	present	304	283	0.9309	0.265	238	214	0.8992	0.3458	-0.0808	True	
UP001632037	Phytophthora oleae	2107226	protista_other		Oomycota	Peronosporomycetes	Peronosporales	1	A0ABD3FTP6	18551	1869	0	0	0	absent	304	0	0.0		238	233	0.979	0.3433		False	core coverage below 0.5
UP001642484	Durusdinium trenchii	1381693	protista_other			Dinophyceae	Suessiales	8	A0ABP0S780	68864	3990	3	7	4	present	304	203	0.6678	0.2906	238	192	0.8067	0.3281	-0.0375	True	
UP000002630	Ectocarpus siliculosus (Brown alga) (Conferva siliculosa)	2880	protista_other			Phaeophyceae	Ectocarpales	1	D7FMW8	16372	4347	0	1	1	absent	304	288	0.9474	0.3472	238	224	0.9412	0.3125	0.0347	True	
UP000037923	Leptomonas pyrrhocoris (Firebug parasite)	157538	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	3	A0A0N0DTZ2	9272	2978	4	4	4	present	304	271	0.8914	0.2583	238	217	0.9118	0.2995	-0.0412	True	
UP000198211	Phytophthora megakarya	4795	protista_other		Oomycota	Peronosporomycetes	Peronosporales	1	A0A225WCH2	34747	3032	0	0	0	absent	304	228	0.75	0.2193	238	221	0.9286	0.3937	-0.1744	True	
UP000674179	Leishmania enriettii	5663	protista_other		Euglenozoa	Kinetoplastea	Trypanosomatida	1	A0A836KP41	8172	2901	2	2	2	present	304	275	0.9046	0.2545	238	206	0.8655	0.2767	-0.0222	True	
UP000785679	Halteria grandinella	5974	protista_other		Ciliophora	Spirotrichea	Sporadotrichida	4	A0A8J8SXM7	17754	902	0	0	0	absent	304	0	0.0		238	229	0.9622	0.3712		False	core coverage below 0.5
UP001165083	Phytophthora lilii	2077276	protista_other		Oomycota	Peronosporomycetes	Peronosporales	1	A0A9W6WNM1	18848	3332	0	0	0	absent	304	183	0.602	0.2459	238	233	0.979	0.3519	-0.106	True	
UP001165121	Phytophthora fragariaefolia	1490495	protista_other		Oomycota	Peronosporomycetes	Peronosporales	1	A0A9W6U7T9	30582	3461	0	0	0	absent	304	265	0.8717	0.3245	238	223	0.937	0.3722	-0.0477	True	
UP001281761	Blattamonas nauphoetae	2049346	protista_other		Preaxostyla		Oxymonadida	8	A0ABQ9Y4L8	24049	3301	1	1	1	present	304	242	0.7961	0.2975	238	194	0.8151	0.2835	0.014	True	
UP001642464	Durusdinium trenchii	1381693	protista_other			Dinophyceae	Suessiales	7	A0ABP0R8G1	57175	3967	5	6	5	present	304	203	0.6678	0.2906	238	192	0.8067	0.3281	-0.0375	True	
UP001701489	Tetrahymena utriculariae	2486642	protista_other		Ciliophora	Oligohymenophorea	Hymenostomatida	27	A0ACF7YDB1	22816	2860	4	7	4	present	304	281	0.9243	0.2705	238	218	0.916	0.3945	-0.124	True	
UP001701514	Tetrahymena malaccensis	5901	protista_other		Ciliophora	Oligohymenophorea	Hymenostomatida	27	A0ACF7WAT9	22921	2859	4	7	4	present	304	282	0.9276	0.2518	238	218	0.916	0.3899	-0.1381	True	
