group	upid	organism	taxid	protein_count	n_plc_x_only_domain	n_plc_y_only_domain	n_pi_plc	plc_status
metazoa_nonvert	UP000075885	Anopheles epiroticus	199890	11991	4	4	4	present
metazoa_nonvert	UP000075886	Anopheles farauti	69004	13014	4	4	4	present
metazoa_nonvert	UP000075901	Anopheles maculatus	74869	14865	4	4	2	present
metazoa_nonvert	UP000075902	Anopheles melas	34690	15232	4	5	2	present
metazoa_nonvert	UP000075903	Anopheles merus (Mosquito)	30066	13295	4	4	4	present
metazoa_nonvert	UP000075920	Anopheles minimus	112268	12975	4	4	4	present
metazoa_nonvert	UP000076407	Anopheles quadriannulatus (Mosquito)	34691	13801	5	4	3	present
metazoa_nonvert	UP000076408	Anopheles stephensi (Indo-Pakistan malaria mosquito)	30069	11768	4	4	4	present
metazoa_nonvert	UP000076502	Dufourea novaeangliae (Sweat bee)	178035	11355	4	5	4	present
metazoa_nonvert	UP000076858	Daphnia magna	35525	26600	10	9	9	present
metazoa_nonvert	UP000078046	Intoshia linei	1819745	8720	3	3	2	present
metazoa_nonvert	UP000078200	Glossina austeni (Savannah tsetse fly)	7395	19647	3	3	3	present
metazoa_nonvert	UP000078492	Trachymyrmex cornetzi	471704	18657	5	5	5	present
metazoa_nonvert	UP000078540	Atta colombica	520822	14143	5	5	5	present
metazoa_nonvert	UP000078541	Trachymyrmex septentrionalis	34720	15167	5	5	5	present
metazoa_nonvert	UP000078542	Cyphomyrmex costatus	456900	15716	4	4	4	present
metazoa_nonvert	UP000079169	Diaphorina citri (Asian citrus psyllid)	121845	21517	4	5	4	present
metazoa_nonvert	UP000085678	Lingula anatina (Brachiopod) (Lingula unguis)	7574	34415	9	7	6	present
metazoa_nonvert	UP000091820	Glossina brevipalpis	37001	14631	2	2	2	present
metazoa_nonvert	UP000092443	Glossina fuscipes	7396	17759	3	3	3	present
metazoa_nonvert	UP000092444	Glossina morsitans morsitans (Savannah tsetse fly)	37546	12910	3	3	3	present
metazoa_nonvert	UP000092445	Glossina pallidipes (Tsetse fly)	7398	19235	2	2	2	present
metazoa_nonvert	UP000092460	Glossina palpalis gambiensis	67801	19957	3	3	3	present
metazoa_nonvert	UP000092461	Lutzomyia longipalpis (Sand fly)	7200	10419	3	3	3	present
metazoa_nonvert	UP000092462	Phlebotomus papatasi (Sandfly)	29031	11386	3	1	1	present
metazoa_nonvert	UP000094527	Orchesella cincta (Springtail) (Podura cincta)	48709	20218	9	9	9	present
metazoa_nonvert	UP000095280	Macrostomum lignano	282301	52448	28	22	14	present
metazoa_nonvert	UP000095281	Meloidogyne hapla (Root-knot nematode worm)	6305	14379	5	7	4	present
metazoa_nonvert	UP000095282	Caenorhabditis tropicalis	1561998	27198	8	8	7	present
metazoa_nonvert	UP000095285	Loa loa (Eye worm) (Filaria loa)	7209	12226	7	6	5	present
metazoa_nonvert	UP000095300	Stomoxys calcitrans (Stable fly) (Conops calcitrans)	35570	18841	3	3	3	present
metazoa_nonvert	UP000183832	Clunio marinus	568069	22544	4	4	4	present
metazoa_nonvert	UP000186922	Ramazzottius varieornatus (Water bear) (Tardigrade)	947166	22940	9	8	7	present
metazoa_nonvert	UP000192223	Agrilus planipennis (Emerald ash borer) (Agrilus marcopoli)	224129	18772	4	5	4	present
metazoa_nonvert	UP000192247	Tropilaelaps mercedesae	418985	14292	6	5	2	present
metazoa_nonvert	UP000192578	Hypsibius exemplaris (Freshwater tardigrade)	2072580	20832	9	9	9	present
metazoa_nonvert	UP000194236	Euroglyphus maynei (Mayne's house dust mite)	6958	15246	7	6	3	present
metazoa_nonvert	UP000198287	Folsomia candida (Springtail)	158441	28565	7	4	4	present
metazoa_nonvert	UP000215335	Trichomalopsis sarcophagae	543379	16064	3	3	3	present
metazoa_nonvert	UP000215902	Macrostomum lignano	282301	43466	22	22	21	present
metazoa_nonvert	UP000216463	Caenorhabditis latens	1503980	25394	6	5	5	present
metazoa_nonvert	UP000216624	Caenorhabditis remanei (Caenorhabditis vulgaris)	31234	25466	6	6	6	present
metazoa_nonvert	UP000218231	Diploscapter pachys	2018661	33981	12	11	10	present
metazoa_nonvert	UP000225706	Stylophora pistillata (Smooth cauliflower coral)	50429	23873	8	6	6	present
metazoa_nonvert	UP000230066	Fasciola hepatica (Liver fluke)	6192	11190	2	1	1	present
metazoa_nonvert	UP000230423	Teladorsagia circumcincta (Brown stomach worm) (Ostertagia circumcincta)	45464	25373	7	5	1	present
metazoa_nonvert	UP000230750	Apostichopus japonicus (Japanese spiky sea cucumber) (Stichopus japonicus)	307972	30032	7	10	3	present
metazoa_nonvert	UP000235965	Cryptotermes secundus	105785	27252	5	6	4	present
metazoa_nonvert	UP000242188	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	6573	22409	6	6	6	present
metazoa_nonvert	UP000242457	Apis cerana cerana (Oriental honeybee)	94128	9931	5	5	5	present
metazoa_nonvert	UP000242913	Onchocerca flexuosa	387005	8122	6	5	5	present
metazoa_nonvert	UP000243686	Opisthorchis viverrini (Southeast Asian liver fluke)	6198	10745	2	2	2	present
metazoa_nonvert	UP000249218	Helicoverpa armigera (Cotton bollworm) (Heliothis armigera)	29058	8765	2	2	1	present
metazoa_nonvert	UP000250275	Eufriesea mexicana	516756	7068	5	4	4	present
metazoa_nonvert	UP000252519	Ancylostoma caninum (Dog hookworm)	29170	29972	8	7	2	present
metazoa_nonvert	UP000267027	Angiostrongylus costaricensis (Nematode worm)	334426	13350	5	4	2	present
metazoa_nonvert	UP000267029	Mesocestoides corti (Flatworm)	53468	10572	1	1	1	present
metazoa_nonvert	UP000267096	Anisakis simplex (Herring worm)	6269	20779	9	9	5	present
metazoa_nonvert	UP000267606	Onchocerca flexuosa	387005	16057	5	7	3	present
metazoa_nonvert	UP000268014	Haemonchus placei (Barber's pole worm)	6290	21409	5	3	2	present
metazoa_nonvert	UP000268350	Drosophila guanche (Fruit fly)	7266	17569	3	3	3	present
metazoa_nonvert	UP000270094	Strongylus vulgaris (Blood worm)	40348	20844	5	3	1	present
metazoa_nonvert	UP000270296	Soboliphyme baturini	241478	13153	6	4	2	present
metazoa_nonvert	UP000270924	Wuchereria bancrofti	6293	13000	7	5	4	present
metazoa_nonvert	UP000271087	Onchocerca ochengi (Filarial nematode worm)	42157	13353	9	7	5	present
metazoa_nonvert	UP000271098	Gongylonema pulchrum	637853	26895	13	6	2	present
metazoa_nonvert	UP000271162	Nippostrongylus brasiliensis (Rat hookworm)	27835	22636	8	5	4	present
metazoa_nonvert	UP000271889	Cylicostephanus goldi (Nematode worm)	71465	13786	4	3	0	absent
metazoa_nonvert	UP000271974	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	188477	23836	6	5	5	present
metazoa_nonvert	UP000272942	Echinostoma caproni	27848	18535	2	2	1	present
metazoa_nonvert	UP000274131	Enterobius vermicularis (Human pinworm)	51028	12840	7	7	6	present
metazoa_nonvert	UP000274429	Hydatigera taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	6205	11591	2	1	1	present
metazoa_nonvert	UP000274756	Dracunculus medinensis (Guinea worm)	318479	10868	8	7	6	present
metazoa_nonvert	UP000275408	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	46731	25411	7	5	5	present
metazoa_nonvert	UP000275846	Schistocephalus solidus (Tapeworm)	70667	20172	2	1	0	absent
metazoa_nonvert	UP000276776	Thelazia callipaeda (Oriental eyeworm) (Parasitic nematode)	103827	10885	7	7	6	present
metazoa_nonvert	UP000276991	Acanthocheilonema viteae (Filarial nematode worm) (Dipetalonema viteae)	6277	10007	6	5	4	present
metazoa_nonvert	UP000277928	Litomosoides sigmodontis (Filarial nematode worm)	42156	9894	6	5	5	present
metazoa_nonvert	UP000278627	Brugia pahangi (Filarial nematode worm)	6280	14545	8	7	7	present
metazoa_nonvert	UP000278807	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	102285	13592	1	1	1	present
metazoa_nonvert	UP000280834	Brugia timori	42155	15861	7	5	3	present
metazoa_nonvert	UP000281553	Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum)	60516	19927	0	0	0	absent
metazoa_nonvert	UP000282613	Taenia asiatica (Asian tapeworm)	60517	10244	1	1	1	present
metazoa_nonvert	UP000283509	Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	25399	7	7	4	present
metazoa_nonvert	UP000285301	Dinothrombium tinctorium	1965070	13518	10	9	8	present
metazoa_nonvert	UP000288716	Leptotrombidium deliense	299467	14651	7	7	5	present
metazoa_nonvert	UP000290809	Schistosoma bovis (Blood fluke)	6184	11348	1	1	0	absent
metazoa_nonvert	UP000291343	Laodelphax striatellus (Small brown planthopper) (Delphax striatella)	195883	17309	5	4	4	present
metazoa_nonvert	UP000292052	Asbolus verrucosus (Blue death-feigning beetle)	1661398	15225	4	3	2	present
metazoa_nonvert	UP000295192	Drosophila navojoa (Fruit fly)	7232	15505	3	3	2	present
metazoa_nonvert	UP000297026	Diachasma alloeum	454923	431	0	0	0	absent
metazoa_nonvert	UP000301870	Spodoptera litura (Asian cotton leafworm)	69820	20624	4	4	4	present
metazoa_nonvert	UP000308267	Opisthorchis felineus	147828	18330	2	2	2	present
metazoa_nonvert	UP000310200	Temnothorax longispinosus	300112	13035	6	6	6	present
metazoa_nonvert	UP000311919	Schistosoma japonicum (Blood fluke)	6182	14733	2	2	2	present
metazoa_nonvert	UP000316759	Fasciola gigantica (Giant liver fluke)	46835	12643	2	2	1	present
metazoa_nonvert	UP000321570	Hymenolepis diminuta (Rat tapeworm)	6216	18691	0	1	0	absent
metazoa_nonvert	UP000322000	Trichoplusia ni (Cabbage looper)	7111	20891	4	4	4	present
metazoa_nonvert	UP000324629	Paragonimus westermani	34504	12535	2	2	1	present
metazoa_nonvert	UP000324832	Leptidea sinapis	189913	19862	4	4	3	present
metazoa_nonvert	UP000325440	Cinara cedri	506608	22140	4	4	4	present
metazoa_nonvert	UP000326759	Armadillidium nasatum	96803	14427	3	4	3	present
metazoa_nonvert	UP000327044	Photinus pyralis (Common eastern firefly) (Lampyris pyralis)	7054	14952	4	4	4	present
metazoa_nonvert	UP000410492	Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid)	64391	30448	3	4	3	present
metazoa_nonvert	UP000440578	Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite)	1232801	26159	6	6	6	present
metazoa_nonvert	UP000466442	Apolygus lucorum (Small green plant bug) (Lygocoris lucorum)	248454	19942	4	4	3	present
metazoa_nonvert	UP000471633	Schistosoma haematobium (Blood fluke)	6185	14543	2	2	2	present
metazoa_nonvert	UP000475862	Aphis glycines (Soybean aphid)	307491	18358	4	4	3	present
metazoa_nonvert	UP000479190	Trichogramma brassicae	86971	16797	4	5	4	present
metazoa_nonvert	UP000479987	Nylanderia fulva	613905	426	0	0	0	absent
metazoa_nonvert	UP000492821	Panagrellus redivivus (Microworm)	6233	26334	8	8	8	present
metazoa_nonvert	UP000494040	Cimex lectularius (Bed bug) (Acanthia lectularia)	79782	20637	4	4	4	present
metazoa_nonvert	UP000494106	Arctia plantaginis (Wood tiger moth) (Phalaena plantaginis)	874455	19669	5	4	4	present
metazoa_nonvert	UP000494163	Drosophila busckii (Fruit fly)	30019	11911	4	4	4	present
metazoa_nonvert	UP000494165	Cloeon dipterum	197152	29886	7	7	7	present
metazoa_nonvert	UP000494206	Caenorhabditis bovis	2654633	15096	6	6	5	present
metazoa_nonvert	UP000502823	Coptotermes formosanus (Formosan subterranean termite)	36987	12806	5	5	5	present
metazoa_nonvert	UP000504606	Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis)	133901	23245	7	7	7	present
metazoa_nonvert	UP000504615	Pogonomyrmex barbatus (red harvester ant)	144034	16171	5	5	5	present
metazoa_nonvert	UP000504618	Temnothorax curvispinosus	300111	21925	5	5	5	present
metazoa_nonvert	UP000504629	Bombyx mandarina (Wild silk moth) (Wild silkworm)	7092	17282	4	4	4	present
metazoa_nonvert	UP000504631	Bombus vosnesenskii	207650	19375	5	5	5	present
metazoa_nonvert	UP000504633	Drosophila hydei (Fruit fly)	7224	18596	3	3	3	present
metazoa_nonvert	UP000504634	Drosophila lebanonensis (Fruit fly) (Scaptodrosophila lebanonensis)	7225	17832	3	4	3	present
metazoa_nonvert	UP000504635	Sitophilus oryzae (Rice weevil) (Curculio oryzae)	7048	20363	4	4	4	present
metazoa_nonvert	UP000507470	Mytilus coruscus (Sea mussel)	42192	64248	7	7	5	present
metazoa_nonvert	UP000515135	Branchiostoma belcheri (Amphioxus)	7741	31616	8	9	8	present
metazoa_nonvert	UP000515154	Octopus sinensis (East Asian common octopus)	2607531	30311	6	6	6	present
metazoa_nonvert	UP000515158	Thrips palmi (Melon thrips)	161013	20983	7	7	7	present
metazoa_nonvert	UP000515160	Drosophila albomicans (Fruit fly)	7291	21410	3	3	3	present
metazoa_nonvert	UP000515162	Drosophila mauritiana (Fruit fly)	7226	20916	3	3	3	present
metazoa_nonvert	UP000515163	Actinia tenebrosa (Australian red waratah sea anemone)	6105	23843	9	9	9	present
metazoa_nonvert	UP000515164	Bombus bifarius	103933	19309	5	5	5	present
metazoa_nonvert	UP000515180	Bombus impatiens (Bumblebee)	132113	19194	5	5	5	present
metazoa_nonvert	UP000515204	Dinoponera quadriceps (South American ant)	609295	17673	5	5	4	present
metazoa_nonvert	UP000549394	Dimorphilus gyrociliatus	2664684	16145	7	7	6	present
metazoa_nonvert	UP000593567	Bugula neritina (Brown bryozoan) (Sertularia neritina)	10212	25017	4	4	3	present
metazoa_nonvert	UP000594260	Varroa destructor (Honeybee mite)	109461	20096	6	6	6	present
metazoa_nonvert	UP000594262	Clytia hemisphaerica	252671	24557	5	6	5	present
metazoa_nonvert	UP000594454	Hermetia illucens (Black soldier fly)	343691	17495	4	4	4	present
metazoa_nonvert	UP000596742	Mytilus galloprovincialis (Mediterranean mussel)	29158	77763	9	6	6	present
metazoa_nonvert	UP000600918	Vespula pensylvanica (Western yellow jacket) (Wasp)	30213	18484	5	5	5	present
metazoa_nonvert	UP000605970	Meloidogyne graminicola	189291	10083	3	3	3	present
metazoa_nonvert	UP000606786	Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata)	7213	19878	1	1	1	present
metazoa_nonvert	UP000614350	Vespula vulgaris (Yellow jacket) (Wasp)	7454	15506	5	5	5	present
metazoa_nonvert	UP000614601	Bursaphelenchus okinawaensis	465554	14486	8	8	8	present
metazoa_nonvert	UP000617340	Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	17178	5	4	4	present
metazoa_nonvert	UP000625711	Rhynchophorus ferrugineus (Red palm weevil) (Curculio ferrugineus)	354439	24802	6	5	4	present
metazoa_nonvert	UP000639338	Aphidius gifuensis (Parasitoid wasp)	684658	11457	6	6	6	present
metazoa_nonvert	UP000648187	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	7107	14288	5	3	3	present
metazoa_nonvert	UP000653454	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	16948	5	4	2	present
metazoa_nonvert	UP000655588	Frieseomelitta varia	561572	11113	5	5	5	present
metazoa_nonvert	UP000659654	Bursaphelenchus xylophilus (Pinewood nematode worm) (Aphelenchoides xylophilus)	6326	15766	8	8	8	present
metazoa_nonvert	UP000663828	Adineta ricciae (Rotifer)	249248	64111	35	37	34	present
metazoa_nonvert	UP000663829	Didymodactylos carnosus	1234261	46721	20	15	13	present
metazoa_nonvert	UP000663832	Adineta steineri	433720	58276	28	24	24	present
metazoa_nonvert	UP000663866	Rotaria magnacalcarata	392030	50840	14	14	12	present
metazoa_nonvert	UP000663870	Rotaria sordida	392033	56912	29	28	28	present
metazoa_nonvert	UP000663873	Rotaria socialis	392032	49357	14	13	12	present
metazoa_nonvert	UP000663879	Brachionus calyciflorus	104777	24300	6	4	4	present
metazoa_nonvert	UP000663880	Pieris macdunnoughi	345717	18615	5	4	4	present
metazoa_nonvert	UP000667349	Acromyrmex insinuator	230686	8949	5	4	4	present
metazoa_nonvert	UP000668214	Pseudoatta argentina	621737	9266	4	4	4	present
metazoa_nonvert	UP000669903	Acromyrmex charruanus	2715315	8957	5	5	5	present
metazoa_nonvert	UP000670152	Acromyrmex heyeri	230685	9100	5	5	5	present
metazoa_nonvert	UP000675881	Lepeophtheirus salmonis (Salmon louse) (Caligus salmonis)	72036	17041	6	5	4	present
metazoa_nonvert	UP000677054	Darwinula stevensoni	69355	15613	5	4	4	present
metazoa_nonvert	UP000678393	Candidula unifasciata	100452	22446	7	8	4	present
metazoa_nonvert	UP000678499	Notodromas monacha	399045	14003	6	6	6	present
metazoa_nonvert	UP000683360	Mytilus edulis (Blue mussel)	6550	73624	10	8	5	present
metazoa_nonvert	UP000691718	Parnassius apollo (Apollo butterfly) (Papilio apollo)	110799	29850	4	4	3	present
metazoa_nonvert	UP000694843	Hyalella azteca (Mexican freshwater shrimp) (Ampithoe aztecus)	294128	21129	6	6	6	present
metazoa_nonvert	UP000694844	Crassostrea virginica (Eastern oyster)	6565	50256	6	6	6	present
metazoa_nonvert	UP000694845	Acanthaster planci (Crown-of-thorns starfish)	133434	25685	8	7	7	present
metazoa_nonvert	UP000694846	Sipha flava (yellow sugarcane aphid)	143950	18157	4	4	4	present
metazoa_nonvert	UP000694865	Saccoglossus kowalevskii (Acorn worm)	10224	22982	11	7	6	present
metazoa_nonvert	UP000694866	Fopius arisanus	64838	15684	5	5	5	present
metazoa_nonvert	UP000694867	Galendromus occidentalis (western predatory mite)	34638	11652	6	6	6	present
metazoa_nonvert	UP000694888	Aplysia californica (California sea hare)	6500	23268	7	7	7	present
metazoa_nonvert	UP000694904	Drosophila arizonae (Fruit fly)	7263	18139	3	3	3	present
metazoa_nonvert	UP000694920	Cephus cinctus (Wheat stem sawfly)	211228	23690	5	5	5	present
metazoa_nonvert	UP000694924	Polistes dominula (European paper wasp) (Vespa dominula)	743375	16591	5	5	5	present
metazoa_nonvert	UP000694925	Ceratina calcarata	156304	18564	5	5	5	present
metazoa_nonvert	UP000694941	Limulus polyphemus (Atlantic horseshoe crab)	6850	31306	11	10	9	present
metazoa_nonvert	UP000695000	Nicrophorus vespilloides (Boreal carrion beetle)	110193	17606	4	4	4	present
metazoa_nonvert	UP000695007	Ceratosolen solmsi marchali	326594	11647	5	5	5	present
metazoa_nonvert	UP000695022	Priapulus caudatus (Priapulid worm)	37621	18404	5	7	4	present
metazoa_nonvert	UP000699462	Paragonimus westermani	34504	12048	2	2	2	present
metazoa_nonvert	UP000708208	Allacma fusca	39272	50569	9	8	5	present
metazoa_nonvert	UP000719412	Tenebrio molitor (Yellow mealworm beetle)	7067	15190	5	4	1	present
metazoa_nonvert	UP000728032	Oppiella nova	334625	23438	8	10	7	present
metazoa_nonvert	UP000728185	Fasciolopsis buskii	27845	11809	1	2	0	absent
metazoa_nonvert	UP000729913	Cotesia typhae	2053667	8420	4	3	3	present
metazoa_nonvert	UP000746747	Cercopithifilaria johnstoni	2874296	11543	6	5	4	present
metazoa_nonvert	UP000747542	Homarus americanus (American lobster)	6706	24357	5	4	4	present
metazoa_nonvert	UP000748531	Paragonimus heterotremus	100268	12468	2	2	2	present
metazoa_nonvert	UP000749559	Owenia fusiformis (Polychaete worm)	6347	30622	8	7	6	present
