accession	organism	vclass	cell	bait	clade	family	class	contig_a	start_a	end_a	strand_a	cov_a	contig_b	start_b	end_b	strand_b	cov_b	q_overlap_frac	genomic_gap_bp	same_contig	same_strand	within_one_locus
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR1	A0A672IUQ7	ITPR1	ITPR	dispersed	BRZM01000050.1	1574299	1656000	+	1	BRZM01000069.1	1149756	1197924	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A4W3GWE7	ITPR3	ITPR	dispersed	BRZM01000063.1	5361081	5411590	-	1	BRZM01000698.1	1072	32711	+	0.8171	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A4W3GWE7	ITPR3	ITPR	dispersed	BRZM01000063.1	5361081	5411590	-	1	BRZM01003583.1	257	33720	+	0.9331	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A4W3GWE7	ITPR3	ITPR	dispersed	BRZM01000698.1	1072	32711	+	0.8171	BRZM01003583.1	257	33720	+	0.9331	0.9428	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A672UP22	ITPR2	ITPR	dispersed	BRZM01000063.1	5361117	5411581	-	1	BRZM01000698.1	1072	32711	+	0.813	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A672UP22	ITPR2	ITPR	dispersed	BRZM01000063.1	5361117	5411581	-	1	BRZM01003583.1	257	33684	+	0.9352	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A672UP22	ITPR2	ITPR	dispersed	BRZM01000698.1	1072	32711	+	0.813	BRZM01003583.1	257	33684	+	0.9352	0.9449	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A6I8RGU0	ITPR2	ITPR	dispersed	BRZM01000063.1	5361156	5411581	-	0.9948	BRZM01000698.1	1072	32711	+	0.8111	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A6I8RGU0	ITPR2	ITPR	dispersed	BRZM01000063.1	5361156	5411581	-	0.9948	BRZM01003583.1	257	33645	+	0.9301	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A6I8RGU0	ITPR2	ITPR	dispersed	BRZM01000698.1	1072	32711	+	0.8111	BRZM01003583.1	257	33645	+	0.9301	0.9448	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A6J0TV85	ITPR3	ITPR	dispersed	BRZM01000063.1	5361147	5411578	-	0.9981	BRZM01000698.1	1072	32729	+	0.8151	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A6J0TV85	ITPR3	ITPR	dispersed	BRZM01000063.1	5361147	5411578	-	0.9981	BRZM01003583.1	257	33654	+	0.9321	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A6J0TV85	ITPR3	ITPR	dispersed	BRZM01000698.1	1072	32729	+	0.8151	BRZM01003583.1	257	33654	+	0.9321	0.9434	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A7K6LHC3	ITPR3	ITPR	dispersed	BRZM01000063.1	5361147	5411578	-	0.9981	BRZM01000698.1	1072	32884	+	0.8371	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A7K6LHC3	ITPR3	ITPR	dispersed	BRZM01000063.1	5361147	5411578	-	0.9981	BRZM01003583.1	257	33654	+	0.9318	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A7K6LHC3	ITPR3	ITPR	dispersed	BRZM01000698.1	1072	32884	+	0.8371	BRZM01003583.1	257	33654	+	0.9318	0.9445	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8C6KWV8	ITPR3	ITPR	dispersed	BRZM01000063.1	5361081	5411581	-	1	BRZM01000698.1	1072	32899	+	0.8337	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8C6KWV8	ITPR3	ITPR	dispersed	BRZM01000063.1	5361081	5411581	-	1	BRZM01003583.1	257	33720	+	0.9337	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8C6KWV8	ITPR3	ITPR	dispersed	BRZM01000698.1	1072	32899	+	0.8337	BRZM01003583.1	257	33720	+	0.9337	0.9447	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8J0SYK9	ITPR3	ITPR	dispersed	BRZM01000063.1	5361099	5411578	-	1	BRZM01000698.1	1072	32720	+	0.8137	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8J0SYK9	ITPR3	ITPR	dispersed	BRZM01000063.1	5361099	5411578	-	1	BRZM01003583.1	257	33702	+	0.9342	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8J0SYK9	ITPR3	ITPR	dispersed	BRZM01000698.1	1072	32720	+	0.8137	BRZM01003583.1	257	33702	+	0.9342	0.9434	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8M6Z266	ITPR3	ITPR	dispersed	BRZM01000063.1	5361081	5411581	-	1	BRZM01000698.1	1072	32720	+	0.8091	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8M6Z266	ITPR3	ITPR	dispersed	BRZM01000063.1	5361081	5411581	-	1	BRZM01003583.1	257	33720	+	0.9328	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8M6Z266	ITPR3	ITPR	dispersed	BRZM01000698.1	1072	32720	+	0.8091	BRZM01003583.1	257	33720	+	0.9328	0.9423	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8M9PQQ3	ITPR2	ITPR	dispersed	BRZM01000063.1	5361156	5411581	-	0.9951	BRZM01000698.1	1072	32729	+	0.8176	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8M9PQQ3	ITPR2	ITPR	dispersed	BRZM01000063.1	5361156	5411581	-	0.9951	BRZM01003583.1	257	33645	+	0.9295	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8M9PQQ3	ITPR2	ITPR	dispersed	BRZM01000698.1	1072	32729	+	0.8176	BRZM01003583.1	257	33645	+	0.9295	0.9445	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8V1ACE6	ITPR3	ITPR	dispersed	BRZM01000063.1	5361147	5411578	-	0.9981	BRZM01000698.1	1072	32884	+	0.8367	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8V1ACE6	ITPR3	ITPR	dispersed	BRZM01000063.1	5361147	5411578	-	0.9981	BRZM01003583.1	257	33654	+	0.9321	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0A8V1ACE6	ITPR3	ITPR	dispersed	BRZM01000698.1	1072	32884	+	0.8367	BRZM01003583.1	257	33654	+	0.9321	0.9448	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0AAJ7U4X1	vertebrate_basal	ITPR	dispersed	BRZM01000063.1	5361156	5411578	-	0.994	BRZM01003583.1	257	33645	+	0.9327	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0AAX7UHL1	ITPR2	ITPR	dispersed	BRZM01000063.1	5361156	5411581	-	0.9956	BRZM01000698.1	1072	32926	+	0.8471	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0AAX7UHL1	ITPR2	ITPR	dispersed	BRZM01000063.1	5361156	5411581	-	0.9956	BRZM01003583.1	257	33645	+	0.9308	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0AAX7UHL1	ITPR2	ITPR	dispersed	BRZM01000698.1	1072	32926	+	0.8471	BRZM01003583.1	257	33645	+	0.9308	0.9471	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0ABM1LG32	ITPR2	ITPR	dispersed	BRZM01000063.1	5361117	5411581	-	1	BRZM01000698.1	1057	32711	+	0.8164	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0ABM1LG32	ITPR2	ITPR	dispersed	BRZM01000063.1	5361117	5411581	-	1	BRZM01003583.1	257	33684	+	0.9352	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	A0ABM1LG32	ITPR2	ITPR	dispersed	BRZM01000698.1	1057	32711	+	0.8164	BRZM01003583.1	257	33684	+	0.9352	0.941	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	F1P1X4	ITPR2	ITPR	dispersed	BRZM01000063.1	5361117	5411581	-	1	BRZM01000698.1	1072	32711	+	0.8133	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	F1P1X4	ITPR2	ITPR	dispersed	BRZM01000063.1	5361117	5411581	-	1	BRZM01003583.1	257	33684	+	0.9352	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	F1P1X4	ITPR2	ITPR	dispersed	BRZM01000698.1	1072	32711	+	0.8133	BRZM01003583.1	257	33684	+	0.9352	0.9449	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	H3B932	ITPR3	ITPR	dispersed	BRZM01000063.1	5361144	5411578	-	0.9944	BRZM01000698.1	1072	32729	+	0.8116	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	H3B932	ITPR3	ITPR	dispersed	BRZM01000063.1	5361144	5411578	-	0.9944	BRZM01003583.1	257	33657	+	0.9286	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	H3B932	ITPR3	ITPR	dispersed	BRZM01000698.1	1072	32729	+	0.8116	BRZM01003583.1	257	33657	+	0.9286	0.9433	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	P70227	ITPR3	ITPR	dispersed	BRZM01000063.1	5361132	5411578	-	1	BRZM01000698.1	1072	32720	+	0.8142	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	P70227	ITPR3	ITPR	dispersed	BRZM01000063.1	5361132	5411578	-	1	BRZM01003583.1	257	33669	+	0.9341	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	P70227	ITPR3	ITPR	dispersed	BRZM01000698.1	1072	32720	+	0.8142	BRZM01003583.1	257	33669	+	0.9341	0.9434	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	Q14571	ITPR2	ITPR	dispersed	BRZM01000063.1	5361117	5411581	-	1	BRZM01000698.1	1072	32711	+	0.813	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	Q14571	ITPR2	ITPR	dispersed	BRZM01000063.1	5361117	5411581	-	1	BRZM01003583.1	257	33684	+	0.9352	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	Q14571	ITPR2	ITPR	dispersed	BRZM01000698.1	1072	32711	+	0.813	BRZM01003583.1	257	33684	+	0.9352	0.9449	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	Q14573	ITPR3	ITPR	dispersed	BRZM01000063.1	5361132	5411578	-	1	BRZM01000698.1	1072	32720	+	0.8143	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	Q14573	ITPR3	ITPR	dispersed	BRZM01000063.1	5361132	5411578	-	1	BRZM01003583.1	257	33669	+	0.9341	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	Q14573	ITPR3	ITPR	dispersed	BRZM01000698.1	1072	32720	+	0.8143	BRZM01003583.1	257	33669	+	0.9341	0.9434	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	Q9Z329	ITPR2	ITPR	dispersed	BRZM01000063.1	5361117	5411581	-	1	BRZM01000698.1	1072	32711	+	0.813	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	Q9Z329	ITPR2	ITPR	dispersed	BRZM01000063.1	5361117	5411581	-	1	BRZM01003583.1	257	33684	+	0.9352	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	ITPR3	Q9Z329	ITPR2	ITPR	dispersed	BRZM01000698.1	1072	32711	+	0.813	BRZM01003583.1	257	33684	+	0.9352	0.9449	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	BRZM01000008.1	4169805	4261225	-	0.99	BRZM01000065.1	1504863	1561407	+	0.9962	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	BRZM01000008.1	4169805	4261225	-	0.99	BRZM01000068.1	1462057	1599443	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	BRZM01000065.1	1504863	1561407	+	0.9962	BRZM01000068.1	1462057	1599443	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	BRZM01000003.1	2365192	2393113	+	0.7461	BRZM01000008.1	4169805	4261219	-	0.991	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	BRZM01000003.1	2365192	2393113	+	0.7461	BRZM01000015.1	367850	417450	+	0.998	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	BRZM01000003.1	2365192	2393113	+	0.7461	BRZM01000052.1	2634345	2719068	-	0.9972	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	BRZM01000003.1	2365192	2393113	+	0.7461	BRZM01000068.1	1470462	1599443	+	0.9972	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	BRZM01000008.1	4169805	4261219	-	0.991	BRZM01000015.1	367850	417450	+	0.998	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	BRZM01000008.1	4169805	4261219	-	0.991	BRZM01000052.1	2634345	2719068	-	0.9972	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	BRZM01000008.1	4169805	4261219	-	0.991	BRZM01000068.1	1470462	1599443	+	0.9972	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	BRZM01000015.1	367850	417450	+	0.998	BRZM01000052.1	2634345	2719068	-	0.9972	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	BRZM01000015.1	367850	417450	+	0.998	BRZM01000068.1	1470462	1599443	+	0.9972	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	BRZM01000052.1	2634345	2719068	-	0.9972	BRZM01000068.1	1470462	1599443	+	0.9972	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	BRZM01000003.1	2361416	2393113	+	0.7502	BRZM01000008.1	4169805	4275627	-	0.9938	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	BRZM01000003.1	2361416	2393113	+	0.7502	BRZM01000015.1	353264	417450	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	BRZM01000003.1	2361416	2393113	+	0.7502	BRZM01000052.1	2634345	2738539	-	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	BRZM01000003.1	2361416	2393113	+	0.7502	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	BRZM01000008.1	4169805	4275627	-	0.9938	BRZM01000015.1	353264	417450	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	BRZM01000008.1	4169805	4275627	-	0.9938	BRZM01000052.1	2634345	2738539	-	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	BRZM01000008.1	4169805	4275627	-	0.9938	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	BRZM01000015.1	353264	417450	+	1	BRZM01000052.1	2634345	2738539	-	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	BRZM01000015.1	353264	417450	+	1	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	BRZM01000052.1	2634345	2738539	-	1	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	BRZM01000008.1	4169805	4275627	-	0.9938	BRZM01000065.1	1502864	1561407	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	BRZM01000008.1	4169805	4275627	-	0.9938	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	BRZM01000065.1	1502864	1561407	+	1	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000003.1	2361416	2393097	+	0.7552	BRZM01000008.1	4169805	4275627	-	0.994	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000003.1	2361416	2393097	+	0.7552	BRZM01000015.1	353264	417450	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000003.1	2361416	2393097	+	0.7552	BRZM01000052.1	2634345	2738539	-	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000003.1	2361416	2393097	+	0.7552	BRZM01000065.1	1502864	1561407	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000003.1	2361416	2393097	+	0.7552	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000008.1	4169805	4275627	-	0.994	BRZM01000015.1	353264	417450	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000008.1	4169805	4275627	-	0.994	BRZM01000052.1	2634345	2738539	-	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000008.1	4169805	4275627	-	0.994	BRZM01000065.1	1502864	1561407	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000008.1	4169805	4275627	-	0.994	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000015.1	353264	417450	+	1	BRZM01000052.1	2634345	2738539	-	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000015.1	353264	417450	+	1	BRZM01000065.1	1502864	1561407	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000015.1	353264	417450	+	1	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000052.1	2634345	2738539	-	1	BRZM01000065.1	1502864	1561407	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000052.1	2634345	2738539	-	1	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	BRZM01000065.1	1502864	1561407	+	1	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	BRZM01000003.1	2365192	2393113	+	0.7474	BRZM01000008.1	4169805	4261219	-	0.9938	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	BRZM01000003.1	2365192	2393113	+	0.7474	BRZM01000015.1	367862	417450	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	BRZM01000003.1	2365192	2393113	+	0.7474	BRZM01000052.1	2634345	2719068	-	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	BRZM01000003.1	2365192	2393113	+	0.7474	BRZM01000068.1	1470462	1599443	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	BRZM01000008.1	4169805	4261219	-	0.9938	BRZM01000015.1	367862	417450	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	BRZM01000008.1	4169805	4261219	-	0.9938	BRZM01000052.1	2634345	2719068	-	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	BRZM01000008.1	4169805	4261219	-	0.9938	BRZM01000068.1	1470462	1599443	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	BRZM01000015.1	367862	417450	+	1	BRZM01000052.1	2634345	2719068	-	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	BRZM01000015.1	367862	417450	+	1	BRZM01000068.1	1470462	1599443	+	1	1	-1	0	1	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	BRZM01000052.1	2634345	2719068	-	1	BRZM01000068.1	1470462	1599443	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	BRZM01000008.1	4169805	4275627	-	0.9938	BRZM01000065.1	1502864	1561407	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	BRZM01000008.1	4169805	4275627	-	0.9938	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	0	0
GCA_033238685.1	Lates japonicus	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	BRZM01000065.1	1502864	1561407	+	1	BRZM01000068.1	1428669	1599443	+	1	1	-1	0	1	0
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	JAVJGK010000032.1	12691242	12886101	+	0.9972	JAVJGK010000051.1	8106347	8444048	-	0.9972	1	-1	0	0	0
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	JAVJGK010000032.1	12691242	12886101	+	0.9972	JAVJGK010000078.1	9193	72125	+	0.9811	1	-1	0	1	0
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	JAVJGK010000051.1	8106347	8444048	-	0.9972	JAVJGK010000078.1	9193	72125	+	0.9811	1	-1	0	0	0
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	JAVJGK010000032.1	12640839	12886101	+	1	JAVJGK010000051.1	8106347	8444051	-	0.9968	1	-1	0	0	0
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	JAVJGK010000032.1	12640839	12886101	+	1	JAVJGK010000078.1	9190	72125	+	0.9821	1	-1	0	1	0
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	JAVJGK010000051.1	8106347	8444051	-	0.9968	JAVJGK010000078.1	9190	72125	+	0.9821	1	-1	0	0	0
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAVJGK010000032.1	12640839	12886101	+	1	JAVJGK010000051.1	8106347	8444051	-	0.9969	1	-1	0	0	0
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	JAVJGK010000032.1	12640839	12886101	+	1	JAVJGK010000051.1	8106347	8444051	-	0.997	1	-1	0	0	0
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	H3BGR5	RYR	RYR	dispersed	JAVJGK010000032.1	12691242	12886101	+	1	JAVJGK010000051.1	8106347	8444048	-	1	1	-1	0	0	0
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	H3BGR5	RYR	RYR	dispersed	JAVJGK010000032.1	12691242	12886101	+	1	JAVJGK010000078.1	9190	72125	+	0.9855	1	-1	0	1	0
GCA_035590135.1	Circaetus pectoralis	Aves	RYR	H3BGR5	RYR	RYR	dispersed	JAVJGK010000051.1	8106347	8444048	-	1	JAVJGK010000078.1	9190	72125	+	0.9855	1	-1	0	0	0
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR1	A0A4W3GWE7	ITPR3	ITPR	dispersed	CM070012.1	25047357	25086251	+	1	CM070017.1	6969885	7134930	+	0.9973	1	-1	0	1	0
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR1	A0A4W3JHJ0	vertebrate_basal	ITPR	dispersed	CM070012.1	25053329	25086266	+	0.9724	CM070017.1	6996048	7134945	+	0.9735	1	-1	0	1	0
GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR1	A0A670JBK6	ITPR1	ITPR	dispersed	CM070012.1	25047354	25086266	+	1	CM070017.1	6969882	7134945	+	1	1	-1	0	1	0
