accession	organism	vclass	source	cell	locus_idx	state	n_annot_edges	n_exact	n_within_tol	n_no_match	frac_exact	frac_within_tol	n_model_exons	n_annot_blocks	median_offset
GCF_963514075.1	Conger conger	Actinopteri	RefSeq	ITPR3	0	complete	114	111	111	3	0.9737	0.9737	58	58	0
GCF_963514075.1	Conger conger	Actinopteri	RefSeq	RYR	3	complete	206	194	195	11	0.9417	0.9466	102	104	0
GCF_963514075.1	Conger conger	Actinopteri	RefSeq	RYR	0	complete	206	200	200	6	0.9709	0.9709	103	104	0
GCF_963514075.1	Conger conger	Actinopteri	RefSeq	RYR	4	complete	206	190	190	16	0.9223	0.9223	101	104	0
GCF_963514075.1	Conger conger	Actinopteri	RefSeq	RYR	2	complete	212	205	205	7	0.967	0.967	106	107	0
GCF_963514075.1	Conger conger	Actinopteri	RefSeq	RYR	1	complete	210	204	204	6	0.9714	0.9714	104	106	0
GCF_963514085.1	Chelon labrosus	Actinopteri	RefSeq	ITPR1	1	complete	108	101	101	7	0.9352	0.9352	58	55	0
GCF_963514085.1	Chelon labrosus	Actinopteri	RefSeq	ITPR1	0	complete	114	110	110	4	0.9649	0.9649	58	58	0
GCF_963514085.1	Chelon labrosus	Actinopteri	RefSeq	ITPR2	0	complete	112	108	108	4	0.9643	0.9643	57	57	0
GCF_963514085.1	Chelon labrosus	Actinopteri	RefSeq	ITPR3	0	complete	118	118	118	0	1	1	60	60	0
GCF_963514085.1	Chelon labrosus	Actinopteri	RefSeq	RYR	1	complete	214	203	203	11	0.9486	0.9486	104	108	0
GCF_963514085.1	Chelon labrosus	Actinopteri	RefSeq	RYR	4	complete	210	197	197	13	0.9381	0.9381	104	106	0
GCF_963514085.1	Chelon labrosus	Actinopteri	RefSeq	RYR	5	complete	206	198	198	8	0.9612	0.9612	104	104	0
GCF_963514085.1	Chelon labrosus	Actinopteri	RefSeq	RYR	2	complete	212	205	205	7	0.967	0.967	105	107	0
GCF_963514085.1	Chelon labrosus	Actinopteri	RefSeq	RYR	0	complete	228	225	225	3	0.9868	0.9868	115	115	0
GCF_963514085.1	Chelon labrosus	Actinopteri	RefSeq	RYR	3	complete	200	191	192	8	0.955	0.96	101	101	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RefSeq	ITPR1	0	complete	120	113	113	7	0.9417	0.9417	59	61	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RefSeq	ITPR1	1	complete	114	107	107	7	0.9386	0.9386	58	58	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RefSeq	ITPR2	1	complete	110	96	96	14	0.8727	0.8727	55	56	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RefSeq	ITPR2	0	complete	112	105	105	7	0.9375	0.9375	56	57	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RefSeq	ITPR3	0	complete	118	116	116	2	0.9831	0.9831	61	60	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RefSeq	RYR	2	complete	212	208	208	4	0.9811	0.9811	106	107	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RefSeq	RYR	4	complete	228	194	194	34	0.8509	0.8509	106	115	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RefSeq	RYR	0	complete	230	223	223	7	0.9696	0.9696	117	116	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RefSeq	RYR	1	complete	214	205	205	9	0.9579	0.9579	105	108	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RefSeq	RYR	3	complete	214	204	204	10	0.9533	0.9533	108	108	0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RefSeq	RYR	5	complete	204	186	186	18	0.9118	0.9118	101	103	0
GCF_963921805.1	Phalacrocorax carbo	Aves	RefSeq	ITPR1	0	complete	118	116	116	2	0.9831	0.9831	62	60	0
GCF_963921805.1	Phalacrocorax carbo	Aves	RefSeq	ITPR2	0	complete	112	110	110	2	0.9821	0.9821	57	57	0
GCF_963921805.1	Phalacrocorax carbo	Aves	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_963921805.1	Phalacrocorax carbo	Aves	RefSeq	RYR	0	complete	212	205	205	7	0.967	0.967	104	107	0
GCF_963921805.1	Phalacrocorax carbo	Aves	RefSeq	RYR	1	complete	206	187	187	19	0.9078	0.9078	102	104	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RefSeq	ITPR1	1	complete	114	108	108	6	0.9474	0.9474	58	58	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RefSeq	ITPR1	0	complete	110	108	108	2	0.9818	0.9818	57	56	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RefSeq	ITPR2	0	complete	112	103	103	9	0.9196	0.9196	56	57	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RefSeq	ITPR3	0	complete	114	109	109	5	0.9561	0.9561	57	58	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RefSeq	RYR	3	complete	202	196	196	6	0.9703	0.9703	103	102	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RefSeq	RYR	4	complete	208	191	191	17	0.9183	0.9183	105	105	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RefSeq	RYR	2	complete	200	193	193	7	0.965	0.965	102	101	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RefSeq	RYR	1	complete	214	206	206	8	0.9626	0.9626	105	108	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RefSeq	RYR	0	complete	212	206	206	6	0.9717	0.9717	104	107	0
GCF_964187855.1	Myxine glutinosa	Myxini	RefSeq	ITPR1	0	complete	110	101	101	9	0.9182	0.9182	56	56	0
GCF_964187855.1	Myxine glutinosa	Myxini	RefSeq	ITPR1	1	complete	112	99	99	13	0.8839	0.8839	55	57	0
GCF_964187855.1	Myxine glutinosa	Myxini	RefSeq	ITPR1	2	complete	112	101	101	11	0.9018	0.9018	56	57	0
GCF_964187855.1	Myxine glutinosa	Myxini	RefSeq	RYR	1	complete	194	188	188	6	0.9691	0.9691	101	98	0
GCF_964187855.1	Myxine glutinosa	Myxini	RefSeq	RYR	0	complete	222	217	217	5	0.9775	0.9775	114	112	0
GCF_964195595.1	Calonectris borealis	Aves	RefSeq	ITPR1	0	complete	118	118	118	0	1	1	62	60	0
GCF_964195595.1	Calonectris borealis	Aves	RefSeq	ITPR2	0	complete	112	111	111	1	0.9911	0.9911	57	57	0
GCF_964195595.1	Calonectris borealis	Aves	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_964195595.1	Calonectris borealis	Aves	RefSeq	RYR	0	complete	202	202	202	0	1	1	104	102	0
GCF_964195595.1	Calonectris borealis	Aves	RefSeq	RYR	2	complete	208	194	194	14	0.9327	0.9327	102	105	0
GCF_964195595.1	Calonectris borealis	Aves	RefSeq	RYR	1	complete	190	187	187	3	0.9842	0.9842	96	96	0
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	RefSeq	ITPR1	0	complete	124	114	114	10	0.9194	0.9194	60	63	0
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	RefSeq	ITPR2	0	complete	112	110	110	2	0.9821	0.9821	57	57	0
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	RefSeq	ITPR3	0	complete	114	112	112	2	0.9825	0.9825	57	58	0
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	RefSeq	RYR	2	complete	206	195	195	11	0.9466	0.9466	102	104	0
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	RefSeq	RYR	0	complete	206	206	206	0	1	1	104	104	0
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	RefSeq	RYR	1	complete	210	207	207	3	0.9857	0.9857	105	106	0
GCF_964237585.1	Gallinula chloropus	Aves	RefSeq	ITPR1	0	complete	118	117	117	1	0.9915	0.9915	62	60	0
GCF_964237585.1	Gallinula chloropus	Aves	RefSeq	ITPR2	0	complete	114	111	111	3	0.9737	0.9737	57	58	0
GCF_964237585.1	Gallinula chloropus	Aves	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_964237585.1	Gallinula chloropus	Aves	RefSeq	RYR	0	complete	206	203	203	3	0.9854	0.9854	104	104	0
GCF_964237585.1	Gallinula chloropus	Aves	RefSeq	RYR	1	complete	206	197	197	9	0.9563	0.9563	103	104	0
GCF_964261635.1	Lissotriton helveticus	Amphibia	RefSeq	ITPR1	0	complete	110	108	108	2	0.9818	0.9818	59	56	0
GCF_964261635.1	Lissotriton helveticus	Amphibia	RefSeq	ITPR2	0	complete	114	112	112	2	0.9825	0.9825	57	58	0
GCF_964261635.1	Lissotriton helveticus	Amphibia	RefSeq	ITPR3	0	complete	114	113	113	1	0.9912	0.9912	58	58	0
GCF_964261635.1	Lissotriton helveticus	Amphibia	RefSeq	RYR	0	complete	202	195	195	7	0.9653	0.9653	103	102	0
GCF_964261635.1	Lissotriton helveticus	Amphibia	RefSeq	RYR	2	complete	202	187	187	15	0.9257	0.9257	101	102	0
GCF_964261635.1	Lissotriton helveticus	Amphibia	RefSeq	RYR	1	complete	204	200	200	4	0.9804	0.9804	104	103	0
GCF_964289735.1	Phaethon aethereus	Aves	RefSeq	ITPR1	0	complete	118	118	118	0	1	1	62	60	0
GCF_964289735.1	Phaethon aethereus	Aves	RefSeq	ITPR2	0	complete	114	111	111	3	0.9737	0.9737	57	58	0
GCF_964289735.1	Phaethon aethereus	Aves	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_964289735.1	Phaethon aethereus	Aves	RefSeq	RYR	0	complete	204	201	201	3	0.9853	0.9853	103	103	0
GCF_964289735.1	Phaethon aethereus	Aves	RefSeq	RYR	1	complete	206	192	192	14	0.932	0.932	101	104	0
GCF_964417175.1	Larus argentatus	Aves	RefSeq	ITPR1	0	complete	120	116	116	4	0.9667	0.9667	62	61	0
GCF_964417175.1	Larus argentatus	Aves	RefSeq	ITPR2	0	complete	112	111	111	1	0.9911	0.9911	57	57	0
GCF_964417175.1	Larus argentatus	Aves	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_964417175.1	Larus argentatus	Aves	RefSeq	RYR	0	complete	210	203	204	6	0.9667	0.9714	104	106	0
GCF_964417175.1	Larus argentatus	Aves	RefSeq	RYR	1	complete	206	191	191	15	0.9272	0.9272	101	104	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	RefSeq	ITPR1	1	complete	114	105	105	9	0.9211	0.9211	58	58	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	RefSeq	ITPR1	0	complete	116	111	111	5	0.9569	0.9569	58	59	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	RefSeq	ITPR2	0	complete	108	101	101	7	0.9352	0.9352	56	55	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	RefSeq	ITPR3	0	complete	118	115	115	3	0.9746	0.9746	60	60	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	RefSeq	RYR	1	complete	212	200	200	12	0.9434	0.9434	103	107	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	RefSeq	RYR	3	complete	202	189	189	13	0.9356	0.9356	102	102	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	RefSeq	RYR	0	complete	230	227	227	3	0.987	0.987	117	116	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	RefSeq	RYR	5	complete	210	198	198	12	0.9429	0.9429	103	106	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	RefSeq	RYR	4	complete	206	201	201	5	0.9757	0.9757	105	104	0
GCF_964638095.1	Poromitra crassiceps	Actinopteri	RefSeq	RYR	2	complete	214	206	206	8	0.9626	0.9626	105	108	0
GCF_965183815.1	Platalea leucorodia	Aves	RefSeq	ITPR1	0	complete	112	112	112	0	1	1	62	57	0
GCF_965183815.1	Platalea leucorodia	Aves	RefSeq	ITPR2	0	complete	114	111	111	3	0.9737	0.9737	57	58	0
GCF_965183815.1	Platalea leucorodia	Aves	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_965183815.1	Platalea leucorodia	Aves	RefSeq	RYR	0	complete	206	203	203	3	0.9854	0.9854	104	104	0
GCF_965183815.1	Platalea leucorodia	Aves	RefSeq	RYR	2	complete	206	196	196	10	0.9515	0.9515	102	104	0
GCF_965183815.1	Platalea leucorodia	Aves	RefSeq	RYR	1	complete	200	195	195	5	0.975	0.975	100	101	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	ITPR1	0	complete	116	113	113	3	0.9741	0.9741	58	59	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	ITPR1	3	complete	120	107	107	13	0.8917	0.8917	58	61	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	ITPR1	2	complete	120	109	109	11	0.9083	0.9083	58	61	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	ITPR1	1	complete	116	109	109	7	0.9397	0.9397	58	59	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	ITPR2	0	complete	112	105	105	7	0.9375	0.9375	56	57	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	ITPR2	1	complete	110	109	109	1	0.9909	0.9909	58	56	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	ITPR3	1	complete	114	108	108	6	0.9474	0.9474	58	58	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	ITPR3	0	complete	114	112	112	2	0.9825	0.9825	58	58	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	RYR	6	complete	198	186	186	12	0.9394	0.9394	101	100	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	RYR	0	complete	214	206	206	8	0.9626	0.9626	108	108	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	RYR	2	complete	212	204	204	8	0.9623	0.9623	105	107	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	RYR	8	complete	220	202	202	18	0.9182	0.9182	106	111	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	RYR	7	complete	204	189	189	15	0.9265	0.9265	100	103	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	RYR	4	complete	210	197	197	13	0.9381	0.9381	103	106	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	RYR	3	complete	204	194	194	10	0.951	0.951	104	103	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	RYR	9	complete	222	204	204	18	0.9189	0.9189	108	112	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	RYR	5	complete	204	195	195	9	0.9559	0.9559	102	103	0
GCF_965601325.1	Salmo salar	Actinopteri	RefSeq	RYR	1	fragmentary	104	86	86	18	0.8269	0.8269	105	53	0
GCF_965638725.1	Aptenodytes patagonicus	Aves	RefSeq	ITPR1	0	complete	118	117	117	1	0.9915	0.9915	62	60	0
GCF_965638725.1	Aptenodytes patagonicus	Aves	RefSeq	ITPR2	0	complete	112	111	111	1	0.9911	0.9911	57	57	0
GCF_965638725.1	Aptenodytes patagonicus	Aves	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_965638725.1	Aptenodytes patagonicus	Aves	RefSeq	RYR	0	complete	206	202	202	4	0.9806	0.9806	104	104	0
GCF_965638725.1	Aptenodytes patagonicus	Aves	RefSeq	RYR	1	complete	206	193	193	13	0.9369	0.9369	102	104	0
