accession	organism	vclass	vorder	cell	locus_idx	mp_id	bait	bait_paralog	frame_via_cell	reference	strand	contig	start	end	coverage	identity	q_start	q_end	residues	n_blocks	n_exons	n_merges	n_introns	frame_steps	cds_bp	span_bp	total_intron_bp	median_intron_bp	max_intron_bp	min_intron_bp_seen	mean_exon_bp	frame_balance_bp	canonical_junctions	minor_junctions	non_canonical_junctions	frac_canonical	in_scope	excluded_by
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	ITPR3	2	MP000126	A0A8C6KWV8	ITPR3	0	Q14573	+	JAHRIO010051160.1	5865	19586	0.1315	0.9573	32	382	351	10	10	0	9	0	1053	13722	12669	573	5121	95	105.3	0	9	0	0	1	0	A1_not_a_gene_copy
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	ITPR3	0	MP000121	A0A8C6KWV8	ITPR3	0	Q14573	-	JAHRIO010062185.1	408	12173	0.306	0.9114	1170	1986	817	17	17	0	16	0	2472	11766	9294	198	2199	72	145.41	21	16	0	0	1	0	A1_not_a_gene_copy
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	RYR	3	MP000160	A0A3Q0HBW9	RYR2	0	Q92736	-	JAHRIO010040339.1	5216	36442	0.3682	0.6905	3151	4986	1836	38	38	0	37	0	5454	31227	25773	257	2660	74	143.53	-57	37	0	0	1	0	A1_not_a_gene_copy
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	RYR	2	MP000082	A0A6I8Q6P7	RYR1	0	Q92736	-	JAHRIO010050443.1	303	32477	0.3707	0.7832	2843	4709	1867	39	39	0	38	0	5568	32175	26607	160.5	4311	83	142.77	-33	37	1	0	1	0	A1_not_a_gene_copy
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	RYR	4	MP000084	A0A6I8Q6P7	RYR1	0	Q92736	-	JAHRIO010051001.1	1568	20082	0.2746	0.8284	90	1472	1383	28	28	0	27	0	4140	18515	14375	125	3558	79	147.86	-9	26	1	0	1	0	A1_not_a_gene_copy
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	RYR	0	MP000081	A0A6I8Q6P7	RYR1	0	Q92736	+	JAHRIO010060328.1	341	34882	0.5952	0.7911	860	3857	2998	63	63	0	62	0	9102	34542	25440	100	6176	72	144.48	108	61	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	RYR	7	MP000095	A0A8V0Y8K1	RYR2	0	Q92736	-	JAHRIO010061373.1	333	18716	0.2526	0.587	813	2067	1255	19	19	0	18	1	3634	18384	14750	345.5	2423	92	191.26	-131	17	1	0	1	0	A1_not_a_gene_copy
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	RYR	6	MP000102	A0AC58GZ77	RYR2	0	Q92736	+	JAHRIO010070036.1	36064	58231	0.23	0.6411	1	1141	1141	26	26	0	25	0	3474	22168	18694	216	2164	83	133.62	51	24	1	0	1	0	A1_not_a_gene_copy
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	RYR	1	MP000159	A0A3Q0HBW9	RYR2	0	Q92736	+	JAHRIO010070261.1	928	38287	0.4932	0.6515	2255	4713	2459	55	55	0	54	0	7317	37360	30043	258.5	3132	77	133.04	-60	54	0	0	1	0	A1_not_a_gene_copy
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	RYR	8	MP000166	A0A3Q0HBW9	RYR2	0	Q92736	-	JAHRIO010071782.1	1963	14958	0.2347	0.5766	1169	2338	1170	19	19	0	18	0	3516	12996	9480	197	1637	81	185.05	6	18	0	0	1	0	A1_not_a_gene_copy
GCA_040091325.1	Goodea atripinnis	Actinopteri	Cyprinodontiformes	RYR	5	MP000094	A0A8V0Y8K1	RYR2	0	Q92736	-	JAHRIO010080948.1	403	21553	0.2305	0.6565	507	1651	1145	21	21	0	20	1	3338	21151	17813	338.5	3523	71	158.95	-97	20	0	0	1	0	A1_not_a_gene_copy
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR1	2	MP000114	A0A672IUQ7	ITPR1	0	Q14643	+	JAHRIN010012333.1	1848	7439	0.2606	0.8856	383	1098	716	14	14	0	13	0	2148	5592	3444	127	1289	84	153.43	0	13	0	0	1	0	A1_not_a_gene_copy
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR1	0	MP000111	A0A672IUQ7	ITPR1	0	Q14643	-	JAHRIN010036437.1	175	10766	0.3402	0.8947	335	1269	935	18	18	0	17	0	2877	10592	7715	116	2559	79	159.83	72	17	0	0	1	0	A1_not_a_gene_copy
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR1	1	MP000113	A0A672IUQ7	ITPR1	0	Q14643	-	JAHRIN010042419.1	2154	31656	0.2667	0.8856	1698	2430	733	14	14	0	13	0	2184	29503	27319	1671	7700	89	156	-15	13	0	0	1	0	A1_not_a_gene_copy
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR1	3	MP000012	A0A8V0ZJT0	ITPR1	0	Q14643	-	JAHRIN010081074.1	1916	3791	0.1148	0.8594	1128	1446	319	6	6	0	5	0	960	1876	916	118	479	79	160	3	5	0	0	1	0	A1_not_a_gene_copy
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR2	0	MP000115	A0AAX7UHL1	ITPR2	0	Q14571	+	JAHRIN010008558.1	569	49640	0.5065	0.7882	1334	2701	1368	25	25	0	24	0	4122	49072	44950	274	15211	70	164.88	18	23	0	1	0.9583	0	A2_contig_cannot_span_the_gene
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR2	1	MP000116	A0AAX7UHL1	ITPR2	0	Q14571	-	JAHRIN010026214.1	437	19786	0.324	0.7995	280	1154	875	18	18	0	17	0	2631	19350	16719	209	4440	71	146.17	6	17	0	0	1	0	A1_not_a_gene_copy
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR3	2	MP000123	A0A8C6KWV8	ITPR3	0	Q14573	-	JAHRIN010009234.1	1818	15729	0.1315	0.9573	32	382	351	10	10	0	9	0	1053	13912	12859	562	5296	90	105.3	0	9	0	0	1	0	A1_not_a_gene_copy
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR3	1	MP000121	A0A8C6KWV8	ITPR3	0	Q14573	-	JAHRIN010046157.1	442	6058	0.1813	0.9018	1986	2469	484	11	11	0	10	0	1467	5617	4150	189.5	1013	77	133.36	15	10	0	0	1	0	A1_not_a_gene_copy
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR3	3	MP000145	A0A4W3GWE7	ITPR3	0	Q14573	+	JAHRIN010059419.1	17056	30450	0.1084	0.8175	5	289	285	8	8	0	7	0	852	13395	12543	670	7242	86	106.5	-3	7	0	0	1	0	A1_not_a_gene_copy
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	ITPR3	0	MP000118	A0A8C6KWV8	ITPR3	0	Q14573	-	JAHRIN010060839.1	654	12466	0.306	0.9102	1170	1986	817	17	17	0	16	0	2472	11813	9341	198	2246	72	145.41	21	16	0	0	1	0	A1_not_a_gene_copy
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	RYR	1	MP000096	A0A6I8Q6P7	RYR1	0	Q92736	+	JAHRIN010008780.1	2287	34873	0.4048	0.7999	2999	5037	2039	44	44	0	43	0	6093	32587	26494	156	4308	81	138.48	-27	43	0	0	1	0	A1_not_a_gene_copy
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	RYR	0	MP000095	A0A6I8Q6P7	RYR1	0	Q92736	+	JAHRIN010033797.1	1111	47439	0.7449	0.7978	1	3752	3752	79	79	0	78	0	11358	46329	34971	100.5	6173	72	143.77	102	77	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_040091335.1	Xenoophorus captivus	Actinopteri	Cyprinodontiformes	RYR	2	MP000102	A0A8V0Y8K1	RYR2	0	Q92736	-	JAHRIN010042328.1	5434	36584	0.3694	0.6939	3134	4968	1835	38	38	0	37	0	5454	31151	25697	261	2666	74	143.53	-54	37	0	0	1	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	ITPR1	0	MP000115	A0A672IUQ7	ITPR1	0	Q14643	-	JAHRIM010090959.1	7060	22557	0.4967	0.9116	335	1699	1365	26	26	0	25	0	4176	15498	11322	107	2563	77	160.62	81	25	0	0	1	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	ITPR1	1	MP000116	A0A672IUQ7	ITPR1	0	Q14643	+	JAHRIM010092897.1	1078	9349	0.3777	0.8826	383	1420	1038	20	20	0	19	0	3105	8272	5167	127	1296	79	155.25	-9	19	0	0	1	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	ITPR2	0	MP000120	A0AAX7UHL1	ITPR2	0	Q14571	+	JAHRIM010030361.1	2743	32806	0.3688	0.8064	1706	2701	996	19	19	0	18	0	2994	30064	27070	136.5	8531	71	157.58	6	17	0	1	0.9444	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	ITPR2	2	MP000123	A0AAX7UHL1	ITPR2	0	Q14571	+	JAHRIM010070217.1	16562	42018	0.2121	0.8955	1	573	573	15	15	0	14	0	1713	25457	23744	1013.5	7561	73	114.2	-6	14	0	0	1	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	ITPR2	1	MP000121	A0AAX7UHL1	ITPR2	0	Q14571	+	JAHRIM010082012.1	84	11526	0.3602	0.7648	733	1705	973	18	18	0	17	0	2970	11443	8473	236	2092	71	165	51	17	0	0	1	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	ITPR3	0	MP000124	A0A8C6KWV8	ITPR3	0	Q14573	-	JAHRIM010070462.1	9526	31236	0.5622	0.9068	1170	2670	1501	32	32	0	31	0	4542	21711	17169	200	2203	72	141.94	36	31	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	RYR	5	MP000099	A0AC58GZ77	RYR2	0	Q92736	-	JAHRIM010001033.1	2482	21155	0.2899	0.5956	871	2308	1438	25	25	0	24	0	4320	18674	14354	201	2934	81	172.8	6	24	0	0	1	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	RYR	4	MP000172	H3BGR5	RYR1	0	Q92736	+	JAHRIM010013138.1	941	10173	0.2552	0.7337	913	2194	1282	19	19	0	18	0	3954	9233	5279	104.5	1258	72	208.11	108	18	0	0	1	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	RYR	2	MP000090	A0A8V0Y8K1	RYR2	0	Q92736	+	JAHRIM010020309.1	346	31128	0.3549	0.6933	3206	4968	1763	36	36	0	35	0	5238	30783	25545	506	2681	74	145.5	-54	35	0	0	1	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	RYR	8	MP000101	A0AC58GZ77	RYR2	0	Q92736	+	JAHRIM010061514.1	1880	15432	0.1861	0.6401	608	1530	923	16	16	0	15	0	2721	13553	10832	293	3520	71	170.06	-48	15	0	0	1	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	RYR	0	MP000157	A0A3Q0HBW9	RYR2	0	Q92736	-	JAHRIM010070216.1	1755	43524	0.5078	0.6574	2255	4786	2532	57	57	0	56	0	7569	41770	34201	257	4058	77	132.79	-27	56	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	RYR	6	MP000100	A0AC58GZ77	RYR2	0	Q92736	-	JAHRIM010080551.1	1879	28837	0.175	0.8435	734	1601	868	18	18	0	17	0	2565	26959	24394	1163	5198	176	142.5	-39	17	0	0	1	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	RYR	7	MP000107	A0A4W3I1N0		0	Q92736	-	JAHRIM010081442.1	327	16709	0.2342	0.5863	900	2066	1167	18	18	0	17	2	3397	16383	12986	270	2811	92	188.72	-104	17	0	0	1	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	RYR	1	MP000169	H3BGR5	RYR1	0	Q92736	+	JAHRIM010090740.1	403	24616	0.3264	0.8257	2194	3833	1640	42	42	0	41	0	4938	24214	19276	99	6081	74	117.57	18	40	1	0	1	0	A1_not_a_gene_copy
GCA_040091345.1	Xenotaenia resolanae	Actinopteri	Cyprinodontiformes	RYR	3	MP000082	A0A6I8Q6P7	RYR1	0	Q92736	-	JAHRIM010091130.1	1553	18654	0.2746	0.8284	90	1472	1383	28	28	0	27	0	4140	17102	12962	125	2156	79	147.86	-9	26	1	0	1	0	A1_not_a_gene_copy
GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	ITPR1	0	MP000053	A0A672IUQ7	ITPR1	0	Q14643	+	CM092437.1	12011056	12141957	1	0.9042	1	2748	2748	58	58	0	57	0	8214	130902	122688	909	15513	104	141.62	-33	56	1	0	1	1	
GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	ITPR2	0	MP000058	A0A672UP22	ITPR2	0	Q14571	-	CM092440.1	51804679	51967578	1	0.8197	1	2700	2700	57	57	0	56	0	8052	162900	154848	1000.5	34249	162	141.26	-51	56	0	0	1	1	
GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	ITPR3	0	MP000056	A0A8C6KWV8	ITPR3	0	Q14573	+	CM092438.1	20753445	20790667	1	0.8361	1	2670	2670	58	58	0	57	0	8004	37223	29219	300	7580	85	138	-9	57	0	0	1	1	
GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	RYR	1	MP000039	A0A6I8Q6P7	RYR1	0	Q92736	-	CM092436.1	65620117	65734192	1	0.8403	1	5037	5037	105	105	0	104	0	15234	114076	98842	461	15241	96	145.09	120	103	1	0	1	1	
GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	RYR	2	MP000045	A0A8V0Y8K1	RYR2	0	Q92736	+	CM092441.1	37135664	37309978	1	0.6938	1	4968	4968	104	104	0	103	0	14883	174315	159432	837	18824	101	143.11	-24	102	1	0	1	1	
GCA_043380575.1	Atractosteus spatula	Actinopteri	Semionotiformes	RYR	0	MP000046	A0AC58GZ77	RYR2	0	Q92736	+	CM092448.1	5802526	5995263	1	0.9029	1	4961	4961	105	105	0	104	0	14904	192738	177834	660.5	66233	93	141.94	18	103	1	0	1	1	
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	ITPR1	0	MP000088	A0A672IUQ7	ITPR1	0	Q14643	-	CM101355.1	14756846	14831797	1	0.9386	1	2748	2748	58	58	0	57	0	8238	74952	66714	529	9522	75	142.03	-9	57	0	0	1	1	
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	ITPR1	1	MP000089	A0A672IUQ7	ITPR1	0	Q14643	-	CM101355.1	15367192	15478413	1	0.8435	1	2748	2748	57	57	0	56	0	8343	111222	102879	544.5	15086	75	146.37	99	55	1	0	1	1	
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	ITPR2	0	MP000090	A0AAX7UHL1	ITPR2	0	Q14571	+	CM101349.1	10163561	10340210	1	0.8094	1	2701	2701	56	56	0	55	1	8045	176650	168605	488	25909	74	143.66	-61	54	1	0	1	1	
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	ITPR3	0	MP000093	A0A8C6KWV8	ITPR3	0	Q14573	+	CM101356.1	33896213	33940791	1	0.8624	1	2670	2670	60	60	0	59	0	8022	44579	36557	361	6211	74	133.7	12	59	0	0	1	1	
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	RYR	0	MP000075	A0AC58GZ77	RYR2	0	Q92736	+	CM101357.1	5355986	6966809	1	0.8657	1	4961	4961	115	115	0	114	0	14898	1610824	1595926	3245	152164	74	129.55	12	112	2	0	1	1	
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	RYR	3	MP000072	A0A8V0Y8K1	RYR2	0	Q92736	-	CM101358.1	12612838	12705591	1	0.6696	1	4968	4968	101	101	0	100	1	14920	92754	77834	438.5	12436	79	147.72	13	100	0	0	1	1	
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	RYR	2	MP000061	A0A6I8Q6P7	RYR1	0	Q92736	-	CM101361.1	17708260	17760734	1	0.7928	1	5037	5037	104	104	0	103	0	15174	52475	37301	169	3984	68	145.9	60	100	3	0	1	1	
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	RYR	4	MP000074	A0A8V0Y8K1	RYR2	0	Q92736	-	CM101363.1	29024638	30054394	1	0.6623	1	4968	4968	105	105	0	104	0	14796	1029757	1014961	4131.5	77252	68	140.91	-111	103	1	0	1	1	
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	RYR	1	MP000060	A0A6I8Q6P7	RYR1	0	Q92736	-	CM101366.1	18800282	18875837	1	0.8016	1	5037	5037	105	105	0	104	0	15234	75556	60322	237	9906	71	145.09	120	104	0	0	1	1	
GCA_046255725.1	Amblyopsis spelaea	Actinopteri	Percopsiformes	RYR	5	MP000087	A0AAJ7XD62		0	Q92736	+	CM101368.1	8401159	8481594	1	0.5483	1	5168	5168	102	102	0	101	1	14788	80436	65648	491	3094	80	144.98	-719	98	2	1	0.9901	1	
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	ITPR1	0	MP000083	A0A672IUQ7	ITPR1	0	Q14643	-	CM105268.1	9821515	9890681	1	0.9458	1	2748	2748	58	58	0	57	0	8247	69167	60920	273	10982	89	142.19	0	57	0	0	1	1	
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	ITPR1	1	MP000084	A0A672IUQ7	ITPR1	0	Q14643	-	CM105268.1	17294055	17390732	1	0.873	1	2748	2748	58	58	0	57	0	8166	96678	88512	572	13911	72	140.79	-81	57	0	0	1	1	
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	ITPR2	0	MP000085	A0AAX7UHL1	ITPR2	0	Q14571	-	CM105265.1	5237428	5285371	0.9956	0.8559	1	2689	2689	55	55	0	54	1	8149	47944	39795	299.5	8252	82	148.16	82	53	1	0	1	1	
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	ITPR3	0	MP000087	A0A8C6KWV8	ITPR3	0	Q14573	-	CM105270.1	2470054	2536617	1	0.8277	1	2670	2670	58	58	0	57	1	7946	66564	58618	563	10373	92	137	-67	57	0	0	1	1	
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	RYR	1	MP000059	A0A6I8Q6P7	RYR1	0	Q92736	+	CM105260.1	25970715	26053176	1	0.8125	1	5037	5037	106	106	0	105	0	15222	82462	67240	319	14115	83	143.6	108	105	0	0	1	1	
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	RYR	3	MP000069	A0A8V0Y8K1	RYR2	0	Q92736	-	CM105261.1	18501043	18601322	1	0.6774	1	4968	4968	100	100	0	99	1	14681	100280	85599	371	18505	85	146.81	-226	99	0	0	1	1	
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	RYR	0	MP000071	A0AC58GZ77	RYR2	0	Q92736	-	CM105262.1	19497868	19749383	1	0.9019	1	4961	4961	117	117	0	116	0	14982	251516	236534	972.5	55435	99	128.05	96	114	2	0	1	1	
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	RYR	2	MP000060	A0A6I8Q6P7	RYR1	0	Q92736	+	CM105264.1	12888533	12949218	1	0.8054	1	5037	5037	105	105	0	104	0	15099	60686	45587	132.5	6600	80	143.8	-15	100	4	0	1	1	
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	RYR	4	MP000070	A0A8V0Y8K1	RYR2	0	Q92736	+	CM105272.1	9530086	9594577	1	0.6641	1	4968	4968	105	105	0	104	0	14952	64492	49540	318.5	2707	91	142.4	45	103	1	0	1	1	
GCA_047511595.1	Polymixia lowei	Actinopteri	Polymixiiformes	RYR	5	MP000076	A0A4W3I1N0		0	Q92736	+	CM105278.1	13356112	13466333	0.9972	0.6561	15	4982	4968	102	102	0	101	2	14610	110222	95612	448	7484	94	143.24	-297	98	3	0	1	1	
GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	ITPR1	0	MP000002	P11881	ITPR1	0	Q14643	+	CM138677.1	50121107	50500875	1	0.972	1	2749	2749	60	60	0	59	0	8250	379769	371519	1900	123482	91	137.5	0	58	1	0	1	1	
GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	ITPR2	0	MP000008	Q14571	ITPR2	0	Q14571	-	CM138672.1	150602152	151157455	1	0.9467	1	2701	2701	57	57	0	56	0	8097	555304	547207	2817.5	81486	113	142.05	-9	56	0	0	1	1	
GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	ITPR3	0	MP000016	Q14573	ITPR3	0	Q14573	-	CM138675.1	291061489	291188594	1	0.9394	1	2671	2671	58	58	0	57	0	8007	127106	119099	1017	24564	110	138.05	-9	57	0	0	1	1	
GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	RYR	1	MP000031	A0A6I8Q6P7	RYR1	0	Q92736	+	CM138669.1	5536385	5632125	1	0.7944	1	5037	5037	105	105	0	104	0	15156	95741	80585	457	4444	81	144.34	42	103	0	1	0.9904	1	
GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	RYR	2	MP000033	A0A6I8Q6P7	RYR1	0	Q92736	-	CM138674.1	55597784	56504847	1	0.6767	1	5037	5037	101	101	0	100	1	14663	907064	892401	2334.5	237489	88	145.18	-451	100	0	0	1	1	
GCA_048126345.2	Notoryctes typhlops	Mammalia	Notoryctemorphia	RYR	0	MP000034	Q92736	RYR2	0	Q92736	+	CM138676.1	98194522	98997769	1	0.9615	1	4967	4967	105	105	0	104	0	14904	803248	788344	2933.5	212487	400	141.94	0	104	0	0	1	1	
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	ITPR1	0	MP000093	A0A672IUQ7	ITPR1	0	Q14643	-	CM109045.1	38677351	38746855	1	0.9451	1	2748	2748	58	58	0	57	0	8289	69505	61216	292	9911	51	142.91	42	57	0	0	1	1	
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	ITPR1	1	MP000094	A0A672IUQ7	ITPR1	0	Q14643	-	CM109045.1	47617436	47739034	1	0.8653	1	2748	2748	58	58	0	57	0	8163	121599	113436	781	17815	71	140.74	-84	57	0	0	1	1	
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	ITPR2	1	MP000096	A0AAX7UHL1	ITPR2	0	Q14571	-	CM109053.1	10484598	10537224	1	0.8426	1	2701	2701	56	56	0	55	2	8064	52627	44563	228	7120	83	144	-42	54	1	0	1	1	
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	ITPR2	0	MP000095	A0AAX7UHL1	ITPR2	0	Q14571	+	CM109053.1	10558258	10611018	1	0.8557	1	2701	2701	56	56	0	55	1	8113	52761	44648	247	9959	83	144.88	7	54	1	0	1	1	
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	ITPR3	0	MP000097	A0A8C6KWV8	ITPR3	0	Q14573	-	CM109051.1	37125450	37189428	1	0.8739	1	2670	2670	60	60	0	59	0	8031	63979	55948	457	10168	82	133.85	18	59	0	0	1	1	
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	RYR	1	MP000070	A0A6I8Q6P7	RYR1	0	Q92736	-	CM109048.1	2969783	3074466	1	0.8115	1	5037	5037	106	106	0	105	0	15114	104684	89570	220	16651	77	142.58	0	105	0	0	1	1	
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	RYR	3	MP000078	A0A8V0Y8K1	RYR2	0	Q92736	-	CM109052.1	32838764	32963193	1	0.682	1	4968	4968	102	102	0	101	0	14673	124430	109757	450	13063	78	143.85	-234	100	0	1	0.9901	1	
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	RYR	2	MP000071	A0A6I8Q6P7	RYR1	0	Q92736	+	CM109054.1	35305863	35367890	1	0.7927	1	5037	5037	103	103	0	102	0	15348	62028	46680	110.5	8302	74	149.01	234	101	1	0	1	1	
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	RYR	5	MP000080	A0A8V0Y8K1	RYR2	0	Q92736	+	CM109060.1	36716553	36803681	1	0.6562	1	4968	4968	105	105	0	104	0	14943	87129	72186	369.5	6124	85	142.31	36	103	1	0	1	1	
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	RYR	4	MP000086	A0A4W3I1N0		0	Q92736	+	CM109062.1	3752062	3949315	0.9972	0.6553	15	4982	4968	101	101	0	100	1	14720	197254	182534	969	13371	80	145.74	-187	97	3	0	1	1	
GCA_048569125.1	Diretmus argenteus	Actinopteri	Trachichthyiformes	RYR	0	MP000081	A0AC58GZ77	RYR2	0	Q92736	+	CM109064.1	12105434	12350957	1	0.8919	1	4961	4961	117	117	0	116	0	14886	245524	230638	878.5	54515	123	127.23	0	114	2	0	1	1	
GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	ITPR1	0	MP000083	A0A672IUQ7	ITPR1	0	Q14643	-	CM114425.1	14184100	14242029	1	0.9435	1	2748	2748	58	58	0	57	0	8268	57930	49662	320	8430	74	142.55	21	57	0	0	1	1	
GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	ITPR1	1	MP000084	A0A672IUQ7	ITPR1	0	Q14643	-	CM114425.1	21265958	21359015	1	0.8504	1	2748	2748	58	58	0	57	2	8223	93058	84835	687	9329	75	141.78	-24	57	0	0	1	1	
GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	ITPR2	0	MP000085	A0AAX7UHL1	ITPR2	0	Q14571	-	CM114422.1	10483689	10531925	0.9981	0.8572	1	2696	2696	56	56	0	55	2	8063	48237	40174	237	9140	72	143.98	-25	52	2	1	0.9818	1	
GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	ITPR3	0	MP000088	A0A8C6KWV8	ITPR3	0	Q14573	+	CM114428.1	23235495	23292314	1	0.883	1	2670	2670	60	60	0	59	0	8043	56820	48777	464	5182	75	134.05	30	59	0	0	1	1	
GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	RYR	1	MP000059	A0A6I8Q6P7	RYR1	0	Q92736	-	CM114427.1	15930480	15992621	1	0.7921	1	5037	5037	105	105	0	104	0	15252	62142	46890	141.5	9870	72	145.26	138	104	0	0	1	1	
GCA_050084785.1	Liparis tanakae	Actinopteri	Perciformes	RYR	3	MP000064	Q92736	RYR2	0	Q92736	+	CM114430.1	14558494	14660334	1	0.6755	1	4967	4967	101	101	0	100	1	14717	101841	87124	468	17333	80	145.71	-187	99	0	1	0.99	1	
