n_introns_a	n_introns_b	n_introns_b_in_shared	n_shared_columns	observed	expected_analytic	p_analytic	n_perm	expected_perm	p_perm	accession	organism	vclass	cell_a	cell_b	tolerance	is_operating_point	frame_via_cell
55	59	56	2550	49	0.575	7.44808e-93	1000	0.617	0.001	GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR2	ITPR3	0	1	0
56	52	50	2524	47	0.52	8.20725e-93	1000	0.495	0.001	GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR2	ITPR3	0	1	0
56	57	55	2578	50	0.555	2.65078e-97	1000	0.548	0.001	GCF_963514075.1	Conger conger	Actinopteri	ITPR2	ITPR3	0	1	0
53	59	56	2550	45	0.545	1.93218e-82	1000	0.476	0.001	GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR2	ITPR3	0	1	0
55	60	58	2550	49	0.582	1.04896e-91	1000	0.6	0.001	GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR2	ITPR3	0	1	0
56	57	56	2607	50	0.552	7.67173e-97	1000	0.526	0.001	GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR2	ITPR3	0	1	0
56	59	56	2550	48	0.59	1.629e-89	1000	0.604	0.001	GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR2	ITPR3	0	1	0
53	56	54	2550	48	0.526	7.10748e-93	1000	0.508	0.001	GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR2	ITPR3	0	1	0
56	57	56	2607	50	0.552	7.67173e-97	1000	0.539	0.001	GCF_964195595.1	Calonectris borealis	Aves	ITPR2	ITPR3	0	1	0
56	56	55	2616	50	0.547	1.276e-97	1000	0.552	0.001	GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ITPR2	ITPR3	0	1	0
56	57	56	2607	50	0.552	7.67173e-97	1000	0.566	0.001	GCF_964237585.1	Gallinula chloropus	Aves	ITPR2	ITPR3	0	1	0
56	57	56	2599	50	0.554	8.94492e-97	1000	0.57	0.001	GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	ITPR3	0	1	0
55	57	56	2607	50	0.548	2.73508e-97	1000	0.543	0.001	GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	ITPR3	0	1	0
56	57	56	2607	50	0.552	7.67173e-97	1000	0.564	0.001	GCF_964417175.1	Larus argentatus	Aves	ITPR2	ITPR3	0	1	0
55	59	56	2550	49	0.597	9.34764e-93	1000	0.606	0.001	GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR2	ITPR3	0	1	0
56	57	56	2607	50	0.552	7.67173e-97	1000	0.545	0.001	GCF_965183815.1	Platalea leucorodia	Aves	ITPR2	ITPR3	0	1	0
54	57	54	2550	48	0.551	2.06585e-92	1000	0.516	0.001	GCF_965601325.1	Salmo salar	Actinopteri	ITPR2	ITPR3	0	1	0
56	57	56	2607	50	0.552	7.67173e-97	1000	0.534	0.001	GCF_965638725.1	Aptenodytes patagonicus	Aves	ITPR2	ITPR3	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.475	0.37163	GCA_008658365.1	Alca torda	Aves	ITPR2	RYR	0	1	0
56	100	45	2193	1	0.425	0.347696	1000	0.427	0.35664	GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.457	0.37163	GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR2	RYR	0	1	0
56	102	46	2195	1	0.438	0.356657	1000	0.472	0.38661	GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	ITPR2	RYR	0	1	0
53	113	50	2196	1	0.474	0.379058	1000	0.485	0.39461	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	ITPR2	RYR	0	1	0
56	100	45	2193	1	0.425	0.347696	1000	0.46	0.38362	GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	RYR	0	1	0
55	101	44	2181	1	0.44	0.35795	1000	0.43	0.35864	GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.473	0.36164	GCA_014839755.1	Sylvia borin	Aves	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.473	0.39061	GCA_015883425.2	Lamprotornis superbus	Aves	ITPR2	RYR	0	1	0
54	104	45	2181	1	0.442	0.359374	1000	0.444	0.36464	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR2	RYR	0	1	0
40	103	45	2193	1	0.275	0.241211	1000	0.298	0.26673	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.438	0.36963	GCA_020745705.1	Hemiprocne comata	Aves	ITPR2	RYR	0	1	0
56	102	44	2193	1	0.422	0.346206	1000	0.416	0.34565	GCA_022829145.1	Albula goreensis	Actinopteri	ITPR2	RYR	0	1	0
56	104	48	2213	1	0.463	0.372292	1000	0.491	0.38761	GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR2	RYR	0	1	0
54	100	44	2181	1	0.428	0.350137	1000	0.462	0.36963	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR2	RYR	0	1	0
53	102	44	2181	1	0.428	0.350137	1000	0.426	0.34665	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR2	RYR	0	1	0
56	98	45	2195	1	0.424	0.347441	1000	0.437	0.36164	GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR2	RYR	0	1	0
55	103	48	2196	1	0.454	0.367055	1000	0.443	0.36264	GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR2	RYR	0	1	0
54	101	44	2181	1	0.428	0.350137	1000	0.432	0.35564	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR2	RYR	0	1	0
56	99	45	2195	1	0.424	0.347441	1000	0.426	0.34466	GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR2	RYR	0	1	0
42	97	42	2181	1	0.267	0.234901	1000	0.275	0.24376	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR2	RYR	0	1	0
55	101	45	2181	1	0.415	0.341322	1000	0.415	0.34665	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR2	RYR	0	1	0
55	101	45	2193	1	0.425	0.347696	1000	0.421	0.34965	GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR2	RYR	0	1	0
54	113	50	2196	1	0.495	0.392099	1000	0.486	0.38861	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR2	RYR	0	1	0
52	102	45	2181	1	0.419	0.344042	1000	0.399	0.33566	GCA_047511595.1	Polymixia lowei	Actinopteri	ITPR2	RYR	0	1	0
56	102	46	2195	1	0.438	0.356657	1000	0.442	0.35265	GCA_048126345.2	Notoryctes typhlops	Mammalia	ITPR2	RYR	0	1	0
54	102	44	2181	1	0.416	0.342232	1000	0.416	0.35165	GCA_048569125.1	Diretmus argenteus	Actinopteri	ITPR2	RYR	0	1	0
54	101	44	2181	1	0.416	0.342232	1000	0.397	0.32368	GCA_050084785.1	Liparis tanakae	Actinopteri	ITPR2	RYR	0	1	0
55	102	48	2208	1	0.464	0.372958	1000	0.491	0.37562	GCA_054084135.1	Copsychus sechellarum	Aves	ITPR2	RYR	0	1	0
56	98	43	2193	1	0.42	0.344712	1000	0.391	0.32967	GCA_054099775.1	Steatornis caripensis	Aves	ITPR2	RYR	0	1	0
56	98	45	2195	1	0.424	0.347441	1000	0.421	0.35165	GCA_054644205.1	Lestoros inca	Mammalia	ITPR2	RYR	0	1	0
55	103	46	2181	1	0.434	0.353707	1000	0.401	0.34466	GCA_054883175.1	Datnioides polota	Actinopteri	ITPR2	RYR	0	1	0
56	101	44	2195	1	0.422	0.345951	1000	0.398	0.33367	GCA_054883375.1	Arapaima gigas	Actinopteri	ITPR2	RYR	0	1	0
55	101	44	2181	1	0.428	0.350137	1000	0.446	0.36464	GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.469	0.37463	GCA_056776345.1	Spizella passerina	Aves	ITPR2	RYR	0	1	0
56	101	44	2195	1	0.426	0.348336	1000	0.44	0.35964	GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR2	RYR	0	1	0
55	102	44	2193	1	0.419	0.343811	1000	0.428	0.34865	GCA_056783665.1	Albula glossodonta	Actinopteri	ITPR2	RYR	0	1	0
53	100	44	2181	1	0.413	0.339809	1000	0.428	0.34565	GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR2	RYR	0	1	0
55	101	45	2181	1	0.417	0.342482	1000	0.386	0.32767	GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	ITPR2	RYR	0	1	0
56	97	43	2193	1	0.408	0.336831	1000	0.425	0.33566	GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	ITPR2	RYR	0	1	0
56	101	45	2193	1	0.425	0.347696	1000	0.429	0.35465	GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR2	RYR	0	1	0
54	100	43	2181	1	0.413	0.33981	1000	0.409	0.33766	GCA_058707665.1	Platax teira	Actinopteri	ITPR2	RYR	0	1	0
54	100	44	2181	1	0.416	0.342232	1000	0.423	0.36064	GCA_965364685.1	Capros aper	Actinopteri	ITPR2	RYR	0	1	0
56	101	45	2181	1	0.431	0.351924	1000	0.44	0.35764	GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR2	RYR	0	1	0
54	99	43	2181	1	0.414	0.340417	1000	0.406	0.34965	GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR2	RYR	0	1	0
56	101	47	2213	1	0.425	0.348113	1000	0.458	0.37662	GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR2	RYR	0	1	0
56	104	48	2213	1	0.463	0.372292	1000	0.459	0.36963	GCF_000001405.40	Homo sapiens	Mammalia	ITPR2	RYR	0	1	0
56	104	48	2213	1	0.463	0.372292	1000	0.468	0.38362	GCF_000001635.27	Mus musculus	Mammalia	ITPR2	RYR	0	1	0
55	102	45	2193	1	0.425	0.347696	1000	0.443	0.37562	GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR2	RYR	0	1	0
56	99	45	2193	1	0.425	0.347696	1000	0.396	0.33267	GCF_001715985.3	Manacus vitellinus	Aves	ITPR2	RYR	0	1	0
56	104	48	2213	1	0.463	0.372292	1000	0.412	0.33866	GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.517	0.41059	GCF_003957555.1	Calypte anna	Aves	ITPR2	RYR	0	1	0
56	100	46	2195	1	0.438	0.356657	1000	0.457	0.37562	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR2	RYR	0	1	0
56	102	47	2210	1	0.449	0.363767	1000	0.465	0.38561	GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.433	0.37063	GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR2	RYR	0	1	0
56	99	45	2181	1	0.432	0.35252	1000	0.43	0.34965	GCF_011004845.1	Esox lucius	Actinopteri	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.452	0.36547	1000	0.493	0.40559	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR2	RYR	0	1	0
55	103	48	2196	1	0.454	0.367055	1000	0.444	0.36264	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.491	0.39461	GCF_013368605.1	Nyctibius grandis	Aves	ITPR2	RYR	0	1	0
56	99	45	2193	1	0.426	0.348591	1000	0.436	0.35465	GCF_014839835.1	Dryobates pubescens	Aves	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.462	0.36563	GCF_016699485.2	Gallus gallus	Aves	ITPR2	RYR	0	1	0
53	104	47	2196	1	0.444	0.35999	1000	0.414	0.34965	GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR2	RYR	0	1	0
56	101	46	2202	1	0.437	0.355748	1000	0.451	0.37662	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR2	RYR	0	1	0
55	102	47	2206	1	0.446	0.361688	1000	0.446	0.37562	GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.458	0.37463	GCF_017976375.1	Cuculus canorus	Aves	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.475	0.39461	GCF_018139145.2	Gymnogyps californianus	Aves	ITPR2	RYR	0	1	0
54	100	43	2181	0	0.405	1	1000	0.428	1	GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR2	RYR	0	1	0
56	98	45	2193	1	0.436	0.355448	1000	0.419	0.35165	GCF_018691265.1	Tyto alba	Aves	ITPR2	RYR	0	1	0
54	103	46	2186	1	0.435	0.354877	1000	0.43	0.35664	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	RYR	0	1	0
57	99	44	2193	1	0.438	0.356381	1000	0.417	0.33666	GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	RYR	0	1	0
56	99	45	2195	1	0.424	0.347441	1000	0.417	0.34765	GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	RYR	0	1	0
53	101	45	2181	1	0.42	0.344645	1000	0.401	0.33566	GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	RYR	0	1	0
56	103	47	2213	1	0.449	0.363375	1000	0.436	0.36064	GCF_020171115.1	Neogale vison	Mammalia	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.473	0.37363	GCF_020740795.1	Apus apus	Aves	ITPR2	RYR	0	1	0
56	100	45	2195	1	0.426	0.348335	1000	0.402	0.33167	GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR2	RYR	0	1	0
55	98	43	2194	1	0.408	0.336661	1000	0.442	0.37063	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR2	RYR	0	1	0
56	98	45	2195	1	0.426	0.348335	1000	0.461	0.37962	GCF_021613505.1	Equus quagga	Mammalia	ITPR2	RYR	0	1	0
56	99	45	2193	1	0.425	0.347696	1000	0.479	0.3996	GCF_023634155.1	Falco peregrinus	Aves	ITPR2	RYR	0	1	0
56	103	47	2213	1	0.449	0.363375	1000	0.473	0.37962	GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR2	RYR	0	1	0
56	96	45	2195	1	0.426	0.348335	1000	0.391	0.31668	GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR2	RYR	0	1	0
56	99	44	2193	1	0.422	0.346206	1000	0.381	0.32567	GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR2	RYR	0	1	0
55	99	44	2194	1	0.41	0.338172	1000	0.389	0.31968	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR2	RYR	0	1	0
56	98	45	2195	1	0.426	0.348335	1000	0.44	0.35664	GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR2	RYR	0	1	0
55	101	44	2181	1	0.428	0.350137	1000	0.438	0.36364	GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR2	RYR	0	1	0
56	98	45	2181	1	0.439	0.357013	1000	0.447	0.36863	GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR2	RYR	0	1	0
55	100	45	2193	1	0.425	0.347696	1000	0.379	0.31568	GCF_027579735.1	Bombina bombina	Amphibia	ITPR2	RYR	0	1	0
56	101	46	2195	1	0.438	0.356657	1000	0.441	0.37263	GCF_027595985.1	Sorex araneus	Mammalia	ITPR2	RYR	0	1	0
56	104	48	2213	1	0.463	0.372292	1000	0.476	0.37962	GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.461	0.37762	GCF_028389875.1	Rhea pennata	Aves	ITPR2	RYR	0	1	0
56	100	46	2193	1	0.428	0.350076	1000	0.46	0.37562	GCF_028858725.1	Colius striatus	Aves	ITPR2	RYR	0	1	0
56	99	46	2196	1	0.426	0.348799	1000	0.384	0.33367	GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR2	RYR	0	1	0
54	93	44	2181	1	0.417	0.34258	1000	0.395	0.33467	GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR2	RYR	0	1	0
56	104	48	2213	1	0.463	0.372292	1000	0.45	0.36264	GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR2	RYR	0	1	0
56	98	46	2195	1	0.438	0.356657	1000	0.432	0.34665	GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.493	0.3956	GCF_030463565.1	Pelecanus crispus	Aves	ITPR2	RYR	0	1	0
56	100	45	2193	1	0.425	0.347696	1000	0.411	0.34066	GCF_030490865.1	Poecile atricapillus	Aves	ITPR2	RYR	0	1	0
56	102	47	2202	1	0.439	0.357211	1000	0.434	0.35465	GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.425	0.35664	GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.447	0.37263	GCF_030936135.1	Gavia stellata	Aves	ITPR2	RYR	0	1	0
55	97	43	2188	1	0.423	0.346846	1000	0.458	0.37662	GCF_033026475.1	Channa argus	Actinopteri	ITPR2	RYR	0	1	0
54	98	41	2181	1	0.385	0.321267	1000	0.4	0.32867	GCF_033807715.1	Cololabis saira	Actinopteri	ITPR2	RYR	0	1	0
53	99	45	2199	1	0.412	0.339053	1000	0.438	0.36264	GCF_033978785.1	Entelurus aequoreus	Actinopteri	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.452	0.36547	1000	0.453	0.36364	GCF_034619465.1	Leptosomus discolor	Aves	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.445	0.35465	GCF_034638445.1	Ciconia boyciana	Aves	ITPR2	RYR	0	1	0
55	108	45	2181	1	0.439	0.357013	1000	0.408	0.36264	GCF_034702125.1	Engraulis encrasicolus	Actinopteri	ITPR2	RYR	0	1	0
56	97	44	2195	1	0.422	0.345951	1000	0.427	0.34865	GCF_035084215.1	Heptranchias perlo	Chondrichthyes	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.464	0.37762	GCF_035582795.1	Mycteria americana	Aves	ITPR2	RYR	0	1	0
56	102	49	2208	1	0.478	0.381762	1000	0.483	0.3956	GCF_036013445.1	Caloenas nicobarica	Aves	ITPR2	RYR	0	1	0
56	98	45	2195	1	0.424	0.347441	1000	0.419	0.33666	GCF_036365525.1	Heterodontus francisci	Chondrichthyes	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.456	0.36064	GCF_036370855.1	Dromaius novaehollandiae	Aves	ITPR2	RYR	0	1	0
55	102	45	2193	1	0.425	0.347696	1000	0.423	0.34366	GCF_036373705.1	Amia ocellicauda	Actinopteri	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.444	0.35764	GCF_036417535.1	Chlamydotis macqueenii	Aves	ITPR2	RYR	0	1	0
56	97	44	2193	1	0.422	0.346206	1000	0.405	0.33367	GCF_036417845.1	Apteryx mantelli	Aves	ITPR2	RYR	0	1	0
56	101	48	2210	1	0.463	0.372692	1000	0.449	0.36264	GCF_036850765.1	Saccopteryx bilineata	Mammalia	ITPR2	RYR	0	1	0
54	100	45	2193	1	0.42	0.345008	1000	0.434	0.34466	GCF_036971445.1	Narcine bancroftii	Chondrichthyes	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.465	0.37562	GCF_037157495.1	Lathamus discolor	Aves	ITPR2	RYR	0	1	0
56	102	44	2184	1	0.412	0.339476	1000	0.398	0.33267	GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	ITPR2	RYR	0	1	0
55	101	46	2195	1	0.434	0.354008	1000	0.447	0.36364	GCF_037893015.1	Macrotis lagotis	Mammalia	ITPR2	RYR	0	1	0
55	101	44	2181	1	0.42	0.344647	1000	0.401	0.33866	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ITPR2	RYR	0	1	0
55	100	44	2181	1	0.413	0.339809	1000	0.426	0.33766	GCF_040054535.1	Antennarius striatus	Actinopteri	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.46	0.37163	GCF_040807025.1	Struthio camelus	Aves	ITPR2	RYR	0	1	0
56	101	45	2193	1	0.425	0.347696	1000	0.397	0.33167	GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.462	0.38062	GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR2	RYR	0	1	0
55	102	44	2181	1	0.425	0.347743	1000	0.429	0.35165	GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR2	RYR	0	1	0
55	103	45	2193	1	0.425	0.347696	1000	0.429	0.34066	GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR2	RYR	0	1	0
55	100	43	2181	1	0.425	0.348344	1000	0.433	0.34665	GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR2	RYR	0	1	0
54	104	49	2196	1	0.46	0.370458	1000	0.436	0.35764	GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR2	RYR	0	1	0
53	101	44	2181	1	0.428	0.350137	1000	0.443	0.36264	GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR2	RYR	0	1	0
55	100	45	2199	1	0.432	0.352567	1000	0.465	0.38162	GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR2	RYR	0	1	0
56	99	45	2193	1	0.425	0.347696	1000	0.438	0.36064	GCF_047370975.1	Nipponia nippon	Aves	ITPR2	RYR	0	1	0
54	98	44	2194	1	0.415	0.341194	1000	0.431	0.34865	GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR2	RYR	0	1	0
55	98	44	2195	1	0.422	0.345951	1000	0.418	0.33267	GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR2	RYR	0	1	0
56	104	48	2208	1	0.464	0.372958	1000	0.474	0.39261	GCF_047663525.1	Anas platyrhynchos	Aves	ITPR2	RYR	0	1	0
55	102	48	2208	1	0.451	0.364552	1000	0.426	0.35764	GCF_047716275.1	Strix uralensis	Aves	ITPR2	RYR	0	1	0
54	103	48	2208	1	0.46	0.370392	1000	0.474	0.37762	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR2	RYR	0	1	0
56	104	48	2213	1	0.463	0.372292	1000	0.466	0.37263	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR2	RYR	0	1	0
56	99	46	2211	1	0.443	0.359928	1000	0.429	0.34865	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR2	RYR	0	1	0
56	104	48	2213	1	0.463	0.372292	1000	0.44	0.34865	GCF_049350105.2	Macaca mulatta	Mammalia	ITPR2	RYR	0	1	0
56	103	47	2213	1	0.449	0.363375	1000	0.439	0.37562	GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR2	RYR	0	1	0
56	101	44	2181	1	0.425	0.347743	1000	0.417	0.34466	GCF_052040795.1	Danio rerio	Actinopteri	ITPR2	RYR	0	1	0
56	97	44	2193	1	0.422	0.346206	1000	0.377	0.31169	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR2	RYR	0	1	0
56	104	48	2213	1	0.463	0.372292	1000	0.472	0.37862	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR2	RYR	0	1	0
54	100	46	2196	1	0.438	0.356527	1000	0.453	0.37063	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR2	RYR	0	1	0
53	101	44	2181	1	0.416	0.342232	1000	0.421	0.33467	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR2	RYR	0	1	0
56	113	50	2196	1	0.496	0.393267	1000	0.507	0.4016	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR2	RYR	0	1	0
53	101	44	2181	1	0.416	0.342232	1000	0.432	0.35664	GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR2	RYR	0	1	0
54	100	45	2181	1	0.42	0.344645	1000	0.437	0.35664	GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR2	RYR	0	1	0
56	101	45	2193	1	0.425	0.348	1000	0.458	0.37063	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR2	RYR	0	1	0
52	101	44	2181	1	0.416	0.342232	1000	0.418	0.34965	GCF_900880675.2	Sparus aurata	Actinopteri	ITPR2	RYR	0	1	0
55	111	50	2196	1	0.483	0.384799	1000	0.474	0.38062	GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR2	RYR	0	1	0
56	101	46	2193	1	0.416	0.342215	1000	0.452	0.36064	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR2	RYR	0	1	0
53	101	44	2181	1	0.425	0.347743	1000	0.412	0.34166	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR2	RYR	0	1	0
54	101	45	2181	1	0.431	0.351924	1000	0.408	0.33866	GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR2	RYR	0	1	0
54	98	46	2196	1	0.442	0.359165	1000	0.444	0.37263	GCF_902167405.1	Gadus morhua	Actinopteri	ITPR2	RYR	0	1	0
56	100	45	2199	1	0.412	0.339099	1000	0.43	0.36064	GCF_902362185.1	Chanos chanos	Actinopteri	ITPR2	RYR	0	1	0
54	100	44	2181	1	0.425	0.347743	1000	0.455	0.36464	GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR2	RYR	0	1	0
56	102	48	2208	1	0.464	0.372958	1000	0.494	0.40559	GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR2	RYR	0	1	0
52	101	44	2181	1	0.428	0.350137	1000	0.401	0.34865	GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR2	RYR	0	1	0
56	99	44	2193	1	0.422	0.346206	1000	0.409	0.34965	GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR2	RYR	0	1	0
55	100	44	2181	1	0.401	0.332136	1000	0.398	0.32767	GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR2	RYR	0	1	0
54	101	44	2181	1	0.428	0.350137	1000	0.41	0.34366	GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR2	RYR	0	1	0
52	101	44	2181	1	0.417	0.342837	1000	0.422	0.35465	GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR2	RYR	0	1	0
53	100	45	2188	1	0.44	0.357866	1000	0.429	0.35664	GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	RYR	0	1	0
56	101	46	2195	1	0.438	0.356657	1000	0.473	0.37862	GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	RYR	0	1	0
55	100	44	2181	1	0.421	0.345253	1000	0.391	0.31568	GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	RYR	0	1	0
54	99	44	2181	1	0.416	0.342232	1000	0.444	0.36264	GCF_960531495.1	Zeus faber	Actinopteri	ITPR2	RYR	0	1	0
55	99	44	2181	1	0.428	0.350137	1000	0.435	0.36164	GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR2	RYR	0	1	0
